Feature,1014849,1014850,1014851,1014852,1014922,1015951,1015952,1015953,1015954,1016181,1016182,1016183,1016184,1017637,1017638,1017639,1017640,1018310,1018508,1018509
车型名称,卡路里 2023款 2.0L 手动 标轴 奋斗版,卡路里 2023款 2.0L 手动 标轴 能量版,卡路里 2023款 2.0L 手动 长轴 奋斗版,卡路里 2023款 2.0L 手动 长轴 能量版,卡路里 2023款 2.0L 手动 标轴 青春版,卡路里 2023款 2.0L 手动 标轴 成就版,卡路里 2023款 2.0L 手动 长轴 成就版,卡路里 2023款 2.0L 手动 标轴 行政版,卡路里 2023款 2.0L 手动 长轴 行政版,卡路里 2023款 2.0L 自动 标轴 能量型,卡路里 2023款 2.0L 自动 标轴 成就型,卡路里 2023款 2.0L 自动 长轴 能量型,卡路里 2023款 2.0L 自动 长轴 成就型,卡路里 2023款 2.0L 自动 标轴 行政版,卡路里 2023款 2.0L 自动 长轴 行政版,卡路里 2023款 改款 2.0L 手动 标轴 行政版,卡路里 2023款 改款  2.0L 手动 长轴 行政版,卡路里 2023款 2.0L 手动 长轴 奋斗版（795kg）,卡路里 2024款 2.0L 手动 标轴 高原版,卡路里 2024款 2.0L 手动 长轴 高原版
车前雾灯,,,,,-,,,,,-,,-,,,,,,,,
车内环境氛围灯,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
车内化妆镜,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
车内中控锁,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
车内PM2.5过滤装置,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
车侧脚踏板,-,-,-,-,-,-,-,-,-,-,-,-,-,,,-,-,-,-,-
车体结构,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式
货箱尺寸(mm),1595x1540x545,1595x1540x545,1845x1540x545,1845x1540x545,1595x1540x545,1595x1540x545,1845x1540x545,1595x1540x545,1845x1540x545,1595x1540x545,1595x1540x545,1845x1540x545,1845x1540x545,1595x1540x545,1845x1540x545,1595x1540x545,1845x1540x545,1845x1540x545,1595x1540x545,1845x1540x545
语音识别控制系统,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
行车电脑显示屏幕,-,-,-,-,-,-,-,-,-,-,-,-,-,,,-,-,-,-,-
行程(mm),94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94
蓝牙/车载电话,-,●,-,●,-,●,●,●,●,●,●,●,●,●,●,●,●,-,-,-
自适应远近光,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
自动驻车,-,-,-,-,-,-,-,-,-,●,●,●,●,●,●,-,-,-,-,-
自动头灯,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
能源类型_y,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油
能源类型_x,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油
胎压监测功能,,,,,,,,,,,,,,,,,,,,
缸盖材料,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金
缸径(mm),81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5
缸体材料,铸铁,铸铁,铸铁,铸铁,铸铁,铸铁,铸铁,铸铁,铸铁,铸铁,铸铁,铸铁,铸铁,铸铁,铸铁,铸铁,铸铁,铸铁,铸铁,铸铁
级别,皮卡,皮卡,皮卡,皮卡,皮卡,皮卡,皮卡,皮卡,皮卡,皮卡,皮卡,皮卡,皮卡,皮卡,皮卡,皮卡,皮卡,皮卡,皮卡,皮卡
简称,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,8挡自动,8挡自动,8挡自动,8挡自动,8挡自动,8挡自动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动
第二排座椅调节,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
空载最小离地间隙(mm),230,230,230,230,230,230,230,230,230,-,-,-,-,230,230,230,230,230,230,230
空调温度控制方式,,,,,-,,,,,,,,,,,,,,,
疲劳驾驶提示,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
电动座椅记忆功能,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
电动后备厢,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
环保标准_y,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI
环保标准_x,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI
牵引力控制(ASR/TCS/TRC等),-,-,-,-,-,-,-,-,-,●,●,●,●,●,●,●,●,-,-,-
温度分区控制,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
液晶仪表尺寸,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
油箱容积(L),70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70
气缸数(个),4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
气缸排列形式,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L
每缸气门数(个),4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
最高车速(km/h),-,-,-,-,-,-,-,-,-,120,120,120,120,-,-,-,-,-,120,120
最小离地间隙(mm),-,-,-,-,-,-,-,-,-,217,217,217,217,-,-,-,-,-,-,-
最大马力(Ps),144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144
最大载重质量(kg),495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,795,495,495
最大满载质量(kg),2445,2445,2445,2445,2445,2445,2445,2445,2445,2521,2521,2541,2541,2521,2541,2445,2465,2765,2445,2465
最大扭矩转速(rpm),3600-4600,3600-4600,3600-4600,3600-4600,3600-4600,3600-4600,3600-4600,3600-4600,3600-4600,3600-4600,3600-4600,3600-4600,3600-4600,3600-4600,3600-4600,3600-4600,3600-4600,3600-4600,3600-4600,3600-4600
最大扭矩(N·m)_y,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200
最大扭矩(N·m)_x,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200
最大功率转速(rpm),5600,5600,5600,5600,5600,5600,5600,5600,5600,5600,5600,5600,5600,5600,5600,5600,5600,5600,5600,5600
最大功率(kW)_y,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106
最大功率(kW)_x,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106
最大净功率(kW),98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98
无钥匙进入功能,-,-,-,-,-,,,,,-,,-,,,,,,-,-,-
无钥匙启动系统,-,-,-,-,-,●,●,●,●,-,●,-,●,●,●,●,●,-,-,-
方向盘记忆,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
方向盘材质,,,,,,,,,,,,,,,,,,,,
方向盘换挡,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
方向盘加热,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
方向盘位置调节,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
整车质保,,,,,,,,,,,,,,,,,,,,
整备质量(kg),1625,1625,1645,1645,1625,1625,1645,1625,1645,1696,1696,1719,1719,1696,1719,1625,1645,1645,1625,1625
推荐燃油标号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号
排量(mL),1962,1962,1962,1962,1962,1962,1962,1962,1962,1962,1962,1962,1962,1962,1962,1962,1962,1962,1962,1962
挡位个数,5,5,5,5,5,5,5,5,5,8,8,8,8,8,8,5,5,5,5,5
扬声器数量,,,,,,,,,,,,,,,,,,,,
扬声器品牌名称,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
手机无线充电功能,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
手机互联/映射,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
感应雨刷功能,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
座椅材质,,,,,,,,,,,,,,,,,,,,
座位数(个),,,,,,,,,,,,,,,,,,,,
并线辅助,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
巡航系统,-,-,-,-,-,,,,,-,,-,,,,,,-,-,-
导航路况信息显示,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
宽度(mm),1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900
官方0-100km/h加速(s),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
安全带未系提醒,,,,,,,,,,,,,,,,,,,,
天窗类型,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
大灯高度可调,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
大灯延时关闭,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
多媒体/充电接口,,,,,,,,,,,,,,,,,,,,
多功能方向盘,-,●,-,●,-,●,●,●,●,●,●,●,●,●,●,●,●,-,-,-
外后视镜功能,-,,-,,-,,,,,,,,,,,,,-,-,-
备胎规格,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后雨刷,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后轮距(mm),1610,1610,1610,1610,1610,1610,1610,1610,1610,1610,1610,1610,1610,1610,1610,1610,1610,1610,1610,1610
后轮胎规格,,,,,,,,,,,,,,,,,,,,
后排车门开启方式,,,,,,,,,,,,,,,,,,,,
后排独立空调,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后排杯架,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后排座椅放倒形式,,,,,,,,,,,,,,,,,,,,
后悬架类型,,,,,,,,,,,,,,,,,,,,
后座出风口,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后备厢容积(L),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后制动器类型,,,,,,,,,,,,,,,,,,,,
变速箱类型,手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),自动变速箱(AT),自动变速箱(AT),自动变速箱(AT),自动变速箱(AT),自动变速箱(AT),自动变速箱(AT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT)
变速箱,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,8挡自动,8挡自动,8挡自动,8挡自动,8挡自动,8挡自动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动
发动机电子防盗,-,-,-,-,-,-,-,-,-,-,●,-,●,●,●,-,-,-,-,-
发动机布局,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置
发动机型号,LQ481QFB,LQ481QFB,LQ481QFB,LQ481QFB,LQ481QFB,LQ481QFB,LQ481QFB,LQ481QFB,LQ481QFB,LQ481QFB,LQ481QFB,LQ481QFB,LQ481QFB,LQ481QFB,LQ481QFB,LQ481QFB,LQ481QFB,LQ481QFB,LQ481QFB,LQ481QFB
发动机,2.0L 144马力 L4,2.0L 144马力 L4,2.0L 144马力 L4,2.0L 144马力 L4,2.0L 144马力 L4,2.0L 144马力 L4,2.0L 144马力 L4,2.0L 144马力 L4,2.0L 144马力 L4,2.0L 144马力 L4,2.0L 144马力 L4,2.0L 144马力 L4,2.0L 144马力 L4,2.0L 144马力 L4,2.0L 144马力 L4,2.0L 144马力 L4,2.0L 144马力 L4,2.0L 144马力 L4,2.0L 144马力 L4,2.0L 144马力 L4
厂商指导价(元),6.78万,7.28万,6.98万,7.48万,5.98万,7.58万,7.78万,9.08万,9.28万,8.78万,9.18万,8.98万,9.39万,10.28万,10.48万,9.08万,9.28万,7.08万,7.78万,7.98万
厂商,北京汽车制造厂,北京汽车制造厂,北京汽车制造厂,北京汽车制造厂,北京汽车制造厂,北京汽车制造厂,北京汽车制造厂,北京汽车制造厂,北京汽车制造厂,北京汽车制造厂,北京汽车制造厂,北京汽车制造厂,北京汽车制造厂,北京汽车制造厂,北京汽车制造厂,北京汽车制造厂,北京汽车制造厂,北京汽车制造厂,北京汽车制造厂,北京汽车制造厂
卫星导航系统,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
助力类型,,,,,,,,,,,,,,,,,,,,
副座椅调节方式,,,,,,,,,,,,,,,,,,,,
前轮距(mm),1610,1610,1610,1610,1610,1610,1610,1610,1610,1610,1610,1610,1610,1610,1610,1610,1610,1610,1610,1610
前轮胎规格,,,,,,,,,,,,,,,,,,,,
前排座椅功能,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
前悬架类型,,,,,,,,,,,,,,,,,,,,
前制动器类型,,,,,,,,,,,,,,,,,,,,
前/后驻车雷达,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
前/后排侧气囊,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
前/后中央扶手,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
刹车辅助(EBA/BAS/BA等),-,-,-,-,-,-,-,-,-,●,●,●,●,●,●,●,●,-,-,-
制动力分配(EBD/CBC等),●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
内后视镜功能,,,,,,,,,,,,,,,,,,,,
全液晶仪表盘,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
供油方式,多点电喷,多点电喷,多点电喷,多点电喷,多点电喷,多点电喷,多点电喷,多点电喷,多点电喷,多点电喷,多点电喷,多点电喷,多点电喷,多点电喷,多点电喷,多点电喷,多点电喷,多点电喷,多点电喷,多点电喷
主座椅调节方式,,,,,,,,,,,,,,,,,,,,
主动刹车/主动安全系统,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
主/副驾驶座电动调节,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副-
中控彩色屏幕,-,,-,,-,,,,,,,,,,,,,-,,
中控屏幕尺寸,-,-,-,-,-,-,-,-,-,-,-,-,-,,,-,-,-,,
上市时间,2022.12,2022.12,2022.12,2022.12,2022.12,2023.04,2023.04,2023.04,2023.04,2023.07,2023.07,2023.07,2023.07,2024.01,2024.01,2024.01,2024.01,2024.04,2024.05,2024.05
上坡辅助,-,-,-,-,-,-,-,-,-,●,●,●,●,●,●,-,-,-,-,-
USB/Type-C接口数量,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
OTA升级,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
NEDC综合油耗(L/100km),8,8,8,8,8,8,8,8,8,8.4,8.4,8.4,8.4,8.4,8.4,8,8,8,8,8
LED日间行车灯,-,●,-,●,-,●,●,●,●,-,●,-,●,●,●,●,●,-,-,-
ISOFIX儿童座椅接口,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
ABS防抱死,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
