Feature,69456,69457,69458,69459,69460,71886,71887,71888,71889,71890
车内环境氛围灯,,,,,,,,,,
车内化妆镜,,,,,,,,,,
车内中控锁,●,●,●,●,●,●,●,●,●,●
车内PM2.5过滤装置,●,●,●,●,●,●,●,●,●,●
车体结构,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式
超声波雷达数量,,,,,,,,,,
起步提醒,●,●,●,●,●,●,●,●,●,●
语音连续识别,●,●,●,●,●,●,●,●,●,●
语音识别控制系统,,,,,,,,,,
语音助手唤醒词,,,,,,,,,,
语音分区域唤醒识别,,,,,,,,,,
语音免唤醒词,●,●,●,●,●,●,●,●,●,●
记忆泊车,○,○,○,○,○,○,○,○,○,○
触摸式阅读灯,●,●,●,●,●,●,●,●,●,●
行车电脑显示屏幕,,,,,,,,,,
行李厢12V电源接口,●,●,●,●,●,●,●,●,●,●
蓝牙/车载电话,●,●,●,●,●,●,●,●,●,●
芯片总算力,,,,,,,,,,
自适应远近光,●,●,●,●,●,●,●,●,●,●
自动驾驶辅助路段,,,,,,,,,,
自动驻车,●,●,●,●,●,●,●,●,●,●
自动泊车入位,●,●,●,●,●,●,●,●,●,●
自动头灯,●,●,●,●,●,●,●,●,●,●
自动变道辅助,●,●,●,●,●,●,●,●,●,●
能量回收系统,●,●,●,●,●,●,●,●,●,●
能源类型,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动
胎压监测功能,,,,,,,,,,
级别,中大型SUV,中大型SUV,中大型SUV,中大型SUV,中大型SUV,中大型SUV,中大型SUV,中大型SUV,中大型SUV,中大型SUV
简称,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱
第二排座椅调节,,,,,,,,,,
空调温度控制方式,,,,,,,,,,
空气质量监测,●,●,●,●,●,●,●,●,●,●
空气悬架,-,●,-,-,●,-,-,-,●,●
离去角(°),21,21,21,21,21,21,21,21,21,21
百公里耗电量(kWh/100km),14.3,13.4,13.4,14.8,15.8,14.3,13.4,14.8,13.4,15.8
疲劳驾驶提示,-,-,-,-,-,-,-,-,-,-
电芯品牌,,,,,,,,,,
电能当量燃料消耗量(L/100km),1.66,1.56,1.56,1.72,1.83,1.66,1.56,1.72,1.56,1.83
电池预加热,●,●,●,●,●,●,●,●,●,●
电池能量密度(Wh/kg),-,-,-,180,180,-,-,180,-,180
电池能量(kWh),75,83,83,100,100,75,83,100,83,100
电池类型,,,,,,,,,,
电池快充电量范围(%)_y,10-80,10-80,10-80,10-80,10-80,10-80,10-80,10-80,10-80,10-80
电池快充电量范围(%)_x,10-80,10-80,10-80,10-80,10-80,10-80,10-80,10-80,10-80,10-80
电池快充时间(小时)_y,0.425,0.28,0.28,0.28,0.28,0.425,0.28,0.28,0.28,0.28
电池快充时间(小时)_x,0.425,0.28,0.28,0.28,0.28,0.425,0.28,0.28,0.28,0.28
电池冷却方式,液冷,液冷,液冷,液冷,液冷,液冷,液冷,液冷,液冷,液冷
电机类型,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步
电机布局,后置,后置,后置,后置,前置+后置,后置,后置,后置,后置,前置+后置
电动机总马力(Ps),294,337,337,408,787,294,337,408,337,787
电动机总扭矩(N·m),450,500,500,500,800,450,500,500,500,800
电动机总功率(kW),216,248,248,300,579,216,248,300,248,579
电动机(Ps),294,337,337,408,787,294,337,408,337,787
电动座椅记忆功能,,,,,,,,,,
电动后备厢位置记忆,●,●,●,●,●,●,●,●,●,●
电动后备厢,●,●,●,●,●,●,●,●,●,●
牵引力控制(ASR/TCS/TRC等),●,●,●,●,●,●,●,●,●,●
热泵空调,●,●,●,●,●,●,●,●,●,●
激光雷达线数,,,,,,,,,,
激光雷达点云数量,,,,,,,,,,
激光雷达数量,,,,,,,,,,
激光雷达型号,,,,,,,,,,
激光雷达品牌,,,,,,,,,,
温度分区控制,●,●,●,●,●,●,●,●,●,●
液晶仪表尺寸,-,-,-,-,-,-,-,-,-,-
毫米波雷达数量,,,,,,,,,,
最高车速(km/h),210,235,235,235,252,210,235,235,235,252
最小转弯半径(m),5.09,5.09,5.09,5.09,5.09,5.09,5.09,5.09,5.09,5.09
最大满载质量(kg),2731,2686,2686,2771,2861,2731,2686,2771,2686,2861
最大扭矩(N·m),450,500,500,500,800,450,500,500,500,800
最大功率(kW),216,248,248,300,579,216,248,300,248,579
无钥匙进入功能,,,,,,,,,,
无钥匙启动系统,●,●,●,●,●,●,●,●,●,●
无框设计车门,●,●,●,●,●,●,●,●,●,●
方向盘记忆,-,-,-,-,-,-,-,-,-,-
方向盘离手检测,●,●,●,●,●,●,●,●,●,●
方向盘材质,,,,,,,,,,
方向盘换挡,-,-,-,-,-,-,-,-,-,-
方向盘加热,●,●,●,●,●,●,●,●,●,●
方向盘位置调节,,,,,,,,,,
整车质保,,,,,,,,,,
整备质量(kg),2280,2235,2235,2320,2410,2280,2235,2320,2235,2410
整体主动转向系统,●,●,●,●,●,●,●,●,●,●
摄像头数量,,,,,,,,,,
接近角(°),17,17,17,17,17,17,17,17,17,17
换挡形式,,,,,,,,,,
挡位个数,1,1,1,1,1,1,1,1,1,1
扬声器数量,,,,,,,,,,
扬声器品牌名称,-,-,-,-,-,-,-,-,-,-
手机无线充电功能,,,,,,,,,,
手机无线充电功率,,,,,,,,,,
手机互联/映射,,,,,,,,,,
手机APP远程功能,,,,,,,,,,
慢充接口位置,车左后侧,车左后侧,车左后侧,车左后侧,车左后侧,车左后侧,车左后侧,车左后侧,车左后侧,车左后侧
感应雨刷功能,,,,,,,,,,
快充接口位置,车左后侧,车左后侧,车左后侧,车左后侧,车左后侧,车左后侧,车左后侧,车左后侧,车左后侧,车左后侧
快充功能,支持,支持,支持,支持,支持,支持,支持,支持,支持,支持
快充功率(kW),-,-,-,396,396,-,-,396,-,396
循迹倒车,●,●,●,●,●,●,●,●,●,●
座椅材质,,,,,,,,,,
座位数(个),,,,,,,,,,
应用商店,●,●,●,●,●,●,●,●,●,●
并线辅助,●,●,●,●,●,●,●,●,●,●
巡航系统,,,,,,,,,,
导航路况信息显示,●,●,●,●,●,●,●,●,●,●
对外放电,●,●,●,●,●,●,●,●,●,●
对外交流放电功率(kW),6,6.6,6.6,6.6,6.6,6,6.6,6.6,6.6,6.6
宽度(mm),1988,1988,1988,1988,1988,1988,1988,1988,1988,1988
官方0-100km/h加速(s),6.4,5.4,5.4,5.4,3.48,6.4,5.4,5.4,5.4,3.48
安全带未系提醒,,,,,,,,,,
天窗类型,,,,,,,,,,
大灯高度可调,●,●,●,●,●,●,●,●,●,●
大灯延时关闭,●,●,●,●,●,●,●,●,●,●
多指飞屏操控,●,●,●,●,●,●,●,●,●,●
多媒体/充电接口,,,,,,,,,,
多功能方向盘,●,●,●,●,●,●,●,●,●,●
外后视镜功能,,,,,,,,,,
备胎规格,-,-,-,-,-,-,-,-,-,-
坦克转弯,-,-,-,-,●,-,-,-,-,●
场景灯语,○,○,○,○,○,○,○,○,○,○
地图品牌,,,,,,,,,,
四驱形式,-,-,-,-,,-,-,-,-,
哨兵模式/千里眼,●,●,●,●,●,●,●,●,●,●
后雨刷,-,-,-,-,-,-,-,-,-,-
后轮距(mm),1707,1707,1707,1707,1707,1707,1707,1707,1707,1707
后轮胎规格,,,,,,,,,,
后电动机最大扭矩(N·m),450,500,500,500,500,450,500,500,500,500
后电动机最大功率(kW),216,248,248,300,379,216,248,300,248,379
后电动机型号,TZ230XY1301,TZ230XY1251,TZ230XY1251,TZ230XY1251,TZ230XY1351,TZ230XY1301,TZ230XY1251,TZ230XY1251,TZ230XY1251,TZ230XY1351
后电动机品牌,华域电动,华域电动,华域电动,华域电动,华域电动,华域电动,华域电动,华域电动,华域电动,华域电动
后方碰撞预警,●,●,●,●,●,●,●,●,●,●
后排独立空调,-,-,-,-,-,-,-,-,-,-
后排液晶屏幕尺寸,-,-,-,-,-,,,,,
后排液晶屏幕分辨率,-,-,-,-,-,,,,,
后排液晶屏幕,-,-,-,-,-,,,,,
后排杯架,●,●,●,●,●,●,●,●,●,●
后排控制多媒体,-,-,-,-,-,●,●,●,●,●
后排座椅放倒形式,,,,,,,,,,
后排多媒体屏幕数量,-,-,-,-,-,,,,,
后悬架类型,,,,,,,,,,
后座出风口,●,●,●,●,●,●,●,●,●,●
后备厢容积(L),665-1640,646-1640,665-1640,665-1640,646-1640,665-1640,665-1640,665-1640,646-1640,646-1640
后制动器类型,,,,,,,,,,
可见即可说,●,●,●,●,●,●,●,●,●,●
可变悬架功能,-,,-,-,,-,-,-,,
变速箱类型,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱
厂商指导价(元),23.99万,27.79万,26.29万,27.79万,30.29万,23.99万,26.29万,27.79万,27.79万,30.29万
厂商,智己汽车,智己汽车,智己汽车,智己汽车,智己汽车,智己汽车,智己汽车,智己汽车,智己汽车,智己汽车
卫星导航系统,●,●,●,●,●,●,●,●,●,●
匝道自动驶出(入),○,○,○,○,○,○,○,○,○,○
助力类型,,,,,,,,,,
副驾驶位后排可调节按钮,-,-,-,-,-,-,-,-,-,-
副驾屏幕类型,-,,-,-,,-,-,-,,
副驾屏幕分辨率,-,,-,-,,-,-,-,,
副驾屏幕像素密度,-,,-,-,,-,-,-,,
副驾娱乐屏尺寸,-,,-,-,,-,-,-,,
副座椅调节方式,,,,,,,,,,
前轮距(mm),1698,1698,1698,1698,1698,1698,1698,1698,1698,1698
前轮胎规格,,,,,,,,,,
前电动机最大扭矩(N·m),-,-,-,-,300,-,-,-,-,300
前电动机最大功率(kW),-,-,-,-,200,-,-,-,-,200
前电动机型号,-,-,-,-,TZ180XS0952,-,-,-,-,TZ180XS0952
前电动机品牌,-,-,-,-,联合电子,-,-,-,-,联合电子
前方碰撞预警,●,●,●,●,●,●,●,●,●,●
前方最大探测距离,,,,,,,,,,
前方感知摄像头,,,,,,,,,,
前排座椅功能,,,,,,,,,,
前悬架类型,,,,,,,,,,
前大灯雨雾模式,●,●,●,●,●,●,●,●,●,●
前备厢容积(L),32,32,32,32,32,32,32,32,32,32
前制动器类型,,,,,,,,,,
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●,●,●,●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●,●,●,●,●,●
内置行车记录仪,●,●,●,●,●,●,●,●,●,●
内后视镜功能,-,-,-,-,-,-,-,-,-,-
全液晶仪表盘,●,●,●,●,●,●,●,●,●,●
倒车车侧预警系统,●,●,●,●,●,●,●,●,●,●
信号灯识别,●,●,●,●,●,●,●,●,●,●
侧窗多层隔音玻璃,,,,,,,,,,
低速行车警告,●,●,●,●,●,●,●,●,●,●
主座椅调节方式,,,,,,,,,,
主动降噪,●,●,●,●,●,●,●,●,●,●
主动闭合式进气格栅,●,●,●,●,●,●,●,●,●,●
主动式环境氛围灯,●,●,●,●,●,●,●,●,●,●
主动刹车/主动安全系统,●,●,●,●,●,●,●,●,●,●
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,,,,,,,
中控屏幕类型,,,,,,,,,,
中控屏幕尺寸,,,,,,,,,,
中控屏幕分辨率,,,,,,,,,,
中控屏幕像素密度,,,,,,,,,,
中控下屏幕类型,,,,,,,,,,
中控下屏幕尺寸,,,,,,,,,,
中控下屏幕分辨率,,,,,,,,,,
中控下屏幕像素密度,,,,,,,,,,
上市时间,2024.09,2024.09,2024.09,2024.09,2024.09,2025.02,2025.02,2025.02,2025.02,2025.02
上坡辅助,●,●,●,●,●,●,●,●,●,●
三电系统质保,,,,,,,,,,
Wi-Fi热点,●,●,●,●,●,●,●,●,●,●
WANOS全景声,●,●,●,●,●,●,●,●,●,●
USB/Type-C最大充电功率,,,,,,,,,,
USB/Type-C接口数量,,,,,,,,,,
OTA升级,●,●,●,●,●,●,●,●,●,●
LED日间行车灯,●,●,●,●,●,●,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●,●,●,●,●,●,●
DeepSeek应用,,,,,,,,,,
DOW开门预警,●,●,●,●,●,●,●,●,●,●
CLTC纯电续航里程(km)_y,625,701,701,802,750,625,701,802,701,750
CLTC纯电续航里程(km)_x,625,701,701,802,750,625,701,802,701,750
ABS防抱死,●,●,●,●,●,●,●,●,●,●
4G/5G网络,,,,,,,,,,
