Feature,62296,62394,62395,62396,62397,62398,62399
发动机型号,G4FL,G4FL,G4FL,G4FL,-,-,-
发动机启停技术,●,-,●,●,●,●,●
发动机,1.5L 115马力 L4,1.5L 115马力 L4,1.5L 115马力 L4,1.5L 115马力 L4,1.4T 140马力 L4,1.4T 140马力 L4,1.4T 140马力 L4
厂商指导价(元),13.99万,10.99万,11.99万,12.99万,14.19万,15.19万,15.99万
厂商,悦达起亚,悦达起亚,悦达起亚,悦达起亚,悦达起亚,悦达起亚,悦达起亚
卫星导航系统,●,-,-,-,-,●,●
助力类型,,,,,,,
副驾驶位后排可调节按钮,-,-,-,-,-,-,-
副座椅调节方式,,,,,,,
前轮距(mm),-,-,-,-,-,-,-
前轮胎规格,,,,,,,
前方碰撞预警,●,-,-,●,●,●,●
前排座椅功能,,-,-,-,-,,
前悬架类型,,,,,,,
前制动器类型,,,,,,,
前/后驻车雷达,前●&nbsp;/&nbsp;后●,-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,-,-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后○,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后○,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●,●,●
内后视镜功能,,,,,,,
全液晶仪表盘,●,-,-,-,-,●,●
供油方式,多点电喷,多点电喷,多点电喷,多点电喷,直喷,直喷,直喷
主座椅调节方式,,,,,,,
主动刹车/主动安全系统,●,-,-,●,●,●,●
主/副驾驶座电动调节,主○&nbsp;/&nbsp;副-,-,-,-,-,主○&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副-
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,-,,,,,
中控屏幕尺寸,,-,,,,,
上市时间,2023.04,2023.04,2023.04,2023.04,2023.08,2023.08,2023.08
上坡辅助,●,●,●,●,●,●,●
WLTC综合油耗(L/100km),6.05,6.05,6.05,6.05,6.26,6.26,6.26
USB/Type-C接口数量,,,,,,,
OTA升级,●,-,-,-,-,●,●
LED日间行车灯,●,-,-,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●,●,●,●
ABS防抱死,●,●,●,●,●,●,●
4G/5G网络,,-,-,-,-,,
