Feature,50685,50686,53652
中控屏幕尺寸,,,
中央差速器结构,-,-,-
上市时间,2021.04,2021.04,2021.10
上坡辅助,●,●,●
USB/Type-C接口数量,,,
OTA升级,●,●,●
LED日间行车灯,●,●,●
ISOFIX儿童座椅接口,●,●,●
CLTC纯电续航里程(km)_y,513,619,492
CLTC纯电续航里程(km)_x,513,619,492
ABS防抱死,●,●,●
4G/5G网络,,,
