Feature,66429,66761,66762,66763,66764,66765,66766,68497,68498
后电动机型号,TZ210XS001,TZ220XS140,TZ220XS140,TZ220XS140,TZ220XS140/TZ210XS001,TZ220XS140/TZ210XS001,TZ220XS140/TZ210XS001,TZ220XS140,TZ220XS140/TZ210XS001
后电动机品牌,无锡中车浩夫尔,-,-,-,菲仕绿能/无锡中车浩夫尔,菲仕绿能/无锡中车浩夫尔,菲仕绿能/无锡中车浩夫尔,-,菲仕绿能/无锡中车浩夫尔
后方碰撞预警,●,-,-,-,-,-,-,-,-
后排独立空调,-,-,-,-,-,-,-,-,-
后排杯架,●,●,●,●,●,●,●,●,●
后排座椅放倒形式,-,-,-,-,-,-,-,-,-
后排侧隐私玻璃,●,-,-,-,-,-,-,-,-
后悬架类型,,,,,,,,,
后座出风口,●,●,●,●,●,●,●,●,●
后备厢容积(L),-,-,-,-,-,-,-,-,-
后制动器类型,,,,,,,,,
变速箱类型,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱
变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱
发动机电子防盗,-,-,-,-,-,-,-,-,-
发动机布局,-,横置,横置,横置,-,-,-,横置,-
发动机型号,-,DAM15KE,DAM15KE,DAM15KE,-,-,-,DAM15HE,-
发动机,纯电动,1.5L 116马力 L4,1.5L 116马力 L4,1.5L 116马力 L4,纯电动,纯电动,纯电动,1.5L 95马力 L4,纯电动
厂商指导价(元),22.48万,15.48万,17.93万,18.93万,19.48万,17.33万,15.48万,16.98万,16.98万
厂商,合众汽车,合众汽车,合众汽车,合众汽车,合众汽车,合众汽车,合众汽车,合众汽车,合众汽车
卫星导航系统,●,●,●,●,●,●,●,●,●
单踏板模式,●,●,●,●,●,●,●,●,●
助力类型,,,,,,,,,
副驾驶位后排可调节按钮,-,-,-,-,-,-,-,-,-
副驾娱乐屏尺寸,,-,,,,,-,-,-
副座椅调节方式,,,,,,,,,
前轮距(mm),1696,1696,1696,1696,1696,1696,1696,1696,1696
前轮胎规格,,,,,,,,,
前电动机最大扭矩(N·m),310,-,-,-,-,-,-,-,-
前电动机最大功率(kW),170,-,-,-,-,-,-,-,-
前电动机型号,TZ210XS001,-,-,-,-,-,-,-,-
前电动机品牌,无锡中车浩夫尔,-,-,-,-,-,-,-,-
前方碰撞预警,●,-,●,●,●,●,-,-,-
前方感知摄像头,,-,-,-,,,-,-,-
前排座椅功能,,,,,,,,,
前悬架类型,,,,,,,,,
前备厢容积(L),60,-,-,-,60,60,60,-,60
前制动器类型,,,,,,,,,
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●,●,●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●,●,●,●,●
内置行车记录仪,●,-,●,●,●,●,-,-,-
内后视镜功能,,,,,,,,,
全液晶仪表盘,●,●,●,●,●,●,●,●,●
倒车车侧预警系统,●,-,●,●,●,●,-,-,-
供油方式,-,-,-,-,-,-,-,-,-
低速行车警告,●,●,●,●,●,●,●,●,●
主座椅调节方式,,,,,,,,,
主动闭合式进气格栅,●,-,-,-,●,●,●,-,●
主动刹车/主动安全系统,●,-,●,●,●,●,-,-,-
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,,,,,,
中控屏幕尺寸,,,,,,,,,
中控屏幕分辨率,,,,,,,,,
上市时间,2024.01,2024.02,2024.02,2024.02,2024.02,2024.02,2024.02,2024.05,2024.05
上坡辅助,●,●,●,●,●,●,●,●,●
三电首任车主质保政策,,,,,,,,,
三电系统质保,,,,,,,,,
Wi-Fi热点,●,●,●,●,●,●,●,●,●
WLTC综合油耗(L/100km),-,-,-,0.88,-,-,-,-,-
WLTC纯电续航里程(km)_y,-,130,130,190,-,-,-,130,-
WLTC纯电续航里程(km)_x,-,130,130,190,-,-,-,130,-
USB/Type-C接口数量,,,,,,,,,
OTA升级,●,●,●,●,●,●,●,●,●
LED日间行车灯,●,●,●,●,●,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●,●,●,●,●,●
DOW开门预警,●,-,●,●,●,●,-,-,-
CLTC综合续航(km),-,1060,1060,1160,-,-,-,1060,-
CLTC纯电续航里程(km)_y,650,200,200,310,715,520,520,200,520
CLTC纯电续航里程(km)_x,650,200,200,310,715,520,520,200,520
AR-HUD增强现实抬头显示,●,-,●,●,●,●,-,○,-
ABS防抱死,●,●,●,●,●,●,●,●,●
4G/5G网络,,,,,,,,,
