Feature,45619,52453,66753,66773,66774,66902,66903,66905,66906,66907,66908,66909,67270,69142,69143,69144,69802,69813,69814,69815,69816,69817
车体结构,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式
超声波雷达数量,,,,,,,,,,,,,,,,,,,,,,
负离子发生器,●,●,-,●,●,●,●,●,-,●,●,●,-,●,-,●,●,●,●,-,●,●
语音连续识别,-,-,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
语音识别控制系统,,,,,,,,,,,,,,,,,,,,,,
语音助手唤醒词,-,-,,,,,,,,,,,,,,,,,,,,
语音分区域唤醒识别,-,-,,,,,,,,,,,,,,,,,,,,
语音免唤醒词,-,-,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
记忆泊车,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,●,●,-,-,-,-,-
触摸式阅读灯,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
行车电脑显示屏幕,,,,,,,,,,,,,,,,,,,,,,
蓝牙/车载电话,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
自适应远近光,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
自动驾驶辅助路段,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,,,-,-,-,-,-
自动驻车,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
自动泊车入位,-,-,-,-,-,-,-,●,-,-,-,●,-,-,-,●,●,●,●,-,-,-
自动头灯,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
自动变道辅助,-,-,-,-,-,-,-,●,-,-,-,●,-,-,-,●,●,-,-,-,-,-
膝部气囊,,,,,,,,,,,,,,,,,,,,,,
能量回收系统,-,-,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
能源类型_y,纯电动,纯电动,插电式混合动力,插电式混合动力,纯电动,纯电动,纯电动,纯电动,插电式混合动力,插电式混合动力,插电式混合动力,插电式混合动力,插电式混合动力,纯电动,插电式混合动力,插电式混合动力,纯电动,纯电动,纯电动,插电式混合动力,插电式混合动力,插电式混合动力
能源类型_x,纯电动,纯电动,插电式混合动力,插电式混合动力,纯电动,纯电动,纯电动,纯电动,插电式混合动力,插电式混合动力,插电式混合动力,插电式混合动力,插电式混合动力,纯电动,插电式混合动力,插电式混合动力,纯电动,纯电动,纯电动,插电式混合动力,插电式混合动力,插电式混合动力
胎压监测功能,,,,,,,,,,,,,,,,,,,,,,
缸盖材料,-,-,铝合金,铝合金,-,-,-,-,铝合金,铝合金,铝合金,铝合金,铝合金,-,铝合金,铝合金,-,-,-,铝合金,铝合金,铝合金
缸体材料,-,-,铝合金,铝合金,-,-,-,-,铝合金,铝合金,铝合金,铝合金,铝合金,-,铝合金,铝合金,-,-,-,铝合金,铝合金,铝合金
级别,中大型车,中大型车,中大型车,中大型车,中大型车,中大型车,中大型车,中大型车,中大型车,中大型车,中大型车,中大型车,中大型车,中大型车,中大型车,中大型车,中大型车,中大型车,中大型车,中大型车,中大型车,中大型车
系统综合扭矩(N·m),-,-,-,-,350,310,350,700,-,-,-,-,-,-,-,-,-,-,-,-,-,-
系统综合功率(kW),-,-,-,-,180,150,168,380,-,-,-,-,-,-,-,-,-,-,-,-,-,-
系统综合功率(Ps),-,-,-,-,245,204,228,517,-,-,-,-,-,-,-,-,-,-,-,-,-,-
简称,电动车单速变速箱,电动车单速变速箱,E-CVT无级变速,E-CVT无级变速,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速,电动车单速变速箱,E-CVT无级变速,E-CVT无级变速,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速
第二排座椅调节,-,-,-,-,-,-,-,,-,-,-,,-,-,-,-,-,-,-,-,-,-
第二排座椅电动调节,-,-,-,-,-,-,-,●,-,-,-,●,-,-,-,-,-,-,-,-,-,-
第二排座椅功能,-,-,-,-,-,-,-,,-,-,-,,-,-,-,-,-,-,-,-,-,-
空调温度控制方式,,,,,,,,,,,,,,,,,,,,,,
空气质量监测,-,-,-,-,●,●,●,●,-,-,-,-,-,●,-,●,●,●,●,-,●,●
离去角(°),-,-,13,13,14,14,14,14,13,13,14,14,13,14,14,14,14,14,14,14,14,14
百公里耗电量(kWh/100km),14.1,13.9,-,-,13.50,13.20,13.30,14.90,-,-,-,-,-,13.2,15.0,15.0,13.5,13.3,13.5,15.0,15.0,15.0
疲劳驾驶提示,-,-,-,-,-,-,-,●,-,-,-,●,-,-,-,●,●,-,-,-,-,-
电芯品牌,-,-,,,,,,,,,,,,,,,,,,,,
电能当量燃料消耗量(L/100km),-,-,-,-,1.53,1.49,1.50,1.69,-,-,-,-,-,1.53,-,-,1.57,1.54,1.57,-,-,-
电池预加热,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
电池能量密度(Wh/kg),-,-,-,-,150,150,150,150,-,-,-,-,-,150,-,-,150,150,150,-,-,-
电池能量(kWh),76.9,64.8,18.316,18.316,85.44,60.48,72,85.44,18.316,18.316,30.772,36.01,18.316,60.48,-,-,85.44,72,85.44,-,-,-
电池类型,,,,,,,,,,,,,,,,,,,,,,
电池特有技术,-,-,刀片电池,刀片电池,刀片电池,刀片电池,刀片电池,刀片电池,刀片电池,刀片电池,刀片电池,刀片电池,刀片电池,刀片电池,刀片电池,刀片电池,刀片电池,刀片电池,刀片电池,刀片电池,刀片电池,刀片电池
电池快充电量范围(%)_y,80,80,-,-,80,80,80,80,-,-,-,-,-,80,-,-,80,80,80,-,-,-
电池快充电量范围(%)_x,80,80,-,-,80,80,80,80,-,-,-,-,-,80,-,-,80,80,80,-,-,-
电池快充时间(小时)_y,0.42,0.42,-,-,0.5,0.42,0.42,0.5,-,-,-,-,-,0.42,-,-,0.5,0.42,0.5,-,-,-
电池快充时间(小时)_x,0.42,0.42,-,-,0.5,0.42,0.42,0.5,-,-,-,-,-,0.42,-,-,0.5,0.42,0.5,-,-,-
电池冷却方式,-,-,液冷,液冷,液冷,液冷,液冷,液冷,液冷,液冷,液冷,液冷,液冷,液冷,液冷,液冷,液冷,液冷,液冷,液冷,液冷,液冷
电机类型,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步
电机布局,前置,前置,前置,前置,前置,前置,前置,前置+后置,前置,前置,前置,前置+后置,前置,前置,前置,前置,前置,前置,前置,前置,前置,前置
电动机总马力(Ps),222,222,197,197,245,204,228,517,197,197,218,490,197,204,272,272,245,228,245,272,272,272
电动机总扭矩(N·m),330,330,316,316,350,310,350,700,316,316,325,675,316,310,315,315,350,350,350,315,315,315
电动机总功率(kW),163,163,145,145,180,150,168,380,145,145,160,360,145,150,200,200,180,168,180,200,200,200
电动机(Ps),222,222,197,197,245,204,228,517,197,197,218,490,197,204,272,272,245,228,245,272,272,272
电动座椅记忆功能,-,-,,,,,,,-,,,,-,,,,,,,-,,
电动后备厢,○,○,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
环保标准_y,-,-,国VI,国VI,-,-,-,-,国VI,国VI,国VI,国VI,国VI,-,国VI,国VI,-,-,-,国VI,国VI,国VI
环保标准_x,-,-,国VI,国VI,-,-,-,-,国VI,国VI,国VI,国VI,国VI,-,国VI,国VI,-,-,-,国VI,国VI,国VI
牵引力控制(ASR/TCS/TRC等),●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
热泵空调,-,-,-,-,●,●,●,●,-,-,●,●,-,●,-,-,●,●,●,-,-,-
灯光特色功能,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
激光雷达数量,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,-,-,-,-,-
温度分区控制,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
液晶仪表尺寸,,,,,,,,,,,,,,,,,,,,,,
油箱容积(L),-,-,50,50,-,-,-,-,50,50,50,50,50,-,50,50,-,-,-,50,50,50
气缸数(个),-,-,4,4,-,-,-,-,4,4,4,4,4,-,4,4,-,-,-,4,4,4
气缸排列形式,-,-,L,L,-,-,-,-,L,L,L,L,L,-,L,L,-,-,-,L,L,L
毫米波雷达数量,,,,,,,,,,,,,,,,,,,,,,
每缸气门数(个),-,-,4,4,-,-,-,-,4,4,4,4,4,-,4,4,-,-,-,4,4,4
最高车速(km/h),185,185,185,185,185,185,185,185,185,185,185,185,185,185,200,200,185,185,185,200,200,200
最小转弯半径(m),-,-,6.15,6.15,6.15,6.15,6.15,6.15,6.15,6.15,6.15,6.15,6.15,6.15,6.15,6.15,6.15,6.15,6.15,6.15,6.15,6.15
最大马力(Ps),222,222,139,139,245,204,228,517,139,139,139,139,139,204,156,156,245,228,245,156,156,156
最大满载质量(kg),-,-,2245,2245,2475,2295,2375,2625,2245,2245,2385,2575,2245,2295,2285,2285,2475,2375,2475,2285,2285,2285
最大扭矩转速(rpm),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
最大扭矩(N·m)_y,330,330,231,231,350,310,350,700,231,231,231,231,231,310,225,225,350,350,350,225,225,225
最大扭矩(N·m)_x,330,330,-,-,350,310,350,700,-,-,-,-,-,310,-,-,350,350,350,-,-,-
最大功率转速(rpm),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
最大功率(kW)_y,163,163,102,102,180,150,168,380,102,102,102,102,102,150,115,115,180,168,180,115,115,115
最大功率(kW)_x,163,163,-,-,180,150,168,380,-,-,-,-,-,150,-,-,180,168,180,-,-,-
最大净功率(kW),-,-,96,96,-,-,-,-,96,96,96,96,96,-,110,110,-,-,-,110,110,110
最低荷电状态油耗(L/100km)NEDC,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.8,3.8,-,-,-,3.8,3.8,3.8
最低荷电状态油耗(L/100km),-,-,5.1,5.1,-,-,-,-,5.1,5.1,5.3,6.3,5.1,-,-,-,-,-,-,-,-,-
无钥匙进入功能,,,,,,,,,,,,,,,,,,,,,,
无钥匙启动系统,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
旋转大屏,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
方向盘记忆,-,-,-,-,-,-,-,●,-,-,-,●,-,-,-,-,-,-,-,-,-,-
方向盘离手检测,-,-,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
方向盘材质,,,,,,,,,,,,,,,,,,,,,,
方向盘换挡,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
方向盘加热,-,-,-,●,●,●,●,●,-,●,●,●,-,●,-,●,●,●,●,-,●,●
方向盘位置调节,,,,,,,,,,,,,,,,,,,,,,
整车质保,,,,,,,,,,,,,-,,,,,,,,,
整备质量(kg),2020,1940,1870,1870,2100,1920,2000,2250,1870,1870,2010,2200,1870,1920,1910,1910,2100,2000,2100,1910,1910,1910
摄像头数量,,,,,,,,,,,,,,,,,,,,,,
推荐燃油标号,-,-,92号,92号,-,-,-,-,92号,92号,92号,92号,92号,-,92号,92号,-,-,-,92号,92号,92号
接近角(°),-,-,14,14,13,13,13,13,14,14,13,13,14,13,13,13,13,13,13,13,13,13
排量(mL),-,-,1497,1497,-,-,-,-,1497,1497,1497,1497,1497,-,1498,1498,-,-,-,1498,1498,1498
换电,-,-,-,-,不支持,不支持,不支持,不支持,-,-,-,-,-,不支持,-,-,不支持,不支持,不支持,-,-,-
换挡形式,,,,,,,,,,,,,,,,,,,,,,
挡位个数,1,1,无级变速,无级变速,1,1,1,1,无级变速,无级变速,无级变速,无级变速,无级变速,1,无级变速,无级变速,1,1,1,无级变速,无级变速,无级变速
扬声器数量,,,,,,,,,,,,,,,,,,,,,,
扬声器品牌名称,-,-,-,,,-,,,-,,,,-,-,-,,,,,-,,
手机无线充电功能,,,,,,,,,,,,,,,,,,,,,,
手机无线充电功率,-,-,,,,,,,,,,,,,,,,,,,,
手机互联/映射,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
手机APP远程功能,,,,,,,,,,,,,,,,,,,,,,
慢充接口位置,-,-,车右后侧,车右后侧,车右后侧,车右后侧,车右后侧,车右后侧,车右后侧,车右后侧,车右后侧,车右后侧,车右后侧,车右后侧,车右后侧,车右后侧,车右后侧,车右后侧,车右后侧,车右后侧,车右后侧,车右后侧
感应雨刷功能,,,,,,,,,,,,,,,,,,,,,,
感应后备厢,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,●,●,-,-,-,-,-
快充接口位置,-,-,车右后侧,车右后侧,车右后侧,车右后侧,车右后侧,车右后侧,车右后侧,车右后侧,车右后侧,车右后侧,车右后侧,车右后侧,车右后侧,车右后侧,车右后侧,车右后侧,车右后侧,车右后侧,车右后侧,车右后侧
快充功能,-,-,支持,支持,支持,支持,支持,支持,支持,支持,支持,支持,支持,支持,支持,支持,支持,支持,支持,支持,支持,支持
快充功率(kW),-,-,40,40,155,110,130,155,40,40,65,75,40,110,40,40,155,130,155,40,40,40
座椅材质,,,,,,,,,,,,,,,,,,,,,,
座位数(个),,,,,,,,,,,,,,,,,,,,,,
应用商店,-,-,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
并线辅助,-,-,●,●,●,●,●,●,-,●,●,●,-,●,●,●,●,●,●,-,●,●
巡航系统,,,,,,,,,,,,,,,,,,,,,,
导航路况信息显示,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
对外放电,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
对外交流放电功率(kW),-,-,6,6,6,3.3,6,6,6,6,6,6,6,3.3,6,6,6,6,6,6,6,6
宽度(mm),1910,1910,1910,1910,1910,1910,1910,1910,1910,1910,1910,1910,1910,1910,1910,1910,1910,1910,1910,1910,1910,1910
官方0-100km/h加速(s),7.9,7.9,7.9,7.9,7.9,7.9,7.9,3.9,7.9,7.9,7.9,3.7,7.9,7.9,6.9,6.9,7.9,7.9,7.9,6.9,6.9,6.9
安全带未系提醒,,,,,,,,,,,,,,,,,,,,,,
天窗类型,,,,,,,,,,,,,,,,,,,,-,,
大灯高度可调,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
大灯延时关闭,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
多媒体/充电接口,,,,,,,,,,,,,,,,,,,,,,
多功能方向盘,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
外观套件,,,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-
外后视镜功能,,,,,,,,,,,,,,,,,,,,,,
备胎规格,,,,,,,,,,,,,,,,,,,,,,
地图品牌,-,-,,,,,,,,,,,,,,,,,,,,
四驱形式,-,-,-,-,-,-,-,,-,-,-,,-,-,-,-,-,-,-,-,-,-
后雨刷,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后轮距(mm),1640,1640,1640,1640,1640,1640,1640,1640,1640,1640,1640,1640,1640,1650,1650,1650,1650,1650,1650,1650,1650,1650
后轮胎规格,,,,,,,,,,,,,,,,,,,,,,
后电动机最大扭矩(N·m),-,-,-,-,-,-,-,350,-,-,-,350,-,-,-,-,-,-,-,-,-,-
后电动机最大功率(kW),-,-,-,-,-,-,-,200,-,-,-,200,-,-,-,-,-,-,-,-,-,-
后电动机型号,-,-,-,-,-,-,-,TZ200XSE,-,-,-,TZ200XSE,-,-,-,-,-,-,-,-,-,-
后电动机品牌,-,-,-,-,-,-,-,比亚迪,-,-,-,比亚迪,-,-,-,-,-,-,-,-,-,-
后方碰撞预警,-,-,●,●,●,●,●,●,-,●,●,●,-,●,●,●,●,●,●,-,●,●
后排独立空调,-,-,●,●,●,●,●,●,-,●,●,●,-,●,●,●,●,●,●,-,●,●
后排液晶屏幕,-,-,-,-,-,-,-,,-,-,-,,-,-,-,-,-,-,-,-,-,-
后排杯架,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
后排控制多媒体,-,-,-,-,-,-,-,●,-,-,-,●,-,-,-,-,-,-,-,-,-,-
后排座椅放倒形式,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后排多媒体屏幕数量,-,-,-,-,-,-,-,,-,-,-,,-,-,-,-,-,-,-,-,-,-
后排侧隐私玻璃,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
后悬架类型,,,,,,,,,,,,,,,,,,,,,,
后座出风口,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
后备厢容积(L),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后制动器类型,,,,,,,,,,,,,,,,,,,,,,
可变悬架功能,-,-,,,,,,,,,,,,,,,,,,,,
变速箱类型,固定齿比变速箱,固定齿比变速箱,电子无级变速箱(E-CVT),电子无级变速箱(E-CVT),固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,电子无级变速箱(E-CVT),电子无级变速箱(E-CVT),电子无级变速箱(E-CVT),电子无级变速箱(E-CVT),电子无级变速箱(E-CVT),固定齿比变速箱,电子无级变速箱(E-CVT),电子无级变速箱(E-CVT),固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,电子无级变速箱(E-CVT),电子无级变速箱(E-CVT),电子无级变速箱(E-CVT)
变速箱,电动车单速变速箱,电动车单速变速箱,E-CVT无级变速,E-CVT无级变速,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速,电动车单速变速箱,E-CVT无级变速,E-CVT无级变速,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速
发动机电子防盗,-,-,●,●,-,-,-,-,●,●,●,●,●,-,●,●,-,-,-,●,●,●
发动机布局,-,-,横置,横置,-,-,-,-,横置,横置,横置,横置,横置,-,横置,横置,-,-,-,横置,横置,横置
发动机型号,-,-,BYD476ZQC,BYD476ZQC,-,-,-,-,BYD476ZQC,BYD476ZQC,BYD476ZQC,BYD476ZQC,BYD476ZQC,-,BYD472ZQB,BYD472ZQB,-,-,-,BYD472ZQB,BYD472ZQB,BYD472ZQB
发动机,纯电动,纯电动,1.5T 139马力 L4,1.5T 139马力 L4,纯电动,纯电动,纯电动,纯电动,1.5T 139马力 L4,1.5T 139马力 L4,1.5T 139马力 L4,1.5T 139马力 L4,1.5T 139马力 L4,纯电动,1.5T 156马力 L4,1.5T 156马力 L4,纯电动,纯电动,纯电动,1.5T 156马力 L4,1.5T 156马力 L4,1.5T 156马力 L4
厂商指导价(元),23.98万,21.98万,17.98万,19.98万,21.98万,17.98万,19.98万,24.98万,16.98万,18.98万,22.58万,25.98万,20.28万,17.98万,17.58万,22.58万,23.58万,19.58万,20.98万,16.58万,18.58万,19.58万
厂商,比亚迪,比亚迪,比亚迪,比亚迪,比亚迪,比亚迪,比亚迪,比亚迪,比亚迪,比亚迪,比亚迪,比亚迪,比亚迪,比亚迪,比亚迪,比亚迪,比亚迪,比亚迪,比亚迪,比亚迪,比亚迪,比亚迪
卫星导航系统,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
匝道自动驶出(入),-,-,-,-,-,-,-,●,-,-,-,-,-,-,-,●,●,-,-,-,-,-
助力类型,,,,,,,,,,,,,,,,,,,,,,
副驾驶位后排可调节按钮,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,-,●,●
副座椅调节方式,,,,,,,,,,,,,,,,,,,,,,
前轮距(mm),1640,1640,1640,1640,1640,1640,1640,1640,1640,1640,1640,1640,1640,1640,1640,1640,1640,1640,1640,1640,1640,1640
