Feature,1019418,1020009,1020501,1020502,1020503,1020504,1020549,1020550,1020551,1020552,1020553,1020554,1020555,1020556,1020557,1020558,1020559,1020560,1020561,1020568,1020569,1020570,1020571,1020834,1020835
车侧脚踏板,,,,,,,,,-,,,-,,,,-,,,,,,,,,
车体结构,非承载式,非承载式,非承载式,非承载式,非承载式,非承载式,非承载式,非承载式,非承载式,非承载式,非承载式,非承载式,非承载式,非承载式,非承载式,非承载式,非承载式,非承载式,非承载式,非承载式,非承载式,非承载式,非承载式,非承载式,非承载式
货箱尺寸(mm),1520×1600×550,1520×1600×550,1520×1600×550,1520×1600×550,1520×1600×550,1520×1600×550,1520×1600×550,1520×1600×550,1520×1600×550,1520×1600×550,1520×1600×550,1520×1600×550,1520×1600×550,1520×1600×550,1760×1600×550,1760×1600×550,1760×1600×550,1760×1600×550,1760×1600×550,1520×1600×550,1520×1600×550,1520×1600×550,1520×1600×550,1520×1600×550,1520×1600×550
语音连续识别,●,●,●,●,●,●,-,-,-,-,-,-,-,-,-,-,-,-,-,●,●,●,●,-,-
语音识别控制系统,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,-,-
行车电脑显示屏幕,,,,,,,,,,,,,,,,,,,,,,,,,
蠕行模式,●,●,●,●,●,●,-,●,-,-,-,-,-,●,●,-,-,-,●,●,●,●,●,-,●
蓝牙/车载电话,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
自适应远近光,●,●,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,●,-,●,-,-
自动驻车,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
自动头灯,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
能源类型_y,柴油,汽油,柴油,汽油,汽油,柴油,汽油,汽油,柴油,柴油,柴油,柴油,柴油,柴油,汽油,柴油,柴油,柴油,柴油,汽油,汽油,柴油,柴油,汽油,汽油
能源类型_x,柴油,汽油,柴油,汽油,汽油,柴油,汽油,汽油,柴油,柴油,柴油,柴油,柴油,柴油,汽油,柴油,柴油,柴油,柴油,汽油,汽油,柴油,柴油,汽油,汽油
胎压监测功能,,,,,,,,,,,,,,,,,,,,,,,,,
缸盖材料,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金
缸体材料,铸铁,铝合金,铸铁,铝合金,铝合金,铸铁,铝合金,铝合金,铸铁,铸铁,铸铁,铸铁,铸铁,铸铁,铝合金,铸铁,铸铁,铸铁,铸铁,铝合金,铝合金,铸铁,铸铁,铝合金,铝合金
级别,皮卡,皮卡,皮卡,皮卡,皮卡,皮卡,皮卡,皮卡,皮卡,皮卡,皮卡,皮卡,皮卡,皮卡,皮卡,皮卡,皮卡,皮卡,皮卡,皮卡,皮卡,皮卡,皮卡,皮卡,皮卡
简称,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,6挡手动,6挡手动,8挡手自一体,6挡手动,6挡手动,8挡手自一体,8挡手自一体,6挡手动,6挡手动,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体
第二排座椅调节,,,,,,,,,,,,,,,,,,,,,,,,,
空载最小离地间隙(mm),235,235,235,235,235,235,235,235,235,235,235,235,235,235,227,227,227,227,227,235,235,235,235,235,235
空调温度控制方式,,,,,,,,,,,,,,,,,,,,,,,,,
离去角(°),26,26,26,26,26,26,26,26,26,26,26,26,26,26,27,27,27,27,27,26,26,26,26,26,26
疲劳驾驶提示,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
电动座椅记忆功能,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
电动后备厢,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
环保标准_y,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI
环保标准_x,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI
牵引力控制(ASR/TCS/TRC等),●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
燃油标号,0号,92号,0号,92号,92号,0号,92号,92号,0号,0号,0号,0号,0号,0号,92号,0号,0号,0号,0号,92号,92号,0号,0号,92号,92号
满载最小离地间隙(mm),226,226,226,226,226,226,226,226,226,226,226,226,226,226,215,215,215,215,215,226,226,226,226,226,226
温度分区控制,●,●,●,●,●,●,-,-,-,-,-,-,-,-,-,-,-,-,-,●,●,●,●,-,-
液晶仪表尺寸,,,,,,,,,,,,,,,,,,,,,,,,,
油箱容积(L),73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73
气缸数(个),4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
气缸排列形式,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L
每缸气门数(个),4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
最高车速(km/h),170,160,170,160,160,170,160,160,150,170,170,150,170,170,160,150,170,170,170,160,160,170,170,160,160
最小转弯半径(m),6.75,6.75,6.75,6.75,6.75,6.75,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,7.1,7.1,7.1,7.1,7.1,6.75,6.75,6.75,6.75,6.8,6.8
最大马力(Ps),190,258,190,258,258,190,258,258,147,190,190,147,190,190,258,147,190,190,190,258,258,190,190,258,258
最大载重质量(kg),490,490,490,490,490,490,490,490,490,490,490,490,490,490,490,490,490,490,490,490,490,490,490,490,490
最大满载质量(kg),3055,2955,3055,2955,2955,3055,-,-,-,-,-,-,-,-,-,-,-,-,-,2955,2955,3055,3055,-,-
最大扭矩转速(rpm),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
最大扭矩(N·m)_y,500,400,500,400,400,500,400,400,380,450,500,380,450,500,400,380,450,500,500,400,400,500,500,400,400
最大扭矩(N·m)_x,500,400,500,400,400,500,400,400,380,450,500,380,450,500,400,380,450,500,500,400,400,500,500,400,400
最大功率转速(rpm),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
最大功率(kW)_y,140,190,140,190,190,140,190,190,108,140,140,108,140,140,190,108,140,140,140,190,190,140,140,190,190
最大功率(kW)_x,140,190,140,190,190,140,190,190,108,140,140,108,140,140,190,108,140,140,140,190,190,140,140,190,190
最大净功率(kW),140,182,140,182,182,140,182,182,-,140,140,-,140,140,182,-,140,140,140,182,182,140,140,182,182
无钥匙进入功能,,,,,-,-,,,,,,,,,,,,,,,,,,,
无钥匙启动系统,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
方向盘记忆,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
方向盘材质,,,,,,,,,,,,,,,,,,,,,,,,,
方向盘换挡,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
方向盘加热,●,●,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,●,-,●,-,-
方向盘位置调节,,,,,,,,,,,,,,,,,,,,,,,,,
整车质保,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
整备质量(kg),2240,2140,2240,2140,2140,2240,2005,2140,2060,2075,2115,2150,2205,2240,2160,2205,2245,2120,2260,2140,2140,2240,2240,2005,2140
接近角(°),31,31,31,31,31,31,31,31,31,31,31,31,31,31,30,30,30,30,30,31,31,31,31,31,31
排量(mL),2298,1997,2298,1997,1997,2298,1997,1997,2298,2298,2298,2298,2298,2298,1997,2298,2298,2298,2298,1997,1997,2298,2298,1997,1997
换挡形式,,,,,,,,,,,,,,,,,,,,,,,,,
挡位个数,8,8,8,8,8,8,8,8,6,6,8,6,6,8,8,6,6,8,8,8,8,8,8,8,8
扬声器数量,,,,,,,,,,,,,,,,,,,,,,,,,
扬声器品牌名称,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
手机无线充电功能,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,-,-
手机无线充电功率,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,-,-
手机互联/映射,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
手机APP远程功能,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,-,-
感应雨刷功能,,,,,,,,,,,,,,,,,,,,,,,,,
座椅材质,,,,,,,,,,,,,,,,,,,,,,,,,
座位数(个),,,,,,,,,,,,,,,,,,,,,,,,,
并线辅助,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
巡航系统,,,,,,,,,,,,,,,,,,,,,,,,,
导航路况信息显示,●,●,●,●,●,●,-,-,-,-,-,-,-,-,-,-,-,-,-,●,●,●,●,-,-
宽度(mm),1960,1960,1960,1960,1960,1960,1960,1960,1960,1960,1960,1960,1960,1960,1960,1960,1960,1960,1960,1960,1960,1960,1960,1960,1960
官方0-100km/h加速(s),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
安全带未系提醒,,,,,,,,,,,,,,,,,,,,,,,,,
天窗类型,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,,-,-
大灯高度可调,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
大灯延时关闭,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
多媒体/充电接口,,,,,,,,,,,,,,,,,,,,,,,,,
多功能方向盘,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
外后视镜功能,,,,,,,,,,,,,,,,,,,,,,,,,
备胎规格,,,,,,,,,,,,,,,,,,,,,,,,,
备胎放置方式,,,,,,,,,,,,,,,,,,,,,,,,,
坦克转弯,●,●,●,●,●,●,-,●,-,-,-,-,-,●,●,-,-,-,●,●,●,●,●,-,●
地图品牌,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,-,-
四驱形式,,,,,,,-,,-,-,-,,,,,,,-,,,,,,-,
后雨刷,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后轮距(mm),1650,1650,1650,1650,1650,1650,1650,1650,1650,1650,1650,1650,1650,1650,1650,1650,1650,1650,1650,1650,1650,1650,1650,1650,1650
后轮胎规格,,,,,,,,,,,,,,,,,,,,,,,,,
后排独立空调,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后排杯架,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后排座椅放倒形式,,,,,,,,,,,,,,,,,,,,,,,,,
后悬架类型,,,,,,,,,,,,,,,,,,,,,,,,,
后座出风口,●,●,●,●,●,●,-,-,-,-,-,-,-,-,-,-,-,-,-,●,●,●,●,-,-
后备厢容积(L),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后制动器类型,,,,,,,,,,,,,,,,,,,,,,,,,
可见即可说,●,●,●,●,●,●,-,-,-,-,-,-,-,-,-,-,-,-,-,●,●,●,●,-,-
变速箱类型,手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手动变速箱(MT),手动变速箱(MT),手自一体变速箱(AT),手动变速箱(MT),手动变速箱(MT),手自一体变速箱(AT),手自一体变速箱(AT),手动变速箱(MT),手动变速箱(MT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT)
变速箱,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,6挡手动,6挡手动,8挡手自一体,6挡手动,6挡手动,8挡手自一体,8挡手自一体,6挡手动,6挡手动,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体
发动机电子防盗,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
发动机布局,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置
发动机型号,M9T-500,4K31TD,M9T-500,4K31TD,4K31TD,M9T-500,4K31TD,4K31TD,M9T,M9T-500,M9T-500,M9T,M9T-500,M9T-500,4K31TD,M9T,M9T-500,M9T-500,M9T-500,4K31TD,4K31TD,M9T-500,M9T-500,4K31TD,4K31TD
发动机,2.3T 190马力 L4,2.0T 258马力 L4,2.3T 190马力 L4,2.0T 258马力 L4,2.0T 258马力 L4,2.3T 190马力 L4,2.0T 258马力 L4,2.0T 258马力 L4,2.3T 147马力 L4,2.3T 190马力 L4,2.3T 190马力 L4,2.3T 147马力 L4,2.3T 190马力 L4,2.3T 190马力 L4,2.0T 258马力 L4,2.3T 147马力 L4,2.3T 190马力 L4,2.3T 190马力 L4,2.3T 190马力 L4,2.0T 258马力 L4,2.0T 258马力 L4,2.3T 190马力 L4,2.3T 190马力 L4,2.0T 258马力 L4,2.0T 258马力 L4
厂商指导价(元),18.19万,17.89万,16.99万,16.69万,15.69万,15.99万,13.29万,14.69万,11.99万,12.59万,13.59万,13.39万,13.99万,14.99万,14.89万,13.59万,14.19万,13.79万,15.19万,16.29万,17.79万,16.59万,18.09万,14.29万,17.29万
厂商,郑州日产,郑州日产,郑州日产,郑州日产,郑州日产,郑州日产,郑州日产,郑州日产,郑州日产,郑州日产,郑州日产,郑州日产,郑州日产,郑州日产,郑州日产,郑州日产,郑州日产,郑州日产,郑州日产,郑州日产,郑州日产,郑州日产,郑州日产,郑州日产,郑州日产
卫星导航系统,●,●,●,●,●,●,-,-,-,-,-,-,-,-,-,-,-,-,-,●,●,●,●,-,-
助力类型,,,,,,,,,,,,,,,,,,,,,,,,,
副座椅调节方式,,,,,,,,,,,,,,,,,,,,,,,,,
前轮距(mm),1650,1650,1650,1650,1650,1650,1650,1650,1650,1650,1650,1650,1650,1650,1650,1650,1650,1650,1650,1650,1650,1650,1650,1650,1650
前轮胎规格,,,,,,,,,,,,,,,,,,,,,,,,,
前方碰撞预警,●,●,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,●,-,●,-,-
前排座椅功能,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,-,-
前悬架类型,,,,,,,,,,,,,,,,,,,,,,,,,
前制动器类型,,,,,,,,,,,,,,,,,,,,,,,,,
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前○&nbsp;/&nbsp;后●,前○&nbsp;/&nbsp;后●,前○&nbsp;/&nbsp;后●,前○&nbsp;/&nbsp;后●,前○&nbsp;/&nbsp;后●,前○&nbsp;/&nbsp;后●,前○&nbsp;/&nbsp;后●,前○&nbsp;/&nbsp;后●,前○&nbsp;/&nbsp;后●,前○&nbsp;/&nbsp;后●,前○&nbsp;/&nbsp;后●,前○&nbsp;/&nbsp;后●,前○&nbsp;/&nbsp;后●,前○&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前○&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,前●&nbsp;/&nbsp;后●,-,前●&nbsp;/&nbsp;后●,-,-
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,-,-
前/后中央扶手,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
刹车辅助(EBA/BAS/BA等),●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
内后视镜功能,,,,,,,,,,,,,,,,,,,,,,,,,
全液晶仪表盘,●,●,●,●,●,●,-,-,-,-,-,-,-,-,-,-,-,-,-,●,●,●,●,-,-
侧窗多层隔音玻璃,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,-,-
供油方式,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷
主座椅调节方式,,,,,,,,,,,,,,,,,,,,,,,,,
主动刹车/主动安全系统,●,●,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,●,-,●,-,-
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,-,-
