Feature,60657,70425
无钥匙启动系统,●,●
方向盘记忆,●,●
方向盘材质,,
方向盘换挡,●,●
方向盘加热,○,○
方向盘位置调节,,
整车质保,,
整备质量(kg),2165,2165
排量(mL),2487,2487
换挡形式,,
挡位个数,无级变速,无级变速
扬声器数量,,
扬声器品牌名称,,
手机无线充电功能,,
手机互联/映射,,
手机APP远程功能,,
慢充接口位置,车右后侧,车右后侧
感应雨刷功能,,
感应后备厢,●,●
座椅材质,,
座位数(个),,
并线辅助,○,○
巡航系统,,
导航路况信息显示,●,●
宽度(mm),1920,1920
官方0-100km/h加速(s),6.5,6.5
安全带未系提醒,,
天窗类型,,
大灯高度可调,●,●
大灯清洗装置,●,●
大灯延时关闭,●,●
多媒体/充电接口,,
多功能方向盘,●,●
外后视镜功能,,
备胎规格,-,-
四驱形式,,
后雨刷,●,●
后轮距(mm),-,-
后轮胎规格,,
后电动机最大扭矩(N·m),121,121
后电动机最大功率(kW),40,40
后电动机型号,TZ215-X001,TZ215-X001
后方碰撞预警,○,○
后排车门开启方式,,
后排独立空调,●,●
后排杯架,●,●
后排座椅电动放倒,○,○
后排座椅放倒形式,,
后排侧隐私玻璃,○,○
后排侧窗遮阳帘,,
后悬架类型,,
后座出风口,●,●
后备厢容积(L),612,612
后制动器类型,,
可变悬架功能,,
变速箱类型,电子无级变速箱(E-CVT),电子无级变速箱(E-CVT)
变速箱,E-CVT无级变速,E-CVT无级变速
发动机电子防盗,●,●
发动机布局,横置,横置
发动机型号,A25B-FXS,A25B-FXS
发动机,2.5L 185马力 L4,2.5L 185马力 L4
压缩比,14,14
厂商指导价(元),54.90万,54.90万
厂商,雷克萨斯,雷克萨斯
卫星导航系统,●,●
助力类型,,
副驾驶座垫式气囊,●,●
副驾驶位后排可调节按钮,○,○
副座椅调节方式,,
前轮距(mm),-,-
前轮胎规格,,
前电动机最大扭矩(N·m),270,270
前电动机最大功率(kW),134,134
前电动机型号,TZ215-XY001,TZ215-XY001
前方碰撞预警,○,○
前方感知摄像头,,
前排座椅功能,,
前悬架类型,,
前制动器类型,,
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●
制动力分配(EBD/CBC等),●,●
内后视镜功能,,
全液晶仪表盘,-,●
侧窗多层隔音玻璃,,
供油方式,直喷,直喷
主座椅调节方式,,
主动刹车/主动安全系统,●,●
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,
中控屏幕尺寸,,
上市时间,2023.02,2024.10
上坡辅助,●,●
三电系统质保,,
WLTC综合油耗(L/100km),1.88,1.84
WLTC纯电续航里程(km)_y,66,66
WLTC纯电续航里程(km)_x,66,66
USB/Type-C接口数量,,
OTA升级,●,●
LED日间行车灯,●,●
ISOFIX儿童座椅接口,●,●
HUD抬头数字显示,●,●
ETC装置,○,○
DOW开门预警,○,○
CLTC纯电续航里程(km)_y,83,83
CLTC纯电续航里程(km)_x,83,83
ABS防抱死,●,●
4G/5G网络,,
220V/230V电源,●,●
