Feature,67581,67880,69560,69561,69562,70024,70025
离去角(°),16,15,15,15,16,15,15
百公里耗电量(kWh/100km),18.3,22.4,22.4,22.4,18.3,22.4,22.4
疲劳驾驶提示,●,●,●,●,●,●,●
电芯品牌,,,,,,,
电能当量燃料消耗量(L/100km),2.12,3.45,3.45,3.45,2.12,3.45,3.45
电池预加热,●,●,●,●,●,●,●
电池能量(kWh),100,38.5,38.5,38.5,100,38.5,38.5
电池类型,,,,,,,
电池特有技术,刀片电池,刀片电池,刀片电池,刀片电池,刀片电池,刀片电池,刀片电池
电池快充电量范围(%)_y,30-80,30-80,30-80,30-80,30-80,30-80,30-80
电池快充电量范围(%)_x,30-80,30-80,30-80,30-80,30-80,30-80,30-80
电池快充时间(小时)_y,0.32,0.32,0.32,0.32,0.32,0.32,0.32
电池快充时间(小时)_x,0.32,0.32,0.32,0.32,0.32,0.32,0.32
电池冷却方式,液冷,直冷,直冷,直冷,液冷,直冷,直冷
电机类型,前交流/异步 后永磁/同步,永磁/同步,永磁/同步,永磁/同步,前交流/异步 后永磁/同步,永磁/同步,永磁/同步
电机布局,前置+后置,前置+后置,前置+后置,前置+后置,前置+后置,前置+后置,前置+后置
电子外后视镜功能,-,,-,-,-,-,
电动机总马力(Ps),966,870,870,870,966,870,870
电动机总扭矩(N·m),1150,1035,1035,1035,1150,1035,1035
电动机总功率(kW),710,640,640,640,710,640,640
电动机(Ps),966,870,870,870,966,870,870
电动扰流板,○,●,○,○,○,○,●
电动座椅记忆功能,,,,,,,
电动吸合车门,,,,,,,
电动后备厢位置记忆,●,●,●,●,●,●,●
电动后备厢,●,●,●,●,●,●,●
环保标准_y,-,国VI,国VI,国VI,-,国VI,国VI
环保标准_x,-,国VI,国VI,国VI,-,国VI,国VI
牵引力控制(ASR/TCS/TRC等),●,●,●,●,●,●,●
燃油标号,-,92号,92号,92号,-,92号,92号
热泵空调,●,●,●,●,●,●,●
激光雷达数量,,,,,,,
温度分区控制,●,●,●,●,●,●,●
液晶仪表尺寸,,,,,,,
气缸数(个),-,4,4,4,-,4,4
气缸排列形式,-,L,L,L,-,L,L
毫米波雷达数量,,,,,,,
每缸气门数(个),-,4,4,4,-,4,4
模拟声浪,●,-,-,-,●,-,-
杜比全景声(Dolby Atmos),●,●,●,●,●,●,●
最高车速(km/h),240,230,230,230,240,230,230
最小转弯半径(m),4.62,4.62,4.62,4.62,4.62,4.62,4.62
最大马力(Ps),-,207,207,207,-,207,207
最大满载质量(kg),3250,3115,3115,3115,3250,3115,3115
最大扭矩转速(rpm),-,-,-,-,-,-,-
最大扭矩(N·m)_y,-,325,325,325,-,325,325
最大扭矩(N·m)_x,1150,935,935,935,1150,935,935
最大功率转速(rpm),-,-,-,-,-,-,-
最大功率(kW)_y,-,152,152,152,-,152,152
最大功率(kW)_x,710,-,-,-,710,-,-
最大净功率(kW),-,150,150,150,-,150,150
最低荷电状态油耗(L/100km)WLTC,-,6.6,6.6,6.6,-,6.6,6.6
最低荷电状态油耗(L/100km)NEDC,-,5.6,5.6,5.6,-,5.6,5.6
无钥匙进入功能,,,,,,,
无钥匙启动系统,●,●,●,●,●,●,●
无框设计车门,●,●,●,●,●,●,●
方向盘记忆,●,●,●,●,●,●,●
方向盘离手检测,●,●,●,●,●,●,●
方向盘材质,,,,,,,
方向盘换挡,-,-,-,-,-,-,-
方向盘加热,●,●,●,●,●,●,●
方向盘位置调节,,,,,,,
整车质保,,,,,,,
整备质量(kg),2875,2740,2740,2740,2875,2740,2740
整体主动转向系统,●,●,●,●,●,●,●
摄像头数量,,,,,,,
接近角(°),13,13,13,13,13,13,13
排量(mL),-,1995,1995,1995,-,1995,1995
换挡形式,,,,,,,
挡位个数,1,无级变速,无级变速,无级变速,1,无级变速,无级变速
扬声器数量,,,,,,,
扬声器品牌名称,,,,,,,
手机无线充电功能,,,,,,,
手机无线充电功率,,,,,,,
手机互联/映射,,,,,,,
手机APP远程功能,,,,,,,
慢充接口位置,车右后侧,车右后侧,车右后侧,车右后侧,车右后侧,车右后侧,车右后侧
感应雨刷功能,,,,,,,
快充接口位置,车右后侧,车右后侧,车右后侧,车右后侧,车右后侧,车右后侧,车右后侧
快充功能,支持,支持,支持,支持,支持,支持,支持
快充功率(kW),270,82,82,82,270,82,82
座椅材质,,,,,,,
座位数(个),,,,,,,
应用商店,●,●,●,●,●,●,●
并线辅助,●,●,●,●,●,●,●
巡航系统,,,,,,,
导航路况信息显示,●,●,●,●,●,●,●
对外放电,●,●,●,●,●,●,●
对外交流放电功率(kW),6,6,6,6,6,6,6
宽度(mm),1990,1990,1990,1990,1990,1990,1990
官方0-100km/h加速(s),3.4,3.6,3.6,3.6,3.4,3.6,3.6
安全带未系提醒,,,,,,,
天窗类型,,,,,,,
大灯高度可调,●,●,●,●,●,●,●
大灯延时关闭,●,●,●,●,●,●,●
多媒体/充电接口,,,,,,,
多功能方向盘,●,●,●,●,●,●,●
外观套件,-,,-,-,-,-,
外后视镜功能,,,,,,,
备胎规格,,,,,,,
声纹识别,●,●,●,●,●,●,●
坦克转弯,●,●,●,●,●,●,●
地图品牌,,,,,,,
四驱形式,,,,,,,
哨兵模式/千里眼,●,●,●,●,●,●,●
后雨刷,-,-,-,-,-,-,-
后轮距(mm),1715,1706,1706,1706,1715,1706,1706
后轮胎规格,,,,,,,
后电动机最大扭矩(N·m),720,720,720,720,720,720,720
后电动机最大功率(kW),480,440,440,440,480,440,440
后电动机型号,TZ220XYAW/TZ220XYAW,TZ220XYAV/TZ220XYAV,TZ220XYAV/TZ220XYAV,TZ220XYAV/TZ220XYAV,TZ220XYAW/TZ220XYAW,TZ220XYAV/TZ220XYAV,TZ220XYAV/TZ220XYAV
后电动机品牌,比亚迪,比亚迪,比亚迪,比亚迪,比亚迪,比亚迪,比亚迪
后方碰撞预警,●,●,●,●,●,●,●
后排独立空调,●,●,●,●,●,●,●
后排液晶屏幕,,,,,,,
后排杯架,●,●,●,●,●,●,●
后排座椅电动放倒,●,●,●,●,●,●,●
后排座椅放倒形式,,,,,,,
后排侧隐私玻璃,●,●,●,●,●,●,●
后悬架类型,,,,,,,
后座出风口,●,●,●,●,●,●,●
后备厢容积(L),488,488,488,488,488,488,488
后制动器类型,,,,,,,
可见即可说,●,●,●,●,●,●,●
可变悬架功能,,,,,,,
变速箱类型,固定齿比变速箱,电子无级变速箱(E-CVT),电子无级变速箱(E-CVT),电子无级变速箱(E-CVT),固定齿比变速箱,电子无级变速箱(E-CVT),电子无级变速箱(E-CVT)
变速箱,电动车单速变速箱,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速,电动车单速变速箱,E-CVT无级变速,E-CVT无级变速
发动机电子防盗,-,●,●,●,-,●,●
发动机布局,-,横置,横置,横置,-,横置,横置
发动机型号,-,BYD479ZQA,BYD479ZQA,BYD479ZQA,-,BYD479ZQA,BYD479ZQA
发动机,-,2.0T 207马力 L4,2.0T 207马力 L4,2.0T 207马力 L4,-,2.0T 207马力 L4,2.0T 207马力 L4
压缩比,-,13.4,13.4,13.4,-,13.4,13.4
厂商指导价(元),38.48万,41.48万,33.48万,36.48万,35.48万,36.48万,41.48万
厂商,腾势汽车,腾势汽车,腾势汽车,腾势汽车,腾势汽车,腾势汽车,腾势汽车
卫星导航系统,●,●,●,●,●,●,●
匝道自动驶出(入),●,●,●,●,●,●,●
助力类型,,,,,,,
副驾驶位后排可调节按钮,●,●,●,●,●,●,●
副驾屏幕分辨率,,,,,,,
副驾娱乐屏尺寸,,,,,,,
副座椅调节方式,,,,,,,
前轮距(mm),1710,1710,1710,1710,1710,1710,1710
前轮胎规格,,,,,,,
前电动机最大扭矩(N·m),430,315,315,315,430,315,315
前电动机最大功率(kW),230,200,200,200,230,200,200
前电动机型号,YS230XYA,TZ210XYD,TZ210XYD,TZ210XYD,YS230XYA,TZ210XYD,TZ210XYD
前电动机品牌,弗迪,比亚迪,比亚迪,比亚迪,弗迪,比亚迪,比亚迪
前方碰撞预警,●,●,●,●,●,●,●
前方感知摄像头,,,,,,,
前排座椅功能,,,,,,,
前排中间气囊,●,●,●,●,●,●,●
前悬架类型,,,,,,,
前备厢容积(L),53,-,-,-,53,-,-
前制动器类型,,,,,,,
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●,●,●
内置行车记录仪,●,●,●,●,●,●,●
内后视镜功能,,,,,,,
全液晶仪表盘,●,●,●,●,●,●,●
倒车车侧预警系统,●,●,●,●,●,●,●
信号灯识别,●,●,●,●,●,●,●
侧窗多层隔音玻璃,,,,,,,
供油方式,-,直喷,直喷,直喷,-,直喷,直喷
低速行车警告,●,●,●,●,●,●,●
仪表盘屏幕分辨率（px）,,,,,,,
主座椅调节方式,,,,,,,
主动降噪,-,●,●,●,-,●,●
主动闭合式进气格栅,●,●,●,●,●,●,●
主动式环境氛围灯,●,●,●,●,●,●,●
主动刹车/主动安全系统,●,●,●,●,●,●,●
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,,,,
中控屏幕尺寸,,,,,,,
中控屏幕分辨率,,,,,,,
上市时间,2024.09,2024.09,2024.09,2024.09,2024.09,2024.09,2024.09
上坡辅助,●,●,●,●,●,●,●
三电系统质保,,,,,,,
Wi-Fi热点,●,●,●,●,●,●,●
WLTC综合油耗(L/100km),-,0.85,0.85,0.85,-,0.85,0.85
WLTC纯电续航里程(km)_y,-,161,161,161,-,161,161
WLTC纯电续航里程(km)_x,-,161,161,161,-,161,161
USB/Type-C最大充电功率,,,,,,,
USB/Type-C接口数量,,,,,,,
OTA升级,●,●,●,●,●,●,●
LED日间行车灯,●,●,●,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●,●,●,●
HUD抬头尺寸,,,-,,-,,
ETC装置,●,●,●,●,●,●,●
DOW开门预警,●,●,●,●,●,●,●
CLTC综合续航(km),-,1101,1101,1101,-,1101,1101
CLTC纯电续航里程(km)_y,630,201,201,201,630,201,201
CLTC纯电续航里程(km)_x,630,201,201,201,630,201,201
AR-HUD增强现实抬头显示,●,●,-,●,-,●,●
ABS防抱死,●,●,●,●,●,●,●
4G/5G网络,,,,,,,
220V/230V电源,●,●,●,●,●,●,●
