Feature,53008,54507,54508,58050,60457,60458,60459,60460,60461,60462,60463,60464,60465,60466,67210,67211
电芯品牌,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-
电池类型,,,,,-,-,-,-,-,-,-,-,-,-,,-
电机类型,永磁/同步,永磁/同步,永磁/同步,永磁/同步,-,-,-,-,-,-,-,-,-,-,永磁/同步,-
电机布局,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
电动机总扭矩(N·m),264,264,264,264,-,-,-,-,-,-,-,-,-,-,-,-
电动机总功率(kW),44.2,44.2,44.2,44.2,-,-,-,-,-,-,-,-,-,-,-,-
电动机(Ps),60,60,60,60,-,-,-,-,-,-,-,-,-,-,-,-
电动座椅记忆功能,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
电动后备厢位置记忆,●,-,-,-,-,-,-,-,○,○,●,○,○,●,-,-
电动后备厢,●,-,-,-,-,-,-,-,○,○,●,○,○,●,-,-
环保标准_y,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI
环保标准_x,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI
牵引力控制(ASR/TCS/TRC等),●,●,●,●,●,●,●,●,●,●,●,●,●,●,-,-
燃油标号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号
满载最小离地间隙(mm),153,153,153,153,153,153,153,153,153,153,153,153,153,153,-,-
温度分区控制,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
液晶仪表尺寸,,,,,,,,,,,,,,,-,-
油箱容积(L),52,52,52,52,54,54,54,54,54,54,54,54,54,54,-,-
气缸数(个),4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
气缸排列形式,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L
每缸气门数(个),4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
最高车速(km/h),160,160,160,160,205,205,205,205,205,205,205,205,205,205,160,205
最大马力(Ps),150,150,150,150,200,200,200,200,200,200,200,200,200,200,150,200
最大满载质量(kg),2080,2080,2080,2080,1990,1990,1990,1990,1990,1990,1990,2040,2040,2040,2110,2070
最大扭矩转速(rpm),5000,5000,5000,5000,2200-4000,2200-4000,2200-4000,2200-4000,2200-4000,2200-4000,2200-4000,2200-4000,2200-4000,2200-4000,-,-
最大扭矩(N·m)_y,186,186,186,186,253,253,253,253,253,253,253,253,253,253,-,-
最大扭矩(N·m)_x,350,350,350,350,253,253,253,253,253,253,253,253,253,253,-,-
最大功率转速(rpm),6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,-,-
最大功率(kW)_y,110.5,110.5,110.5,110.5,147,147,147,147,147,147,147,147,147,147,110.5,147
最大功率(kW)_x,142,142,142,142,147,147,147,147,147,147,147,147,147,147,-,147
最大净功率(kW),110.5,110.5,110.5,110.5,147,147,147,147,147,147,147,147,147,147,-,-
无钥匙进入功能,,,,,-,,,,,,,,,,-,-
无钥匙启动系统,●,●,●,●,-,●,●,●,●,●,●,●,●,●,-,-
方向盘记忆,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
方向盘材质,,,,,,,,,,,,,,,-,-
方向盘换挡,●,●,●,●,●,●,●,●,●,●,●,●,●,●,-,-
方向盘加热,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
方向盘位置调节,,,,,,,,,,,,,,,-,-
整车质保,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
整备质量(kg),1637,1590,1637,1637,1495,1525,1551,1551,1551,1551,1551,1605,1605,1605,1652,1646
接近角(°),18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
排量(mL),1999,1999,1999,1999,1497,1497,1497,1497,1497,1497,1497,1497,1497,1497,1999,1497
换挡形式,,,,,,,,,,,,,,,-,-
挡位个数,6,6,6,6,8,8,8,8,8,8,8,7,7,7,-,-
扬声器数量,,,,,,,,,,,,,,,-,-
扬声器品牌名称,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
手机无线充电功能,,-,-,-,-,-,-,-,,-,,,-,,-,-
手机互联/映射,,,,,,,,,,,,,,,-,-
手机APP远程功能,,-,,,-,-,-,,,,,,,,-,-
感应雨刷功能,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
感应后备厢,●,-,-,-,-,-,-,-,○,○,●,○,○,●,-,-
座椅材质,,,,,,,,,,,,,,,-,-
座位数(个),,,,,,,,,,,,,,,,
并线辅助,●,-,-,-,-,-,-,-,○,-,●,○,-,●,-,-
巡航系统,,,,,,,,,,,,,,,-,-
导航路况信息显示,●,-,●,●,-,-,-,●,●,●,●,●,●,●,-,-
宽度(mm),1865,1865,1865,1865,1865,1865,1865,1865,1865,1865,1865,1865,1865,1865,1865,1865
实测油耗(L/100km),5.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
实测100-0km/h制动(m),43.62,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
实测0-100km/h加速(s),8.86,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
官方0-100km/h加速(s),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
安全带未系提醒,,,,,,,,,,,,,,,-,-
天窗类型,,,,,-,,-,,,,,,,,-,-
大灯高度可调,●,●,●,●,●,●,●,●,●,●,●,●,●,●,-,-
大灯延时关闭,●,●,●,●,●,●,●,●,●,●,●,●,●,●,-,-
多媒体/充电接口,,,,,,,,,,,,,,,-,-
多功能方向盘,●,●,●,●,●,●,●,●,●,●,●,●,●,●,-,-
外观套件,-,-,-,-,-,-,,-,-,,,-,,,-,-
外后视镜功能,,,,,,,,,,,,,,,-,-
备胎规格,,,,,,,,,,,,,,,-,-
地图品牌,,-,,,-,-,-,,,,,,,,-,-
四驱形式,-,-,-,-,-,-,-,-,-,-,-,,,,-,-
后雨刷,●,●,●,●,●,●,●,●,●,●,●,●,●,●,-,-
后轮距(mm),1627,1627,1627,1627,1627,1622,1622,1622,1622,1622,1622,1622,1622,1622,1622,1622
后轮胎规格,,,,,,,,,,,,,,,-,-
后排独立空调,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后排杯架,●,●,●,●,●,●,●,●,●,●,●,●,●,●,-,-
后排座椅放倒形式,,,,,,,,,,,,,,,-,-
后悬架类型,,,,,,,,,,,,,,,-,-
后座出风口,●,●,●,●,-,●,●,●,●,●,●,●,●,●,-,-
后备厢容积(L),583-1904,583-1904,583-1904,583-1904,-,-,-,-,-,-,-,-,-,-,-,-
后制动器类型,,,,,,,,,,,,,,,-,-
变速箱类型,手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),干式双离合变速箱(DCT),干式双离合变速箱(DCT),干式双离合变速箱(DCT),-,-
变速箱,6挡手自一体,6挡手自一体,6挡手自一体,6挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,7挡干式双离合,7挡干式双离合,7挡干式双离合,-,-
发动机电子防盗,●,●,●,●,●,●,●,●,●,●,●,●,●,●,-,-
发动机特有技术,-,-,-,-,CVVD,CVVD,CVVD,CVVD,CVVD,CVVD,CVVD,CVVD,CVVD,CVVD,-,-
发动机布局,横置,横置,横置,横置,横置,横置,横置,横置,横置,横置,横置,横置,横置,横置,横置,横置
发动机型号,-,-,-,-,G4FS,G4FS,G4FS,G4FS,G4FS,G4FS,G4FS,G4FS,G4FS,G4FS,G4NR,G4FS
发动机启停技术,-,-,-,-,●,●,●,●,●,●,●,●,●,●,-,-
发动机,2.0L 150马力 L4,2.0L 150马力 L4,2.0L 150马力 L4,2.0L 150马力 L4,1.5T 200马力 L4,1.5T 200马力 L4,1.5T 200马力 L4,1.5T 200马力 L4,1.5T 200马力 L4,1.5T 200马力 L4,1.5T 200马力 L4,1.5T 200马力 L4,1.5T 200马力 L4,1.5T 200马力 L4,2.0L 150马力 L4,1.5T 200马力 L4
厂商指导价(元),22.58万,18.58万,20.58万,20.68万,16.18万,17.08万,17.48万,17.58万,18.18万,18.98万,20.78万,19.38万,20.18万,21.98万,-,-
厂商,北京现代,北京现代,北京现代,北京现代,北京现代,北京现代,北京现代,北京现代,北京现代,北京现代,北京现代,北京现代,北京现代,北京现代,北京现代,北京现代
卫星导航系统,●,-,●,●,-,-,-,●,●,●,●,●,●,●,-,-
助力类型,,,,,,,,,,,,,,,-,-
副驾驶位后排可调节按钮,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
副座椅调节方式,,,,,,,,,,,,,,,-,-
前轮距(mm),1620,1620,1620,1620,1620,1615,1615,1615,1615,1615,1615,1615,1615,1615,1615,1615
前轮胎规格,,,,,,,,,,,,,,,-,-
前电动机最大扭矩(N·m),264,264,264,264,-,-,-,-,-,-,-,-,-,-,-,-
前电动机最大功率(kW),44.2,44.2,44.2,44.2,-,-,-,-,-,-,-,-,-,-,-,-
前方碰撞预警,●,●,●,●,-,-,-,●,●,●,●,●,●,●,-,-
前排座椅功能,,-,-,-,-,-,-,-,,,,,,,-,-
前悬架类型,,,,,,,,,,,,,,,-,-
前制动器类型,,,,,,,,,,,,,,,-,-
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前○&nbsp;/&nbsp;后●,前○&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前○&nbsp;/&nbsp;后●,前○&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,-,-
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,-,-
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,-,-
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,-,-
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,-,-
刹车辅助(EBA/BAS/BA等),●,●,●,●,●,●,●,●,●,●,●,●,●,●,-,-
制动力分配(EBD/CBC等),●,●,●,●,●,●,●,●,●,●,●,●,●,●,-,-
内后视镜功能,,,,,,,,,,,,,,,-,-
全液晶仪表盘,●,-,●,●,-,-,-,-,●,●,●,●,●,●,-,-
倒车车侧预警系统,●,-,-,-,-,-,-,-,○,-,●,○,-,●,-,-
供油方式,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷
主座椅调节方式,,,,,,,,,,,,,,,-,-
主动刹车/主动安全系统,●,●,●,●,-,-,-,●,●,●,●,●,●,●,-,-
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,-,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副-,-,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,-,-
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,-,-
中控彩色屏幕,,,,,,,,,,,,,,,-,-
中控屏幕尺寸,,,,,,,,,,,,,,,-,-
中央差速器结构,-,-,-,-,-,-,-,-,-,-,-,,,,-,-
上市时间,2021.11,2021.11,2021.11,2022.07,2022.11,2022.11,2022.11,2022.11,2022.11,2022.11,2022.11,2022.11,2022.11,2022.11,-,-
上坡辅助,●,●,●,●,●,●,●,●,●,●,●,●,●,●,-,-
三电系统质保,,,,,-,-,-,-,-,-,-,-,-,-,-,-
WLTC综合油耗(L/100km),5.7,5.6,5.7,5.7,6.9,7,7.09,7.09,7.09,7.09,7.09,7.2,7.2,7.2,-,-
USB/Type-C接口数量,,,,,,,,,,,,,,,-,-
OTA升级,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
LED日间行车灯,●,●,●,●,●,●,●,●,●,●,●,●,●,●,-,-
ISOFIX儿童座椅接口,●,●,●,●,●,●,●,●,●,●,●,●,●,●,-,-
ETC装置,○,○,○,○,○,○,○,○,○,○,○,○,○,○,-,-
DOW开门预警,●,-,-,-,-,-,-,-,○,-,●,○,-,●,-,-
ABS防抱死,●,●,●,●,●,●,●,●,●,●,●,●,●,●,-,-
4G/5G网络,,-,,,-,-,-,,,,,,,,-,-
