Feature,58383,62826,63060,63061,66959,67792,68972,69434,70452
无钥匙进入功能,,,,,-,-,-,,
无钥匙启动系统,●,●,●,●,●,●,●,●,●
方向盘记忆,-,-,-,-,-,-,-,-,-
方向盘材质,,,,,,,,,
方向盘换挡,-,-,-,-,-,-,-,-,-
方向盘加热,-,-,-,-,-,-,-,-,-
方向盘位置调节,,,,,,,,,
整车质保,,,,,,,,,
整备质量(kg),1350,1350,1340,1340,1340,1289,1255,1350,1350
摄像头数量,,,,,,,,,
接近角(°),19.5,19.5,18,18,18,18,18,20,20
排量(mL),1499,1499,1499,1499,1499,1499,1499,1499,1499
换挡形式,,,,,,,,,
挡位个数,7,7,7,7,7,无级变速,5,7,7
扬声器数量,,,,,,,,,
扬声器品牌名称,-,-,-,-,-,-,-,-,-
手机无线充电功能,-,-,-,-,-,-,-,-,-
手机互联/映射,,,-,-,,,,,
手机APP远程功能,,,-,-,-,-,-,,
感应雨刷功能,-,-,-,-,-,-,-,-,-
座椅材质,,,,,,,,,
座位数(个),,,,,,,,,
应用商店,-,-,-,-,-,-,-,●,●
并线辅助,-,-,-,-,-,-,-,-,-
巡航系统,,,,,,,,,
导航路况信息显示,●,●,●,●,-,-,-,●,●
宽度(mm),1800,1800,1800,1800,1800,1800,1800,1800,1800
官方0-100km/h加速(s),7.6,7.6,7.6,7.6,7.6,-,-,7.6,7.6
安全带未系提醒,,,,,,,,,
天窗类型,,,,,-,-,-,,
大灯高度可调,●,●,●,●,●,●,●,●,●
大灯延时关闭,●,●,●,●,●,●,●,●,●
多媒体/充电接口,,,,,,,,,
多功能方向盘,●,●,●,●,●,●,●,●,●
外观套件,,,-,,-,-,-,,
外后视镜功能,,,,,,,,,
备胎规格,,,,,,,,,
备胎放置方式,-,-,-,-,-,,,,
地图品牌,,,,,-,-,-,,
后雨刷,●,●,●,●,-,-,-,●,●
后轮距(mm),1557,1557,1562,1562,1562,1562,1562,1557,1557
后轮胎规格,,,,,,,,,
后排独立空调,-,-,-,-,-,-,-,-,-
后排杯架,-,-,-,-,-,-,-,-,-
后排座椅放倒形式,,,,,,,,,
后悬架类型,,,,,,,,,
后座出风口,●,●,-,-,-,-,-,●,●
后备厢容积(L),-,-,-,-,-,-,-,-,-
后制动器类型,,,,,,,,,
可见即可说,-,-,-,-,-,-,-,●,●
变速箱类型,湿式双离合变速箱(DCT),湿式双离合变速箱(DCT),湿式双离合变速箱(DCT),湿式双离合变速箱(DCT),湿式双离合变速箱(DCT),无级变速箱(CVT),手动变速箱(MT),湿式双离合变速箱(DCT),湿式双离合变速箱(DCT)
变速箱,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合,CVT无级变速,5挡手动,7挡湿式双离合,7挡湿式双离合
发动机电子防盗,●,●,●,●,●,●,●,●,●
发动机特有技术,DVVT,DVVT,DVVT,DVVT,DVVT,DVVT,DVVT,DVVT,DVVT
发动机布局,横置,横置,横置,横置,横置,横置,横置,横置,横置
发动机型号,BHE15-EFZ,BHE15-EFZ,BHE15-EFZ,BHE15-EFZ,BHE15-EFZ,BHE15-AFD,BHE15-AFD,BHE15-EFZ,BHE15-EFZ
发动机启停技术,●,●,-,-,-,-,-,-,-
发动机,1.5T 181马力 L4,1.5T 181马力 L4,1.5T 181马力 L4,1.5T 181马力 L4,1.5T 181马力 L4,1.5L 126马力 L4,1.5L 126马力 L4,1.5T 181马力 L4,1.5T 181马力 L4
厂商指导价(元),9.98万,10.38万,8.98万,9.58万,8.38万,7.38万,6.68万,9.68万,8.98万
厂商,吉利汽车,吉利汽车,吉利汽车,吉利汽车,吉利汽车,吉利汽车,吉利汽车,吉利汽车,吉利汽车
卫星导航系统,●,●,●,●,-,-,-,●,●
助力类型,,,,,,,,,
副驾驶位后排可调节按钮,-,-,-,-,-,-,-,-,-
副座椅调节方式,,,,,,,,,
前轮距(mm),1546,1546,1551,1551,1551,1551,1551,1546,1546
前轮胎规格,,,,,,,,,
前方碰撞预警,-,-,-,-,-,-,-,●,-
前方感知摄像头,-,-,-,-,-,-,-,,-
前排座椅功能,-,-,-,-,-,-,-,,-
前悬架类型,,,,,,,,,
前制动器类型,,,,,,,,,
前/后驻车雷达,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,-,-,-,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),-,-,-,-,-,-,-,-,-
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,-,-,-,-,-,前●&nbsp;/&nbsp;后-,-
前/后中央扶手,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
刹车辅助(EBA/BAS/BA等),●,●,●,●,●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●,●,●,●,●
内后视镜功能,,,,,,,,,
全液晶仪表盘,●,●,-,-,-,-,-,●,-
供油方式,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷
主座椅调节方式,,,,,,,,,
主动刹车/主动安全系统,-,-,-,-,-,-,-,●,-
主/副驾驶座电动调节,-,主●&nbsp;/&nbsp;副-,-,-,-,-,-,主○&nbsp;/&nbsp;副-,-
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,,,,,,
中控屏幕尺寸,,,,,,,,,
上市时间,2022.08,2023.04,2023.05,2023.05,2024.03,2024.07,2024.07,2024.11,2024.11
上坡辅助,●,●,●,●,●,●,-,●,●
Wi-Fi热点,●,●,●,●,-,-,-,●,●
WLTC综合油耗(L/100km),6.2,6.2,6.35,6.35,6.35,6.89,6.46,6.35,6.35
USB/Type-C接口数量,,,,,,,,,
OTA升级,●,●,●,●,-,-,-,●,●
NEDC综合油耗(L/100km),5.8,5.8,-,-,-,-,-,-,-
LED日间行车灯,●,●,●,●,●,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●,●,●,●,●,●
DeepSeek应用,-,-,-,-,-,-,-,,
ABS防抱死,●,●,●,●,●,●,●,●,●
4G/5G网络,,,,,-,-,-,,
