Feature,1016354,1016414,1016647,1016653,1016654,1016655,1016656,1016657,1016658,1017002,1017003
厂商指导价(元),4.39万,5.98万,11.98万,3.49万,3.59万,3.79万,3.79万,3.89万,4.09万,4.34万,4.84万
厂商,鑫源汽车,鑫源汽车,鑫源汽车,鑫源汽车,鑫源汽车,鑫源汽车,鑫源汽车,鑫源汽车,鑫源汽车,鑫源汽车,鑫源汽车
卫星导航系统,-,-,-,-,-,-,-,-,-,-,-
助力类型,,,,,,,,,,,
副座椅调节方式,,,-,,,,,,,,
前轮距(mm),1425,1425,1425,1425,1425,1425,1425,1425,1425,1425,1425
前轮胎规格,,,,,,,,,,,
前排座椅功能,-,-,-,-,-,-,-,-,-,-,-
前悬架类型,,,,,,,,,,,
前制动器类型,,,,,,,,,,,
前/后驻车雷达,-,-,-,-,-,-,-,-,-,-,-
前/后电动车窗,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,-,-,-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后排头部气囊(气帘),-,-,-,-,-,-,-,-,-,-,-
前/后排侧气囊,-,-,-,-,-,-,-,-,-,-,-
前/后中央扶手,-,-,-,-,-,-,-,-,-,-,-
刹车辅助(EBA/BAS/BA等),-,-,-,-,-,-,-,-,-,-,-
制动力分配(EBD/CBC等),●,●,-,●,●,●,●,●,●,●,●
内后视镜功能,-,-,-,-,-,-,-,-,-,-,-
全液晶仪表盘,-,-,-,-,-,-,-,-,-,-,-
供油方式,多点电喷,多点电喷,多点电喷,多点电喷,多点电喷,多点电喷,多点电喷,多点电喷,多点电喷,多点电喷,多点电喷
主座椅调节方式,,,-,,,,,,,,
主动刹车/主动安全系统,-,-,-,-,-,-,-,-,-,-,-
主/副驾驶座电动调节,-,-,-,-,-,-,-,-,-,-,-
主/副驾驶座安全气囊,-,-,-,-,-,-,-,-,-,-,-
中控彩色屏幕,-,,-,-,-,-,-,-,-,,
中控屏幕尺寸,-,-,-,-,-,-,-,-,-,-,-
上市时间,2023.03,2023.07,2023.08,2023.03,2023.03,2023.03,2023.03,2023.03,2023.03,2023.09,2023.09
上坡辅助,-,-,-,-,-,-,-,-,-,-,-
WLTC综合油耗(L/100km),6.7,-,-,6.4,6.4,6.7,6.4,6.4,6.7,6.4,6.7
USB/Type-C接口数量,-,-,-,-,-,-,-,-,-,-,-
OTA升级,-,-,-,-,-,-,-,-,-,-,-
LED日间行车灯,-,-,-,-,-,-,-,-,-,-,-
ISOFIX儿童座椅接口,-,-,-,-,-,-,-,-,-,-,-
ABS防抱死,●,●,●,●,●,●,●,●,●,●,●
