Feature,58013,58014,58242,58243,58244,58246,60142,63499,63588,64492,66772,68518,68519,68562,68563,68564,68565,68566
第二排座椅调节,,,,,,,,,,,,,,,,,,
第二排座椅电动调节,-,-,●,●,●,●,●,●,●,●,●,-,-,●,●,●,●,●
第二排座椅功能,-,-,,,,,,,,,,-,-,,,,,
第三排座椅调节,-,-,,,,,,,,,,,,,,,,
空调温度控制方式,,,,,,,,,,,,,,,,,,
空气质量监测,-,-,-,-,-,-,-,●,-,-,●,-,-,●,●,●,●,●
离去角(°),14,14,16,16,16,16,16,17,17,17,16,14,14,17,16,16,16,16
福祉座椅,-,-,-,-,-,-,-,-,-,●,-,-,-,-,-,-,-,-
疲劳驾驶提示,-,-,-,●,-,●,●,-,-,-,●,-,-,-,-,-,●,●
电芯品牌,-,-,-,-,,,,-,-,-,-,-,-,,-,,,
电磁感应悬架,-,-,-,●,-,●,●,-,-,-,●,-,-,-,-,-,●,●
电池类型,-,-,-,-,,,,-,-,-,-,-,-,,-,,,
电机类型,-,-,-,-,永磁/同步,永磁/同步,永磁/同步,-,-,-,-,-,-,永磁/同步,-,永磁/同步,永磁/同步,永磁/同步
电机布局,-,-,-,-,前置,前置,前置,-,-,-,-,-,-,前置,-,前置,前置,前置
电动机总马力(Ps),-,-,-,-,181,181,181,-,-,-,-,-,-,181,-,181,181,181
电动机总扭矩(N·m),-,-,-,-,270,270,270,-,-,-,-,-,-,300,-,270,270,270
电动机总功率(kW),-,-,-,-,134,134,134,-,-,-,-,-,-,134,-,134,134,134
电动机(Ps),-,-,-,-,182,182,182,-,-,-,-,-,-,182,-,182,182,182
电动座椅记忆功能,-,-,,,,,,,-,,,-,-,,,,,
电动后备厢位置记忆,-,-,●,●,●,●,●,●,●,●,●,-,-,●,●,●,●,●
电动后备厢,-,-,●,●,●,●,●,●,●,●,●,-,-,●,●,●,●,●
环保标准_y,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI
环保标准_x,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI
牵引力控制(ASR/TCS/TRC等),●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
燃油标号,95号,95号,95号,95号,92号,92号,92号,95号,95号,95号,95号,95号,95号,92号,95号,92号,92号,92号
温度分区控制,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
液晶仪表尺寸,,,,,,,,,,,,,,,,,,
油箱容积(L),65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65
气缸数(个),4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
气缸排列形式,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L
毫米波雷达数量,-,-,,,,,,,-,,,-,-,,,,,
每缸气门数(个),4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
最高车速(km/h),200,200,200,200,180,180,180,200,200,200,200,200,200,170,200,180,180,180
最大马力(Ps),252,252,252,252,190,190,190,252,252,252,252,252,252,190,252,190,190,190
最大满载质量(kg),2600,2600,2790,2790,2890,2890,2890,2790,2790,2790,2790,2600,2600,2890,2790,2890,2890,2890
最大扭矩转速(rpm),1750-4000,1750-4000,1750-4000,1750-4000,1500-4000,1500-4000,1500-4000,1750-4000,1750-4000,1750-4000,1750-4000,1750-4000,1750-4000,1500-4000,1750-4000,1500-4000,1500-4000,1500-4000
最大扭矩(N·m)_y,390,390,400,400,330,330,330,400,400,400,400,390,390,330,400,330,330,330
最大扭矩(N·m)_x,390,390,400,400,-,-,-,400,400,400,400,390,390,-,400,-,-,-
最大功率转速(rpm),5250,5250,5250,5250,4500-5000,4500-5000,4500-5000,5250,5250,5250,5250,5250,5250,4500-5000,5250,4500-5000,4500-5000,4500-5000
最大功率(kW)_y,185,185,185,185,140,140,140,185,185,185,185,185,185,140,185,140,140,140
最大功率(kW)_x,185,185,185,185,-,-,-,185,185,185,185,185,185,-,185,-,-,-
最大净功率(kW),170,170,170,170,140,140,140,170,170,170,170,170,170,140,170,140,140,140
无钥匙进入功能,,,,,,,,,,,,,,,,,,
无钥匙启动系统,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
方向盘记忆,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
方向盘材质,,,,,,,,,,,,,,,,,,
方向盘换挡,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
方向盘加热,-,-,●,●,●,●,●,-,-,●,●,-,-,-,●,●,●,●
方向盘位置调节,,,,,,,,,,,,,,,,,,
整车质保,,,,,,,,,,,,,,,,,,
整备质量(kg),2020,2020,2150,2150,2245,2245,2245,2150,2060,2150,2150,2020,2020,2245,2150,2245,2245,2245
摄像头数量,-,-,,,,,,,,,,,,,,,,
接近角(°),13,13,12,12,12,12,12,14,14,14,12,13,13,14,12,12,12,12
排量(mL),1991,1991,1991,1991,1991,1991,1991,1991,1991,1991,1991,1991,1991,1991,1991,1991,1991,1991
换挡形式,,,,,,,,,,,,,,,,,,
挡位个数,8,8,8,8,无级变速,无级变速,无级变速,8,8,8,8,8,8,2,8,无级变速,无级变速,无级变速
扬声器数量,,,,,,,,,,,,,,,,,,
扬声器品牌名称,-,-,-,,-,,,-,-,-,,-,-,-,-,-,,
手机无线充电功能,-,-,,,,,,,-,,,-,-,,,,,
手机互联/映射,-,,-,-,-,-,-,,,,,-,,,,,,
手机APP远程功能,-,-,,,,,,,,,,-,-,,,,,
手势控制,-,-,-,●,-,●,●,-,-,-,-,-,-,-,-,-,●,●
感应雨刷功能,-,-,,,,,,,,,,-,-,,,,,
感应后备厢,-,-,●,●,●,●,●,●,●,●,●,-,-,●,●,●,●,●
座椅材质,,,,,,,,,,,,,,,,,,
座椅布局,,,,,,,,,,,,,,,,,,
座位数(个),,,,,,,,,,,,,,,,,,
应用商店,-,-,-,●,-,-,-,●,●,●,●,●,●,●,●,●,●,●
并线辅助,-,-,●,●,●,●,●,●,-,●,●,-,-,●,●,●,●,●
巡航系统,-,,,,,,,,,,,,,,,,,
导航路况信息显示,-,-,●,●,●,●,●,●,●,●,●,-,-,●,●,●,●,●
宽度(mm),1884,1884,1893,1893,1893,1893,1893,1893,1893,1893,1893,1884,1884,1893,1893,1893,1893,1893
实测油耗(L/100km),-,-,-,-,-,6.7,-,-,-,-,-,-,-,-,-,-,-,-
实测100-0km/h制动(m),-,-,-,-,-,39.34,-,-,-,-,-,-,-,-,-,-,-,-
实测0-100km/h加速(s),-,-,-,-,-,8.16,-,-,-,-,-,-,-,-,-,-,-,-
官方0-100km/h加速(s),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
安全带未系提醒,,,,,,,,,,,,,,,,,,
天窗类型,,,,,,,,,,,,,,,,,,
大灯高度可调,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
大灯延时关闭,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
多层隔音玻璃,-,-,,,,,,-,-,,,-,-,-,,,,
多媒体/充电接口,,,,,,,,,,,,,,,,,,
多功能方向盘,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
外后视镜功能,,,,,,,,,,,,,,,,,,
备胎规格,,,,,,,,-,-,-,,,,-,-,-,-,-
备胎放置方式,-,-,-,-,-,-,-,-,-,-,-,,,-,-,-,-,-
地图品牌,-,-,,,,,,,,,-,-,-,,,,,
后风挡安全气囊,-,-,●,●,●,●,●,●,-,-,●,-,-,●,●,●,●,●
后雨刷,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
后轮距(mm),1635,1635,1638,1638,1638,1638,1638,1638,1638,1638,1638,1635,1635,1638,1638,1638,1638,1638
后轮胎规格,,,,,,,,,,,,,,,,,,
后方碰撞预警,-,-,●,●,●,●,●,●,-,-,●,-,-,●,●,●,●,●
后排独立空调,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
后排液晶屏幕尺寸,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,
后排液晶屏幕,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,
后排杯架,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
后排控制多媒体,-,-,-,-,-,●,-,-,-,-,-,-,-,-,-,-,-,●
后排座椅放倒形式,,,,,,,,,,,,,,,,,,
后排小桌板,-,-,-,●,-,●,●,-,-,-,●,-,-,-,-,-,●,●
后排侧隐私玻璃,-,●,●,●,●,●,●,●,●,●,●,-,●,●,●,●,●,●
后排侧窗遮阳帘,-,-,-,,-,,,-,-,-,,-,-,-,-,-,,
后悬架类型,,,,,,,,,,,,,,,,,,
后座出风口,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
后备厢容积(L),-,-,516-1586,516-1586,516-1586,516-1586,516-1586,516-1586,516-1586,516-1586,516-1586,-,-,516-1586,516-1586,516-1586,516-1586,516-1586
后制动器类型,,,,,,,,,,,,,,,,,,
可见即可说,-,-,●,●,●,●,●,●,●,●,●,-,-,●,●,●,●,●
可变悬架功能,-,-,-,,-,,,-,-,-,,-,-,-,-,-,,
变速箱类型,自动变速箱(AT),自动变速箱(AT),自动变速箱(AT),自动变速箱(AT),电子无级变速箱(E-CVT),电子无级变速箱(E-CVT),电子无级变速箱(E-CVT),自动变速箱(AT),自动变速箱(AT),自动变速箱(AT),自动变速箱(AT),自动变速箱(AT),自动变速箱(AT),混合动力专用变速箱(DHT),自动变速箱(AT),电子无级变速箱(E-CVT),电子无级变速箱(E-CVT),电子无级变速箱(E-CVT)
变速箱,8挡自动,8挡自动,8挡自动,8挡自动,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速,8挡自动,8挡自动,8挡自动,8挡自动,8挡自动,8挡自动,2挡DHT,8挡自动,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速
发动机电子防盗,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
发动机特有技术,DCVVT,DCVVT,DCVVT,DCVVT,-,-,-,DCVVT,DCVVT,DCVVT,DCVVT,DCVVT,DCVVT,-,DCVVT,-,-,-
发动机布局,横置,横置,横置,横置,横置,横置,横置,横置,横置,横置,横置,横置,横置,横置,横置,横置,横置,横置
发动机型号,4B20J1,4B20J1,4B20J1,4B20J1,4B20J2,4B20J2,4B20J2,4B20J1,4B20J1,4B20J1,4B20J1,4B20J1,4B20J1,4B20J2,4B20J1,4B20J2,4B20J2,4B20J2
发动机启停技术,-,-,-,-,-,-,-,-,-,●,-,-,-,-,-,-,-,-
发动机,2.0T 252马力 L4,2.0T 252马力 L4,2.0T 252马力 L4,2.0T 252马力 L4,2.0T 190马力 L4,2.0T 190马力 L4,2.0T 190马力 L4,2.0T 252马力 L4,2.0T 252马力 L4,2.0T 252马力 L4,2.0T 252马力 L4,2.0T 252马力 L4,2.0T 252马力 L4,2.0T 190马力 L4,2.0T 252马力 L4,2.0T 190马力 L4,2.0T 190马力 L4,2.0T 190马力 L4
厂商指导价(元),17.98万,19.28万,26.98万,28.98万,29.98万,34.28万,32.28万,24.98万,22.98万,31.98万,29.58万,17.98万,19.28万,26.68万,26.98万,29.98万,32.28万,34.28万
厂商,广汽乘用车,广汽乘用车,广汽乘用车,广汽乘用车,广汽乘用车,广汽乘用车,广汽乘用车,广汽乘用车,广汽乘用车,广汽乘用车,广汽乘用车,广汽乘用车,广汽乘用车,广汽乘用车,广汽乘用车,广汽乘用车,广汽乘用车,广汽乘用车
卫星导航系统,-,-,●,●,●,●,●,●,●,●,●,-,-,●,●,●,●,●
助力类型,,,,,,,,,,,,,,,,,,
加热/制冷杯架,-,-,,,,,,,-,-,,-,-,-,-,-,-,
副驾驶位后排可调节按钮,-,-,●,●,●,●,●,-,-,●,●,-,-,-,●,●,●,●
副座椅调节方式,,,,,,,,,,,,,,,,,,
前轮距(mm),1620,1620,1628,1628,1628,1628,1628,1628,1628,1628,1628,1620,1620,1628,1628,1628,1628,1628
前轮胎规格,,,,,,,,,,,,,,,,,,
前电动机最大扭矩(N·m),-,-,-,-,270,270,270,-,-,-,-,-,-,300,-,270,270,270
前电动机最大功率(kW),-,-,-,-,134,134,134,-,-,-,-,-,-,134,-,134,134,134
前方碰撞预警,-,-,●,●,●,●,●,●,-,●,●,-,-,●,●,●,●,●
前方感知摄像头,-,-,-,-,-,-,-,,-,,,-,-,,,,,
前排座椅功能,-,-,,,,,,,-,,,-,-,,,,,
前悬架类型,,,,,,,,,,,,,,,,,,
前制动器类型,,,,,,,,,,,,,,,,,,
前/后驻车雷达,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
内置行车记录仪,-,-,●,●,●,●,●,●,-,●,-,-,-,●,●,●,●,●
内后视镜功能,,,,,,,,,,,,,,,,,,
全液晶仪表盘,-,-,●,●,●,●,●,●,●,●,●,-,-,●,●,●,●,●
倒车车侧预警系统,-,-,●,●,●,●,●,●,-,●,●,-,-,●,●,●,●,●
侧滑门形式,,,,,,,,,,,,,,,,,,
供油方式,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷
低速行车警告,-,-,-,-,●,●,●,-,-,-,-,-,-,●,-,●,●,●
主座椅调节方式,,,,,,,,,,,,,,,,,,
主动降噪,-,-,-,-,-,●,-,-,-,-,-,-,-,-,-,-,-,●
主动刹车/主动安全系统,-,-,●,●,●,●,●,●,-,●,●,-,-,●,●,●,●,●
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,,,,,,,,,,,,,,,
中控屏幕尺寸,,,,,,,,,,,,,,,,,,
上市时间,2022.07,2022.07,2022.11,2022.11,2022.11,2022.11,2022.11,2023.07,2023.07,2023.08,2024.02,2024.05,2024.05,2024.05,2024.05,2024.05,2024.05,2024.05
上坡辅助,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
三电系统质保,-,-,-,-,,,,-,-,-,-,-,-,,-,,,
Wi-Fi热点,-,-,●,●,●,●,●,●,●,●,●,-,-,●,●,●,●,●
