Feature,64737,66355,68006,68007
最大功率(kW)_y,110,110,110,110
最大功率(kW)_x,-,-,-,-
最大净功率(kW),108,108,108,108
最低荷电状态油耗(L/100km)WLTC,5.25,5.25,5.25,5.25
最低荷电状态油耗(L/100km),4.62,4.62,4.62,4.62
无钥匙进入功能,,,,
无钥匙启动系统,●,●,●,●
方向盘记忆,-,-,-,-
方向盘材质,,,,
方向盘换挡,-,-,-,-
方向盘加热,-,-,-,-
方向盘位置调节,,,,
整车质保,,,,
整备质量(kg),1880,1880,1880,1880
摄像头数量,,,,
接近角(°),18,18,18,18
排量(mL),1496,1496,1496,1496
换挡形式,,,,
挡位个数,2,2,2,2
扬声器数量,,,,
扬声器品牌名称,-,-,-,-
手机无线充电功能,-,,-,-
手机互联/映射,-,-,-,-
手机APP远程功能,-,,,
慢充接口位置,车左后侧,车左后侧,车左后侧,车左后侧
感应雨刷功能,-,-,-,-
快充接口位置,-,车左后侧,车左后侧,车左后侧
快充功能,不支持,支持,支持,支持
座椅材质,,,,
座位数(个),,,,
并线辅助,-,-,-,-
巡航系统,-,,,
导航路况信息显示,-,●,●,●
对外放电,-,●,●,●
对外交流放电功率(kW),-,6,6,6
宽度(mm),1890,1890,1890,1890
官方0-100km/h加速(s),6.9,6.9,6.9,6.9
安全带未系提醒,,,,
天窗类型,-,,,-
大灯高度可调,●,●,●,●
大灯延时关闭,●,●,●,●
多媒体/充电接口,,,,
多功能方向盘,●,●,●,●
外后视镜功能,,,,
备胎规格,,,,
地图品牌,-,,,
后雨刷,●,●,●,●
后轮距(mm),1584,1584,1584,1584
后轮胎规格,,,,
后排独立空调,-,-,-,-
后排杯架,-,●,-,-
后排座椅放倒形式,,,,
后悬架类型,,,,
后座出风口,●,●,●,●
后备厢容积(L),507-1484,507-1484,507-1484,507-1484
后制动器类型,,,,
可见即可说,-,●,●,●
变速箱类型,混合动力专用变速箱(DHT),混合动力专用变速箱(DHT),混合动力专用变速箱(DHT),混合动力专用变速箱(DHT)
变速箱,2挡DHT,2挡DHT,2挡DHT,2挡DHT
发动机电子防盗,●,●,●,●
发动机布局,横置,横置,横置,横置
发动机型号,15FKE,15FKE,15FKE,15FKE
发动机,1.5T 150马力 L4,1.5T 150马力 L4,1.5T 150马力 L4,1.5T 150马力 L4
厂商指导价(元),11.98万,14.68万,13.98万,12.98万
厂商,上汽集团,上汽集团,上汽集团,上汽集团
卫星导航系统,-,●,●,●
助力类型,,,,
副驾驶位后排可调节按钮,-,-,-,-
副座椅调节方式,,,,
前轮距(mm),1590,1590,1590,1590
前轮胎规格,,,,
前电动机最大扭矩(N·m),350,350,350,350
前电动机最大功率(kW),145,145,145,145
前方碰撞预警,-,●,○,-
前方感知摄像头,-,,,-
前排座椅功能,-,,-,-
前悬架类型,,,,
前大灯雨雾模式,●,●,●,●
前制动器类型,,,,
前/后驻车雷达,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,-
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
刹车辅助(EBA/BAS/BA等),●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●
内后视镜功能,,,,
全液晶仪表盘,●,●,●,●
供油方式,直喷,直喷,直喷,直喷
低速行车警告,●,●,●,●
主座椅调节方式,,,,
主动刹车/主动安全系统,-,●,○,-
主/副驾驶座电动调节,-,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副-
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,
中控屏幕尺寸,,,,
上市时间,2024.05,2024.05,2024.05,2024.05
上坡辅助,●,●,●,●
三电系统质保,,,,
Wi-Fi热点,-,●,●,●
WLTC综合油耗(L/100km),1.27,1.27,1.27,1.27
WLTC纯电续航里程(km)_y,105,105,105,105
WLTC纯电续航里程(km)_x,105,105,105,105
USB/Type-C接口数量,,,,
OTA升级,-,●,●,●
LED日间行车灯,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●
CLTC综合续航(km),1300,1300,1300,1300
CLTC纯电续航里程(km)_y,135,135,135,135
CLTC纯电续航里程(km)_x,135,135,135,135
ABS防抱死,●,●,●,●
4G/5G网络,-,,,
