Feature,62412,62531,62865,62866,62867,62915,67231,67311,67319,68298,69827
手势控制,-,○,●,-,●,-,-,○,-,-,-
感应雨刷功能,-,-,,,,,,,,,
感应后备厢,-,-,-,-,-,-,-,-,-,●,●
循迹倒车,-,-,-,-,-,-,-,-,-,●,-
座椅材质,,,,,,,,,,,
座位数(个),,,,,,,,,,,
应用商店,-,-,-,-,-,-,-,-,-,●,●
并线辅助,-,-,●,-,●,-,-,●,-,-,-
巡航系统,,,,,,,,,,,
导航路况信息显示,●,●,●,●,●,●,●,●,●,●,●
宽度(mm),1865,1865,1865,1865,1865,1865,1865,1865,1865,1910,1910
官方0-100km/h加速(s),-,-,-,-,-,-,-,-,-,7.9,7.9
安全带未系提醒,,,,,,,,,,,
天窗类型,,,,,,,,,,,
大灯高度可调,●,●,●,●,●,●,●,●,●,●,●
大灯延时关闭,●,●,●,●,●,●,●,●,●,●,●
多指飞屏操控,-,-,-,-,-,-,-,-,-,●,●
多媒体/充电接口,,,,,,,,,,,
多功能方向盘,●,●,●,●,●,●,●,●,●,●,●
外后视镜功能,,,,,,,,,,,
备胎规格,,,,,,,,,,,
备胎放置方式,-,-,-,-,-,-,,,,,
场景灯语,-,-,-,-,-,-,-,-,-,●,●
地图品牌,,,,,,,,,,,
后雨刷,●,●,●,●,●,●,●,●,●,●,●
后轮距(mm),1585,1585,1585,1585,1585,1585,1585,1585,1585,1628,1628
后轮胎规格,,,,,,,,,,,
后方碰撞预警,-,-,●,-,●,-,-,●,-,-,-
后排独立空调,-,-,-,-,-,-,-,-,-,-,-
后排杯架,-,●,●,●,●,-,●,●,-,●,●
后排座椅放倒形式,,,,,,,,,,,
后悬架类型,,,,,,,,,,,
后座出风口,●,●,●,●,●,●,●,●,●,●,●
后备厢容积(L),620-1450,620-1450,620-1450,620-1450,620-1450,620-1450,620-1450,620-1450,620-1450,725-1620,725-1620
后制动器类型,,,,,,,,,,,
可见即可说,-,-,-,-,-,-,-,-,-,●,●
变速箱类型,手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),自动变速箱(AT),自动变速箱(AT)
变速箱,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡自动,8挡自动
发动机电子防盗,●,●,●,●,●,●,●,●,●,●,●
发动机布局,横置,横置,横置,横置,横置,横置,横置,横置,横置,横置,横置
发动机型号,JL473ZQ7,JL473ZQ7,JL473ZQ7,JL486ZQ5,JL486ZQ5,JL473ZQ7,JL473ZQ7,JL486ZQ5,JL473ZQ7,JL473ZQD,JL473ZQD
发动机启停技术,●,●,●,●,●,●,●,●,●,●,●
发动机,1.5T 188马力 L4,1.5T 188马力 L4,1.5T 188马力 L4,2.0T 233马力 L4,2.0T 233马力 L4,1.5T 188马力 L4,1.5T 188马力 L4,2.0T 233马力 L4,1.5T 188马力 L4,1.5T 192马力 L4,1.5T 192马力 L4
厂商指导价(元),12.49万,12.99万,13.59万,13.99万,14.99万,11.79万,12.99万,13.99万,12.19万,12.99万,-
厂商,长安汽车,长安汽车,长安汽车,长安汽车,长安汽车,长安汽车,长安汽车,长安汽车,长安汽车,长安汽车,长安汽车
卫星导航系统,●,●,●,●,●,●,●,●,●,●,●
助力类型,,,,,,,,,,,
副驾驶位后排可调节按钮,-,-,-,-,-,-,-,-,-,-,-
副驾娱乐屏尺寸,-,-,-,-,-,-,-,-,-,,
副座椅调节方式,,,,,,,,,,,
前轮距(mm),1585,1585,1585,1585,1585,1585,1585,1585,1585,1620,1620
前轮胎规格,,,,,,,,,,,
前方碰撞预警,-,●,●,●,●,-,●,●,●,●,●
前方感知摄像头,-,-,-,-,-,-,-,-,-,,
前排座椅功能,-,,,,,-,,,-,,
前悬架类型,,,,,,,,,,,
前制动器类型,,,,,,,,,,,
前/后驻车雷达,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●,●,●,●,●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●,●,●,●,●,●,●
内置行车记录仪,●,●,●,●,●,●,●,●,●,●,●
内后视镜功能,,,,,,,,,,,
全液晶仪表盘,●,●,●,●,●,●,●,●,●,●,●
倒车车侧预警系统,-,-,●,-,●,-,-,●,-,-,-
侧窗多层隔音玻璃,-,-,-,-,-,-,-,,-,,-
供油方式,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷
主座椅调节方式,,,,,,,,,,,
主动闭合式进气格栅,●,●,●,●,●,●,●,●,-,●,●
主动刹车/主动安全系统,-,●,●,●,●,-,●,●,●,●,●
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,,,,,,,,
中控屏幕尺寸,,,,,,,,,,,
上市时间,2023.04,2023.04,2023.04,2023.04,2023.04,2023.04,2024.03,2024.03,2024.03,2024.09,-
上坡辅助,●,●,●,●,●,●,●,●,●,●,●
Wi-Fi热点,●,●,●,●,●,●,●,●,●,●,●
WLTC综合油耗(L/100km),6.96,6.96,6.96,7.9,7.9,6.96,6.96,7.9,6.96,6.89,6.89
USB/Type-C接口数量,,,,,,,,,,,
OTA升级,●,●,●,●,●,●,●,●,●,●,●
LED日间行车灯,●,●,●,●,●,●,●,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●,●,●,●,●,●,●,●
HUD抬头数字显示,-,-,●,-,●,-,-,●,-,-,-
DOW开门预警,-,-,●,-,●,-,-,●,-,-,-
ABS防抱死,●,●,●,●,●,●,●,●,●,●,●
4G/5G网络,,,,,,,,,,,
