Feature,60564,65263,65857,65858,66348,68909,68910,68911,69187,69188,69189,69215,69557
车前雾灯,-,-,-,-,-,-,-,-,-,-,-,-,-
车内香氛装置,●,-,●,●,-,●,●,●,●,●,●,-,●
车内生物监测系统,-,-,-,-,-,-,-,●,-,-,-,-,-
车内环境氛围灯,,-,,-,-,,,,,,,-,
车内摄像头数量,-,-,-,-,-,,,,,,,,
车内化妆镜,,,,,,,,,,,,,
车内中控锁,●,●,●,●,●,●,●,●,●,●,●,●,●
车内PM2.5过滤装置,●,●,●,●,●,●,●,●,●,●,●,●,●
车体结构,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式
超声波雷达数量,,,,,,,,,,,,,
起步提醒,-,-,-,-,-,●,●,●,●,●,●,●,●
负离子发生器,●,-,●,●,-,●,●,●,●,●,●,●,●
语音连续识别,●,●,●,●,●,●,●,●,●,●,●,●,●
语音识别控制系统,,,,,,,,,,,,,
语音助手唤醒词,-,-,-,-,-,,,,,,,,
语音分区域唤醒识别,,,,,,,,,,,,,
语音免唤醒词,-,-,-,-,-,●,●,●,●,●,●,●,●
记忆泊车,○,-,●,-,-,●,●,●,●,●,●,○,●
触摸式阅读灯,-,-,-,-,-,●,●,●,●,●,●,●,●
行车电脑显示屏幕,,,,,,,,,,,,,
蓝牙/车载电话,●,●,●,●,●,●,●,●,●,●,●,●,●
芯片总算力,-,-,-,-,-,-,,,-,,-,-,-
自适应远近光,●,●,●,●,●,●,●,●,●,●,●,●,●
自动驾驶辅助路段,,-,,-,-,,,,,,,,
自动驻车,●,●,●,●,●,●,●,●,●,●,●,●,●
自动泊车入位,○,-,●,-,-,●,●,●,●,●,●,○,●
自动头灯,●,●,●,●,●,●,●,●,●,●,●,●,●
自动变道辅助,○,-,●,-,-,●,●,●,●,●,●,○,●
能量回收系统,●,●,●,●,●,●,●,●,●,●,●,●,●
能源类型,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动
胎压监测功能,,,,,,,,,,,,,
级别,中大型车,中大型车,中大型车,中大型车,中大型车,中大型车,中大型车,中大型车,中大型车,中大型车,中大型车,中大型车,中大型车
简称,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱
第二排座椅调节,-,-,-,-,-,-,-,-,-,-,-,-,-
第二排座椅功能,,,,,-,,,,,,,,
空载最小离地间隙(mm),-,-,-,-,-,123,123,132,123,123,123,123,123
空调温度控制方式,,,,,,,,,,,,,
空气质量监测,-,-,-,-,-,●,●,●,●,●,●,●,●
空气悬架,●,●,●,●,-,○,○,●,○,○,-,-,-
离去角(°),15,15,15,15,15,15,15,15,15,15,15,15,15
百公里耗电量(kWh/100km),11.7,11.9,13.8,12.7,12.3,12.1,12.1,14.9,12.4,12.4,14.2,12.7,14.4
疲劳驾驶提示,●,●,●,●,●,●,●,●,●,●,●,●,●
电芯品牌,,,,,,,,,,,,,
电能当量燃料消耗量(L/100km),1.32,-,1.56,-,-,1.40,1.40,1.73,1.44,1.44,1.65,1.44,1.67
电池预加热,●,●,●,●,●,●,●,●,●,●,●,●,●
电池能量(kWh),79.9,97.7,79.9,66.4,60.7,100,100,100,77,77,77,70,100
电池类型,,,,,,,,,,,,,
电池特有技术,-,-,-,-,-,-,-,-,神行电池,神行电池,神行电池,-,-
电池慢充电量范围(%)_y,0-100,0-100,0-100,0-100,0-100,5-100,5-100,5-100,5-100,5-100,5-100,5-100,5-100
电池慢充电量范围(%)_x,0-100,0-100,0-100,0-100,0-100,5-100,5-100,5-100,5-100,5-100,5-100,5-100,5-100
电池慢充时间(小时)_y,13.5,16.5,13.5,13,10.5,16.5,16.5,16.5,13.5,13.5,13.5,13,16.5
电池慢充时间(小时)_x,13.5,16.5,13.5,13,10.5,16.5,16.5,16.5,13.5,13.5,13.5,13,16.5
电池快充电量范围(%)_y,30-80,30-80,30-80,30-80,30-80,30-80,30-80,30-80,30-80,30-80,30-80,30-80,30-80
电池快充电量范围(%)_x,30-80,30-80,30-80,30-80,30-80,30-80,30-80,30-80,30-80,30-80,30-80,30-80,30-80
电池快充时间(小时)_y,0.25,0.25,0.25,0.47,0.47,0.25,0.25,0.25,0.15,0.15,0.15,0.47,0.25
电池快充时间(小时)_x,0.25,0.25,0.25,0.47,0.47,0.25,0.25,0.25,0.15,0.15,0.15,0.47,0.25
电池冷却方式,液冷,液冷,液冷,液冷,液冷,液冷,液冷,液冷,液冷,液冷,液冷,液冷,液冷
电机类型,永磁/同步,永磁/同步,前交流/异步 后永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,前感应/异步 后永磁/同步,永磁/同步,永磁/同步,前感应/异步 后永磁/同步,永磁/同步,前感应/异步 后永磁/同步
电机布局,后置,后置,前置+后置,后置,后置,后置,后置,前置+后置,后置,后置,前置+后置,后置,前置+后置
电动机总马力(Ps),313,313,480,252,252,313,313,480,313,313,480,252,480
电动机总扭矩(N·m),425,425,663,356,356,425,425,663,425,425,663,356,663
电动机总功率(kW),230,230,353,185,185,230,230,353,230,230,353,185,353
电动机(Ps),313,313,480,252,252,313,313,480,313,313,480,252,480
电动扰流板,○,-,●,-,-,●,●,●,●,●,●,-,●
电动座椅记忆功能,,,,,,,,,,,,,
电动后备厢,●,●,●,●,●,●,●,●,●,●,●,●,●
环视摄像头像素,-,-,-,-,-,,,,,,,,
环境感知摄像头像素,-,-,-,-,-,,,,,,,,
牵引力控制(ASR/TCS/TRC等),●,●,●,●,●,●,●,●,●,●,●,●,●
热泵空调,●,●,●,●,-,●,●,●,●,●,●,●,●
激光雷达线数,-,-,,-,-,-,,,-,,-,-,-
激光雷达点云数量,-,-,,-,-,-,,,-,,-,-,-
激光雷达数量,-,-,,-,-,-,,,-,,-,-,-
激光雷达型号,-,-,,-,-,-,,,-,,-,-,-
激光雷达品牌,-,-,,-,-,-,,,-,,-,-,-
激光雷达10%反射率探测距离,-,-,,-,-,-,,,-,,-,-,-
温度分区控制,●,●,●,●,●,●,●,●,●,●,●,●,●
液晶仪表尺寸,,,,,,,,,,,,,
毫米波雷达数量,,,,,,,,,,,,,
最高车速(km/h),200,200,210,200,200,200,200,210,200,200,210,200,210
最小转弯半径(m),-,-,-,-,-,5.65,5.65,5.65,5.65,5.65,5.65,5.65,5.65
最大满载质量(kg),2371,2455,2526,-,-,2455,2455,2660,2495,2495,2625,2375,2660
最大扭矩(N·m),425,425,663,356,356,425,425,663,425,425,663,356,663
最大功率(kW),230,230,353,185,185,230,230,353,230,230,353,185,353
无钥匙进入功能,,,,,,,,,,,,,
无钥匙启动系统,●,●,●,●,●,●,●,●,●,●,●,●,●
无框设计车门,●,●,●,●,●,●,●,●,●,●,●,●,●
方向盘记忆,●,-,●,-,-,-,-,●,-,-,-,-,-
方向盘离手检测,○,-,●,-,-,●,●,●,●,●,●,●,●
方向盘材质,,,,,,,,,,,,,
方向盘换挡,-,-,-,-,-,-,-,-,-,-,-,-,-
方向盘加热,●,●,●,●,-,●,●,●,●,●,●,●,●
方向盘位置调节,,,,,,,,,,,,,
整车质保,-,-,-,-,-,,,,,,,,
整备质量(kg),1960,2040,2100,1975,1870,2040,2040,2250,2080,2080,2210,1975,2250
摄像头数量,,,,,,,,,,,,,
接近角(°),13,13,13,13,13,13,13,13,13,13,13,13,13
换挡形式,,,,,,,,,,,,,
挡位个数,1,1,1,1,1,1,1,1,1,1,1,1,1
扬声器数量,,,,,,,,,,,,,
扬声器品牌名称,-,-,-,-,-,-,-,-,-,-,-,-,-
手机无线充电功能,,,,,,,,,,,,,
手机无线充电功率,,,,,,,,,,,,,
手机互联/映射,,,,,,,,,,,,,
手机APP远程功能,,,,,,,,,,,,,
慢充接口位置,车左后侧,车左后侧,车左后侧,车左后侧,车左后侧,车左后侧,车左后侧,车左后侧,车左后侧,车左后侧,车左后侧,车左后侧,车左后侧
感应雨刷功能,,,,,,,,,,,,,
快充接口位置,车左后侧,车左后侧,车左后侧,车左后侧,车左后侧,车左后侧,车左后侧,车左后侧,车左后侧,车左后侧,车左后侧,车左后侧,车左后侧
快充功能,支持,支持,支持,支持,支持,支持,支持,支持,支持,支持,支持,支持,支持
快充功率(kW),-,-,-,-,-,297,297,297,420,420,420,100,297
循迹倒车,-,-,-,-,-,●,●,●,●,●,●,-,●
座椅材质,,,,,,,,,,,,,
座位数(个),,,,,,,,,,,,,
应用商店,-,-,-,-,-,●,●,●,●,●,●,●,●
并线辅助,●,●,●,●,●,●,●,●,●,●,●,●,●
巡航系统,,,,,,,,,,,,,
导航路况信息显示,●,●,●,●,●,●,●,●,●,●,●,●,●
对外放电,●,●,●,●,●,●,●,●,●,●,●,●,●
对外交流放电功率(kW),-,-,-,-,-,6,6,6,6,6,6,3.3,6
宽度(mm),1978,1978,1978,1978,1978,1978,1978,1978,1978,1978,1978,1978,1978
官方0-100km/h加速(s),5.6,5.6,3.7,7.1,7.4,5.6,5.6,3.7,5.6,5.6,3.7,7.1,3.7
安全带未系提醒,,,,,,,,,,,,,
天窗类型,,,,,,,,,,,,,
大灯高度可调,●,●,●,●,●,●,●,●,●,●,●,●,●
大灯延时关闭,●,●,●,●,●,●,●,●,●,●,●,●,●
多媒体/充电接口,,,,,,,,,,,,,
多功能方向盘,●,●,●,●,●,●,●,●,●,●,●,●,●
外后视镜功能,,,,,,,,,,,,,
备胎规格,,,,,,,,,,,,,
场景灯语,-,-,-,-,-,●,●,●,●,●,●,-,●
地图品牌,-,-,-,-,-,,,,,,,,
四驱形式,-,-,,-,-,-,-,,-,-,,-,
哨兵模式/千里眼,●,●,●,●,●,●,●,●,●,●,●,●,●
后雨刷,-,-,-,-,-,-,-,-,-,-,-,-,-
后轮距(mm),1695,1695,1695,1695,1695,1695,1695,1695,1695,1695,1695,1695,1695
后轮胎规格,,,,,,,,,,,,,
后电动机最大扭矩(N·m),425,425,425,356,356,425,425,425,425,425,425,356,425
后电动机最大功率(kW),230,230,230,185,185,230,230,230,230,230,230,185,230
后电动机型号,TZ220XSG05,TZ220XSG05,TZ220XSG05,-,-,TZ220XSG05,TZ220XSG05,TZ220XSG05,TZ220XSG05,TZ220XSG05,TZ220XSG05,TZ210XS128,TZ220XSG05
后电动机品牌,-,-,-,-,-,联合电子,联合电子,联合电子,联合电子,联合电子,联合电子,联合电子,联合电子
后方碰撞预警,●,●,●,●,●,●,●,●,●,●,●,●,●
后排独立空调,●,-,●,●,-,-,●,●,-,●,-,-,-
后排液晶屏幕尺寸,-,-,-,-,-,-,,,-,,-,-,-
后排液晶屏幕,,-,,,-,-,,,-,,-,-,-
后排杯架,●,●,●,●,●,●,●,●,●,●,●,●,●
后排控制多媒体,-,-,-,-,-,-,●,●,-,●,-,-,-
后排座椅放倒形式,,,,,,,,,,,,,
后排多媒体屏幕数量,-,-,-,-,-,-,,,-,,-,-,-
后排侧隐私玻璃,-,-,-,-,-,●,●,●,●,●,●,-,●
后悬架类型,,,,,,,,,,,,,
后座出风口,●,●,●,●,●,●,●,●,●,●,●,●,●
后备厢容积(L),-,-,-,-,-,396-1500,396-1500,396-1500,396-1500,396-1500,396-1500,396-1500,396-1500
后制动器类型,,,,,,,,,,,,,
可见即可说,●,●,●,●,●,●,●,●,●,●,●,●,●
可变悬架功能,,,,,-,,,,,,-,-,-
变速箱类型,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱
厂商指导价(元),26.98万,29.98万,33.98万,23.58万,19.88万,24.59万,26.69万,29.99万,21.59万,23.69万,23.69万,19.59万,26.69万
厂商,星途,星途,星途,星途,星途,星途,星途,星途,星途,星途,星途,星途,星途
卫星导航系统,●,●,●,●,●,●,●,●,●,●,●,●,●
单踏板模式,●,●,●,●,●,●,●,●,●,●,●,●,●
匝道自动驶出(入),○,-,●,-,-,●,●,●,●,●,●,○,●
助力类型,,,,,,,,,,,,,
副驾驶位后排可调节按钮,-,-,-,-,-,-,-,-,-,-,-,-,-
副座椅调节方式,,,,,,,,,,,,,
前轮距(mm),1695,1695,1695,1695,1695,1695,1695,1695,1695,1695,1695,1695,1695
前轮胎规格,,,,,,,,,,,,,
前电动机最大扭矩(N·m),-,-,238,-,-,-,-,238,-,-,238,-,238
前电动机最大功率(kW),-,-,123,-,-,-,-,123,-,-,123,-,123
前电动机型号,-,-,YS190XY101,-,-,-,-,YS190XY101,-,-,YS190XY101,-,YS190XY101
前电动机品牌,-,-,-,-,-,-,-,苏州汇川,-,-,苏州汇川,-,苏州汇川
前方碰撞预警,●,●,●,●,●,●,●,●,●,●,●,●,●
前方最大探测距离,-,-,,-,-,-,,,-,,-,-,-
前方感知摄像头像素,-,-,-,-,-,,,,,,,,
前方感知摄像头,-,-,-,-,-,,,,,,,,
前排座椅功能,,,,,-,,,,,,,,
前排中间气囊,-,-,-,-,-,●,●,●,●,●,●,-,●
前悬架类型,,,,,,,,,,,,,
前制动器类型,,,,,,,,,,,,,
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●,●,●,●,●,●,●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●,●,●,●,●,●,●,●,●
内置行车记录仪,●,●,●,●,●,●,●,●,●,●,●,●,●
内后视镜功能,,,,,,,,,,,,,
全液晶仪表盘,●,●,●,●,●,●,●,●,●,●,●,●,●
充电桩价格（元）,-,-,-,-,-,3399,3399,3399,3399,3399,3399,3399,3399
倒车车侧预警系统,●,●,●,●,●,●,●,●,●,●,●,●,●
信号灯识别,-,-,-,-,-,-,●,●,-,●,-,-,-
侧窗多层隔音玻璃,,,,,,,,,,,,,
低速行车警告,●,●,●,●,●,●,●,●,●,●,●,●,●
主座椅调节方式,,,,,,,,,,,,,
主动闭合式进气格栅,●,●,●,●,●,●,●,●,●,●,●,●,●
主动式环境氛围灯,-,-,-,-,-,●,●,●,●,●,●,●,●
主动刹车/主动安全系统,●,●,●,●,●,●,●,●,●,●,●,●,●
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,,,,,,,,,,
中控屏幕尺寸,,,,,,,,,,,,,
中控屏幕分辨率,,,,,,,,,,,,,
上市时间,2023.12,2023.12,2023.12,2023.12,2024.01,2024.08,2024.08,2024.08,2024.08,2024.08,2024.08,2024.08,2024.08
上坡辅助,●,●,●,●,●,●,●,●,●,●,●,●,●
三电首任车主质保政策,,,,,,,,,,,,,
三电系统质保,,,,,,,,,,,,,
Wi-Fi热点,●,●,●,●,●,●,●,●,●,●,●,●,●
USB/Type-C最大充电功率,-,-,-,-,-,,,,,,,,
USB/Type-C接口数量,,,,,,,,,,,,,
OTA升级,●,●,●,●,●,●,●,●,●,●,●,●,●
LED日间行车灯,●,●,●,●,●,●,●,●,●,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●,●,●,●,●,●,●,●,●,●
HUD抬头数字显示,-,-,●,-,-,●,●,●,●,●,●,-,●
DOW开门预警,●,●,●,●,●,●,●,●,●,●,●,●,●
CLTC纯电续航里程(km)_y,720,905,650,605,550,880,880,710,680,680,605,605,775
CLTC纯电续航里程(km)_x,720,905,650,605,550,880,880,710,680,680,605,605,775
ABS防抱死,●,●,●,●,●,●,●,●,●,●,●,●,●
4G/5G网络,,,,,,,,,,,,,
