Feature,1014890,1014891,1017399,1017400,1017401,1017402,1017403,1017404,1017405
空调温度控制方式,,,,,,,,,
离去角(°),19,19,-,-,-,-,-,-,-
疲劳驾驶提示,-,-,-,-,-,-,-,-,-
电芯品牌,,,,,,,,,
电池能量密度(Wh/kg),140,140,140,140,140,140,140,140,140
电池能量(kWh),41.86,41.86,41.86,41.86,41.86,41.86,41.86,41.86,41.86
电池类型,,,,,,,,,
电机类型,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步
电机布局,后置,后置,后置,后置,后置,后置,后置,后置,后置
电动机总扭矩(N·m),230,230,230,230,230,230,230,230,230
电动机总功率(kW),70,70,70,70,70,70,70,70,70
电动机总功率(Ps),95,95,95,95,95,95,95,95,95
电动机(Ps),95,95,95,95,95,95,95,95,95
电动座椅记忆功能,-,-,-,-,-,-,-,-,-
电动后备厢,-,-,-,-,-,-,-,-,-
牵引力控制(ASR/TCS/TRC等),-,-,-,-,-,-,-,-,-
温度分区控制,-,-,-,-,-,-,-,-,-
液晶仪表尺寸,-,-,-,-,-,-,-,-,-
最高车速(km/h),80,80,80,80,80,80,80,80,80
最大载重质量(kg),1170,1090,1165,1050,760,1060,1005,170,1050
最大满载质量(kg),2700,2700,2700,2700,2700,2700,2700,2700,2700
最大扭矩(N·m),230,230,230,230,230,230,230,230,230
最大功率(kW),70,70,70,70,70,70,70,70,70
无钥匙进入功能,-,-,-,-,-,-,-,-,-
无钥匙启动系统,-,-,-,-,-,-,-,-,-
方向盘记忆,-,-,-,-,-,-,-,-,-
方向盘材质,,,,,,,,,
方向盘换挡,-,-,-,-,-,-,-,-,-
方向盘加热,-,-,-,-,-,-,-,-,-
方向盘位置调节,-,-,-,-,-,-,-,-,-
整车质保,-,-,-,-,-,-,-,-,-
整备质量(kg),1400,1480,1405,1520,1810,1510,1565,2400,1520
接近角(°),31,31,-,-,-,-,-,-,-
挡位个数,1,1,1,1,1,1,1,1,1
扬声器数量,,,-,-,-,-,-,-,-
扬声器品牌名称,-,-,-,-,-,-,-,-,-
手机无线充电功能,-,-,-,-,-,-,-,-,-
手机互联/映射,-,-,-,-,-,-,-,-,-
感应雨刷功能,-,-,-,-,-,-,-,-,-
快充功能,支持,支持,支持,支持,支持,支持,支持,支持,支持
座椅材质,,,,,,,,,
座位数(个),,,,,,,,,
并线辅助,-,-,-,-,-,-,-,-,-
巡航系统,-,-,-,-,-,-,-,-,-
导航路况信息显示,-,-,-,-,-,-,-,-,-
宽度(mm),1605,1605,1605,1605,1645,1605,1605,1610,1800
官方0-100km/h加速(s),-,-,-,-,-,-,-,-,-
安全带未系提醒,-,-,-,-,-,-,-,-,-
天窗类型,-,-,-,-,-,-,-,-,-
大灯高度可调,●,●,●,●,●,●,●,●,●
大灯延时关闭,-,-,-,-,-,-,-,-,-
多媒体/充电接口,,,-,-,-,-,-,-,-
多功能方向盘,-,-,-,-,-,-,-,-,-
外后视镜功能,-,-,-,-,-,-,-,-,-
备胎规格,-,-,-,-,-,-,-,-,-
后雨刷,-,-,-,-,-,-,-,-,-
后轮距(mm),1345,1345,1345,1345,1345,1345,1345,1345,1345
后轮胎规格,,,,,,,,,
后电动机最大扭矩(N·m),230,230,230,230,230,230,230,230,230
后电动机最大功率(kW),70,70,70,70,70,70,70,70,70
后排独立空调,-,-,-,-,-,-,-,-,-
后排杯架,-,-,-,-,-,-,-,-,-
后排座椅放倒形式,-,-,-,-,-,-,-,-,-
后悬架类型,,,,,,,,,
后座出风口,-,-,-,-,-,-,-,-,-
后备厢容积(L),-,-,-,-,-,-,-,-,-
后制动器类型,,,,,,,,,
变速箱类型,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱
厂商指导价(元),12.88万,13.18万,14.88万,15.18万,19.68万,15.18万,15.43万,21.68万,16.18万
厂商,吉麦新能源,吉麦新能源,吉麦新能源,吉麦新能源,吉麦新能源,吉麦新能源,吉麦新能源,吉麦新能源,吉麦新能源
卫星导航系统,-,-,-,-,-,-,-,-,-
助力类型,,,,,,,,,
副座椅调节方式,-,-,-,-,-,-,-,-,-
前轮距(mm),1390,1390,1390,1390,1390,1390,1390,1390,1390
前轮胎规格,,,,,,,,,
前电动机最大扭矩(N·m),-,-,-,-,-,-,-,-,-
前电动机最大功率(kW),-,-,-,-,-,-,-,-,-
前排座椅功能,-,-,-,-,-,-,-,-,-
前悬架类型,,,,,,,,,
前制动器类型,,,,,,,,,
前/后驻车雷达,-,-,-,-,-,-,-,-,-
前/后电动车窗,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后排头部气囊(气帘),-,-,-,-,-,-,-,-,-
前/后排侧气囊,-,-,-,-,-,-,-,-,-
前/后中央扶手,-,-,-,-,-,-,-,-,-
刹车辅助(EBA/BAS/BA等),-,-,-,-,-,-,-,-,-
制动力分配(EBD/CBC等),●,●,-,-,-,-,-,-,-
内后视镜功能,-,-,-,-,-,-,-,-,-
全液晶仪表盘,-,-,-,-,-,-,-,-,-
主座椅调节方式,-,-,-,-,-,-,-,-,-
主动刹车/主动安全系统,-,-,-,-,-,-,-,-,-
主/副驾驶座电动调节,-,-,-,-,-,-,-,-,-
主/副驾驶座安全气囊,-,-,-,-,-,-,-,-,-
中控彩色屏幕,,,,,,,,,
中控屏幕尺寸,-,-,-,-,-,-,-,-,-
上市时间,-,-,2023.11,2023.11,2023.11,2023.11,2023.11,2023.11,2023.11
上坡辅助,-,-,-,-,-,-,-,-,-
USB/Type-C接口数量,-,-,-,-,-,-,-,-,-
OTA升级,-,-,-,-,-,-,-,-,-
NEDC纯电续航里程(km)_y,245,240,245,240,220,240,240,190,240
NEDC纯电续航里程(km)_x,245,240,245,240,220,240,240,190,240
LED日间行车灯,-,-,-,-,-,-,-,-,-
ISOFIX儿童座椅接口,-,-,-,-,-,-,-,-,-
ABS防抱死,●,●,-,-,-,-,-,-,-
