Feature,1012157,1012158,1014402,1014403,1014404,1014405,1014406,1014407,1016724,1016725,1016726,1016727,1016728,1016729,1016730,1016731
车型名称,风景智蓝G7新能源 2022款 厢式运输车长轴高顶2座宁德时代50.23kWh,风景智蓝G7新能源 2022款 厢式运输车长轴低顶2座宁德时代50.23kWh,风景智蓝G7新能源 2022款 厢式运输车长轴高顶2座宁德时代41.86kWh,风景智蓝G7新能源 2022款 厢式运输车长轴低顶2座宁德时代41.86kWh,风景智蓝G7新能源 2022款 厢式运输车长轴高顶5座宁德时代41.86kWh,风景智蓝G7新能源 2022款 厢式运输车长轴低顶5座宁德时代41.86kWh,风景智蓝G7新能源 2022款 厢式运输车长轴高顶5座宁德时代50.23kWh,风景智蓝G7新能源 2022款 厢式运输车长轴低顶5座宁德时代50.23kWh,风景智蓝G7新能源 2023款 厢式运输车 长轴高顶2座 亿纬锂能50.23kWh,风景智蓝G7新能源 2023款 厢式运输车 长轴平顶2座 亿纬锂能50.23kWh,风景智蓝G7新能源 2023款 厢式运输车 长轴高顶2座 亿纬锂能41.86kWh,风景智蓝G7新能源 2023款 厢式运输车 长轴平顶2座 亿纬锂能41.86Wh,风景智蓝G7新能源 2023款 厢式运输车 长轴高顶5座 亿纬锂能50.23kWh,风景智蓝G7新能源 2023款 厢式运输车 长轴平顶5座 亿纬锂能50.23kWh,风景智蓝G7新能源 2023款 厢式运输车 长轴高顶5座 亿纬锂能41.86kWh,风景智蓝G7新能源 2023款 厢式运输车 长轴平顶5座 亿纬锂能41.86Wh
车前雾灯,,,,,,,,,,,,,,,,
车内环境氛围灯,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
车内化妆镜,,,,,,,,,,,,,,,,
车内中控锁,○,○,○,○,○,○,○,○,○,○,○,○,○,○,○,○
车体结构,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式
货箱尺寸(mm),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
行车电脑显示屏幕,,,-,-,-,-,-,-,-,,,,,,,
蓝牙/车载电话,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
自适应远近光,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
自动驻车,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
自动头灯,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
能源类型,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动
胎压监测功能,,,,,,,,,,,,,,,,
缺气保用轮胎,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
级别,轻客,轻客,轻客,轻客,轻客,轻客,轻客,轻客,轻客,轻客,轻客,轻客,轻客,轻客,轻客,轻客
简称,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱
第二排座椅调节,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
空调温度控制方式,,,,,,,,,,,,,,,,
百公里耗电量(kWh/100km),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
电池组质保,待查,待查,待查,待查,待查,待查,待查,待查,待查,待查,待查,待查,待查,待查,待查,待查
电池类型,磷酸铁锂电池,磷酸铁锂电池,磷酸铁锂电池,磷酸铁锂电池,磷酸铁锂电池,磷酸铁锂电池,磷酸铁锂电池,磷酸铁锂电池,磷酸铁锂电池,磷酸铁锂电池,磷酸铁锂电池,磷酸铁锂电池,磷酸铁锂电池,磷酸铁锂电池,磷酸铁锂电池,磷酸铁锂电池
电池容量(kWh),50.23,50.23,41.86,41.86,41.86,41.86,50.23,50.23,50.23,50.23,41.86,41.86,50.23,50.23,41.86,41.86
电池充电时间,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
电机类型,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步
电机布局,后置,后置,后置,后置,后置,后置,后置,后置,后置,后置,后置,后置,后置,后置,后置,后置
电动机总扭矩(N·m),230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230
电动机总功率(kW),85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85
电动机(Ps),116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116
电动座椅记忆功能,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
电动后备厢,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
牵引力控制(ASR/TCS/TRC等),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
温度分区控制,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
最高车速(km/h),100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
最小离地间隙(mm),180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180
最大载重质量(kg),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
最大满载质量(kg),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
最大扭矩(N·m),230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230
最大功率(kW),85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85
无钥匙进入功能,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
无钥匙启动系统,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
方向盘记忆,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
方向盘材质,,,,,,,,,,,,,,,,
方向盘换挡,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
方向盘加热,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
方向盘位置调节,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
整车质保,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
整备质量(kg),1900,1900,1950,1900,1950,1900,1950,1900,1900,1830,1830,1830,1950,1900,1900,1900
挡位个数,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
扬声器数量,,,,,,,,,,,,,,,,
扬声器品牌名称,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
慢充时间(小时),-,-,-,-,-,-,-,-,5,5,5,5,5,5,5,5
感应雨刷功能,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
快充电量百分比,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
快充电量(%),-,-,-,-,-,-,-,-,20-80,20-80,20-80,20-80,20-80,20-80,20-80,20-80
快充时间(小时),-,-,-,-,-,-,-,-,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67
座椅材质,,,,,,,,,,,,,,,,
座位数(个),2,2,2,2,5,5,5,5,2,2,2,5,5,5,5,5
并线辅助,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
工信部续航里程(km),272,272,227,227,227,227,272,272,272,272,227,227,272,272,227,227
工信部纯电续航里程(km),272,272,227,227,227,227,272,272,272,272,227,227,272,272,227,227
巡航系统,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
宽度(mm),1695,1695,1695,1695,1695,1695,1695,1695,1695,1695,1695,1695,1695,1695,1695,1695
安全带未系提醒,,,,,,,,,,,,,,,,
天窗类型,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
大灯高度可调,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
多媒体/充电接口,,,,,,,,,,,,,,,,
多功能方向盘,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
外后视镜功能,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后雨刷,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后轮距(mm),1465,1465,1465,1465,1465,1465,1465,1465,1465,1465,1465,1465,1465,1465,1465,1465
后轮胎规格,195 R15C,195 R15C,195 R15C,195 R15C,195 R15C,195 R15C,195 R15C,195 R15C,195 R15C,195 R15C,195 R15C,195 R15C,195 R15C,195 R15C,195 R15C,195 R15C
后电动机最大扭矩(N·m),230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230
后电动机最大功率(kW),85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85
后排车门开启方式,侧滑门,侧滑门,侧滑门,侧滑门,侧滑门,侧滑门,侧滑门,侧滑门,侧滑门,侧滑门,侧滑门,侧滑门,侧滑门,侧滑门,侧滑门,侧滑门
后排独立空调,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后排杯架,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后排座椅放倒形式,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后悬架类型,钢板弹簧非独立悬架,钢板弹簧非独立悬架,钢板弹簧非独立悬架,钢板弹簧非独立悬架,钢板弹簧非独立悬架,钢板弹簧非独立悬架,钢板弹簧非独立悬架,钢板弹簧非独立悬架,钢板弹簧非独立悬架,钢板弹簧非独立悬架,钢板弹簧非独立悬架,钢板弹簧非独立悬架,钢板弹簧非独立悬架,钢板弹簧非独立悬架,钢板弹簧非独立悬架,钢板弹簧非独立悬架
后座出风口,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后制动器类型,鼓式,鼓式,鼓式,鼓式,鼓式,鼓式,鼓式,鼓式,鼓式,鼓式,鼓式,鼓式,鼓式,鼓式,鼓式,鼓式
变速箱类型,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱
厂商指导价(元),17.58万,17.48万,16.58万,16.48万,16.75万,16.65万,17.75万,17.65万,16.81万,16.71万,15.74万,15.64万,16.95万,16.85万,15.88万,15.78万
厂商,福田汽车,福田汽车,福田汽车,福田汽车,福田汽车,福田汽车,福田汽车,福田汽车,福田汽车,福田汽车,福田汽车,福田汽车,福田汽车,福田汽车,福田汽车,福田汽车
卫星导航系统,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
助力类型,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力
副座椅调节方式,,,,,,,,,,,,,,,,
前轮距(mm),1470,1470,1470,1470,1470,1470,1470,1470,1470,1470,1470,1470,1470,1470,1470,1470
前轮胎规格,195 R15C,195 R15C,195 R15C,195 R15C,195 R15C,195 R15C,195 R15C,195 R15C,195 R15C,195 R15C,195 R15C,195 R15C,195 R15C,195 R15C,195 R15C,195 R15C
前电动机最大扭矩(N·m),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
前电动机最大功率(kW),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
前排座椅功能,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
前悬架类型,双横臂式扭杆弹簧独立悬架,双横臂式扭杆弹簧独立悬架,双横臂式扭杆弹簧独立悬架,双横臂式扭杆弹簧独立悬架,双横臂式扭杆弹簧独立悬架,双横臂式扭杆弹簧独立悬架,双横臂式扭杆弹簧独立悬架,双横臂式扭杆弹簧独立悬架,双横臂式扭杆弹簧独立悬架,双横臂式扭杆弹簧独立悬架,双横臂式扭杆弹簧独立悬架,双横臂式扭杆弹簧独立悬架,双横臂式扭杆弹簧独立悬架,双横臂式扭杆弹簧独立悬架,双横臂式扭杆弹簧独立悬架,双横臂式扭杆弹簧独立悬架
前制动器类型,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式
前/后驻车雷达,前-&nbsp;/&nbsp;后○,前-&nbsp;/&nbsp;后○,前-&nbsp;/&nbsp;后○,前-&nbsp;/&nbsp;后○,前-&nbsp;/&nbsp;后○,前-&nbsp;/&nbsp;后○,前-&nbsp;/&nbsp;后○,前-&nbsp;/&nbsp;后○,前-&nbsp;/&nbsp;后○,前-&nbsp;/&nbsp;后○,前-&nbsp;/&nbsp;后○,前-&nbsp;/&nbsp;后○,前-&nbsp;/&nbsp;后○,前-&nbsp;/&nbsp;后○,前-&nbsp;/&nbsp;后○,前-&nbsp;/&nbsp;后○
前/后电动车窗,前○&nbsp;/&nbsp;后-,前○&nbsp;/&nbsp;后-,前○&nbsp;/&nbsp;后-,前○&nbsp;/&nbsp;后-,前○&nbsp;/&nbsp;后-,前○&nbsp;/&nbsp;后-,前○&nbsp;/&nbsp;后-,前○&nbsp;/&nbsp;后-,前○&nbsp;/&nbsp;后-,前○&nbsp;/&nbsp;后-,前○&nbsp;/&nbsp;后-,前○&nbsp;/&nbsp;后-,前○&nbsp;/&nbsp;后-,前○&nbsp;/&nbsp;后-,前○&nbsp;/&nbsp;后-,前○&nbsp;/&nbsp;后-
前/后排头部气囊(气帘),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
前/后排侧气囊,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
前/后中央扶手,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
刹车辅助(EBA/BAS/BA等),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
制动力分配(EBD/CBC等),●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
准拖挂车总质量(kg),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
内后视镜功能,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
全液晶仪表盘,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
侧滑门形式,,,,,,,,,,,,,,,,
主座椅调节方式,,,,,,,,,,,,,,,,
主/副驾驶座电动调节,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
主/副驾驶座安全气囊,主○&nbsp;/&nbsp;副○,主○&nbsp;/&nbsp;副○,主○&nbsp;/&nbsp;副○,主○&nbsp;/&nbsp;副○,主○&nbsp;/&nbsp;副○,主○&nbsp;/&nbsp;副○,主○&nbsp;/&nbsp;副○,主○&nbsp;/&nbsp;副○,主○&nbsp;/&nbsp;副○,主○&nbsp;/&nbsp;副○,主○&nbsp;/&nbsp;副○,主○&nbsp;/&nbsp;副○,主○&nbsp;/&nbsp;副○,主○&nbsp;/&nbsp;副○,主○&nbsp;/&nbsp;副○,主○&nbsp;/&nbsp;副○
中控彩色屏幕,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
上市时间,2021.09,2021.09,2022.09,2022.09,2022.09,2022.09,2022.09,2022.09,2023.08,2023.08,2023.08,2023.08,2023.08,2023.08,2023.08,2023.08
上坡辅助,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
LED日间行车灯,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ISOFIX儿童座椅接口,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ABS防抱死,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
