Feature,1016716,1016717,1016718,1016719,1017643,1017644,1017645,1017646
电动机总扭矩(N·m),180,180,180,180,180,180,180,180
电动机总功率(kW),70,70,70,70,70,70,70,70
电动机(Ps),95,95,95,95,95,95,95,95
电动座椅记忆功能,-,-,-,-,-,-,-,-
电动后备厢,-,-,-,-,-,-,-,-
环保标准_y,-,-,-,-,-,-,-,-
环保标准_x,-,-,-,-,-,-,-,-
牵引力控制(ASR/TCS/TRC等),-,-,-,-,-,-,-,-
燃油标号,-,-,-,-,-,-,-,-
温度分区控制,-,-,-,-,-,-,-,-
液晶仪表尺寸,-,-,-,-,-,-,-,-
气缸数(个),-,-,-,-,-,-,-,-
气缸排列形式,-,-,-,-,-,-,-,-
每缸气门数(个),-,-,-,-,-,-,-,-
最高车速(km/h),-,-,-,-,-,-,-,-
最小离地间隙(mm),145,145,145,145,145,145,145,145
最大马力(Ps),95,95,95,95,95,95,95,95
最大满载质量(kg),-,-,-,-,-,-,-,-
最大扭矩转速(rpm),-,-,-,-,-,-,-,-
最大扭矩(N·m)_y,180,180,180,180,180,180,180,180
最大扭矩(N·m)_x,180,180,180,180,180,180,180,180
最大功率转速(rpm),-,-,-,-,-,-,-,-
最大功率(kW)_y,70,70,70,70,70,70,70,70
最大功率(kW)_x,70,70,70,70,70,70,70,70
最大净功率(kW),-,-,-,-,-,-,-,-
无钥匙进入功能,-,-,-,-,-,-,-,-
无钥匙启动系统,-,-,-,-,-,-,-,-
方向盘记忆,-,-,-,-,-,-,-,-
方向盘材质,,,,,,,,
方向盘换挡,-,-,-,-,-,-,-,-
方向盘加热,-,-,-,-,-,-,-,-
方向盘位置调节,-,-,-,-,-,-,-,-
整车质保,,,,,,,,
整备质量(kg),1480/1520,1425/1465,-,-,1480/1520,1425/1465,1425/1465,1480/1520
排量(mL),-,-,-,-,-,-,-,-
挡位个数,1,1,1,1,1,1,1,1
扬声器数量,,,,,,,,
扬声器品牌名称,-,-,-,-,-,-,-,-
手机无线充电功能,-,-,-,-,-,-,-,-
手机互联/映射,-,-,-,-,-,-,-,-
感应雨刷功能,-,-,-,-,-,-,-,-
座椅材质,,,,,,,,
座位数(个),,,,,,,,
并线辅助,-,-,-,-,-,-,-,-
巡航系统,-,-,-,-,-,-,-,-
导航路况信息显示,-,-,-,-,-,-,-,-
宽度(mm),1780,1780,1780,1780,1780,1780,1780,1780
官方0-100km/h加速(s),-,-,-,-,-,-,-,-
安全带未系提醒,,,,,,,,
天窗类型,-,-,-,-,-,-,-,-
大灯高度可调,-,-,-,-,-,-,-,-
大灯延时关闭,-,-,-,-,-,-,-,-
多媒体/充电接口,,,,,,,,
多功能方向盘,-,-,-,-,-,-,-,-
外后视镜功能,,,,,,,,
备胎规格,-,-,-,-,-,-,-,-
后雨刷,-,-,-,-,-,-,-,-
后轮距(mm),1565,1565,1565,1565,1565,1565,1565,1565
后轮胎规格,,,,,,,,
后排车门开启方式,,,,,,,,
后排独立空调,-,-,-,-,-,-,-,-
后排杯架,-,-,-,-,-,-,-,-
后排座椅放倒形式,-,-,-,-,-,-,-,-
后悬架类型,,,,,,,,
后座出风口,-,-,-,-,-,-,-,-
后备厢容积(L),-,-,-,-,-,-,-,-
后制动器类型,,,,,,,,
变速箱类型,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱
变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱
发动机电子防盗,-,-,-,-,-,-,-,-
发动机布局,-,-,-,-,-,-,-,-
发动机型号,-,-,-,-,-,-,-,-
发动机,纯电动 95马力,纯电动 95马力,纯电动 95马力,纯电动 95马力,纯电动 95马力,纯电动 95马力,纯电动 95马力,纯电动 95马力
厂商指导价(元),18.13万,17.48万,17.28万,17.38万,15.88万,15.18万,14.88万,15.38万
厂商,福田汽车,福田汽车,福田汽车,福田汽车,福田汽车,福田汽车,福田汽车,福田汽车
卫星导航系统,-,-,-,-,-,-,-,-
助力类型,,,,,,,,
副座椅调节方式,-,-,-,-,-,-,-,-
前轮距(mm),1558,1558,1558,1558,1558,1558,1558,1558
前轮胎规格,,,,,,,,
前电动机最大扭矩(N·m),180,180,180,180,180,180,180,180
前电动机最大功率(kW),70,70,70,70,70,70,70,70
前排座椅功能,-,-,-,-,-,-,-,-
前悬架类型,,,,,,,,
前制动器类型,,,,,,,,
前/后驻车雷达,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后排头部气囊(气帘),-,-,-,-,-,-,-,-
前/后排侧气囊,-,-,-,-,-,-,-,-
前/后中央扶手,-,-,-,-,-,-,-,-
刹车辅助(EBA/BAS/BA等),-,-,-,-,-,-,-,-
制动力分配(EBD/CBC等),●,●,●,●,●,●,●,●
内后视镜功能,-,-,-,-,-,-,-,-
全液晶仪表盘,-,-,-,-,-,-,-,-
供油方式,-,-,-,-,-,-,-,-
主座椅调节方式,,,,,,,,
主动刹车/主动安全系统,-,-,-,-,-,-,-,-
主/副驾驶座电动调节,-,-,-,-,-,-,-,-
主/副驾驶座安全气囊,主○&nbsp;/&nbsp;副○,主○&nbsp;/&nbsp;副○,主○&nbsp;/&nbsp;副○,主○&nbsp;/&nbsp;副○,主○&nbsp;/&nbsp;副○,主○&nbsp;/&nbsp;副○,主○&nbsp;/&nbsp;副○,主○&nbsp;/&nbsp;副○
中控彩色屏幕,-,-,-,-,-,-,-,-
中控屏幕尺寸,-,-,-,-,-,-,-,-
上市时间,2023.08,2023.08,2023.08,2023.08,2024.01,2024.01,2024.01,2024.01
上坡辅助,-,-,-,-,-,-,-,-
三电系统质保,,,,,,,,
USB/Type-C接口数量,-,-,-,-,,,,
OTA升级,-,-,-,-,●,●,●,●
NEDC纯电续航里程(km)_y,341,251,300,341,341,290,290,341
NEDC纯电续航里程(km)_x,341,251,300,341,341,290,290,341
LED日间行车灯,-,-,-,-,-,-,-,-
ISOFIX儿童座椅接口,-,-,-,-,-,-,-,-
ABS防抱死,●,●,●,●,●,●,●,●
