Feature,1011855,1012574,1012575,1012576,1012579,1012580,1012581,1012582,1013384,1014105,1014106,1014107,1014108,1014109,1015497,1015498,1015501,1015502,1018999,1019000
疲劳驾驶提示,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
电芯品牌,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,
电池能量(kWh),20.72,20.72,10.36,10.36,20.72,20.72,10.36,10.36,10.36,20.72,20.72,10.36,10.36,10.36,10.36,10.36,10.36,10.36,17.305,17.305
电池类型,,,,,,,,,,,,,,,,,,,,
电池慢充时间(小时)_y,8,8,7.5,7.5,8,8,4,4,7.5,8,8,4,7.5,7.5,8,8,4,4,-,-
电池慢充时间(小时)_x,8,8,7.5,7.5,8,8,4,4,7.5,8,8,4,7.5,7.5,8,8,4,4,-,-
电池快充电量范围(%)_y,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20-80,20-80
电池快充电量范围(%)_x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20-80,20-80
电池快充时间(小时)_y,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.6,0.6
电池快充时间(小时)_x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.6,0.6
电机类型,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步
电机布局,后置,后置,后置,后置,后置,后置,后置,后置,后置,后置,后置,后置,后置,后置,后置,后置,后置,后置,后置,后置
电动机总马力(Ps),-,-,-,-,-,-,-,-,-,-,-,-,-,-,20,20,20,20,30,30
电动机总扭矩(N·m),90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,140,140
电动机总功率(kW),15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,22,22
电动机(Ps),20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,30,30
电动座椅记忆功能,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
电动后备厢,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
牵引力控制(ASR/TCS/TRC等),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
满载最小离地间隙(mm),-,-,-,-,-,-,-,-,-,-,-,-,-,-,140,140,140,140,135,135
温度分区控制,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
液晶仪表尺寸,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
最高车速(km/h),71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,75,75
最小转弯半径(m),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9.5,9.5
最小离地间隙(mm),140,140,140,140,140,140,140,140,140,140,140,140,140,140,-,-,-,-,-,-
最大载重质量(kg),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,755,755
最大爬坡角度(°),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,25,25
最大满载质量(kg),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1800,1800
最大扭矩(N·m),90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,140,140
最大功率(kW),15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,22,22
无钥匙进入功能,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
无钥匙启动系统,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
方向盘记忆,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
方向盘材质,,,,,,,,,,,,,,,,,,,,
方向盘换挡,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
方向盘加热,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
方向盘位置调节,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
整车质保,,,,,,,,,,,,,,,,,,,,
整备质量(kg),910,910,815,825,910,910,815,825,835,910,910,825,815,835,815,825,815,825,915,915
接近角(°),-,-,-,-,-,-,-,-,-,-,-,-,-,-,31,31,31,31,30,30
换挡形式,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
挡位个数,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
扬声器数量,,,,,,,,,,-,-,-,-,-,,,,,,
扬声器品牌名称,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
手机无线充电功能,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
手机互联/映射,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
感应雨刷功能,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
快充功能,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,支持,支持
座椅材质,,,,,,,,,,,,,,,,,,,,
座位数(个),-,,-,,-,,-,,,,-,,-,,,,,,,
并线辅助,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
巡航系统,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
导航路况信息显示,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
宽度(mm),1465,1465,1465,1465,1465,1465,1465,1465,1465,1465,1465,1465,1465,1465,1465,1465,1465,1465,1465,1465
官方0-100km/h加速(s),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
安全带未系提醒,,,,,,,,,,,,,,,,,,,,
天窗类型,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
大灯高度可调,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
大灯延时关闭,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
多媒体/充电接口,,,,,,,,,,-,-,-,-,-,,,,,,
多功能方向盘,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
外后视镜功能,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
备胎规格,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后雨刷,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后轮距(mm),1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250
后轮胎规格,,,,,,,,,,,,,,,,,,,,
后电动机最大扭矩(N·m),90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,140,140
后电动机最大功率(kW),15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,22,22
后电动机型号,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,TZ190XK1F,TZ190XK1F
后电动机品牌,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,大地和电气股份,大地和电气股份
后排车门开启方式,,,,,,,,,,,,,,,,,,,,
后排独立空调,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后排杯架,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后排座椅放倒形式,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后悬架类型,,,,,,,,,,,,,,,,,,,,
后座出风口,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后备厢容积(L),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后制动器类型,,,,,,,,,,,,,,,,,,,,
变速箱类型,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱
厂商指导价(元),7.20万,7.20万,5.68万,5.68万,6.98万,6.98万,5.78万,5.78万,6.58万,7.20万,6.98万,5.78万,5.68万,6.58万,3.98万,3.98万,4.18万,4.18万,4.98万,5.98万
厂商,豪驰智能,豪驰智能,豪驰智能,豪驰智能,豪驰智能,豪驰智能,豪驰智能,豪驰智能,豪驰智能,豪驰智能,豪驰智能,豪驰智能,豪驰智能,豪驰智能,豪驰智能,豪驰智能,豪驰智能,豪驰智能,橙仕汽车,橙仕汽车
卫星导航系统,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
助力类型,,,,,,,,,,,,,,,,,,,-,
副座椅调节方式,-,,-,,-,,-,,,,-,,-,,-,,-,,-,-
前轮距(mm),1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250
前轮胎规格,,,,,,,,,,,,,,,,,,,,
前排座椅功能,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
前悬架类型,,,,,,,,,,,,,,,,,,,,
前制动器类型,,,,,,,,,,,,,,,,,,,,
前/后驻车雷达,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
前/后电动车窗,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,-,前●&nbsp;/&nbsp;后-
前/后排头部气囊(气帘),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
前/后排侧气囊,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
前/后中央扶手,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
刹车辅助(EBA/BAS/BA等),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
制动力分配(EBD/CBC等),●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
内后视镜功能,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
全液晶仪表盘,●,●,●,●,●,●,●,●,●,-,-,-,-,-,●,●,●,●,●,●
主座椅调节方式,,,,,,,,,,,,,,,,,,,-,-
主动刹车/主动安全系统,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
主/副驾驶座电动调节,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
主/副驾驶座安全气囊,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
中控彩色屏幕,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
中控屏幕尺寸,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
上市时间,2021.11,2021.11,2021.11,2021.11,2021.11,2021.11,2021.11,2021.11,2022.02,2022.06,2022.06,2022.06,2022.06,2022.06,2023.03,2023.03,2023.03,2023.03,2024.07,2024.07
上坡辅助,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
三电系统质保,,,,,,,,,,,,,,,,,,,,
USB/Type-C接口数量,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
OTA升级,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
NEDC纯电续航里程(km)_y,200,200,120,120,200,200,120,120,120,200,200,120,120,120,120,120,120,120,145,145
NEDC纯电续航里程(km)_x,200,200,120,120,200,200,120,120,120,200,200,120,120,120,120,120,120,120,145,145
LED日间行车灯,●,●,●,●,●,●,●,●,●,●,●,●,●,●,-,-,-,-,-,-
ISOFIX儿童座椅接口,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ABS防抱死,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
