Feature,63640,63641,65162,65342,65343,65344
全液晶仪表盘,-,●,-,-,-,-
倒车车侧预警系统,-,●,-,-,-,-
供油方式,直喷,直喷,直喷,直喷,直喷,直喷
低速行车警告,●,●,●,●,●,●
主座椅调节方式,,,,,,
主动刹车/主动安全系统,-,●,-,-,-,-
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副-
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,,,
中控屏幕尺寸,,,,,,
中央差速器结构,-,-,-,-,-,-
上市时间,2023.10,2023.10,2023.10,2023.10,2023.10,2023.10
上坡辅助,●,●,●,●,●,●
Wi-Fi热点,●,●,●,●,●,●
WLTC综合油耗(L/100km),1.98,0.98,0.98,1.98,1.98,0.98
WLTC纯电续航里程(km)_y,53,115,115,53,53,115
WLTC纯电续航里程(km)_x,53,115,115,53,53,115
USB/Type-C接口数量,,,,,,
OTA升级,●,●,●,●,●,●
LED日间行车灯,●,●,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●,●,●
DOW开门预警,-,●,-,-,-,-
CLTC纯电续航里程(km)_y,70,145,145,70,70,145
CLTC纯电续航里程(km)_x,70,145,145,70,70,145
ABS防抱死,●,●,●,●,●,●
4G/5G网络,,,,,,
