Feature,69958,69995,69996,69997,69998,69999,70000
宽度(mm),1865,1865,1865,1865,1865,1865,1865
官方0-100km/h加速(s),6.04,6.99,6.99,6.99,6.04,6.04,6.04
安全带未系提醒,,,,,,,
天窗类型,,,,,,,
大灯高度可调,●,●,●,●,●,●,●
大灯延时关闭,●,●,●,●,●,●,●
多指飞屏操控,●,●,●,●,●,●,●
多媒体/充电接口,,,,,,,
多功能方向盘,●,●,●,●,●,●,●
外后视镜功能,,,,,,,
备胎规格,,,,,,,
地图品牌,,,,,,,
后雨刷,-,-,-,-,-,-,-
后轮距(mm),1593,1593,1593,1593,1593,1593,1593
后轮胎规格,,,,,,,
后排独立空调,-,-,-,-,-,-,-
后排杯架,●,●,●,●,●,●,●
后排座椅放倒形式,-,-,-,-,-,-,-
后悬架类型,,,,,,,
后座出风口,●,●,●,●,●,●,●
后备厢容积(L),453,489,489,464,476,453,453
后制动器类型,,,,,,,
变速箱类型,电子无级变速箱(E-CVT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),电子无级变速箱(E-CVT),电子无级变速箱(E-CVT),电子无级变速箱(E-CVT)
变速箱,E-CVT无级变速,8挡手自一体,8挡手自一体,8挡手自一体,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速
发动机电子防盗,●,●,●,●,●,●,●
发动机布局,横置,横置,横置,横置,横置,横置,横置
发动机型号,CAF484WQH1,CAF484WQC1,CAF484WQC1,CAF484WQC1,CAF484WQH1,CAF484WQH1,CAF484WQH1
发动机启停技术,-,●,●,●,-,-,-
发动机,2.0T 294马力 L4,2.0T 261马力 L4,2.0T 261马力 L4,2.0T 261马力 L4,2.0T 294马力 L4,2.0T 294马力 L4,2.0T 294马力 L4
厂商指导价(元),30.58万,23.58万,25.48万,27.98万,27.48万,29.98万,36.58万
厂商,长安林肯,长安林肯,长安林肯,长安林肯,长安林肯,长安林肯,长安林肯
卫星导航系统,●,●,●,●,●,●,●
助力类型,,,,,,,
副驾驶位后排可调节按钮,-,-,-,-,-,-,-
副座椅调节方式,,,,,,,
前轮距(mm),1599,1599,1599,1599,1599,1599,1599
前轮胎规格,,,,,,,
前电动机最大扭矩(N·m),320,-,-,-,320,320,320
前电动机最大功率(kW),140,-,-,-,140,140,140
前方碰撞预警,●,-,●,●,●,●,●
前方感知摄像头,,-,,,,,
前排座椅功能,,-,,,,,
前悬架类型,,,,,,,
前制动器类型,,,,,,,
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●,●,●
内后视镜功能,,,,,,,
全液晶仪表盘,●,●,●,●,●,●,●
倒车车侧预警系统,●,-,●,●,●,●,●
侧窗多层隔音玻璃,,,,,,,
供油方式,直喷,直喷,直喷,直喷,直喷,直喷,直喷
主座椅调节方式,,,,,,,
主动降噪,●,-,●,●,●,●,●
主动闭合式进气格栅,●,●,●,●,●,●,●
主动式环境氛围灯,●,●,●,●,●,●,●
主动刹车/主动安全系统,●,-,●,●,●,●,●
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,,,,
中控屏幕尺寸,,,,,,,
上市时间,2024.09,2024.09,2024.09,2024.09,2024.09,2024.09,2024.09
上坡辅助,●,●,●,●,●,●,●
Wi-Fi热点,●,●,●,●,●,●,●
WLTC综合油耗(L/100km),5.99,7.13,7.13,7.22,5.99,5.99,5.99
V2X通讯,●,●,●,●,●,●,●
USB/Type-C接口数量,,,,,,,
OTA升级,●,●,●,●,●,●,●
LED日间行车灯,●,●,●,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●,●,●,●
HUD抬头数字显示,●,-,-,●,-,●,●
ABS防抱死,●,●,●,●,●,●,●
4G/5G网络,,,,,,,
