Feature,63558,63559,63560,63561,68490
最大马力(Ps),252,252,190,190,252
最大满载质量(kg),2460,2556,2650,2575,2460
最大扭矩转速(rpm),1750-4000,1750-4000,1500-5000,1500-5000,1750-4000
最大扭矩(N·m)_y,400,400,320,320,400
最大扭矩(N·m)_x,400,400,-,-,400
最大功率转速(rpm),5250,5250,4500-5000,4500-5000,5250
最大功率(kW)_y,185,185,140,140,185
最大功率(kW)_x,185,185,-,-,185
最大净功率(kW),170,170,140,140,170
无钥匙进入功能,,,,,
无钥匙启动系统,●,●,●,●,●
方向盘记忆,-,-,-,-,-
方向盘材质,,,,,
方向盘换挡,●,●,-,-,-
方向盘加热,●,●,●,●,-
方向盘位置调节,,,,,
整车质保,,,,,
整备质量(kg),1920,2000,2120,2045,1850
推荐燃油标号,95号,95号,92号,92号,95号
接近角(°),18,18,18,18,18
排量(mL),1991,1991,1991,1991,1991
换挡形式,,,,,
挡位个数,8,8,无级变速,无级变速,8
扬声器数量,,,,,
扬声器品牌名称,-,,,,-
手机无线充电功能,,,,,-
手机互联/映射,-,-,-,-,-
手机APP远程功能,,,,,
手势控制,●,●,●,●,-
感应雨刷功能,,,,,
感应后备厢,●,●,●,●,●
座椅材质,,,,,
座椅布局,,,,,-
座位数(个),,,,,
并线辅助,-,-,●,●,●
巡航系统,,,,,
导航路况信息显示,●,●,●,●,●
宽度(mm),1950,1950,1950,1950,1950
官方0-100km/h加速(s),-,-,6.9,-,-
安全带未系提醒,,,,,
天窗类型,,,,,
大灯高度可调,●,●,●,●,●
大灯延时关闭,●,●,●,●,●
多媒体/充电接口,,,,,
多功能方向盘,●,●,●,●,●
外后视镜功能,,,,,
备胎规格,,,,,
地图品牌,,,,,
四驱形式,-,,,-,-
后雨刷,●,●,●,●,●
后轮距(mm),1676,1676,1676,1676,1676
后轮胎规格,,,,,
后电动机最大扭矩(N·m),-,-,121,-,-
后电动机最大功率(kW),-,-,40,-,-
后方碰撞预警,-,-,●,●,●
后排独立空调,●,●,●,●,-
后排杯架,●,●,●,●,●
后排座椅电动放倒,-,-,●,●,-
后排座椅放倒形式,,,,,
后排侧隐私玻璃,●,●,●,●,●
后悬架类型,,,,,
后座出风口,●,●,●,●,●
后备厢容积(L),-,-,-,-,-
后制动器类型,,,,,
变速箱类型,手自一体变速箱(AT),手自一体变速箱(AT),电子无级变速箱(E-CVT),电子无级变速箱(E-CVT),自动变速箱(AT)
变速箱,8挡手自一体,8挡手自一体,E-CVT无级变速,E-CVT无级变速,8挡自动
发动机电子防盗,●,●,●,●,●
发动机特有技术,DCVVT,DCVVT,-,-,DCVVT
发动机布局,横置,横置,横置,横置,横置
发动机型号,4B20J1,4B20J1,4B20J2,4B20J2,4B20J1
发动机,2.0T 252马力 L4,2.0T 252马力 L4,2.0T 190马力 L4,2.0T 190马力 L4,2.0T 252马力 L4
厂商指导价(元),18.68万,20.58万,24.68万,22.88万,15.98万
厂商,广汽传祺,广汽传祺,广汽传祺,广汽传祺,广汽传祺
卫星导航系统,●,●,●,●,●
助力类型,,,,,
副驾驶位后排可调节按钮,-,-,○,○,-
副座椅调节方式,,,,,
前轮距(mm),1664,1664,1664,1664,1664
前轮胎规格,,,,,
前电动机最大扭矩(N·m),-,-,270,270,-
前电动机最大功率(kW),-,-,134,134,-
前方碰撞预警,●,●,●,●,●
前排座椅功能,,,,,
前悬架类型,,,,,
前制动器类型,,,,,
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●
内置行车记录仪,●,●,●,●,●
内后视镜功能,,,,,
全液晶仪表盘,●,●,●,●,●
倒车车侧预警系统,-,-,●,●,●
侧窗多层隔音玻璃,-,-,,,-
供油方式,直喷,直喷,直喷,直喷,直喷
主座椅调节方式,,,,,
主动刹车/主动安全系统,●,●,●,●,●
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,,
中控屏幕尺寸,,,,,
中央差速器结构,-,,-,-,-
上市时间,2023.06,2023.06,2023.06,2023.06,2024.05
上坡辅助,●,●,●,●,●
三电系统质保,-,-,,,-
WLTC综合油耗(L/100km),8.6,9.2,6.33,5.96,8.6
USB/Type-C接口数量,,,,,
OTA升级,●,●,●,●,●
NEDC综合油耗(L/100km),-,-,5.8,5.3,-
LED日间行车灯,●,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●,●
DOW开门预警,-,-,●,●,●
AR-HUD增强现实抬头显示,-,-,●,●,-
ABS防抱死,●,●,●,●,●
4G/5G网络,,,,,
