Feature,66452,66453,66454,67285,67286,67287,68198,68467,68468,71845,71846
车内环境氛围灯,,,,-,-,-,,,,-,-
车内摄像头数量,,,,-,-,-,,,,-,-
车内化妆镜,,,,,,,,,,-,-
车内中控锁,●,●,●,●,●,●,●,●,●,-,-
车内PM2.5过滤装置,●,●,●,●,●,●,●,●,●,-,-
车体结构,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式
超声波雷达数量,,,,-,-,-,,,,-,-
语音连续识别,●,●,●,●,●,●,●,●,●,-,-
语音识别控制系统,,,,,,,,,,-,-
语音助手唤醒词,,,,-,-,-,,,,-,-
语音分区域唤醒识别,,,,-,-,-,,,,-,-
语音免唤醒词,●,●,●,-,-,-,●,●,●,-,-
记忆泊车,-,-,●,-,-,-,○,○,●,-,-
触摸式阅读灯,●,●,●,-,-,-,●,●,●,-,-
行车电脑显示屏幕,,,,,,,,,,-,-
行李厢12V电源接口,●,●,●,●,●,●,●,●,●,-,-
蓝牙/车载电话,●,●,●,●,●,●,●,●,●,-,-
自适应远近光,●,●,●,-,-,-,●,●,●,-,-
自动驻车,●,●,●,●,●,●,●,●,●,-,-
自动泊车入位,-,-,●,-,-,●,●,●,●,-,-
自动头灯,●,●,●,●,●,●,●,●,●,-,-
自动变道辅助,-,-,●,-,-,-,○,○,●,-,-
能源类型_y,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油
能源类型_x,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油
胎压监测功能,,,,,,,,,,-,-
缸盖材料,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金
缸体材料,铸铁,铸铁,铸铁,铝合金,铸铁,铸铁,铸铁,铸铁,铸铁,铸铁,铸铁
级别,中型SUV,中型SUV,中型SUV,中型SUV,中型SUV,中型SUV,中型SUV,中型SUV,中型SUV,中型SUV,中型SUV
简称,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合
第二排座椅调节,,,,-,-,-,,,,-,-
空调温度控制方式,,,,,,,,,,-,-
空气质量监测,-,●,●,-,-,-,●,●,●,-,-
离去角(°),19,19,19,16,16,16,19,19,19,19,19
疲劳驾驶提示,●,●,●,-,-,-,●,●,●,-,-
电动座椅记忆功能,-,,,-,-,-,,,,-,-
电动后备厢位置记忆,●,●,●,●,●,●,●,●,●,-,-
电动后备厢,●,●,●,●,●,●,●,●,●,-,-
环保标准_y,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI
环保标准_x,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI
牵引力控制(ASR/TCS/TRC等),●,●,●,●,●,●,●,●,●,-,-
燃油标号,95号,95号,95号,95号,95号,95号,95号,95号,95号,95号,95号
灯光特色功能,-,-,,-,-,-,-,-,,-,-
温度分区控制,●,●,●,●,●,●,●,●,●,-,-
液晶仪表尺寸,,,,,,,,,,-,-
油箱容积(L),60,60,62.5,60,60,60,60,62.5,60,62.5,62.5
气缸数(个),4,4,4,4,4,4,4,4,4,4,4
气缸排列形式,L,L,L,L,L,L,L,L,L,L,L
毫米波雷达数量,,,,-,-,-,,,,-,-
每缸气门数(个),4,4,4,4,4,4,4,4,4,4,4
最高车速(km/h),200,200,200,200,200,200,200,200,200,200,200
最大马力(Ps),186,186,220,160,186,186,186,220,186,220,220
最大满载质量(kg),2150,2150,2260,2090,2135,2170,2170,2260,2170,2150,2170
最大扭矩转速(rpm),1500-4050,1500-4050,1600-4300,1750-4000,1500-4050,1500-4050,1500-4050,1600-4300,1500-4050,1600-4300,1600-4300
最大扭矩(N·m)_y,320,320,350,250,320,320,320,350,320,350,350
最大扭矩(N·m)_x,320,320,350,250,320,320,320,350,320,350,350
最大功率转速(rpm),4150-6000,4150-6000,4900-6700,5500,4150-6000,4150-6000,4150-6000,4900-6700,4150-6000,4900-6700,4900-6700
最大功率(kW)_y,137,137,162,118,137,137,137,162,137,162,162
最大功率(kW)_x,137,137,162,118,137,137,137,162,137,162,162
最大净功率(kW),137,137,162,118,137,137,137,162,137,162,162
无钥匙进入功能,,,,,,,,,,-,-
无钥匙启动系统,●,●,●,●,●,●,●,●,●,-,-
方向盘记忆,-,-,-,-,-,-,-,-,-,-,-
方向盘离手检测,●,●,●,-,-,-,●,●,●,-,-
方向盘材质,,,,,,,,,,-,-
方向盘换挡,-,-,-,-,-,-,-,-,-,-,-
方向盘加热,●,●,●,-,-,-,●,●,●,-,-
方向盘位置调节,,,,,,,,,,-,-
整车质保,,,,,,,,,,,
整备质量(kg),1680,1680,1790,1620,1665,1700,1700,1790,1700,1680,1700
摄像头数量,,,,-,-,-,,,,-,-
接近角(°),18,18,18,16,16,16,18,18,18,18,18
排量(mL),1984,1984,1984,1498,1984,1984,1984,1984,1984,1984,1984
换挡形式,,,,,,,,,,-,-
挡位个数,7,7,7,7,7,7,7,7,7,7,7
扬声器数量,,,,,,,,,,-,-
扬声器品牌名称,-,-,,-,-,-,-,-,,-,-
手机无线充电功能,-,,,-,-,-,,,,-,-
手机无线充电功率,-,,,-,-,-,,,,-,-
手机互联/映射,,,,,,,,,,-,-
手机APP远程功能,,,,,,,,,,-,-
手势控制,-,●,●,-,-,-,●,●,●,-,-
感应雨刷功能,,,,,,,,,,-,-
感应后备厢,●,●,●,-,-,-,●,●,●,-,-
座椅材质,,,,,,,,,,-,-
座位数(个),,,,,,,,,,,
应用商店,●,●,●,-,-,-,●,●,●,-,-
并线辅助,●,●,●,-,-,-,●,●,●,-,-
巡航系统,,,,,,,,,,-,-
导航路况信息显示,●,●,●,●,●,●,●,●,●,-,-
宽度(mm),1842,1842,1859,1839,1839,1859,1859,1859,1859,1842,1859
官方0-100km/h加速(s),8.7,8.7,7.5,9.9,8.7,8.8,8.8,7.5,8.8,-,-
安全带未系提醒,,,,,,,,,,-,-
天窗类型,,,,,,,,,,-,-
大灯高度可调,●,●,●,●,●,●,●,●,●,-,-
大灯延时关闭,●,●,●,●,●,●,●,●,●,-,-
多媒体/充电接口,,,,,,,,,,-,-
多功能方向盘,●,●,●,●,●,●,●,●,●,-,-
外观套件,-,-,,-,-,,,,,-,-
外后视镜功能,,,,,,,,,,-,-
备胎规格,,,,,,,,,,,
备胎放置方式,,,,-,-,-,,,,,
地图品牌,,,,-,-,-,,,,-,-
四驱形式,-,-,,-,-,-,-,,-,-,-
后雨刷,●,●,●,●,●,●,●,●,●,-,-
后轮距(mm),1572,1572,1572,1572,1572,1572,1572,1572,1572,1572,1572
后轮胎规格,,,,,,,,,,,
后排独立空调,-,●,●,-,-,-,●,●,●,-,-
后排杯架,●,●,●,●,●,●,●,●,●,-,-
后排座椅放倒形式,,,,,,,,,,-,-
后悬架类型,,,,,,,,,,,
后座出风口,●,●,●,●,●,●,●,●,●,-,-
后备厢容积(L),471-1696,471-1696,471-1696,495-1780,495-1780,495-1780,471-1696,471-1696,471-1696,471-1696,471-1696
后制动器类型,,,,,,,,,,,
可见即可说,●,●,●,-,-,-,●,●,●,-,-
变速箱类型,湿式双离合变速箱(DCT),湿式双离合变速箱(DCT),湿式双离合变速箱(DCT),湿式双离合变速箱(DCT),湿式双离合变速箱(DCT),湿式双离合变速箱(DCT),湿式双离合变速箱(DCT),湿式双离合变速箱(DCT),湿式双离合变速箱(DCT),湿式双离合变速箱(DCT),湿式双离合变速箱(DCT)
变速箱,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合
发动机电子防盗,●,●,●,●,●,●,●,●,●,-,-
发动机布局,横置,横置,横置,横置,横置,横置,横置,横置,横置,横置,横置
发动机型号,EA888-DTH,EA888-DTH,EA888-DTJ,EA211-DSV,EA888-DTH,EA888-DTH,EA888-DTH,EA888-DTJ,EA888-DTH,EA888-DTJ,EA888-DTJ
发动机启停技术,●,●,●,●,●,●,●,●,●,-,-
发动机,2.0T 186马力 L4,2.0T 186马力 L4,2.0T 220马力 L4,1.5T 160马力 L4,2.0T 186马力 L4,2.0T 186马力 L4,2.0T 186马力 L4,2.0T 220马力 L4,2.0T 186马力 L4,2.0T 220马力 L4,2.0T 220马力 L4
厂商指导价(元),23.68万,24.48万,26.68万,18.68万,20.97万,21.70万,24.68万,25.68万,25.68万,-,-
厂商,上汽大众,上汽大众,上汽大众,上汽大众,上汽大众,上汽大众,上汽大众,上汽大众,上汽大众,上汽大众,上汽大众
卫星导航系统,●,●,●,●,●,●,●,●,●,-,-
助力类型,,,,,,,,,,,
副驾驶位后排可调节按钮,-,-,-,-,-,-,-,-,-,-,-
副驾娱乐屏尺寸,-,,,-,-,-,,,,-,-
副座椅调节方式,,,,,,,,,,-,-
前轮距(mm),1582,1582,1582,1582,1582,1582,1582,1582,1582,1582,1582
前轮胎规格,,,,,,,,,,,
前方碰撞预警,●,●,●,●,●,●,●,●,●,-,-
前方感知摄像头,,,,-,-,-,,,,-,-
前排座椅功能,,,,-,-,,,,,-,-
前排中间气囊,●,●,●,-,-,-,●,●,●,-,-
前悬架类型,,,,,,,,,,,
前大灯雨雾模式,●,●,●,●,●,●,●,●,●,-,-
前制动器类型,,,,,,,,,,,
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,-,-
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,-,-
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,-,-
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,-,-
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,-,-
刹车辅助(EBA/BAS/BA等),●,●,●,●,●,●,●,●,●,-,-
制动力分配(EBD/CBC等),●,●,●,●,●,●,●,●,●,-,-
内置行车记录仪,●,●,●,-,-,-,●,●,●,-,-
内后视镜功能,,,,,,,,,,-,-
全液晶仪表盘,●,●,●,●,●,●,●,●,●,-,-
供油方式,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷
主座椅调节方式,,,,,,,,,,-,-
主动刹车/主动安全系统,●,●,●,●,●,●,●,●,●,-,-
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,-,-
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,-,-
中控彩色屏幕,,,,,,,,,,-,-
中控屏幕尺寸,,,,,,,,,,-,-
中央差速器结构,-,-,,-,-,-,-,,-,-,-
上市时间,2024.05,2024.05,2024.05,2024.03,2024.03,2024.03,2024.05,2024.05,2024.05,-,-
上坡辅助,●,●,●,●,●,●,●,●,●,-,-
Wi-Fi热点,●,●,●,●,●,●,●,●,●,-,-
WLTC综合油耗(L/100km),6.91,6.91,7.69,6.6,7,6.99,6.96,7.69,6.96,-,-
V2X通讯,●,●,●,-,-,-,●,●,●,-,-
USB/Type-C最大充电功率,,,,-,-,-,,,,-,-
USB/Type-C接口数量,,,,,,,,,,-,-
OTA升级,●,●,●,●,●,●,●,●,●,-,-
LED日间行车灯,●,●,●,●,●,●,●,●,●,-,-
ISOFIX儿童座椅接口,●,●,●,●,●,●,●,●,●,-,-
HUD抬头数字显示,○,●,●,-,-,-,●,●,●,-,-
DOW开门预警,●,●,●,-,-,-,●,●,●,-,-
AR实景导航,●,●,●,-,-,-,●,●,●,-,-
ABS防抱死,●,●,●,●,●,●,●,●,●,-,-
4G/5G网络,,,,,,,,,,-,-
