Feature,66710,66711,66712,66713
能量回收系统,●,●,●,●
能源类型_y,油电混合,油电混合,油电混合,油电混合
能源类型_x,油电混合,油电混合,油电混合,油电混合
胎压监测功能,,,,
缺气保用轮胎,-,-,-,●
缸盖材料,铝合金,铝合金,铝合金,铝合金
缸径(mm),80.5,80.5,80.5,80.5
缸体材料,铝合金,铝合金,铝合金,铝合金
级别,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV
系统综合功率(kW),146,146,146,146
系统综合功率(Ps),199,199,199,199
简称,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速
第二排座椅调节,-,-,-,-
空调温度控制方式,,,,
疲劳驾驶提示,-,-,-,-
电池类型,,,,
电机类型,-,-,-,-
电机布局,前置,前置,前置,前置
电动机总马力(Ps),113,113,113,113
电动机总扭矩(N·m),206,206,206,206
电动机总功率(kW),83,83,83,83
电动机(Ps),113,113,113,113
电动座椅记忆功能,-,-,-,-
电动后备厢,-,-,-,-
环保标准_y,国VI,国VI,国VI,国VI
环保标准_x,国VI,国VI,国VI,国VI
牵引力控制(ASR/TCS/TRC等),●,●,●,●
温度分区控制,●,●,●,●
液晶仪表尺寸,,,,
油箱容积(L),40,40,40,40
气缸数(个),4,4,4,4
气缸排列形式,L,L,L,L
毫米波雷达数量,-,-,,
每缸气门数(个),4,4,4,4
模拟声浪,-,-,-,●
最高车速(km/h),177,177,177,177
最小转弯半径(m),5.2,5.2,5.2,5.2
最大马力(Ps),152,152,152,152
最大满载质量(kg),-,-,-,-
最大扭矩转速(rpm),4400-5200,4400-5200,4400-5200,4400-5200
最大扭矩(N·m)_y,188,188,188,188
最大扭矩(N·m)_x,-,-,-,-
最大功率转速(rpm),6000,6000,6000,6000
最大功率(kW)_y,112,112,112,112
最大功率(kW)_x,146,146,146,146
最大净功率(kW),107,107,107,107
无钥匙进入功能,-,,,
无钥匙启动系统,●,●,●,●
方向盘记忆,-,-,-,-
方向盘材质,,,,
方向盘换挡,-,-,-,●
方向盘加热,-,-,-,-
方向盘位置调节,,,,
整车质保,,,,
整备质量(kg),1545,1545,1545,1545
摄像头数量,-,,,
推荐燃油标号,92号,92号,92号,92号
排量(mL),1987,1987,1987,1987
换挡形式,,,,
挡位个数,无级变速,无级变速,无级变速,无级变速
扬声器数量,,,,
扬声器品牌名称,-,-,-,-
手机无线充电功能,-,-,-,-
手机互联/映射,,,,
手机APP远程功能,,,,
感应雨刷功能,-,-,-,-
座椅材质,,,,
座位数(个),,,,
并线辅助,-,-,-,-
巡航系统,-,-,,
导航路况信息显示,●,●,●,●
宽度(mm),1840,1840,1840,1840
官方0-100km/h加速(s),8.1,8.1,8.1,8.1
安全带未系提醒,,,,
天窗类型,-,-,,
大灯高度可调,●,●,●,●
大灯延时关闭,●,●,●,●
多媒体/充电接口,,,,
多功能方向盘,●,●,●,●
外观套件,-,-,-,
外后视镜功能,,,,
备胎规格,,,,
后雨刷,●,●,●,●
后轮距(mm),1560,1560,1560,1550
后轮胎规格,,,,
后排独立空调,-,-,-,-
后排杯架,●,●,●,●
后排座椅放倒形式,,,,
后悬架类型,,,,
后座出风口,●,●,●,●
后备厢容积(L),225,225,225,268
后制动器类型,,,,
可变悬架功能,-,-,-,
变速箱类型,电子无级变速箱(E-CVT),电子无级变速箱(E-CVT),电子无级变速箱(E-CVT),电子无级变速箱(E-CVT)
变速箱,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速
发动机电子防盗,●,●,●,●
发动机特有技术,VVT-i和VVT-iE,VVT-i和VVT-iE,VVT-i和VVT-iE,VVT-i和VVT-iE
发动机布局,横置,横置,横置,横置
发动机型号,M20A-FXS,M20A-FXS,M20A-FXS,M20A-FXS
发动机,2.0L 152马力 L4,2.0L 152马力 L4,2.0L 152马力 L4,2.0L 152马力 L4
压缩比,14,14,14,14
厂商指导价(元),26.88万,28.88万,30.88万,33.98万
厂商,雷克萨斯,雷克萨斯,雷克萨斯,雷克萨斯
卫星导航系统,●,●,●,●
助力类型,,,,
副驾驶位后排可调节按钮,-,-,-,-
副座椅调节方式,,,,
前轮距(mm),1558,1558,1558,1548
前轮胎规格,,,,
前电动机最大扭矩(N·m),206,206,206,206
前电动机最大功率(kW),83,83,83,83
前方碰撞预警,-,-,●,●
前方感知摄像头,-,-,,
前排座椅功能,-,-,-,-
前悬架类型,,,,
前制动器类型,,,,
前/后驻车雷达,-,-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●
内后视镜功能,,,,
全液晶仪表盘,-,-,-,●
倒车车侧预警系统,-,-,●,●
供油方式,混合喷射,混合喷射,混合喷射,混合喷射
低速行车警告,●,●,●,●
主座椅调节方式,,,,
主动刹车/主动安全系统,-,-,●,●
主/副驾驶座电动调节,-,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,
中控屏幕尺寸,,,,
上市时间,2024.02,2024.02,2024.02,2024.02
上坡辅助,●,●,●,●
三电系统质保,,,,
WLTC综合油耗(L/100km),4.77,4.77,4.77,4.77
USB/Type-C接口数量,,,,
OTA升级,●,●,●,●
LED日间行车灯,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●
HUD抬头数字显示,-,-,-,●
ETC装置,-,-,-,○
ABS防抱死,●,●,●,●
4G/5G网络,,,,
