Feature,50689,50690,50691,61373,62513,62514
刹车辅助(EBA/BAS/BA等),●,●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●,●
内后视镜功能,,,,,,
全液晶仪表盘,●,●,●,●,●,●
倒车车侧预警系统,○,○,○,●,●,●
低速行车警告,●,●,●,●,●,●
主座椅调节方式,,,,,,
主动刹车/主动安全系统,●,●,●,●,●,●
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,,,
中控屏幕尺寸,,,,,,
上市时间,2021.04,2021.04,2021.04,2023.04,2023.04,2023.04
上坡辅助,●,●,●,●,●,●
三电系统质保,,,,,,
USB/Type-C接口数量,,,,,,
OTA升级,●,●,●,●,●,●
NEDC纯电续航里程(km)_y,485,565,512,-,-,-
NEDC纯电续航里程(km)_x,485,565,512,-,-,-
LED日间行车灯,●,●,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●,●,●
CLTC纯电续航里程(km)_y,-,-,-,650,670,780
CLTC纯电续航里程(km)_x,-,-,-,650,670,780
ABS防抱死,●,●,●,●,●,●
4G/5G网络,,,,,,
