Feature,66973,66974,66975,66976,66977,71100,71101,71102,71103
最大功率(kW)_x,150,150,150,215,215,150,150,215,215
最大净功率(kW),145,145,145,145,145,145,145,145,145
无钥匙进入功能,,,,,,,,,
无钥匙启动系统,●,●,●,●,●,●,●,●,●
方向盘记忆,-,-,-,-,-,-,-,-,-
方向盘材质,,,,,,,,,
方向盘换挡,-,-,-,-,-,-,-,-,-
方向盘加热,-,-,-,-,-,-,-,-,-
方向盘位置调节,,,,,,,,,
整车质保,,,,,,,,,
整备质量(kg),1480,1480,1480,1582,1582,1463,1463,1551,1551
摄像头数量,,,,,,,,,
接近角(°),20,20,20,20,20,20,20,20,20
排量(mL),1476,1476,1476,1476,1476,1476,1476,1476,1476
换挡形式,,,,,,,,,
挡位个数,7,7,7,4,4,7,7,4,4
扬声器数量,,,,,,,,,
扬声器品牌名称,-,-,-,-,-,-,-,-,-
手机无线充电功能,-,-,,-,,-,-,-,-
手机无线充电功率,-,-,,-,,-,-,-,-
手机互联/映射,-,-,-,-,-,-,-,-,-
手机APP远程功能,,,,,,,,,
感应雨刷功能,-,-,-,-,-,-,-,-,-
座椅材质,,,,,,,,,
座位数(个),,,,,,,,,
并线辅助,-,-,●,-,●,-,-,-,-
巡航系统,,,,,,,,,
导航路况信息显示,●,●,●,●,●,●,●,●,●
宽度(mm),1905,1905,1905,1905,1905,1905,1905,1905,1905
官方0-100km/h加速(s),-,-,-,6,6,-,-,6,6
安全带未系提醒,,,,,,,,,
天窗类型,,,,,,,,,
大灯高度可调,●,●,●,●,●,●,●,●,●
大灯延时关闭,●,●,●,●,●,●,●,●,●
多指飞屏操控,-,●,●,●,●,-,-,-,-
多媒体/充电接口,,,,,,,,,
多功能方向盘,●,●,●,●,●,●,●,●,●
外观套件,,,,,,-,-,-,-
外后视镜功能,,,,,,,,,
备胎规格,,,,,,,,,
备胎放置方式,,,,-,-,,,-,-
声纹识别,-,●,●,●,●,-,-,-,-
地图品牌,,,,,,,,,
后雨刷,-,●,●,●,●,-,-,-,-
后轮距(mm),1605,1605,1605,1605,1605,1605,1605,1605,1605
后轮胎规格,,,,,,,,,
后方碰撞预警,-,-,-,-,●,-,-,-,-
后排独立空调,-,-,-,-,-,-,-,-,-
后排杯架,-,-,●,-,●,-,-,-,-
后排座椅放倒形式,,,,,,,,,
后悬架类型,,,,,,,,,
后座出风口,●,●,●,●,●,●,●,●,●
后备厢容积(L),-,-,-,-,-,-,-,-,-
后制动器类型,,,,,,,,,
变速箱类型,湿式双离合变速箱(DCT),湿式双离合变速箱(DCT),湿式双离合变速箱(DCT),混合动力专用变速箱(DHT),混合动力专用变速箱(DHT),湿式双离合变速箱(DCT),湿式双离合变速箱(DCT),混合动力专用变速箱(DHT),混合动力专用变速箱(DHT)
变速箱,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合,4挡DHT,4挡DHT,7挡湿式双离合,7挡湿式双离合,4挡DHT,4挡DHT
发动机电子防盗,●,●,●,●,●,●,●,●,●
发动机布局,横置,横置,横置,横置,横置,横置,横置,横置,横置
发动机型号,DFMC15TP1,DFMC15TP1,DFMC15TP1,DFMC15TP1,DFMC15TP1,DFMC15TP1,DFMC15TP1,DFMC15TP1,DFMC15TP1
发动机,1.5T 204马力 L4,1.5T 204马力 L4,1.5T 204马力 L4,1.5T 204马力 L4,1.5T 204马力 L4,1.5T 204马力 L4,1.5T 204马力 L4,1.5T 204马力 L4,1.5T 204马力 L4
厂商指导价(元),10.99万,11.39万,12.49万,12.59万,13.69万,8.99万,11.39万,12.19万,12.59万
厂商,东风乘用车,东风乘用车,东风乘用车,东风乘用车,东风乘用车,东风乘用车,东风乘用车,东风乘用车,东风乘用车
卫星导航系统,●,●,●,●,●,●,●,●,●
助力类型,,,,,,,,,
副驾驶位后排可调节按钮,-,-,-,-,-,-,-,-,-
副座椅调节方式,,,,,,,,,
前轮距(mm),1605,1605,1605,1605,1605,1605,1605,1605,1605
前轮胎规格,,,,,,,,,
前电动机最大扭矩(N·m),-,-,-,210,210,-,-,210,210
前电动机最大功率(kW),-,-,-,105,105,-,-,105,105
前方碰撞预警,-,-,●,-,●,-,-,-,-
前排座椅功能,-,-,-,-,,-,-,-,-
前悬架类型,,,,,,,,,
前制动器类型,,,,,,,,,
前/后驻车雷达,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),-,-,前●&nbsp;/&nbsp;后●,-,前●&nbsp;/&nbsp;后●,-,-,-,-
前/后排侧气囊,-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,-,前●&nbsp;/&nbsp;后-,-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
刹车辅助(EBA/BAS/BA等),●,●,●,●,●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●,●,●,●,●
内后视镜功能,,,,,,,,,
全液晶仪表盘,●,●,●,●,●,●,●,●,●
倒车车侧预警系统,-,-,●,-,●,-,-,-,-
信号灯识别,-,-,●,-,●,-,-,-,-
供油方式,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷
主座椅调节方式,,,,,,,,,
主动闭合式进气格栅,-,-,-,●,●,-,-,●,●
主动刹车/主动安全系统,-,-,●,-,●,-,-,-,-
主/副驾驶座电动调节,-,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副●,-,主●&nbsp;/&nbsp;副-,-,主●&nbsp;/&nbsp;副-
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,,,,,,
中控屏幕尺寸,,,,,,,,,
上市时间,2024.03,2024.03,2024.03,2024.03,2024.03,2025.01,2025.01,2025.01,2025.01
上坡辅助,●,●,●,●,●,●,●,●,●
三电系统质保,-,-,-,,,-,-,,
Wi-Fi热点,-,●,●,●,●,●,●,●,●
WLTC综合油耗(L/100km),6.8,6.8,6.8,4.97,4.97,7.09,7.09,4.97,4.97
USB/Type-C最大充电功率,-,-,,-,,-,-,-,-
USB/Type-C接口数量,,,,,,,,,
OTA升级,●,●,●,●,●,●,●,●,●
NEDC综合油耗(L/100km),5.7,5.7,5.7,4.2,4.2,5.99,5.99,4.2,4.2
LED日间行车灯,●,●,●,●,●,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●,●,●,●,●,●
DOW开门预警,-,-,●,-,●,-,-,-,-
ABS防抱死,●,●,●,●,●,●,●,●,●
4G/5G网络,,,,,,,,,
