Feature,56897,56899,56901,56902,56904,56905,56906,56907,56908,56909,59230,59231,59232,64337,66023,66024
车身结构_x,5门4座掀背车,5门4座掀背车,5门5座旅行车,5门4座掀背车,5门4座掀背车,5门5座旅行车,5门4座掀背车,5门4座掀背车,5门4座掀背车,5门4座掀背车,5门4座掀背车,5门4座掀背车,5门4座掀背车,5门4座掀背车,5门4座掀背车,5门4座掀背车
车身稳定控制(ESC/ESP/DSC等),●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
车联网,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
车窗防夹手功能,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
车窗一键升降功能,,,,,,,,,,,,,,,,
车库门遥控装置,-,-,-,-,-,-,-,-,-,-,-,-,-,○,○,○
车型名称,Panamera 2023款 Panamera 2.9T,Panamera 2023款 Panamera 行政加长版 2.9T,Panamera 2023款 Panamera 4 Sport Turismo 2.9T,Panamera 2023款 Panamera 4 行政加长版 2.9T,Panamera 2023款 Panamera 4S 2.9T,Panamera 2023款 Panamera 4S Sport Turismo 2.9T,Panamera 2023款 Panamera 4S 行政加长版 2.9T,Panamera 2023款 Panamera GTS 4.0T,Panamera 2023款 Panamera Turbo S 4.0T,Panamera 2023款 Panamera Turbo S 行政加长版 4.0T,Panamera 2023款 改款 Panamera 2.9T 铂金版,Panamera 2023款 改款 Panamera 行政加长铂金版 2.9T,Panamera 2023款 改款 Panamera 4 行政加长铂金版 2.9T,Panamera 2024款 Panamera 行政加长版 2.9T,Panamera 2024款 Panamera 2.9T,Panamera 2024款 Panamera 4 行政加长版 2.9T
车前雾灯,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
车内环境氛围灯,,,,,,,,,,,,,,,,
车内化妆镜,,,,,,,,,,,,,,,,
车内中控锁,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
车内PM2.5过滤装置,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
车体结构,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式
负离子发生器,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
语音识别控制系统,,,,,,,,,,,,,,,,
被动行人保护,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
行车电脑显示屏幕,,,,,,,,,,,,,,,,
行李厢12V电源接口,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
蓝牙/车载电话,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
自适应远近光,○,○,○,○,○,○,○,○,○,○,-,-,-,●,●,●
自动驻车,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
自动泊车入位,-,-,-,-,-,-,-,-,-,-,-,-,-,○,○,○
自动头灯,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
膝部气囊,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
能源类型_y,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油
能源类型_x,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油
胎压监测功能,,,,,,,,,,,,,,,,
缺气保用轮胎,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
缸盖材料,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金
缸体材料,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金
级别,大型车,大型车,大型车,大型车,大型车,大型车,大型车,大型车,大型车,大型车,大型车,大型车,大型车,大型车,大型车,大型车
简称,8挡湿式双离合,8挡湿式双离合,8挡湿式双离合,8挡湿式双离合,8挡湿式双离合,8挡湿式双离合,8挡湿式双离合,8挡湿式双离合,8挡湿式双离合,8挡湿式双离合,8挡湿式双离合,8挡湿式双离合,8挡湿式双离合,8挡湿式双离合,8挡湿式双离合,8挡湿式双离合
第二排独立座椅,●,●,-,●,●,-,●,●,●,●,●,●,●,●,●,●
第二排座椅调节,,,,,,,,,,,,,,,,
第二排座椅电动调节,○,●,○,●,○,○,●,○,○,●,○,●,●,●,○,●
第二排座椅功能,,,,,,,,,,,,,,,,
空调温度控制方式,,,,,,,,,,,,,,,,
空气悬架,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
疲劳驾驶提示,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
电动扰流板,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
电动座椅记忆功能,,,,,,,,,,,,,,,,
电动吸合车门,,,,,,,,,,,,,,,,
电动后备厢位置记忆,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
电动后备厢,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
环保标准_y,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI
环保标准_x,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI
牵引力控制(ASR/TCS/TRC等),●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
燃油标号,95号,95号,95号,95号,95号,95号,95号,95号,95号,95号,95号,95号,95号,95号,95号,95号
灯光特色功能,,,,,,,,,,,-,-,-,,,
温度分区控制,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
液晶仪表尺寸,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
油箱容积(L),75,75,-,75,75,-,75,-,-,-,75,75,75,75,75,75
气缸数(个),6,6,6,6,6,6,6,8,8,8,6,6,6,6,6,6
气缸排列形式,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V
每缸气门数(个),4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
最高车速(km/h),270,269,263,267,295,289,295,300,315,315,270,269,267,272,272,270
最大马力(Ps),330,330,330,330,441,441,441,480,630,630,330,330,330,353,353,353
最大满载质量(kg),2515,2505,2585,2505,2515,2615,2545,2585,2585,2635,2515,2505,2505,2505,2505,2505
最大扭矩转速(rpm),1800-5000,1800-5000,1800-5000,1800-5000,2000-5500,2000-5500,2000-5500,1800-4000,2300-4500,2300-4500,1800-5000,1800-5000,1800-5000,1900-4800,1900-4800,1900-4800
最大扭矩(N·m)_y,450,450,450,450,550,550,550,620,820,820,450,450,450,500,500,500
最大扭矩(N·m)_x,450,450,450,450,550,550,550,620,820,820,450,450,450,500,500,500
最大功率转速(rpm),5400-6400,5400-6400,5400-6400,5400-6400,5650-6600,5650-6600,5650-6600,6500,6000,6000,5400-6400,5400-6400,5400-6400,5400-6700,5400-6700,5400-6700
最大功率(kW)_y,243,243,243,243,324,324,324,353,463,463,243,243,243,260,260,260
最大功率(kW)_x,243,243,243,243,324,324,324,353,463,463,243,243,243,260,260,260
最大净功率(kW),243,243,243,243,324,324,324,353,463,463,243,243,243,260,260,260
无钥匙进入功能,,,,,,,,,,,,,,,,
无钥匙启动系统,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
方向盘记忆,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
方向盘材质,,,,,,,,,,,,,,,,
方向盘换挡,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
方向盘加热,○,○,○,○,○,○,○,○,○,○,○,○,○,○,○,○
方向盘位置调节,,,,,,,,,,,,,,,,
整车质保,,,,,,,,,,,,,,,,
整备质量(kg),1895,1991,2038,2060,1989,2018,2062,2098,2150,2199,1895,1991,2060,2002,1911,2038
整体主动转向系统,○,○,○,○,○,○,-,○,●,●,○,○,○,○,○,○
排量(mL),2894,2894,2894,2894,2894,2894,2894,3996,3996,3996,2894,2894,2894,2894,2894,2894
换挡形式,,,,,,,,,,,,,,,,
挡位个数,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
扬声器数量,,,,,,,,,,,,,,,,
扬声器品牌名称,,,,,,,,,,,,,,,,
手机无线充电功能,,,,,,,,,,,,,,,,
手机无线充电功率,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
手机互联/映射,,,,,,,,,,,,,,,,
手机APP远程功能,,,,,,,,,,,,,,,,
感应雨刷功能,,,,,,,,,,,,,,,,
感应后备厢,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
座椅材质,,,,,,,,,,,,,,,,
座位数(个),,,,,,,,,,,,,,,,
并线辅助,○,○,○,○,○,○,○,○,○,○,-,-,-,○,○,○
巡航系统,,,,,,,,,,,,,,,,
导航路况信息显示,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
宽度(mm),1937,1937,1937,1937,1937,1937,1937,1937,1937,1937,1937,1937,1937,1937,1937,1937
官方0-100km/h加速(s),5.6,5.7,5.3,5.4,4.3,4.3,4.4,3.9,3.1,3.2,5.6,5.7,5.4,5.4,5.3,5.1
安全带未系提醒,,,,,,,,,,,,,,,,
天窗类型,,,,,,,,,,,,,,,,
大灯高度可调,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
大灯延时关闭,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
夜视系统,○,○,○,○,○,○,○,○,○,○,○,○,○,○,○,○
多层隔音玻璃,,,,,,,,,,,,,,,,
多媒体/充电接口,,,,,,,,,,,,,,,,
多功能方向盘,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
外后视镜功能,,,,,,,,,,,,,,,,
备胎规格,,,,,,,,,,,,,,,,
四驱形式,-,-,,,,,,,,,-,-,,-,-,
后风挡遮阳帘,○,●,-,●,○,-,●,○,○,○,○,●,●,●,○,●
后雨刷,○,○,●,○,○,●,○,○,○,○,○,○,○,-,-,-
后轮距(mm),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后轮胎规格,,,,,,,,,,,,,,,,
后排独立空调,○,●,●,●,○,-,●,●,●,●,●,●,●,●,○,●
后排液晶屏幕尺寸,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
后排液晶屏幕,,,,,,,,,,,,,,,,
后排杯架,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
后排控制多媒体,○,●,-,●,○,-,●,○,○,●,○,●,●,○,○,○
后排座椅放倒形式,,,,,,,,,,,,,,,,
后排小桌板,-,○,-,○,-,-,○,-,-,○,-,○,○,○,-,○
后排侧隐私玻璃,○,○,○,●,●,●,●,●,●,●,●,●,●,○,○,○
后排侧窗遮阳帘,,,,,,,,,,,,-,-,,,
后悬架类型,,,,,,,,,,,,,,,,
后座出风口,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
后备厢容积(L),495-1334,495-1483,515-1384,495-1483,495-1334,515-1384,495-1483,495-1334,467-1306,467-1455,495-1334,495-1483,495-1483,494-1449,494-1328,494-1449
后制动器类型,,,,,,,,,,,,,,,,
可变转向比,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
可变悬架功能,,,,,,,,,,,,,,,,
变速箱类型,湿式双离合变速箱(DCT),湿式双离合变速箱(DCT),湿式双离合变速箱(DCT),湿式双离合变速箱(DCT),湿式双离合变速箱(DCT),湿式双离合变速箱(DCT),湿式双离合变速箱(DCT),湿式双离合变速箱(DCT),湿式双离合变速箱(DCT),湿式双离合变速箱(DCT),湿式双离合变速箱(DCT),湿式双离合变速箱(DCT),湿式双离合变速箱(DCT),湿式双离合变速箱(DCT),湿式双离合变速箱(DCT),湿式双离合变速箱(DCT)
变速箱,8挡湿式双离合,8挡湿式双离合,8挡湿式双离合,8挡湿式双离合,8挡湿式双离合,8挡湿式双离合,8挡湿式双离合,8挡湿式双离合,8挡湿式双离合,8挡湿式双离合,8挡湿式双离合,8挡湿式双离合,8挡湿式双离合,8挡湿式双离合,8挡湿式双离合,8挡湿式双离合
发动机电子防盗,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
发动机布局,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置
发动机型号,CSZ,CSZ,CSZ,CSZ,CSZ,CSZ,CSZ,CVD,DTC,DTC,CSZ,CSZ,CSZ,CSZ,CSZ,CSZ
发动机启停技术,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
发动机,2.9T 330马力 V6,2.9T 330马力 V6,2.9T 330马力 V6,2.9T 330马力 V6,2.9T 441马力 V6,2.9T 441马力 V6,2.9T 441马力 V6,4.0T 480马力 V8,4.0T 630马力 V8,4.0T 630马力 V8,2.9T 330马力 V6,2.9T 330马力 V6,2.9T 330马力 V6,2.9T 354马力 V6,2.9T 354马力 V6,2.9T 354马力 V6
压缩比,-,-,-,-,-,-,-,-,9.7,9.7,-,-,-,-,-,-
厂商指导价(元),99.80万,115.60万,119.30万,122.40万,136.30万,139.30万,148.60万,182.60万,235.60万,247.60万,112.70万,121.00万,128.00万,115.80万,103.80万,122.80万
厂商,保时捷,保时捷,保时捷,保时捷,保时捷,保时捷,保时捷,保时捷,保时捷,保时捷,保时捷,保时捷,保时捷,保时捷,保时捷,保时捷
卫星导航系统,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
助力类型,,,,,,,,,,,,,,,,
副驾驶位后排可调节按钮,○,●,○,●,○,○,●,○,○,●,○,●,●,●,○,●
副驾娱乐屏,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
副座椅调节方式,,,,,,,,,,,,,,,,
前轮距(mm),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
前轮胎规格,,,,,,,,,,,,,,,,
前方碰撞预警,○,○,○,○,○,○,○,○,○,○,-,-,-,○,○,○
前排座椅功能,,,,,,,,,,,,,,,,
前悬架类型,,,,,,,,,,,,,,,,
前制动器类型,,,,,,,,,,,,,,,,
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
内后视镜功能,,,,,,,,,,,,,,,,
全液晶仪表盘,-,-,-,-,-,-,-,-,-,-,-,-,-,●,●,●
倒车车侧预警系统,-,-,-,-,-,-,-,-,-,-,-,-,-,○,○,○
供油方式,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷
主座椅调节方式,,,,,,,,,,,,,,,,
主动闭合式进气格栅,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
主动刹车/主动安全系统,○,○,○,○,○,○,○,○,○,○,-,-,-,○,○,○
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,,,,,,,,,,,,,
中控屏幕尺寸,,,,,,,,,,,,,,,,
中央差速器结构,-,-,,,,,,,,,-,-,,-,-,
上市时间,2022.04,2022.04,2022.04,2022.04,2022.04,2022.04,2022.04,2022.04,2022.04,2022.04,2022.09,2022.09,2022.09,2023.11,2023.11,2023.11
上坡辅助,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
WLTC综合油耗(L/100km),10.2,-,10.5,10.1,-,-,-,-,-,-,10.2,-,10.5,-,-,-
USB/Type-C接口数量,,,,,,,,,,,,,,,,
OTA升级,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
LED日间行车灯,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
HUD抬头数字显示,○,○,○,○,○,○,○,○,●,●,○,○,○,○,○,○
ETC装置,-,-,-,-,-,-,-,-,-,-,-,-,-,○,○,○
ABS防抱死,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
4G/5G网络,,,,,,,,,,,,,,,,
220V/230V电源,-,○,○,○,-,○,○,-,-,○,-,○,○,●,-,●
