Feature,69843,69844,69845,69858,69859,69860
气缸排列形式,L,L,L,L,L,L
每缸气门数(个),4,4,4,4,4,4
最高车速(km/h),175,175,175,175,175,175
最大马力(Ps),156,156,156,156,156,156
最大满载质量(kg),2275,2275,2275,2451,2451,2451
最大扭矩转速(rpm),2500-4000,2500-4000,2500-4000,2500-4000,2500-4000,2500-4000
最大扭矩(N·m)_y,220,220,220,220,220,220
最大扭矩(N·m)_x,530,530,530,530,530,530
最大功率转速(rpm),5200,5200,5200,5200,5200,5200
最大功率(kW)_y,115,115,115,115,115,115
最大功率(kW)_x,265,265,265,265,265,265
最大净功率(kW),105,105,105,105,105,105
最低荷电状态油耗(L/100km)WLTC,5.19,5.19,5.19,5.19,5.19,5.19
无钥匙进入功能,,,,,,
无钥匙启动系统,●,●,●,●,●,●
方向盘记忆,-,-,-,-,-,-
方向盘材质,,,,,,
方向盘换挡,-,-,-,-,-,-
方向盘加热,-,-,-,-,-,-
方向盘位置调节,,,,,,
整车质保,,,,,,
整备质量(kg),1879,1879,1879,1907,1907,1907
摄像头数量,,,,,,
推荐燃油标号,92号,92号,92号,92号,92号,92号
排量(mL),1499,1499,1499,1499,1499,1499
换挡形式,,,,,,
挡位个数,1,1,1,1,1,1
扬声器数量,,,,,,
扬声器品牌名称,,,,,,
手机无线充电功能,-,,,-,,
手机无线充电功率,-,,,-,,
手机互联/映射,,,,,,
手机APP远程功能,,,,,,
慢充接口位置,车右后侧,车右后侧,车右后侧,车右后侧,车右后侧,车右后侧
感应雨刷功能,,,,,,
感应后备厢,-,●,●,-,●,●
快充接口位置,车右后侧,车右后侧,车右后侧,车右后侧,车右后侧,车右后侧
快充功能,支持,支持,支持,支持,支持,支持
座椅材质,,,,,,
座椅布局,-,-,-,,,
座位数(个),,,,,,
应用商店,●,●,●,●,●,●
并线辅助,-,-,-,-,-,-
巡航系统,,,,,,
导航路况信息显示,●,●,●,●,●,●
宽度(mm),1860,1860,1860,1860,1860,1860
官方0-100km/h加速(s),-,-,-,-,-,-
安全带未系提醒,,,,,,
天窗类型,,,,,,
大灯高度可调,●,●,●,●,●,●
大灯延时关闭,●,●,●,●,●,●
多媒体/充电接口,,,,,,
多功能方向盘,●,●,●,●,●,●
外后视镜功能,,,,,,
备胎规格,-,-,-,-,-,-
地图品牌,,,,,,
后雨刷,●,●,●,●,●,●
后轮距(mm),1604,1604,1604,1604,1604,1604
后轮胎规格,,,,,,
后排独立空调,-,-,-,-,-,-
后排杯架,●,●,●,●,●,●
后排座椅放倒形式,,,,,,
后悬架类型,,,,,,
后座出风口,●,●,●,●,●,●
后备厢容积(L),889-1930,889-1930,889-1930,193-1930,193-1930,193-1930
后制动器类型,,,,,,
变速箱类型,混合动力专用变速箱(DHT),混合动力专用变速箱(DHT),混合动力专用变速箱(DHT),混合动力专用变速箱(DHT),混合动力专用变速箱(DHT),混合动力专用变速箱(DHT)
变速箱,1挡DHT,1挡DHT,1挡DHT,1挡DHT,1挡DHT,1挡DHT
发动机电子防盗,●,●,●,●,●,●
发动机布局,横置,横置,横置,横置,横置,横置
发动机型号,SQRH4J15,SQRH4J15,SQRH4J15,SQRH4J15,SQRH4J15,SQRH4J15
发动机,1.5T 156马力 L4,1.5T 156马力 L4,1.5T 156马力 L4,1.5T 156马力 L4,1.5T 156马力 L4,1.5T 156马力 L4
厂商指导价(元),12.99万,14.29万,15.59万,13.29万,14.59万,15.89万
厂商,奇瑞汽车,奇瑞汽车,奇瑞汽车,奇瑞汽车,奇瑞汽车,奇瑞汽车
卫星导航系统,●,●,●,●,●,●
助力类型,,,,,,
副驾驶位后排可调节按钮,-,-,●,-,-,●
副座椅调节方式,,,,,,
前轮距(mm),1582,1582,1582,1582,1582,1582
前轮胎规格,,,,,,
前电动机最大扭矩(N·m),310,310,310,310,310,310
前电动机最大功率(kW),150,150,150,150,150,150
前电动机型号,KPTZ220YMDA0,KPTZ220YMDA0,KPTZ220YMDA0,KPTZ220YMDA0,KPTZ220YMDA0,KPTZ220YMDA0
前方碰撞预警,-,●,●,-,●,●
前方感知摄像头,-,,,-,,
前排座椅功能,-,-,,-,-,
前悬架类型,,,,,,
前制动器类型,,,,,,
前/后驻车雷达,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●,●
内置行车记录仪,●,●,●,●,●,●
内后视镜功能,,,,,,
全液晶仪表盘,●,●,●,●,●,●
侧窗多层隔音玻璃,-,-,,-,-,
供油方式,直喷,直喷,直喷,直喷,直喷,直喷
低速行车警告,●,●,●,●,●,●
主座椅调节方式,,,,,,
主动刹车/主动安全系统,-,●,●,-,●,●
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,,,
中控屏幕尺寸,,,,,,
上市时间,2024.09,2024.09,2024.09,2024.09,2024.09,2024.09
上坡辅助,●,●,●,●,●,●
三电首任车主质保政策,,,,,,
Wi-Fi热点,●,●,●,●,●,●
WLTC综合续航(km),1300,1300,1300,1300,1300,1300
WLTC综合油耗(L/100km),1.3,1.3,1.3,1.3,1.3,1.3
WLTC纯电续航里程(km)_y,90,90,90,90,90,90
WLTC纯电续航里程(km)_x,90,90,90,90,90,90
USB/Type-C接口数量,,,,,,
OTA升级,●,●,●,●,●,●
LED日间行车灯,●,●,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●,●,●
ABS防抱死,●,●,●,●,●,●
4G/5G网络,,,,,,
