Feature,68211,69745
疲劳驾驶提示,●,●
电芯品牌,,
电能当量燃料消耗量(L/100km),2.16,3.09
电池预加热,●,●
电池能量(kWh),25.4,25.4
电池类型,,
电池慢充电量范围(%)_y,-,10-100
电池慢充电量范围(%)_x,-,10-100
电池慢充时间(小时)_y,3,3.5
电池慢充时间(小时)_x,3,3.5
电池快充电量范围(%)_y,10-80,10-80
电池快充电量范围(%)_x,10-80,10-80
电池快充时间(小时)_y,0.35,0.5
电池快充时间(小时)_x,0.35,0.5
电池冷却方式,液冷,液冷
电机类型,永磁/同步,永磁/同步
电机布局,前置,前置
电动机总马力(Ps),129,129
电动机总扭矩(N·m),440,440
电动机总功率(kW),95,95
电动机(Ps),129,129
电动座椅记忆功能,,
电动后备厢,○,○
环保标准_y,国VI,国VI
环保标准_x,国VI,国VI
牵引力控制(ASR/TCS/TRC等),●,●
燃油标号,95号,95号
灯光特色功能,,
温度分区控制,●,●
液晶仪表尺寸,,
油箱容积(L),50,50
气缸数(个),4,4
气缸排列形式,L,L
每缸气门数(个),4,4
最高车速(km/h),235,235
最大马力(Ps),204,204
最大满载质量(kg),2655,2655
最大扭矩转速(rpm),2000-4000,2000-4000
最大扭矩(N·m)_y,320,320
最大扭矩(N·m)_x,550,550
最大功率转速(rpm),6100,6100
最大功率(kW)_y,150,150
最大功率(kW)_x,230,230
最大净功率(kW),150,150
最低荷电状态油耗(L/100km),6.46,6.46
无钥匙进入功能,,
无钥匙启动系统,●,●
方向盘记忆,-,-
方向盘材质,,
方向盘换挡,●,●
方向盘加热,-,-
方向盘位置调节,,
整车质保,,
整备质量(kg),2130,2130
接近角(°),15,15
排量(mL),1999,1999
换挡形式,,
挡位个数,9,9
扬声器数量,,
扬声器品牌名称,,
手机无线充电功能,,
手机互联/映射,,
手机APP远程功能,,
感应雨刷功能,,
感应后备厢,○,○
快充功能,选装,选装
快充功率(kW),55,55
座椅材质,,
座位数(个),,
并线辅助,○,○
巡航系统,,
导航路况信息显示,●,●
宽度(mm),1820,1820
官方0-100km/h加速(s),6.9,6.4
安全带未系提醒,,
天窗类型,,
大灯高度可调,●,●
大灯延时关闭,●,●
多媒体/充电接口,,
多功能方向盘,●,●
外观套件,,
外后视镜功能,,
备胎规格,,
地图品牌,,
后雨刷,-,-
后轮距(mm),1566,1566
后轮胎规格,,
后排独立空调,-,-
后排杯架,●,●
后排座椅放倒形式,-,-
后悬架类型,,
后座出风口,●,●
后备厢容积(L),315,315
后制动器类型,,
可变转向比,●,●
可变悬架功能,,
变速箱类型,手自一体变速箱(AT),手自一体变速箱(AT)
变速箱,9挡手自一体,9挡手自一体
发动机电子防盗,●,●
发动机布局,纵置,纵置
发动机型号,254 920,254 920
发动机,2.0T 204马力 L4,2.0T 204马力 L4
厂商指导价(元),40.88万,41.06万
厂商,北京奔驰,北京奔驰
卫星导航系统,●,●
助力类型,,
副驾驶位后排可调节按钮,●,●
副座椅调节方式,,
前轮距(mm),1589,1589
前轮胎规格,,
前电动机最大扭矩(N·m),440,440
前电动机最大功率(kW),95,95
前方碰撞预警,○,○
前排座椅功能,,
前排中间气囊,●,●
前悬架类型,,
前制动器类型,,
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●
制动力分配(EBD/CBC等),●,●
内置行车记录仪,○,●
内后视镜功能,,
全液晶仪表盘,●,●
侧窗多层隔音玻璃,,
供油方式,直喷,直喷
低速行车警告,●,●
主座椅调节方式,,
主动刹车/主动安全系统,○,○
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,
中控屏幕尺寸,,
上市时间,2024.05,2024.09
上坡辅助,●,●
三电系统质保,,
WLTC综合油耗(L/100km),1.27,0.99
WLTC纯电续航里程(km)_y,105,126
WLTC纯电续航里程(km)_x,105,126
USB/Type-C接口数量,,
OTA升级,●,●
LED日间行车灯,●,●
ISOFIX儿童座椅接口,●,●
HUD抬头数字显示,○,○
ETC装置,○,○
AR实景导航,○,○
ABS防抱死,●,●
4G/5G网络,,
