Feature,71748,72482,72483,72891,72892
官方0-100km/h加速(s),-,-,-,-,-
安全带未系提醒,,,,,
天窗类型,,,,-,
大灯高度可调,●,●,●,●,●
大灯延时关闭,●,●,●,-,●
多媒体/充电接口,,,,,
多功能方向盘,●,●,●,●,●
外后视镜功能,,,,,
备胎规格,,,,,
地图品牌,,,,,
后雨刷,-,-,-,-,-
后轮距(mm),1586,1586,1586,1586,1586
后轮胎规格,,,,,
后方碰撞预警,●,-,●,-,-
后排独立空调,-,-,-,-,-
后排杯架,●,●,●,-,●
后排座椅放倒形式,,,,,
后悬架类型,,,,,
后座出风口,●,●,●,●,●
后备厢容积(L),500,500,500,500,500
后制动器类型,,,,,
变速箱类型,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱
厂商指导价(元),11.99万,10.99万,10.99万,8.99万,9.99万
厂商,东风汽车,东风汽车,东风汽车,东风汽车,东风汽车
卫星导航系统,●,●,●,●,●
助力类型,,,,,
副驾驶位后排可调节按钮,-,-,-,-,-
副座椅调节方式,,,,,
前轮距(mm),1578,1578,1578,1578,1578
前轮胎规格,,,,,
前电动机最大扭矩(N·m),290,290,290,290,290
前电动机最大功率(kW),135,135,135,135,135
前电动机型号,TZ200XS32E,TZ200XS32E,TZ200XS32E,TZ200XS32E,TZ200XS32E
前电动机品牌,智新科技,智新科技,智新科技,智新科技,智新科技
前方碰撞预警,●,●,●,●,●
前方感知摄像头,,,,,
前排座椅功能,,,-,-,-
前悬架类型,,,,,
前制动器类型,,,,,
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,-,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●
内后视镜功能,,,,,
全液晶仪表盘,●,●,●,●,●
倒车车侧预警系统,●,-,●,-,-
信号灯识别,●,-,●,-,-
低速行车警告,●,●,●,●,●
主座椅调节方式,,,,,
主动式环境氛围灯,●,●,○,-,○
主动刹车/主动安全系统,●,●,●,●,●
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,-,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控液晶屏分屏显示,●,●,●,●,●
中控彩色屏幕,,,,,
中控屏幕尺寸,,,,,
上市时间,-,-,-,-,-
上坡辅助,●,●,●,●,●
Wi-Fi热点,●,●,●,●,●
USB/Type-C最大充电功率,,,,,
USB/Type-C接口数量,,,,,
OTA升级,●,●,●,●,●
LED日间行车灯,●,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●,●
DOW开门预警,●,-,●,-,-
CLTC纯电续航里程(km)_y,471,471,401,401,401
CLTC纯电续航里程(km)_x,471,471,401,401,401
ABS防抱死,●,●,●,●,●
4G/5G网络,,,,,
