Feature,62248,62249,62250,62251,62252,62253,62254,62255,62256,62257,62258,67069
车窗防夹手功能,●,●,●,●,●,●,●,●,●,●,●,●
车窗一键升降功能,,,,,,,,,,,,
车型名称,大通G20 2023款 改款 PLUS 2.0T 汽油自动旗舰版,大通G20 2023款 改款 PLUS 2.0T 汽油自动尊雅版,大通G20 2023款 改款 PLUS 2.0T 汽油自动行政版,大通G20 2023款 改款 PLUS 2.0T 汽油自动豪华版,大通G20 2023款 改款 PLUS 2.0T 汽油自动豪华旅行版,大通G20 2023款 改款 PLUS 2.0T 柴油自动豪华版,大通G20 2023款 改款 PLUS 2.0T 柴油自动豪华旅行版,大通G20 2023款 改款 ES 2.0T 汽油自动超值版,大通G20 2023款 改款 ES 2.0T 汽油自动超值旅行版,大通G20 2023款 改款 ES 2.0T 柴油手动超值版,大通G20 2023款 改款 ES 2.0T 柴油手动超值旅行版,大通G20 2024款 PLUS 2.0T 汽油自动卓越版
车前雾灯,-,-,-,-,-,-,-,-,-,-,-,-
车内环境氛围灯,,,,-,-,-,-,-,-,-,-,-
车内化妆镜,,,,,,,,-,-,-,-,
车内中控锁,●,●,●,●,●,●,●,●,●,●,●,●
车内PM2.5过滤装置,-,-,-,-,-,-,-,-,-,-,-,-
车体结构,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式
语音识别控制系统,,,,,,,-,-,-,-,-,
行车电脑显示屏幕,,,,,,,,,,,,
蓝牙/车载电话,●,●,●,●,●,●,●,●,●,●,●,●
自适应远近光,-,-,-,-,-,-,-,-,-,-,-,-
自动驻车,●,●,●,●,●,-,-,-,-,-,-,●
自动头灯,●,●,●,●,●,●,●,●,●,●,●,●
能源类型_y,汽油,汽油,汽油,汽油,汽油,柴油,柴油,汽油,汽油,柴油,柴油,汽油
能源类型_x,汽油,汽油,汽油,汽油,汽油,柴油,柴油,汽油,汽油,柴油,柴油,汽油
胎压监测功能,,,,,,,,,,,,
缸盖材料,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金
缸体材料,铝合金,铝合金,铝合金,铝合金,铝合金,铸铁,铸铁,铝合金,铝合金,铸铁,铸铁,铝合金
级别,中大型MPV,中大型MPV,中大型MPV,中大型MPV,中大型MPV,中大型MPV,中大型MPV,中大型MPV,中大型MPV,中大型MPV,中大型MPV,中大型MPV
简称,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,6挡手动,6挡手动,8挡手自一体
第二排独立座椅,●,●,●,●,●,●,●,●,●,●,●,●
第二排座椅调节,,,,,,,,,,,,
第二排座椅电动调节,●,●,-,-,-,-,-,-,-,-,-,-
空调温度控制方式,,,,,,,,,,,,
离去角(°),18,18,18,18,18,18,18,18,18,18,18,18
疲劳驾驶提示,-,-,-,-,-,-,-,-,-,-,-,-
电动座椅记忆功能,-,-,-,-,-,-,-,-,-,-,-,-
电动后备厢,●,●,●,●,○,○,○,-,-,-,-,-
环保标准_y,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI
环保标准_x,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI
牵引力控制(ASR/TCS/TRC等),●,●,●,●,●,●,●,●,●,●,●,●
燃油标号,92号,92号,92号,92号,92号,0号,0号,92号,92号,0号,0号,92号
温度分区控制,-,-,-,-,-,-,-,-,-,-,-,-
液晶仪表尺寸,,,,,,,,,,,,
气缸数(个),4,4,4,4,4,4,4,4,4,4,4,4
气缸排列形式,L,L,L,L,L,L,L,L,L,L,L,L
每缸气门数(个),4,4,4,4,4,4,4,4,4,4,4,4
最高车速(km/h),200,200,200,200,200,190,190,195,100,190,100,200
最大马力(Ps),261,261,261,261,261,163,163,261,261,163,163,261
最大满载质量(kg),2900,2800,2800,2800,2800,2950,2950,2900,2900,2950,2950,2800
最大扭矩转速(rpm),-,-,-,-,-,-,-,-,-,-,-,-
最大扭矩(N·m)_y,410,410,410,410,410,375,375,410,410,375,375,410
最大扭矩(N·m)_x,410,410,410,410,410,375,375,410,410,375,375,410
最大功率转速(rpm),-,-,-,-,-,-,-,-,-,-,-,-
最大功率(kW)_y,192,192,192,192,192,120,120,192,192,120,120,192
最大功率(kW)_x,192,192,192,192,192,120,120,192,192,120,120,192
最大净功率(kW),184,184,184,184,184,118.5,118.5,184,184,118.5,118.5,184
无钥匙进入功能,,,,,,,,-,-,-,-,
无钥匙启动系统,●,●,●,●,●,●,●,-,-,-,-,●
方向盘记忆,-,-,-,-,-,-,-,-,-,-,-,-
方向盘材质,,,,,,,,,,,,
方向盘换挡,-,-,-,-,-,●,-,-,-,-,-,-
方向盘加热,-,-,-,-,-,-,-,-,-,-,-,-
方向盘位置调节,,,,,,,,,,,,
整车质保,,,,,,,,,,,,
整备质量(kg),2290,2245,2245,2245,2245,2290,2290,2080,2080,2155,2155,2245
接近角(°),19,19,19,19,19,19,19,19,19,19,19,19
排量(mL),1986,1986,1986,1986,1986,1996,1996,1986,1986,1996,1996,1986
换挡形式,,,,,,,,,,,,
挡位个数,8,8,8,8,8,8,8,8,8,6,6,8
扬声器数量,,,,,,,,,,,,
扬声器品牌名称,-,-,-,-,-,-,-,-,-,-,-,-
手机无线充电功能,-,-,-,-,-,-,-,-,-,-,-,-
手机互联/映射,-,-,-,-,-,-,-,-,-,-,-,-
手机APP远程功能,,,,,,,-,-,-,-,-,
感应雨刷功能,,,,,,,,,,,,
感应后备厢,●,●,●,●,○,○,○,-,-,-,-,-
座椅材质,,,,,,,,,,,,
座椅布局,,,,,,,,,,,,
座位数(个),,,,,,,,,,,,
并线辅助,●,-,-,-,●,-,●,-,●,-,●,-
巡航系统,,,,,,,,,,-,-,
导航路况信息显示,●,●,○,○,○,○,-,-,-,-,-,○
宽度(mm),1980,1980,1980,1980,1980,1980,1980,1980,1980,1980,1980,1980
官方0-100km/h加速(s),-,-,-,-,-,-,-,-,-,-,-,-
安全带未系提醒,,,,,,,,-,-,-,-,
天窗类型,,,,,,,,,,,,
大灯高度可调,●,●,●,●,●,●,●,●,●,●,●,●
大灯延时关闭,-,-,-,-,-,-,-,-,-,-,-,-
多媒体/充电接口,,,,,,,,,,,,
多功能方向盘,●,●,●,●,●,●,●,●,●,●,●,●
外后视镜功能,,,,,,,,,,,,
备胎规格,,,,,,,,,,,,
备胎放置方式,,,,,,,,,,,,
后雨刷,●,●,●,●,●,●,●,●,●,●,●,●
后轮距(mm),1690,1690,1690,1690,1690,1690,1690,1690,1690,1690,1690,1690
后轮胎规格,,,,,,,,,,,,
后排独立空调,●,●,●,●,●,●,●,●,●,●,●,●
后排液晶屏幕,,,-,-,-,-,-,-,-,-,-,-
后排杯架,●,●,●,●,●,●,●,●,●,●,●,●
后排座椅放倒形式,,,,,,,,,,,,
后排侧隐私玻璃,●,●,●,●,-,●,-,○,-,○,-,●
后悬架类型,,,,,,,,,,,,
后座出风口,●,●,●,●,●,●,●,●,●,●,●,●
后备厢容积(L),940-1620,940-1620,940-1620,940-1620,940-1620,940-1620,940-1620,940-1620,940-1620,940-1620,940-1620,940-1620
后制动器类型,,,,,,,,,,,,
变速箱类型,手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手动变速箱(MT),手动变速箱(MT),手自一体变速箱(AT)
变速箱,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,6挡手动,6挡手动,8挡手自一体
发动机电子防盗,●,●,●,●,●,●,●,●,●,●,●,●
发动机布局,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置
发动机型号,20A4E,20A4E,20A4E,20A4E,20A4E,SC20M163Q6B,SC20M163Q6B,20A4E,20A4E,SC20M163Q6B,SC20M163Q6B,20A4E
发动机,2.0T 261马力 L4,2.0T 261马力 L4,2.0T 261马力 L4,2.0T 261马力 L4,2.0T 261马力 L4,2.0T 163马力 L4,2.0T 163马力 L4,2.0T 261马力 L4,2.0T 261马力 L4,2.0T 163马力 L4,2.0T 163马力 L4,2.0T 261马力 L4
厂商指导价(元),26.28万,23.98万,20.68万,19.28万,19.13万,20.18万,20.18万,16.88万,17.13万,16.98万,17.43万,18.43万
厂商,上汽大通,上汽大通,上汽大通,上汽大通,上汽大通,上汽大通,上汽大通,上汽大通,上汽大通,上汽大通,上汽大通,上汽大通
卫星导航系统,●,●,○,○,○,○,-,-,-,-,-,○
助力类型,,,,,,,,,,,,
副驾驶位后排可调节按钮,-,-,-,-,-,-,-,-,-,-,-,-
副座椅调节方式,,,,,,,,,,,,
前轮距(mm),1685,1685,1685,1685,1685,1685,1685,1685,1685,1685,1685,1685
前轮胎规格,,,,,,,,,,,,
前方碰撞预警,●,○,○,○,●,○,●,-,-,-,-,-
前排座椅功能,,,-,-,-,-,-,-,-,-,-,-
前悬架类型,,,,,,,,,,,,
前制动器类型,,,,,,,,,,,,
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),-,-,-,-,-,-,-,-,-,-,-,-
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,-,-,-,-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●,●,●,●,●,●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●,●,●,●,●,●,●,●
内置行车记录仪,-,-,-,-,○,-,○,-,○,-,○,-
内后视镜功能,,,,,,,,,,,,
全液晶仪表盘,-,-,-,-,-,-,-,-,-,-,-,-
侧滑门形式,,,,,,,,,,,,
供油方式,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷
主座椅调节方式,,,,,,,,,,,,
主动降噪,●,○,○,-,-,-,-,-,-,-,-,-
主动刹车/主动安全系统,●,○,○,○,●,○,●,-,●,-,●,-
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副-,-,-,-,-,主●&nbsp;/&nbsp;副-
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,,,,,,,,,
中控屏幕尺寸,,,,,,,,,,,,
上市时间,2023.03,2023.03,2023.03,2023.03,2023.03,2023.03,2023.03,2023.03,2023.03,2023.03,2023.03,2024.03
WLTC综合油耗(L/100km),10.10,10.10,10.10,10.10,10.10,8.46,8.46,9.78,9.78,8.40,8.40,10.10
USB/Type-C接口数量,,,,,,,,,,,,
OTA升级,●,●,○,○,○,○,-,-,-,-,-,○
LED日间行车灯,●,●,●,●,●,●,●,●,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●,●,●,●,●,●,●,●,●
ETC装置,○,○,○,○,○,○,○,○,○,○,○,○
ABS防抱死,●,●,●,●,●,●,●,●,●,●,●,●
4G/5G网络,,,,,,,-,-,-,-,-,
220V/230V电源,●,●,●,○,○,○,○,○,○,○,○,-
