Feature,58927,58928,58930,58931
电动机总功率(kW),100,100,150,150
电动机(Ps),136,136,204,204
电动座椅记忆功能,-,-,-,-
电动后备厢,-,-,-,-
牵引力控制(ASR/TCS/TRC等),●,●,●,●
热泵空调,○,○,○,○
满载最小离地间隙(mm),120,120,120,120
温度分区控制,●,●,●,●
液晶仪表尺寸,-,-,-,-
最高车速(km/h),130,130,150,150
最小转弯半径(m),5.5,5.5,5.5,5.5
最大满载质量(kg),1950,1950,1985,1985
最大扭矩(N·m),230,230,240,240
最大功率(kW),100,100,150,150
无钥匙进入功能,-,-,-,-
无钥匙启动系统,●,●,●,●
方向盘记忆,-,-,-,-
方向盘材质,,,,
方向盘换挡,-,-,-,-
方向盘加热,-,-,-,-
方向盘位置调节,,,,
整车质保,,,,
整备质量(kg),1575,1575,1535,1535
摄像头数量,-,,,
接近角(°),17,17,15,15
换挡形式,,,,
挡位个数,1,1,1,1
扬声器数量,,,,
扬声器品牌名称,-,-,-,-
手机无线充电功能,-,-,-,-
手机互联/映射,-,,,
手机APP远程功能,,,,
慢充接口位置,车左前侧,车左前侧,车左前侧,车左前侧
感应雨刷功能,-,-,-,-
快充接口位置,车左后侧,车左后侧,车左后侧,车左后侧
快充功能,支持,支持,支持,支持
座椅材质,,,,
座位数(个),,,,
并线辅助,-,-,-,-
巡航系统,-,-,-,-
导航路况信息显示,-,○,○,○
宽度(mm),1804,1804,1802,1802
官方0-100km/h加速(s),10,10,7.7,7.7
安全带未系提醒,,,,
天窗类型,-,-,-,-
大灯高度可调,●,●,●,●
大灯延时关闭,●,●,-,-
多媒体/充电接口,,,,
多功能方向盘,-,-,○,○
外后视镜功能,,,,
备胎规格,,,,
后雨刷,-,-,-,-
后轮距(mm),1552,1552,1569,1569
后轮胎规格,,,,
后排独立空调,-,-,-,-
后排杯架,-,-,-,-
后排座椅放倒形式,,,,-
后悬架类型,,,,
后座出风口,●,●,●,-
后备厢容积(L),680,680,680,680
后制动器类型,,,,
变速箱类型,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱
厂商指导价(元),15.98万,15.98万,16.98万,16.98万
厂商,吉利汽车,吉利汽车,吉利汽车,吉利汽车
卫星导航系统,-,○,○,○
助力类型,,,,
副驾驶位后排可调节按钮,-,-,●,-
副座椅调节方式,,,,
前轮距(mm),1550,1550,1565,1565
前轮胎规格,,,,
前电动机最大扭矩(N·m),230,230,240,240
前电动机最大功率(kW),100,100,150,150
前电动机型号,TZ180XY150,TZ180XY150,TZ180XY150,TZ180XY150
前电动机品牌,日本电产/尼得科,日本电产/尼得科,日本电产/尼得科,日本电产/尼得科
前排座椅功能,-,-,-,-
前悬架类型,,,,
前制动器类型,,,,
前/后驻车雷达,-,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后○
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),-,-,-,-
前/后排侧气囊,-,-,-,-
前/后中央扶手,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
刹车辅助(EBA/BAS/BA等),●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●
内后视镜功能,,,,
全液晶仪表盘,-,-,-,-
低速行车警告,●,●,●,●
主座椅调节方式,,,,
主动刹车/主动安全系统,-,-,-,-
主/副驾驶座电动调节,-,-,主-&nbsp;/&nbsp;副●,-
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,-,,,
中控屏幕尺寸,-,,,
上市时间,2022.08,2022.08,2021.09,2021.09
上坡辅助,●,●,●,●
三电系统质保,,,,
Wi-Fi热点,-,-,○,○
USB/Type-C接口数量,,,,
OTA升级,-,-,-,-
NEDC纯电续航里程(km)_y,-,-,421,421
NEDC纯电续航里程(km)_x,-,-,421,421
LED日间行车灯,-,-,-,-
ISOFIX儿童座椅接口,●,●,●,●
CLTC纯电续航里程(km)_y,430,430,-,-
CLTC纯电续航里程(km)_x,430,430,-,-
ABS防抱死,●,●,●,●
4G/5G网络,-,-,,
