Feature,66715,66716,66834,66850
无钥匙进入功能,,,,
无钥匙启动系统,●,●,●,●
无框设计车门,●,●,●,●
方向盘记忆,●,●,●,●
方向盘离手检测,●,●,●,●
方向盘材质,,,,
方向盘换挡,-,-,-,-
方向盘加热,●,●,●,●
方向盘位置调节,,,,
整车质保,,,,
整车无线充电,-,○,-,-
整备质量(kg),2290,2290,2090,2290
整体主动转向系统,●,●,●,●
摄像头数量,,,,
接近角(°),15,15,15,15
换挡形式,,,,
挡位个数,1,1,1,1
扬声器数量,,,,
扬声器品牌名称,-,-,-,-
手机无线充电功能,,,,
手机无线充电功率,,,,
手机互联/映射,-,-,-,-
手机APP远程功能,,,,
慢充接口位置,车左后侧,车左后侧,车左后侧,车左后侧
感应雨刷功能,,,,
快充接口位置,车左后侧,车左后侧,车左后侧,车左后侧
快充功能,支持,支持,支持,支持
循迹倒车,●,●,●,●
座椅材质,,,,
座位数(个),,,,
应用商店,●,●,●,●
并线辅助,●,●,●,●
巡航系统,,,,
导航路况信息显示,●,●,●,●
对外放电,●,●,●,●
对外交流放电功率(kW),6.6,6.6,6.6,6.6
宽度(mm),1960,1960,1960,1960
官方0-100km/h加速(s),3.87,3.87,5.9,3.87
安全带未系提醒,,,,
天窗类型,,,,
大灯高度可调,●,●,●,●
大灯延时关闭,●,●,●,●
多指飞屏操控,●,●,●,●
多媒体/充电接口,,,,
多功能方向盘,●,●,●,●
外观套件,-,-,-,
外后视镜功能,,,,
备胎规格,,,,
场景灯语,●,●,●,●
地图品牌,,,,
四驱形式,,,-,
哨兵模式/千里眼,●,●,●,●
后雨刷,-,-,-,-
后轮距(mm),1671,1671,1671,1671
后轮胎规格,,,,
后电动机最大扭矩(N·m),475,475,475,475
后电动机最大功率(kW),250,250,250,250
后电动机型号,TZ230XY1301,TZ230XY1301,TZ230XY1301,TZ230XY1301
后电动机品牌,华域电动,华域电动,华域电动,华域电动
后排独立空调,-,-,-,-
后排杯架,●,●,●,●
后排座椅放倒形式,,,,
后排侧隐私玻璃,●,●,●,●
后悬架类型,,,,
后座出风口,●,●,●,●
后备厢容积(L),435-1260,435-1260,435-1260,435-1260
后制动器类型,,,,
可见即可说,●,●,●,●
可变悬架功能,,,,
变速箱类型,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱
厂商指导价(元),34.99万,38.99万,29.99万,41.99万
厂商,智己汽车,智己汽车,智己汽车,智己汽车
卫星导航系统,●,●,●,●
匝道自动驶出(入),○,○,○,○
助力类型,,,,
副驾驶位后排可调节按钮,-,-,-,-
副驾屏幕类型,,,,
副驾屏幕分辨率,,,,
副驾屏幕像素密度,,,,
副驾娱乐屏尺寸,,,,
副座椅调节方式,,,,
前轮距(mm),1671,1671,1671,1671
前轮胎规格,,,,
前电动机最大扭矩(N·m),250,250,-,250
前电动机最大功率(kW),175,175,-,175
前电动机型号,TZ180XS0951,TZ180XS0951,-,TZ180XS0951
前电动机品牌,联合电子,联合电子,-,联合电子
前方碰撞预警,●,●,●,●
前方感知摄像头,,,,
前排座椅功能,,,,
前悬架类型,,,,
前制动器类型,,,,
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●
内置行车记录仪,●,●,●,●
内后视镜功能,,,,
全液晶仪表盘,●,●,●,●
倒车车侧预警系统,●,●,●,●
信号灯识别,●,●,●,●
侧窗多层隔音玻璃,,,,
低速行车警告,●,●,●,●
主座椅调节方式,,,,
主动闭合式进气格栅,●,●,●,●
主动式环境氛围灯,●,●,●,●
主动刹车/主动安全系统,●,●,●,●
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,
中控屏幕类型,,,,
中控屏幕尺寸,,,,
中控屏幕分辨率,,,,
中控屏幕像素密度,,,,
中控下屏幕类型,,,,
中控下屏幕尺寸,,,,
中控下屏幕分辨率,,,,
中控下屏幕像素密度,,,,
上市时间,2024.02,2024.02,2024.02,2024.02
上坡辅助,●,●,●,●
三电系统质保,,,,
Wi-Fi热点,●,●,●,●
USB/Type-C最大充电功率,,,,
USB/Type-C接口数量,,,,
OTA升级,●,●,●,●
LED日间行车灯,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●
DOW开门预警,●,●,●,●
CLTC纯电续航里程(km)_y,625,625,708,625
CLTC纯电续航里程(km)_x,625,625,708,625
ABS防抱死,●,●,●,●
4G/5G网络,,,,
