Feature,1018686,1018687,1018692,1018837
前/后驻车雷达,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后排头部气囊(气帘),-,-,-,-
前/后排侧气囊,-,-,-,-
前/后中央扶手,-,-,-,-
刹车辅助(EBA/BAS/BA等),-,-,-,-
制动力分配(EBD/CBC等),●,●,●,●
内后视镜功能,-,-,-,
全液晶仪表盘,-,-,-,-
侧滑门形式,,,,-
供油方式,-,-,-,-
主座椅调节方式,,,,
主动刹车/主动安全系统,-,-,-,-
主/副驾驶座电动调节,-,-,-,-
主/副驾驶座安全气囊,-,-,-,-
中控彩色屏幕,-,-,-,
中控屏幕尺寸,-,-,-,-
上市时间,2024.05,2024.05,2024.05,2024.05
上坡辅助,-,-,-,-
三电系统质保,,,,
USB/Type-C接口数量,-,-,-,-
OTA升级,-,-,-,-
LED日间行车灯,-,-,-,-
ISOFIX儿童座椅接口,-,-,-,-
CLTC纯电续航里程(km)_y,274,282,282,274
CLTC纯电续航里程(km)_x,274,282,282,274
ABS防抱死,●,●,●,●
