Feature,1016237,1016348,1016349,1016708,1016709,1016710,1016711,1016712,1016713,1018527
简称,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱
第二排座椅调节,-,-,-,-,-,-,-,-,-,-
空调温度控制方式,,,,,,,,,,
离去角(°),-,-,-,22,22,22,22,22,22,22
疲劳驾驶提示,-,-,-,-,-,-,-,-,-,-
电芯品牌,-,-,-,,,,,,,
电池能量(kWh),13.26,13.26,13.26,13.26,13.26,13.26,13.26,13.26,13.26,13.26
电池类型,,,,,,,,,,
电池冷却方式,液冷,液冷,液冷,液冷,液冷,液冷,液冷,液冷,液冷,液冷
电机类型,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步
电机布局,后置,后置,后置,后置,后置,后置,后置,后置,后置,后置
电动机总马力(Ps),163,163,163,163,163,163,163,163,163,163
电动机总扭矩(N·m),320,320,320,320,320,320,320,320,320,320
电动机总功率(kW),120,120,120,120,120,120,120,120,120,120
电动机(Ps),163,163,163,163,163,163,163,163,163,163
电动座椅记忆功能,-,-,-,-,-,-,-,-,-,-
电动后备厢,-,-,-,-,-,-,-,-,-,-
环保标准_y,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI
环保标准_x,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI
牵引力控制(ASR/TCS/TRC等),-,-,-,-,-,-,-,-,-,-
燃油标号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号
温度分区控制,-,-,-,-,-,-,-,-,-,-
液晶仪表尺寸,-,-,-,-,-,-,-,-,-,-
油箱容积(L),45,45,45,45,45,45,45,45,45,45
气缸数(个),4,4,4,4,4,4,4,4,4,4
气缸排列形式,L,L,L,L,L,L,L,L,L,L
每缸气门数(个),4,4,4,4,4,4,4,4,4,4
最高车速(km/h),-,-,-,95,95,95,95,95,95,90
最大马力(Ps),92,92,92,92,92,92,92,92,92,92
最大载重质量(kg),-,-,-,1355,1295,1355,1295,1385/1330,1385/1330,1210
最大爬坡度(%),27,27,27,27,27,27,27,27,27,30
最大满载质量(kg),3495,3495,3495,3495,3495,3495,3495,3495,3495,3495
最大扭矩转速(rpm),-,-,-,-,-,-,-,-,-,-
最大扭矩(N·m)_y,-,-,-,-,-,-,-,-,-,-
最大扭矩(N·m)_x,320,320,320,320,320,320,320,320,320,320
最大功率转速(rpm),-,-,-,-,-,-,-,-,-,-
最大功率(kW)_y,67.5,67.5,67.5,67.5,67.5,67.5,67.5,67.5,67.5,67.5
最大功率(kW)_x,120,120,120,120,120,120,120,120,120,120
最大净功率(kW),64,64,64,64,64,64,64,64,64,64
最低荷电状态油耗(L/100km),6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.2
无钥匙进入功能,-,-,-,-,-,-,-,-,-,-
无钥匙启动系统,-,-,-,-,-,-,-,-,-,-
方向盘记忆,-,-,-,-,-,-,-,-,-,-
方向盘材质,,,,,,,,,,
方向盘换挡,-,-,-,-,-,-,-,-,-,-
方向盘加热,-,-,-,-,-,-,-,-,-,-
方向盘位置调节,-,-,-,-,-,-,-,-,-,-
整车质保,-,-,-,-,-,-,-,-,-,-
整备质量(kg),1850,1850,1850,2010,2070,2010,2070,1980/2035,1980/2035,1960
接近角(°),-,-,-,27,27,27,27,27,27,25
排量(mL),1590,1590,1590,1590,1590,1590,1590,1590,1590,1590
换挡形式,-,-,-,-,-,-,-,-,-,
挡位个数,1,1,1,1,1,1,1,1,1,1
扬声器数量,-,-,-,,,,,,,
扬声器品牌名称,-,-,-,-,-,-,-,-,-,-
手机无线充电功能,-,-,-,-,-,-,-,-,-,-
手机互联/映射,-,-,-,-,-,-,-,-,-,-
手机APP远程功能,-,-,-,-,-,-,-,-,-,
慢充接口位置,车右后侧,车右后侧,车右后侧,车右后侧,车右后侧,车右后侧,车右后侧,车右后侧,车右后侧,车右后侧
感应雨刷功能,-,-,-,-,-,-,-,-,-,-
座椅材质,,,,,,,,,,
座位数(个),,,,,,,,,,
并线辅助,-,-,-,-,-,-,-,-,-,-
巡航系统,-,-,-,-,-,-,-,-,-,-
导航路况信息显示,-,-,-,-,-,-,-,-,-,-
宽度(mm),1880,1880,1880,1930,1930,1930,1930,1890,1890,1880
官方0-100km/h加速(s),-,-,-,-,-,-,-,-,-,-
安全带未系提醒,-,-,-,-,-,-,-,-,-,-
天窗类型,-,-,-,-,-,-,-,-,-,-
大灯高度可调,●,●,●,●,●,●,●,●,●,●
大灯延时关闭,-,-,-,-,-,-,-,-,-,-
多媒体/充电接口,,,,,,,,,,
多功能方向盘,-,-,-,-,-,-,-,-,-,-
外后视镜功能,-,-,-,-,-,-,-,-,-,-
备胎规格,-,-,,-,-,-,-,-,-,
后雨刷,-,-,-,-,-,-,-,-,-,-
后轮距(mm),-,-,-,1448,1448,1448,1448,1448,1448,1448
后轮胎规格,,,,,,,,,,
后排独立空调,-,-,-,-,-,-,-,-,-,-
后排杯架,-,-,-,-,-,-,-,-,-,-
后排座椅放倒形式,-,-,-,-,-,-,-,-,-,-
后悬架类型,,,,,,,,,,
后座出风口,-,-,-,-,-,-,-,-,-,-
后备厢容积(L),-,-,-,-,-,-,-,-,-,-
后制动器类型,,,,,,,,,,
变速箱类型,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱
变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱
发动机电子防盗,-,-,-,-,-,-,-,-,-,-
发动机布局,-,-,-,-,-,-,-,-,-,-
发动机型号,LJM16A,LJM16A,LJM16A,LJM16A,LJM16A,LJM16A,LJM16A,LJM16A,LJM16A,LJM16A
发动机,1.6L 92马力 L4,1.6L 92马力 L4,1.6L 92马力 L4,1.6L 92马力 L4,1.6L 92马力 L4,1.6L 92马力 L4,1.6L 92马力 L4,1.6L 92马力 L4,1.6L 92马力 L4,1.6L 92马力 L4
厂商指导价(元),9.38万,8.98万,9.53万,9.68万,9.75万,10.08万,10.15万,9.48万,9.88万,9.98万
厂商,五菱新能源,五菱新能源,五菱新能源,五菱新能源,五菱新能源,五菱新能源,五菱新能源,五菱新能源,五菱新能源,五菱新能源
卫星导航系统,-,-,-,-,-,-,-,-,-,-
助力类型,,,,,,,,,,
副座椅调节方式,,,,,,,,,,
前轮距(mm),-,-,-,1510,1510,1510,1510,1510,1510,1510
前轮胎规格,,,,,,,,,,
前排座椅功能,-,-,-,-,-,-,-,-,-,-
前悬架类型,,,,,,,,,,
前制动器类型,,,,,,,,,,
前/后驻车雷达,-,-,-,-,-,-,-,-,-,-
前/后电动车窗,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),-,-,-,-,-,-,-,-,-,-
前/后排侧气囊,-,-,-,-,-,-,-,-,-,-
前/后中央扶手,-,-,-,-,-,-,-,-,-,-
刹车辅助(EBA/BAS/BA等),-,-,-,-,-,-,-,-,-,-
制动力分配(EBD/CBC等),●,●,●,●,●,●,●,●,●,●
内后视镜功能,-,-,-,-,-,-,-,-,-,-
全液晶仪表盘,-,-,-,●,●,●,●,●,●,●
供油方式,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷
主座椅调节方式,,,,,,,,,,
主动刹车/主动安全系统,-,-,-,-,-,-,-,-,-,-
主/副驾驶座电动调节,-,-,-,-,-,-,-,-,-,-
主/副驾驶座安全气囊,-,-,-,-,-,-,-,-,-,-
中控彩色屏幕,,,,,,,,,,
中控屏幕尺寸,-,-,-,-,-,-,-,-,-,-
上市时间,2023.06,2023.06,2023.06,2023.08,2023.08,2023.08,2023.08,2023.08,2023.08,2024.05
上坡辅助,●,●,●,●,●,●,●,●,●,●
USB/Type-C接口数量,-,-,-,-,-,-,-,-,-,-
OTA升级,-,-,-,-,-,-,-,-,-,-
NEDC综合油耗(L/100km),3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,-
LED日间行车灯,●,●,●,●,●,●,●,●,●,●
ISOFIX儿童座椅接口,-,-,-,-,-,-,-,-,-,-
ABS防抱死,●,●,●,●,●,●,●,●,●,●
