Feature,66879,66880,66919,66920,66923,66924,68431
无钥匙启动系统,●,●,●,●,●,●,●
无框设计车门,●,●,●,●,●,●,●
方向盘记忆,-,-,-,-,-,-,-
方向盘离手检测,●,●,●,●,●,●,-
方向盘材质,,,,,,,
方向盘换挡,-,-,-,-,-,-,-
方向盘加热,○,-,○,○,-,○,-
方向盘位置调节,,,,,,,
整车质保,,,,,,,
整备质量(kg),2015,2020,2020,2099,1995,1995,2010
摄像头数量,,,,,,,
接近角(°),15,15,15,15,15,15,15
排量(mL),1499,-,-,-,1499,1499,-
换挡形式,,,,,,,
挡位个数,1,1,1,1,1,1,1
扬声器数量,,,,,,,
扬声器品牌名称,-,-,-,-,-,-,-
手机无线充电功能,,-,,,-,,-
手机无线充电功率,,-,,,-,,-
手机互联/映射,,,,,,,
手机APP远程功能,,,,,,,
慢充接口位置,车右后侧,车右后侧,车右后侧,车右后侧,车右后侧,车右后侧,车右后侧
感应雨刷功能,,,,,,,
快充接口位置,车右后侧,车右后侧,车右后侧,车右后侧,车右后侧,车右后侧,车右后侧
快充功能,支持,支持,支持,支持,支持,支持,支持
座椅材质,,,,,,,
座位数(个),,,,,,,
应用商店,●,●,●,●,●,●,●
并线辅助,●,-,●,●,-,●,-
巡航系统,,,,,,,-
导航路况信息显示,●,●,●,●,●,●,●
对外放电,●,●,●,●,●,●,-
宽度(mm),1902,1902,1902,1902,1902,1902,1902
官方0-100km/h加速(s),7.8,7.7,7.7,7.5,7.6,7.6,7.7
安全带未系提醒,,,,,,,
天窗类型,,,,,,,-
大灯高度可调,●,●,●,●,●,●,●
大灯延时关闭,●,●,●,●,●,●,●
多媒体/充电接口,,,,,,,
多功能方向盘,●,●,●,●,●,●,●
外后视镜功能,,,,,,,
备胎规格,,,,,,,
哨兵模式/千里眼,●,-,●,●,-,●,-
后雨刷,-,-,-,-,-,-,-
后轮距(mm),1604,1604,1604,1604,1604,1604,1604
后轮胎规格,,,,,,,
后电动机最大扭矩(N·m),360,360,360,360,360,360,360
后电动机最大功率(kW),200,200,200,200,200,200,200
后电动机型号,TZ250XYLPPG1,TZ250XYLPPG1,TZ250XYLPPG1,TZ250XYLPPG1,TZ250XYLPPG1,TZ250XYLPPG1,TZ250XYLPPG1
后电动机品牌,-,金华零跑新能源,金华零跑新能源,金华零跑新能源,-,-,金华零跑新能源
后方碰撞预警,●,-,●,●,-,●,-
后排独立空调,-,-,-,-,-,-,-
后排杯架,●,-,●,●,-,●,●
后排座椅放倒形式,,,,,,,
后排侧隐私玻璃,●,●,●,●,●,●,●
后悬架类型,,,,,,,
后座出风口,●,●,●,●,●,●,●
后备厢容积(L),449,465,465,465,449,449,465
后制动器类型,,,,,,,
可见即可说,●,●,●,●,●,●,●
变速箱类型,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱
变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱
发动机布局,横置,-,-,-,横置,横置,-
发动机型号,H15R,-,-,-,H15R,H15R,-
发动机,1.5L 95马力 L4,-,-,-,1.5L 95马力 L4,1.5L 95马力 L4,-
厂商指导价(元),15.58万,13.98万,14.88万,15.88万,13.68万,14.58万,19.98万
厂商,零跑汽车,零跑汽车,零跑汽车,零跑汽车,零跑汽车,零跑汽车,零跑汽车
卫星导航系统,●,●,●,●,●,●,●
助力类型,,,,,,,
副驾驶位后排可调节按钮,-,-,-,-,-,-,-
副驾屏幕类型,,,,,,,-
副驾屏幕分辨率,,,,,,,-
副驾娱乐屏尺寸,,,,,,,-
副座椅调节方式,,,,,,,
前轮距(mm),1608,1608,1608,1608,1608,1608,1608
前轮胎规格,,,,,,,
前方碰撞预警,●,●,●,●,●,●,-
前方感知摄像头像素,,,,,,,-
前方感知摄像头,,,,,,,-
前排座椅功能,,-,,,-,,-
前悬架类型,,,,,,,
前制动器类型,,,,,,,
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,-
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●,●,●
内置行车记录仪,●,●,●,●,●,●,●
内后视镜功能,,,,,,,
全液晶仪表盘,●,●,●,●,●,●,●
倒车车侧预警系统,●,-,●,●,-,●,-
侧窗多层隔音玻璃,,-,,,-,,-
供油方式,多点电喷,-,-,-,多点电喷,多点电喷,-
低速行车警告,●,●,●,●,●,●,●
主座椅调节方式,,,,,,,
主动闭合式进气格栅,-,-,●,●,-,-,-
主动刹车/主动安全系统,●,●,●,●,●,●,-
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,,,,
中控屏幕类型,,,,,,,
中控屏幕尺寸,,,,,,,
中控屏幕分辨率,,,,,,,
上市时间,2024.03,2024.03,2024.03,2024.03,2024.03,2024.03,2024.05
上坡辅助,●,●,●,●,●,●,●
三电系统质保,,,,,,,
Wi-Fi热点,●,●,●,●,●,●,●
WLTC综合油耗(L/100km),0.26,-,-,-,0.74,0.26,-
USB/Type-C最大充电功率,,,,,,,
USB/Type-C接口数量,,,,,,,
OTA升级,●,●,●,●,●,●,●
LED日间行车灯,●,●,●,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●,●,●,●
DOW开门预警,●,-,●,●,-,●,-
CLTC综合续航(km),1276,-,-,-,1176,1176,-
CLTC纯电续航里程(km)_y,316,525,525,625,216,216,525
CLTC纯电续航里程(km)_x,316,525,525,625,216,216,525
ABS防抱死,●,●,●,●,●,●,●
4G/5G网络,,,,,,,
