Feature,64732,66457,66461,67454
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,
中控屏幕尺寸,,,,
中控屏幕分辨率,,,,
中控屏幕像素密度,,,,
上市时间,2024.04,2024.04,2024.04,2024.04
上坡辅助,●,●,●,●
三电首任车主质保政策,,,,
WLTC综合油耗(L/100km),1.61,1.61,1.61,1.03
WLTC纯电续航里程(km)_y,80,80,80,120
WLTC纯电续航里程(km)_x,80,80,80,120
USB/Type-C接口数量,,,,
OTA升级,●,●,●,●
LED日间行车灯,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●
DOW开门预警,●,●,●,●
CLTC综合续航(km),1000,1000,1000,1000
CLTC综合油耗(L/100km),1.2,1.2,1.2,0.72
CLTC纯电续航里程(km)_y,102,102,102,155
CLTC纯电续航里程(km)_x,102,102,102,155
ABS防抱死,●,●,●,●
4G/5G网络,,,,
