Feature,70356,70365,71399,71400,71401,71402,71403,71404,71405,71406,71407
触摸式阅读灯,●,●,●,●,●,●,●,●,●,●,●
行车电脑显示屏幕,,,,,,,,,,,
蓝牙/车载电话,●,●,●,●,●,●,●,●,●,●,●
自适应远近光,●,●,-,-,●,●,-,-,●,●,●
自动驻车,●,●,●,●,●,●,●,●,●,●,●
自动头灯,●,●,●,●,●,●,●,●,●,●,●
膝部气囊,-,,-,-,-,-,-,-,-,-,-
能量回收系统,●,●,●,●,●,●,●,●,●,●,●
能源类型_y,插电式混合动力,插电式混合动力,插电式混合动力,插电式混合动力,插电式混合动力,插电式混合动力,插电式混合动力,插电式混合动力,插电式混合动力,插电式混合动力,插电式混合动力
能源类型_x,插电式混合动力,插电式混合动力,插电式混合动力,插电式混合动力,插电式混合动力,插电式混合动力,插电式混合动力,插电式混合动力,插电式混合动力,插电式混合动力,插电式混合动力
胎压监测功能,,,,,,,,,,,
缸盖材料,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金
缸体材料,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金
级别,中型SUV,中型SUV,中型SUV,中型SUV,中型SUV,中型SUV,中型SUV,中型SUV,中型SUV,中型SUV,中型SUV
简称,1挡DHT,1挡DHT,1挡DHT,1挡DHT,1挡DHT,1挡DHT,1挡DHT,1挡DHT,1挡DHT,1挡DHT,1挡DHT
第二排座椅调节,,,,,,,,,,,
第二排座椅功能,,,-,-,-,-,-,-,-,-,
空调温度控制方式,,,,,,,,,,,
离去角(°),20,19,-,-,-,-,20,19,20,19,19
百公里耗电量(kWh/100km),15.8,15.8,-,-,-,-,15.8,15.8,15.8,15.8,15.8
疲劳驾驶提示,●,●,●,●,●,●,●,●,●,●,●
电芯品牌,,,-,-,-,-,,,,,
电池能量密度(Wh/kg),95.6,95.6,-,-,-,-,95.6,95.6,95.6,95.6,95.6
电池能量(kWh),18.67,18.67,-,-,-,-,18.67,18.67,18.67,18.67,18.67
电池类型,,,,,,,,,,,
电池慢充电量范围(%)_y,0-100,0-100,-,-,-,-,0-100,0-100,0-100,0-100,0-100
电池慢充电量范围(%)_x,0-100,0-100,-,-,-,-,0-100,0-100,0-100,0-100,0-100
电池慢充时间(小时)_y,3,3,-,-,-,-,3,3,3,3,3
电池慢充时间(小时)_x,3,3,-,-,-,-,3,3,3,3,3
电池快充电量范围(%)_y,30-80,30-80,-,-,-,-,30-80,30-80,30-80,30-80,30-80
电池快充电量范围(%)_x,30-80,30-80,-,-,-,-,30-80,30-80,30-80,30-80,30-80
电池快充时间(小时)_y,0.32,0.32,-,-,-,-,0.32,0.32,0.32,0.32,0.32
电池快充时间(小时)_x,0.32,0.32,-,-,-,-,0.32,0.32,0.32,0.32,0.32
电池冷却方式,液冷,液冷,液冷,液冷,液冷,液冷,液冷,液冷,液冷,液冷,液冷
电机类型,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步
电机布局,前置,前置,前置,前置,前置,前置,前置,前置,前置,前置,前置
电动机总马力(Ps),204,204,204,204,204,204,204,204,204,204,204
电动机总扭矩(N·m),310,310,310,310,310,310,310,310,310,310,310
电动机总功率(kW),150,150,150,150,150,150,150,150,150,150,150
电动机(Ps),204,204,204,204,204,204,204,204,204,204,204
电动座椅记忆功能,,,-,-,-,-,-,-,-,-,
电动后备厢位置记忆,●,●,-,-,-,-,-,-,●,●,●
电动后备厢,●,●,-,-,-,-,-,-,●,●,●
环保标准_y,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI
环保标准_x,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI
牵引力控制(ASR/TCS/TRC等),●,●,●,●,●,●,●,●,●,●,●
燃油标号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号
温度分区控制,●,●,-,-,●,●,●,●,●,●,●
液晶仪表尺寸,,,,,,,,,,,
油箱容积(L),60,60,60,60,60,60,60,60,60,60,60
气缸数(个),4,4,4,4,4,4,4,4,4,4,4
气缸排列形式,L,L,L,L,L,L,L,L,L,L,L
毫米波雷达数量,,,-,-,-,-,-,-,-,-,
每缸气门数(个),4,4,4,4,4,4,4,4,4,4,4
最高车速(km/h),175,175,-,-,-,-,175,175,175,175,175
最小转弯半径(m),5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7
最大马力(Ps),156,156,102,102,102,102,156,156,156,156,156
最大满载质量(kg),2275,2451,-,-,-,-,2275,2451,2275,2451,2451
最大扭矩转速(rpm),2500-4000,2500-4000,4000,4000,4000,4000,2500-4000,2500-4000,2500-4000,2500-4000,2500-4000
最大扭矩(N·m)_y,220,220,125,125,125,125,220,220,220,220,220
最大扭矩(N·m)_x,-,-,-,-,-,-,-,-,-,-,-
最大功率转速(rpm),5200,5200,6000,6000,6000,6000,5200,5200,5200,5200,5200
最大功率(kW)_y,115,115,75,75,75,75,115,115,115,115,115
最大功率(kW)_x,-,-,-,-,-,-,-,-,-,-,-
最大净功率(kW),105,105,71,71,71,71,105,105,105,105,105
最低荷电状态油耗(L/100km)WLTC,5.19,5.19,-,-,-,-,5.19,5.19,5.19,5.19,5.19
无钥匙进入功能,,,,,,,,,,,
无钥匙启动系统,●,●,●,●,●,●,●,●,●,●,●
方向盘记忆,-,-,-,-,-,-,-,-,-,-,-
方向盘材质,,,,,,,,,,,
方向盘换挡,-,-,-,-,-,-,-,-,-,-,-
方向盘加热,-,-,-,-,-,-,-,-,-,-,-
方向盘位置调节,,,,,,,,,,,
整车质保,,,,,,,,,,,
整备质量(kg),1879,1907,-,-,-,-,1879,1907,1879,1907,1907
摄像头数量,,,,,,,,,,,
接近角(°),19,20,-,-,-,-,19,20,19,20,20
排量(mL),1499,1499,1498,1498,1498,1498,1499,1499,1499,1499,1499
换挡形式,,,,,,,,,,,
挡位个数,1,1,1,1,1,1,1,1,1,1,1
扬声器数量,,,,,,,,,,,
扬声器品牌名称,,,-,-,,,,,,,
手机无线充电功能,,,-,-,-,-,-,-,,,
手机无线充电功率,,,-,-,-,-,-,-,,,
手机互联/映射,,,,,,,,,,,
手机APP远程功能,,,,,,,,,,,
慢充接口位置,车右后侧,车右后侧,-,-,-,-,车右后侧,车右后侧,车右后侧,车右后侧,车右后侧
感应雨刷功能,,,-,-,,,,,,,
快充接口位置,车右后侧,车右后侧,-,-,-,-,车右后侧,车右后侧,车右后侧,车右后侧,车右后侧
快充功能,支持,支持,-,-,-,-,支持,支持,支持,支持,支持
快充功率(kW),41,41,-,-,-,-,41,41,41,41,41
座椅材质,,,,,,,,,,,
座椅布局,-,,-,,-,,-,,-,,
座位数(个),,,,,,,,,,,
应用商店,●,●,●,●,●,●,●,●,●,●,●
并线辅助,●,●,-,-,-,-,-,-,-,-,●
巡航系统,,,,,,,,,,,
导航路况信息显示,●,●,●,●,●,●,●,●,●,●,●
对外放电,●,●,●,●,●,●,●,●,●,●,●
对外交流放电功率(kW),3.3,3.3,-,-,-,-,3.3,3.3,3.3,3.3,3.3
宽度(mm),1860,1860,1860,1860,1860,1860,1860,1860,1860,1860,1860
官方0-50km/h加速(s),3.7,3.7,-,-,-,-,3.7,3.7,3.7,3.7,3.7
官方0-100km/h加速(s),-,-,-,-,-,-,-,-,-,-,-
安全带未系提醒,,,,,,,,,,,
天窗类型,,,-,-,,,,,,,
大灯高度可调,●,●,●,●,●,●,●,●,●,●,●
大灯延时关闭,●,●,●,●,●,●,●,●,●,●,●
多媒体/充电接口,,,-,-,,,,,,,
多功能方向盘,●,●,●,●,●,●,●,●,●,●,●
外后视镜功能,,,,,,,,,,,
备胎规格,,,,,,,,,,,
地图品牌,,,,,,,,,,,
后雨刷,●,●,●,●,●,●,●,●,●,●,●
后轮距(mm),1604,1604,1604,1604,1604,1604,1604,1604,1604,1604,1604
后轮胎规格,,,,,,,,,,,
后方碰撞预警,●,●,-,-,-,-,-,-,-,-,●
后排独立空调,-,-,-,-,-,-,-,-,-,-,-
后排杯架,●,●,●,●,●,●,●,●,●,●,●
后排座椅放倒形式,,,,,,,,,,,
后悬架类型,,,,,,,,,,,
后座出风口,●,●,●,●,●,●,●,●,●,●,●
后备厢容积(L),889-1930,193-1930,889-1930,193-1930,889-1930,193-1930,889-1930,193-1930,889-1930,193-1930,193-1930
后制动器类型,,,,,,,,,,,
可见即可说,●,●,●,●,●,●,●,●,●,●,●
变速箱类型,混合动力专用变速箱(DHT),混合动力专用变速箱(DHT),混合动力专用变速箱(DHT),混合动力专用变速箱(DHT),混合动力专用变速箱(DHT),混合动力专用变速箱(DHT),混合动力专用变速箱(DHT),混合动力专用变速箱(DHT),混合动力专用变速箱(DHT),混合动力专用变速箱(DHT),混合动力专用变速箱(DHT)
变速箱,1挡DHT,1挡DHT,1挡DHT,1挡DHT,1挡DHT,1挡DHT,1挡DHT,1挡DHT,1挡DHT,1挡DHT,1挡DHT
发动机电子防盗,●,●,●,●,●,●,●,●,●,●,●
发动机布局,横置,横置,横置,横置,横置,横置,横置,横置,横置,横置,横置
发动机型号,SQRH4J15,SQRH4J15,SQRG4G15B,SQRG4G15B,SQRG4G15B,SQRG4G15B,SQRH4J15,SQRH4J15,SQRH4J15,SQRH4J15,SQRH4J15
发动机,1.5T 156马力 L4,1.5T 156马力 L4,1.5T 156马力 L4,1.5T 156马力 L4,1.5T 156马力 L4,1.5T 156马力 L4,1.5T 156马力 L4,1.5T 156马力 L4,1.5T 156马力 L4,1.5T 156马力 L4,1.5T 156马力 L4
厂商指导价(元),14.69万,15.69万,10.99万,10.99万,11.99万,11.99万,12.69万,12.69万,13.69万,13.69万,14.69万
厂商,奇瑞汽车,奇瑞汽车,奇瑞汽车,奇瑞汽车,奇瑞汽车,奇瑞汽车,奇瑞汽车,奇瑞汽车,奇瑞汽车,奇瑞汽车,奇瑞汽车
卫星导航系统,●,●,●,●,●,●,●,●,●,●,●
助力类型,,,,,,,,,,,
副驾驶位后排可调节按钮,●,●,-,-,-,-,-,-,-,-,●
副座椅调节方式,,,,,,,,,,,
前轮距(mm),1582,1582,1582,1582,1582,1582,1582,1582,1582,1582,1582
前轮胎规格,,,,,,,,,,,
前电动机最大扭矩(N·m),310,310,310,310,310,310,310,310,310,310,310
前电动机最大功率(kW),150,150,150,150,150,150,150,150,150,150,150
前方碰撞预警,●,●,-,-,●,●,-,-,●,●,●
前方感知摄像头,,,-,-,,,-,-,,,
前排座椅功能,,,-,-,-,-,-,-,-,-,
前悬架类型,,,,,,,,,,,
前制动器类型,,,,,,,,,,,
前/后驻车雷达,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●,●,●,●,●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●,●,●,●,●,●,●
内置行车记录仪,○,○,-,-,○,○,○,○,○,○,○
内后视镜功能,,,,,,,,,,,
全液晶仪表盘,●,●,●,●,●,●,●,●,●,●,●
倒车车侧预警系统,●,●,-,-,-,-,-,-,-,-,●
侧窗多层隔音玻璃,,,-,-,-,-,-,-,-,-,
供油方式,直喷,直喷,多点电喷,多点电喷,多点电喷,多点电喷,直喷,直喷,直喷,直喷,直喷
低速行车警告,●,●,●,●,●,●,●,●,●,●,●
主座椅调节方式,,,,,,,,,,,
主动降噪,●,●,●,●,●,●,●,●,●,●,●
主动刹车/主动安全系统,●,●,-,-,●,●,-,-,●,●,●
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,,,,,,,,
中控屏幕类型,,,-,-,-,-,,,,,
中控屏幕尺寸,,,-,-,-,-,,,,,
中控屏幕分辨率,,,-,-,-,-,,,,,
上市时间,-,-,-,-,-,-,-,-,-,-,-
上坡辅助,●,●,●,●,●,●,●,●,●,●,●
三电首任车主质保政策,,,-,-,-,-,,,,,
Wi-Fi热点,●,●,●,●,●,●,●,●,●,●,●
WLTC综合油耗(L/100km),1.30,1.30,-,-,-,-,1.30,1.30,1.30,1.30,5.19
WLTC纯电续航里程(km)_y,90,90,-,-,-,-,90,90,90,90,90
WLTC纯电续航里程(km)_x,90,90,-,-,-,-,90,90,90,90,90
USB/Type-C接口数量,,,-,-,,,,,,,
OTA升级,●,●,●,●,●,●,●,●,●,●,●
LED日间行车灯,●,●,●,●,●,●,●,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●,●,●,●,●,●,●,●
DOW开门预警,●,●,-,-,-,-,-,-,-,-,●
CLTC纯电续航里程(km)_y,130,130,-,-,-,-,130,130,130,130,130
CLTC纯电续航里程(km)_x,130,130,-,-,-,-,130,130,130,130,130
ABS防抱死,●,●,●,●,●,●,●,●,●,●,●
4G/5G网络,,,,,,,,,,,
