Feature,60645,60671,64240,64241,64242,64243,64244,64245,64247,64248,64251,68230,69588,69589,69946,69947,69948,69950,70022,70023
第三排座椅功能,,,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,,
空车质量(kg),2582,2582,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
空调温度控制方式,,,,,,,,,,,,,,,,,,,,
空气质量监测,-,-,-,-,-,-,-,-,-,-,-,●,●,●,●,●,●,●,●,●
空气悬架,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
离去角(°),24.5,24.5,40,40,40,40,40,40,40,40,25.7,28.8,41.9,41.9,40,40,40,40,28.8,28.8
疲劳驾驶提示,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
电动座椅记忆功能,,,,,,,,,,,,,,,,,,,,
电动吸合车门,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,
电动后备厢,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
环保标准_y,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI
环保标准_x,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI
牵引力控制(ASR/TCS/TRC等),●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
灯光特色功能,,,-,,,,,,,,,,-,,,,,-,-,
满载最小离地间隙(mm),218.5,218.5,216,216,216,218,218,218,218,218,-,218.5,216,216,218,218,218,218,218.5,218.5
温度分区控制,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
液晶仪表尺寸,,,,,,,,,,,,,,,,,,,,
涉水感应系统,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
油箱容积(L),90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90
气缸数(个),6,6,4,6,8,6,6,6,6,8,8,6,4,6,6,6,6,6,6,6
气缸排列形式,L,L,L,L,V,L,L,L,L,V,V,L,L,L,L,L,L,L,L,L
每缸气门数(个),4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
最高车速(km/h),191,191,191,191,240,191,191,191,191,240,240,191,191,191,191,191,191,191,191,191
最小转弯半径(m),6.42,6.42,5.65,5.65,5.65,6.42,6.42,6.42,6.42,6.42,6.42,6.42,5.65,5.65,6.42,6.42,6.42,6.42,6.42,6.42
最大马力(Ps),400,400,301,400,525,400,400,400,400,525,500,400,300,400,400,400,400,400,400,400
最大满载质量(kg),3380,3380,2910,2970,3040,3165,3165,3165,3165,3230,-,3380,2910,2970,3165,3165,3165,3165,3380,3380
最大涉水深度(mm),900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900
最大扭矩转速(rpm),2000-5000,2000-5000,1500-4500,2000-5000,2500-5500,2000-5000,2000-5000,2000-5000,2000-5000,2500-5500,2500-5000,2000-5000,1500-4500,2000-5000,2000-5000,2000-5000,2000-5000,2000-5000,2000-5000,2000-5000
最大扭矩(N·m)_y,550,550,400,550,625,550,550,550,550,625,610,550,400,550,550,550,550,550,550,550
最大扭矩(N·m)_x,550,550,400,550,625,550,550,550,550,625,610,550,400,550,550,550,550,550,550,550
最大功率转速(rpm),5500-6500,5500-6500,5500,5500-6500,6000-6500,5500-6500,5500-6500,5500-6500,5500-6500,6000-6500,6000-6500,5500-6500,5500,5500-6500,5500-6500,5500-6500,5500-6500,5500-6500,5500-6500,5500-6500
最大功率(kW)_y,294,294,221,294,386,294,294,294,294,386,368,294,220.6,294,294,294,294,294,294,294
最大功率(kW)_x,294,294,221,294,386,294,294,294,294,386,368,294,220.6,294,294,294,294,294,294,294
最大净功率(kW),294,294,221,294,386,294,294,294,294,386,368,294,220.6,294,294,294,294,294,294,294
无钥匙进入功能,,,,,,,,,,,,,,,,,,,,
无钥匙启动系统,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
方向盘记忆,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
方向盘材质,,,,,,,,,,,,,,,,,,,,
方向盘换挡,-,-,-,-,●,-,-,-,-,●,●,-,-,-,-,-,-,-,-,-
方向盘加热,●,●,○,○,●,●,○,○,○,●,●,●,○,○,○,○,○,○,●,●
方向盘位置调节,,,,,,,,,,,,,,,,,,,,
整车质保,,,,,,,,,,,,,,,,,,,,
整备质量(kg),2685,2685,2220,2330,2395,2480,2480,2480,2585,2550,2690,2775,2220,2330,2480,2585,2480,2480,2675,2675
摄像头数量,,,,,,,,,,,,,,,,,,,,
推荐燃油标号,95号,95号,95号,95号,95号,95号,95号,95号,95号,95号,95号,95号,95号,95号,95号,95号,95号,95号,95号,95号
接近角(°),30.1,30.1,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.6,37.5,37.4,37.4,37.4,37.4,37.4,37.4,37.5,37.5
排量(mL),2996,2996,1997,2996,4999,2996,2996,2996,2996,4999,4999,2996,1997,2996,2996,2996,2996,2996,2996,2996
换挡形式,,,,,,,,,,,,,,,,,,,,
挡位个数,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
拖挂钩,-,-,-,-,-,-,-,,-,-,-,,-,-,-,,-,-,-,-
拖挂模式,-,-,-,-,-,-,-,○,-,-,-,-,-,-,-,-,-,-,-,-
扬声器数量,,,,,,,,,,,,,,,,,,,,
扬声器品牌名称,,,,,,,,,,,,,,,,,,,,
手机无线充电功能,,,,,,,,,,,,,,,,,,,,
手机互联/映射,,,,,,,,,,,,,,,,,,,,
手机APP远程功能,,,,,,,,,,,,,,,,,,,,
感应雨刷功能,,,,,,,,,,,,,,,,,,,,
座椅材质,,,,,,,,,,,,,,,,,,,,
座椅布局,,,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,,
座位数(个),,,,,,,,,,,,,,,,,,,,
并线辅助,●,●,○,●,●,●,●,●,●,●,●,●,○,●,●,●,●,●,●,●
巡航系统,,,,,,,,,,,,,,,,,,,,
导航路况信息显示,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
宽度(mm),2008,2008,2105,2105,2105,2105,2105,2105,2105,2105,2008,2105,2105,2105,2105,2105,2105,2105,2105,2105
官方0-100km/h加速(s),6.6,6.6,7.1,6,5.2,6.1,6.1,6.1,6.1,5.4,5.7,6.6,7.1,6,6.1,6.1,6.1,6.1,6.6,6.6
安全带未系提醒,,,,,,,,,,,,,,,,,,,,
天窗类型,,,,,,,,,,,,,,,,,,,,
大灯高度可调,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
大灯清洗装置,●,●,○,○,●,○,○,○,○,●,●,●,○,○,○,○,○,○,●,●
大灯延时关闭,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
多媒体/充电接口,,,,,,,,,,,,,,,,,,,,
多功能方向盘,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
外观套件,-,-,-,-,,-,-,-,-,,,-,-,-,-,-,-,-,-,-
外后视镜功能,,,,,,,,,,,,,,,,,,,,
备胎规格,,,,,,,,,,,,,,,,,,,,
备胎放置方式,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,
四驱形式,,,,,,,,,,,,,,,,,,,,
后雨刷,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
后轮距(mm),1702,1702,1702,1702,1702,1702,1702,1702,1702,1699,1702,1702,1702,1702,1702,1702,1702,1702,1702,1702
后轮胎规格,,,,,,,,,,,,,,,,,,,,
后方碰撞预警,-,-,○,●,●,-,●,●,●,●,●,●,○,●,●,●,●,●,●,●
后排独立空调,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
后排杯架,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
后排座椅放倒形式,,,,,,,,,,,,,,,,,,,,
后排侧隐私玻璃,●,●,○,●,●,●,●,●,●,●,●,●,○,●,●,●,●,○,●,●
后悬架类型,,,,,,,,,,,,,,,,,,,,
后座出风口,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
后备厢容积(L),389-2291,389-2291,297-1263,297-1263,297-1263,786-1875,786-1875,786-1875,786-1875,786-1875,290-2291,1094,297-1263,297-1263,786-1875,786-1875,786-1875,786-1875,290-1012,290-1012
后制动器类型,,,,,,,,,,,,,,,,,,,,
可变悬架功能,,,,,,,,,,,,,,,,,,,,
可加热喷水嘴,●,●,○,○,●,○,○,○,○,●,●,●,○,○,○,○,○,○,●,●
变速箱类型,手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT)
变速箱,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体
发动机电子防盗,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
发动机布局,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置
发动机型号,PT306,PT306,PT204,PT306,508PS,PT306,PT306,PT306,PT306,508PS,508PS,PT306,PT204,PT306,PT306,PT306,PT306,PT306,PT306,PT306
发动机启停技术,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
发动机,3.0T 400马力 L6,3.0T 400马力 L6,2.0T 301马力 L4,3.0T 400马力 L6,5.0T 525马力 V8,3.0T 400马力 L6,3.0T 400马力 L6,3.0T 400马力 L6,3.0T 400马力 L6,5.0T 525马力 V8,5.0T 525马力 V8,3.0T 400马力 L6,2.0T 300马力 L4,3.0T 400马力 L6,3.0T 400马力 L6,3.0T 400马力 L6,3.0T 400马力 L6,3.0T 400马力 L6,3.0T 400马力 L6,3.0T 400马力 L6
压缩比,10.5,10.5,9-10,10.5,9.5,10.5,10.5,10.5,10.5,9.5,9.5,10.5,9-10,10.5,10.5,10.5,10.5,10.5,10.5,10.5
厂商指导价(元),127.8万,119.80万,68.80万,80.80万,126.60万,82.80万,87.80万,92.80万,102.80万,146.60万,171.60万,101.80万,68.80万,81.80万,88.80万,93.80万,103.80万,79.80万,90.80万,102.80万
厂商,路虎(进口),路虎(进口),路虎(进口),路虎(进口),路虎(进口),路虎(进口),路虎(进口),路虎(进口),路虎(进口),路虎(进口),路虎(进口),路虎(进口),路虎(进口),路虎(进口),路虎(进口),路虎(进口),路虎(进口),路虎(进口),路虎(进口),路虎(进口)
卫星导航系统,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
助力类型,,,,,,,,,,,,,,,,,,,,
副驾驶位后排可调节按钮,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
副座椅调节方式,,,,,,,,,,,,,,,,,,,,
前轮距(mm),1706,1706,1706,1706,1706,1706,1706,1706,1706,1703,1706,1706,1706,1706,1706,1706,1706,1706,1706,1706
前轮胎规格,,,,,,,,,,,,,,,,,,,,
前方碰撞预警,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
前方感知摄像头,,,,,,,,,,,,,,,,,,,,
前排座椅功能,,,,,,,,,,,,,,,,,,,,
前悬架类型,,,,,,,,,,,,,,,,,,,,
前制动器类型,,,,,,,,,,,,,,,,,,,,
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
内后视镜功能,,,,,,,,,,,,,,,,,,,,
全液晶仪表盘,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
倒车车侧预警系统,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
供油方式,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷
主座椅调节方式,,,,,,,,,,,,,,,,,,,,
主动刹车/主动安全系统,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
