Feature,59881,65768,67500
慢充接口位置,车左后侧,车左后侧,车左后侧
感应雨刷功能,,,
快充接口位置,车左后侧,车左后侧,车左后侧
快充功能,支持,支持,支持
循迹倒车,○,○,○
座椅材质,,,
座位数(个),,,
应用商店,●,●,●
并线辅助,●,●,●
巡航系统,,,
导航路况信息显示,●,●,●
对外放电,●,●,●
对外交流放电功率(kW),3.5,3.5,3.5
宽度(mm),1963,1963,1963
官方0-100km/h加速(s),5.28,2.78,5.7
安全带未系提醒,,,
天窗类型,,,
大灯高度可调,●,●,●
大灯延时关闭,●,●,●
多媒体/充电接口,,,
多功能方向盘,●,●,●
外后视镜功能,,,
备胎规格,,,
声纹识别,●,●,●
地图品牌,,,
四驱形式,-,,-
哨兵模式/千里眼,●,●,●
后雨刷,-,-,-
后轮距(mm),1699,1699,1699
后轮胎规格,,,
后电动机最大扭矩(N·m),400,500,400
后电动机最大功率(kW),220,275,220
后电动机型号,TZ220XS000,TZ220XY102,TZ220XS000
后电动机品牌,联合电子,苏州汇川,联合电子
后方碰撞预警,●,●,●
后排独立空调,-,-,-
后排液晶屏幕尺寸,,,
后排液晶屏幕,,,
后排杯架,●,●,●
后排控制多媒体,○,○,○
后排座椅放倒形式,,,
后排多媒体屏幕数量,,,
后排侧隐私玻璃,●,●,●
后悬架类型,,,
后座出风口,●,●,●
后备厢容积(L),517,493,517
后制动器类型,,,
可见即可说,●,●,●
可变悬架功能,-,,-
变速箱类型,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱
厂商指导价(元),21.59万,29.99万,24.59万
厂商,小米汽车,小米汽车,小米汽车
卫星导航系统,●,●,●
匝道自动驶出(入),○,○,○
助力类型,,,
副驾驶位后排可调节按钮,-,-,-
副座椅调节方式,,,
前轮距(mm),1693,1693,1693
前轮胎规格,,,
前电动机最大扭矩(N·m),-,338,-
前电动机最大功率(kW),-,220,-
前电动机型号,-,YS210XY102,-
前电动机品牌,-,苏州汇川,-
前方碰撞预警,●,●,●
前方感知摄像头像素,,,
前方感知摄像头,,,
前排座椅功能,,,
前排中间气囊,●,●,●
前悬架类型,,,
前备厢容积(L),105,105,105
前制动器类型,,,
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●
制动力分配(EBD/CBC等),●,●,●
内置行车记录仪,●,●,●
内后视镜功能,,,
全液晶仪表盘,●,●,●
充电桩价格（元）,3999元,3999元,3999元
倒车车侧预警系统,●,●,●
信号灯识别,-,○,○
低速行车警告,●,●,●
主座椅调节方式,,,
主动闭合式进气格栅,●,●,●
主动刹车/主动安全系统,●,●,●
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,
中控屏幕尺寸,,,
中控屏幕分辨率,,,
中控屏幕像素密度,,,
上市时间,2024.03,2024.03,2024.03
上坡辅助,●,●,●
三电系统质保,,,
Wi-Fi热点,●,●,●
USB/Type-C最大充电功率,,,
USB/Type-C接口数量,,,
OTA升级,●,●,●
LED日间行车灯,●,●,●
ISOFIX儿童座椅接口,●,●,●
HUD抬头数字显示,-,●,-
HUD抬头尺寸,-,,-
DOW开门预警,●,●,●
CLTC纯电续航里程(km)_y,700,800,830
CLTC纯电续航里程(km)_x,700,800,830
ABS防抱死,●,●,●
4G/5G网络,,,
