Feature,65345,65346,65516,65517,65518
可变悬架功能,,,,,
变速箱类型,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱
厂商指导价(元),22.98万,24.98万,18.98万,19.98万,20.98万
厂商,比亚迪,比亚迪,比亚迪,比亚迪,比亚迪
卫星导航系统,●,●,●,●,●
助力类型,电动助力,电动助力,电动助力,电动助力,电动助力
副驾驶位后排可调节按钮,●,●,-,-,-
副座椅调节方式,,,,,
前轮距(mm),1669,1669,1669,1669,1669
前轮胎规格,245/45 R20,245/45 R20,235/50 R19,235/50 R19,245/45 R20
前电动机最大扭矩(N·m),-,310,-,-,-
前电动机最大功率(kW),-,150,-,-,-
前方碰撞预警,●,●,●,●,●
前排座椅功能,,,,,
前悬架类型,双叉臂式独立悬架,双叉臂式独立悬架,双叉臂式独立悬架,双叉臂式独立悬架,双叉臂式独立悬架
前备厢容积(L),48,48,48,48,48
前制动器类型,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●
内置行车记录仪,●,●,●,●,●
内后视镜功能,,,,,
全液晶仪表盘,●,●,●,●,●
光感天幕,○,○,○,○,○
倒车车侧预警系统,●,●,●,●,●
低速行车警告,●,●,●,●,●
主座椅调节方式,,,,,
主动闭合式进气格栅,●,●,-,-,●
主动刹车/主动安全系统,●,●,●,●,●
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控液晶屏分屏显示,●,●,●,●,●
中控彩色屏幕,,,,,
中控屏幕尺寸,,,,,
中央差速器结构,-,-,-,-,-
上市时间,2023.12,2023.12,2023.12,2023.12,2023.12
上坡辅助,●,●,●,●,●
Wi-Fi热点,●,●,●,●,●
USB/Type-C接口数量,,,,,
OTA升级,●,●,●,●,●
LED日间行车灯,●,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●,●
ETC装置,●,●,●,●,●
DOW开门预警,●,●,●,●,●
CLTC纯电续航里程(km)_y,662,602,550,550,662
CLTC纯电续航里程(km)_x,662,602,550,550,662
AR-HUD增强现实抬头显示,●,●,-,-,-
ABS防抱死,●,●,●,●,●
4G/5G网络,,,,,
220V/230V电源,●,●,-,-,●
