Feature,63363,63364,63365,63366,63367,63368,63369,63370,63742,63743,64187,64188,64189,64190,66016
能源类型_x,汽油+CNG,汽油+CNG,汽油+CNG,汽油+CNG,汽油+CNG,汽油+CNG,汽油+CNG,汽油+CNG,汽油,汽油,汽油,汽油,汽油,汽油,汽油+CNG
胎压监测功能,,,,,,,,,,,,,,,
缸盖材料,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金
缸径(mm),85,85,85,85,85,85,85,85,75,75,75,75,75,75,85
缸体材料,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铸铁,铸铁,铸铁,铸铁,铸铁,铸铁,铝合金
级别,中大型MPV,中大型MPV,中大型MPV,中大型MPV,中大型MPV,中大型MPV,中大型MPV,中大型MPV,中大型MPV,中大型MPV,中大型MPV,中大型MPV,中大型MPV,中大型MPV,中大型MPV
简称,6挡手动,6挡手动,6挡手动,6挡手动,6挡手动,6挡手动,6挡手动,6挡手动,6挡手动,6挡手动,6挡手动,6挡手动,6挡手动,6挡手动,6挡手动
第二排独立座椅,●,●,●,●,●,●,-,-,●,●,●,●,●,●,●
第二排座椅调节,,,,,,,,,,,,,,,
空调温度控制方式,,,,,,,,,,,,,,,
离去角(°),19,19,19,19,19,19,19,19,17,17,17,17,17,17,19
疲劳驾驶提示,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
电动座椅记忆功能,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
电动后备厢,-,-,-,-,-,-,-,-,-,-,-,-,-,-,●
环保标准_y,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI
环保标准_x,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI
牵引力控制(ASR/TCS/TRC等),-,-,●,●,●,●,●,●,●,●,-,-,●,●,●
燃油标号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号
温度分区控制,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
液晶仪表尺寸,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
油箱容积(L),15,15,15,15,15,15,15,15,55,55,55,55,55,55,15
气罐容积(L),180,180,180,180,150/180,150/180,180,180,-,-,-,-,-,-,180
气缸数(个),4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
气缸排列形式,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L
每缸气门数(个),4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
最高车速(km/h),150,150,150,150,100,100,100,100,160,160,160,160,100,100,150
最大马力(Ps),117,117,117,117,117,117,117,117,190,190,190,190,190,190,117
最大满载质量(kg),2635,2697,2635,2697,2635,2697,2635,2697,2345,2525,2345,2525,2345,2525,2635
最大扭矩转速(rpm),4400,4400,4400,4400,4400,4400,4400,4400,1500-3500,1500-3500,1500-3500,1500-3500,1500-3500,1500-3500,4400
最大扭矩(N·m)_y,174,174,174,174,174,174,174,174,300,300,300,300,300,300,174
最大扭矩(N·m)_x,174,174,174,174,174,174,174,174,300,300,300,300,300,300,174
最大功率转速(rpm),6000,6000,6000,6000,6000,6000,6000,6000,5500,5500,5500,5500,5500,5500,6000
最大功率(kW)_y,86,86,86,86,86,86,86,86,140,140,140,140,140,140,86
最大功率(kW)_x,86,86,86,86,86,86,86,86,140,140,140,140,140,140,86
最大净功率(kW),83,83,83,83,83,83,83,83,125,125,125,125,125,125,83
无钥匙进入功能,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
无钥匙启动系统,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
方向盘记忆,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
方向盘材质,,,,,,,,,,,,,,,
方向盘换挡,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
方向盘加热,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
方向盘位置调节,,,,,,,,,,,,,,,
整车质保,,,,,,,,,,,,,,,
整备质量(kg),2110,2112,2110,2112,2110,2112,2110,2112,1890,1940,1890,1940,1890,1940,2110
接近角(°),18,18,18,18,18,18,18,18,17,17,17,17,17,17,18
排量(mL),1997,1997,1997,1997,1997,1997,1997,1997,1493,1493,1493,1493,1493,1493,1997
换挡形式,,,,,,,,,,,,,,,
挡位个数,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
扬声器数量,,,,,,,,,,,,,,,
扬声器品牌名称,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
手机无线充电功能,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
手机互联/映射,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
感应雨刷功能,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
座椅材质,,,,,,,,,,,,,,,
座椅布局,,,,,,,,,,,,,,,
座位数(个),,,,,,,,,,,,,,,
并线辅助,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
巡航系统,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
导航路况信息显示,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
宽度(mm),1920,1920,1920,1920,1920,1920,1920,1920,1920,1920,1920,1920,1920,1920,1920
官方0-100km/h加速(s),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
安全带未系提醒,,,,,,,,,,,,,,,
天窗类型,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
大灯高度可调,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
大灯延时关闭,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
多媒体/充电接口,,,,,,,,,,,,,,,
多功能方向盘,-,-,●,●,●,●,●,●,●,●,-,-,●,●,●
外后视镜功能,,,,,,,,,,,,,,,
备胎规格,,,,,,,,,,,,,,,
地图品牌,-,-,-,-,-,-,-,-,,,-,-,,,-
后雨刷,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后轮距(mm),1660,1660,1660,1660,1660,1660,1660,1660,1660,1660,1660,1660,1660,1660,1660
后轮胎规格,,,,,,,,,,,,,,,
后排独立空调,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
后排杯架,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后排座椅放倒形式,,,,,,,,,,,,,,,
后悬架类型,,,,,,,,,,,,,,,
后座出风口,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
后备厢容积(L),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后制动器类型,,,,,,,,,,,,,,,
变速箱类型,手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT)
变速箱,6挡手动,6挡手动,6挡手动,6挡手动,6挡手动,6挡手动,6挡手动,6挡手动,6挡手动,6挡手动,6挡手动,6挡手动,6挡手动,6挡手动,6挡手动
发动机电子防盗,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
发动机布局,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置
发动机型号,DFMB20AQB,DFMB20AQB,DFMB20AQB,DFMB20AQB,DFMB20AQB,DFMB20AQB,DFMB20AQB,DFMB20AQB,4C15TDR,4C15TDR,4C15TDR,4C15TDR,4C15TDR,4C15TDR,DFMB20AQB
发动机,2.0L 117马力 L4,2.0L 117马力 L4,2.0L 117马力 L4,2.0L 117马力 L4,2.0L 117马力 L4,2.0L 117马力 L4,2.0L 117马力 L4,2.0L 117马力 L4,1.5T 190马力 L4,1.5T 190马力 L4,1.5T 190马力 L4,1.5T 190马力 L4,1.5T 190马力 L4,1.5T 190马力 L4,2.0L 117马力 L4
压缩比,12,12,12,12,12,12,12,12,9.7,9.7,9.7,9.7,9.7,9.7,12
厂商指导价(元),11.29万,11.59万,14.09万,14.39万,14.19万,14.49万,14.69万,15.19万,11.29万,11.49万,10.19万,10.39万,13.39万,13.59万,20.58万
厂商,东风风行,东风风行,东风风行,东风风行,东风风行,东风风行,东风风行,东风风行,东风风行,东风风行,东风风行,东风风行,东风风行,东风风行,东风风行
卫星导航系统,-,-,●,●,●,●,●,●,●,●,-,-,●,●,●
助力类型,,,,,,,,,,,,,,,
副驾驶位后排可调节按钮,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
副座椅调节方式,,,,,,,,,,,,,,,
前轮距(mm),1685,1685,1685,1685,1685,1685,1685,1685,1685,1685,1685,1685,1685,1685,1685
前轮胎规格,,,,,,,,,,,,,,,
前排座椅功能,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
前悬架类型,,,,,,,,,,,,,,,
前制动器类型,,,,,,,,,,,,,,,
前/后驻车雷达,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后排头部气囊(气帘),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
前/后排侧气囊,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
前/后中央扶手,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,-,-,-,-,-,-,前●&nbsp;/&nbsp;后-
刹车辅助(EBA/BAS/BA等),-,-,●,●,●,●,●,●,●,●,-,-,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
内后视镜功能,,,,,,,,,,,,,,,
全液晶仪表盘,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
侧滑门形式,,,,,,,,,,,,,,,
供油方式,多点电喷,多点电喷,多点电喷,多点电喷,多点电喷,多点电喷,多点电喷,多点电喷,直喷,直喷,直喷,直喷,直喷,直喷,多点电喷
主座椅调节方式,,,,,,,,,,,,,,,
主动刹车/主动安全系统,-,-,-,-,-,-,●,●,-,-,-,-,-,-,-
主/副驾驶座电动调节,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,-,-,,,,,,,,,,,,,
中控屏幕尺寸,-,-,,,,,,,,,-,-,,,
上市时间,2023.06,2023.06,2023.06,2023.06,2023.06,2023.06,2023.06,2023.06,2023.09,2023.09,2023.09,2023.09,2023.12,2023.12,2023.11
上坡辅助,-,-,●,●,●,●,●,●,●,●,-,-,●,●,●
WLTC综合油耗(L/100km),-,-,-,-,-,-,-,-,9.3,9.3,9.3,9.3,9.3,9.3,-
USB/Type-C接口数量,,,,,,,,,,,,,,,
OTA升级,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
LED日间行车灯,-,-,-,-,-,-,●,●,-,-,-,-,-,-,-
ISOFIX儿童座椅接口,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
ABS防抱死,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
