Feature,71832,71851,72250,72251,72569,72809,72810
无钥匙启动系统,●,●,●,●,●,●,●
无框设计车门,●,●,●,●,●,●,●
方向盘记忆,-,-,-,-,-,-,-
方向盘离手检测,●,●,●,●,●,-,-
方向盘材质,,,,,,,
方向盘换挡,-,-,-,-,-,-,-
方向盘加热,-,●,-,●,-,-,-
方向盘位置调节,,,,,,,
整车质保,,,,,,,
整备质量(kg),1908,1908,1860,1860,1760,1760,1860
摄像头数量,,,,,,,
接近角(°),13,13,13,13,13,13,13
排量(mL),1499,1499,1499,1499,1499,1499,1499
换挡形式,,,,,,,
挡位个数,3,3,1,1,1,1,1
扬声器数量,,,,,,,
扬声器品牌名称,-,-,-,-,-,-,-
手机无线充电功能,,,,,-,-,
手机无线充电功率,,,,,-,-,
手机互联/映射,,,,,,,
手机APP远程功能,,,,,,,
手势控制,●,●,●,●,●,●,●
慢充接口位置,车左后侧,车左后侧,车左后侧,车左后侧,车左后侧,车左后侧,车左后侧
感应雨刷功能,,,,,,,
快充接口位置,车左后侧,车左后侧,车左后侧,车左后侧,-,-,车左后侧
快充功能,支持,支持,支持,支持,不支持,不支持,支持
座椅材质,,,,,,,
座位数(个),,,,,,,
应用商店,●,●,●,●,●,●,●
并线辅助,●,●,●,●,●,●,●
巡航系统,,,,,,,
导航路况信息显示,●,●,●,●,●,●,●
对外放电,●,●,●,●,●,●,●
对外交流放电功率(kW),6,6,6,6,3,3,6
宽度(mm),1918,1918,1918,1918,1918,1918,1918
官方0-100km/h加速(s),6.49,6.49,7.9,7.9,8.4,8.4,7.9
安全带未系提醒,,,,,,,
天窗类型,,,,,,,
大灯高度可调,●,●,●,●,●,●,●
大灯延时关闭,●,●,●,●,●,●,●
多媒体/充电接口,,,,,,,
多功能方向盘,●,●,●,●,●,●,●
外后视镜功能,,,,,,,
备胎规格,-,-,-,-,-,-,-
地图品牌,,,,,,,
哨兵模式/千里眼,●,●,●,●,●,●,●
后雨刷,-,-,-,-,-,-,-
后轮距(mm),1650,1650,1650,1650,1650,1650,1650
后轮胎规格,,,,,,,
后方碰撞预警,●,●,●,●,●,●,●
后排独立空调,-,-,-,-,-,-,-
后排杯架,●,●,●,●,●,●,●
后排座椅放倒形式,-,-,-,-,-,-,-
后排侧隐私玻璃,-,●,-,●,-,-,-
后悬架类型,,,,,,,
后座出风口,●,●,●,●,●,●,●
后备厢容积(L),405,405,405,405,405,405,405
后制动器类型,,,,,,,
可见即可说,●,●,●,●,●,●,●
可变悬架功能,,,,,,,
变速箱类型,混合动力专用变速箱(DHT),混合动力专用变速箱(DHT),混合动力专用变速箱(DHT),混合动力专用变速箱(DHT),混合动力专用变速箱(DHT),混合动力专用变速箱(DHT),混合动力专用变速箱(DHT)
变速箱,3挡DHT,3挡DHT,1挡DHT,1挡DHT,1挡DHT,1挡DHT,1挡DHT
发动机电子防盗,●,●,●,●,●,●,●
发动机布局,横置,横置,横置,横置,横置,横置,横置
发动机型号,BHE15-BFZ,BHE15-BFZ,BHE15-BFN,BHE15-BFN,BHE15-BFN,BHE15-BFN,BHE15-BFN
发动机,1.5T 163马力 L4,1.5T 163马力 L4,1.5L 112马力 L4,1.5L 112马力 L4,1.5L 112马力 L4,1.5L 112马力 L4,1.5L 112马力 L4
厂商指导价(元),15.48万,16.58万,14.18万,15.18万,13.18万,12.58万,13.58万
厂商,吉利汽车,吉利汽车,吉利汽车,吉利汽车,吉利汽车,吉利汽车,吉利汽车
卫星导航系统,●,●,●,●,●,●,●
助力类型,,,,,,,
副驾驶位后排可调节按钮,●,●,●,●,●,●,●
副座椅调节方式,,,,,,,
前轮距(mm),1642,1642,1642,1642,1642,1642,1642
前轮胎规格,,,,,,,
前电动机最大扭矩(N·m),350,350,262,262,262,262,262
前电动机最大功率(kW),160,160,175,175,175,175,175
前方碰撞预警,●,●,●,●,●,●,●
前方感知摄像头,,,,,,,
前排座椅功能,,,,,,,
前悬架类型,,,,,,,
前制动器类型,,,,,,,
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●,●,●
内后视镜功能,-,-,-,-,-,-,-
全液晶仪表盘,●,●,●,●,●,●,●
倒车车侧预警系统,●,●,●,●,●,-,-
供油方式,直喷,直喷,多点电喷,多点电喷,多点电喷,多点电喷,多点电喷
低速行车警告,●,●,●,●,●,●,●
主座椅调节方式,,,,,,,
主动降噪,●,●,●,●,●,●,●
主动刹车/主动安全系统,●,●,●,●,●,●,●
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,,,,
中控屏幕尺寸,,,,,,,
上市时间,2025.05,2025.05,2025.05,2025.05,2025.05,2025.05,2025.05
上坡辅助,●,●,●,●,●,●,●
三电首任车主质保政策,,,,,,,
Wi-Fi热点,●,●,●,●,●,●,●
USB/Type-C接口数量,,,,,,,
OTA升级,●,●,●,●,●,●,●
LED日间行车灯,●,●,●,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●,●,●,●
HUD抬头尺寸,-,,-,,-,-,-
DeepSeek应用,,,,,,,
DOW开门预警,●,●,●,●,●,●,●
CLTC综合续航(km),1500,1500,1600,1600,1500,1500,1600
CLTC纯电续航里程(km)_y,130,130,130,130,60,60,130
CLTC纯电续航里程(km)_x,130,130,130,130,60,60,130
AR-HUD增强现实抬头显示,-,●,-,●,-,-,-
ABS防抱死,●,●,●,●,●,●,●
4G/5G网络,,,,,,,
