Feature,59585,59586,59587,59652,59653,59654,63628,63629,63630,63631,63632,63633,63634
级别,小型SUV,小型SUV,小型SUV,小型SUV,小型SUV,小型SUV,小型SUV,小型SUV,小型SUV,小型SUV,小型SUV,小型SUV,小型SUV
简称,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱
第二排座椅调节,-,-,-,-,-,-,-,-,-,-,-,-,-
空载最小离地间隙(mm),201,201,201,201,201,201,201,201,201,201,201,201,201
空调温度控制方式,,,,,,,,,,,,,
离去角(°),40,40,40,40,40,40,40,40,40,40,40,40,40
百公里耗电量(kWh/100km),-,-,-,-,-,-,-,-,-,-,-,-,-
疲劳驾驶提示,-,-,-,-,-,-,-,-,-,-,-,-,-
电能当量燃料消耗量(L/100km),1.2,1.2,1.2,1.2,1.2,1.2,1.05,1.2,1.15,1.2,1.15,1.2,1.15
电池预加热,●,●,●,●,●,●,●,●,●,●,●,●,●
电池能量(kWh),30.66,30.66,30.66,31.7,31.7,31.7,20.42,30.66,31.7,30.66,31.7,30.66,31.7
电池组质保,首任车主不限年限/里程（责任免除条款以官方为准）,首任车主不限年限/里程（责任免除条款以官方为准）,首任车主不限年限/里程（责任免除条款以官方为准）,首任车主不限年限/里程（责任免除条款以官方为准）,首任车主不限年限/里程（责任免除条款以官方为准）,首任车主不限年限/里程（责任免除条款以官方为准）,首任车主不限年限/里程（责任免除条款以官方为准）,首任车主不限年限/里程（责任免除条款以官方为准）,首任车主不限年限/里程（责任免除条款以官方为准）,首任车主不限年限/里程（责任免除条款以官方为准）,首任车主不限年限/里程（责任免除条款以官方为准）,首任车主不限年限/里程（责任免除条款以官方为准）,首任车主不限年限/里程（责任免除条款以官方为准）
电池类型,三元锂电池,三元锂电池,三元锂电池,三元锂电池,三元锂电池,三元锂电池,三元锂电池,三元锂电池,三元锂电池,三元锂电池,三元锂电池,三元锂电池,三元锂电池
电机类型,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步
电机布局,前置,前置,前置,前置,前置,前置,前置,前置,前置,前置,前置,前置,前置
电动机总扭矩(N·m),105,105,105,105,105,105,105,105,105,105,105,105,105
电动机总功率(kW),35,35,35,35,35,35,35,35,35,35,35,35,35
电动机总功率(Ps),48,48,48,48,48,48,48,48,48,48,48,48,48
电动机(Ps),48,48,48,48,48,48,48,48,48,48,48,48,48
电动座椅记忆功能,-,-,-,-,-,-,-,-,-,-,-,-,-
电动后备厢,-,-,-,-,-,-,-,-,-,-,-,-,-
牵引力控制(ASR/TCS/TRC等),-,-,-,-,-,-,-,-,-,-,-,-,-
温度分区控制,-,-,-,-,-,-,-,-,-,-,-,-,-
液晶仪表尺寸,-,,,-,,,-,-,-,,,,
最高车速(km/h),100,100,100,100,100,100,100,100,100,100,100,100,100
最大满载质量(kg),1475,1475,1475,1475,1475,1475,1385,1475,1475,1475,1475,1475,1475
最大扭矩(N·m),105,105,105,105,105,105,105,105,105,105,105,105,105
最大功率(kW),35,35,35,35,35,35,35,35,35,35,35,35,35
无钥匙进入功能,-,-,-,-,-,-,-,-,-,-,-,-,-
无钥匙启动系统,●,●,●,●,●,●,●,●,●,●,●,●,●
方向盘记忆,-,-,-,-,-,-,-,-,-,-,-,-,-
方向盘材质,,,,,,,,,,,,,
方向盘换挡,-,-,-,-,-,-,-,-,-,-,-,-,-
方向盘加热,-,-,-,-,-,-,-,-,-,-,-,-,-
方向盘位置调节,,,,,,,,,,,,,
整车质保,三年或12万公里,三年或12万公里,三年或12万公里,三年或12万公里,三年或12万公里,三年或12万公里,三年或12万公里,三年或12万公里,三年或12万公里,三年或12万公里,三年或12万公里,三年或12万公里,三年或12万公里
整备质量(kg),1100,1100,1100,1100,1100,1100,1010,1100,1100,1100,1100,1100,1100
摄像头数量,,,,,,,,,,,,,
接近角(°),27,27,27,27,27,27,27,27,27,27,27,27,27
换挡形式,,,,,,,,,,,,,
挡位个数,1,1,1,1,1,1,1,1,1,1,1,1,1
扬声器数量,,,,,,,,,,,,,
扬声器品牌名称,-,-,-,-,-,-,-,-,-,-,-,-,-
手机无线充电功能,-,-,-,-,-,-,-,-,-,-,-,-,-
手机互联/映射,,,,,,,,,,,,,
手机APP远程功能,,,,,,,,,,,,,
慢充时间(小时)_y,8,8,8,8,8,8,6,8,8,8,8,8,8
慢充时间(小时)_x,8,8,8,8,8,8,6,8,8,8,8,8,8
感应雨刷功能,-,-,-,-,-,-,-,-,-,-,-,-,-
快充电量百分比,80,80,80,80,80,80,80,80,80,80,80,80,80
快充电量(%),80,80,80,80,80,80,80,80,80,80,80,80,80
快充时间(小时)_y,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
快充时间(小时)_x,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
快充功能,支持,支持,支持,支持,支持,支持,支持,支持,支持,支持,支持,支持,支持
座椅材质,,,,,,,,,,,,,
座位数(个),5,5,5,5,5,5,5,5,5,5,5,5,5
并线辅助,-,-,-,-,-,-,-,-,-,-,-,-,-
巡航系统,,,,,,,,,,,,,
导航路况信息显示,-,-,-,-,-,-,-,●,●,●,●,●,●
宽度(mm),1685,1685,1685,1685,1685,1685,1685,1685,1685,1685,1685,1685,1685
官方0-100km/h加速(s),-,-,-,-,-,-,-,-,-,-,-,-,-
安全带未系提醒,,,,,,,,,,,,,
天窗类型,-,-,-,-,-,-,-,-,-,-,-,-,-
大灯高度可调,●,●,●,●,●,●,●,●,●,●,●,●,●
大灯延时关闭,●,●,●,●,●,●,●,●,●,●,●,●,●
多媒体/充电接口,,,,,,,,,,,,,
多功能方向盘,●,●,●,●,●,●,●,●,●,●,●,●,●
外后视镜功能,,,,,,,,,,,,,
备胎规格,补胎工具,补胎工具,补胎工具,补胎工具,补胎工具,补胎工具,补胎工具,补胎工具,补胎工具,补胎工具,补胎工具,补胎工具,补胎工具
四驱形式,-,-,-,-,-,-,-,-,-,-,-,-,-
后雨刷,-,-,-,-,-,-,-,-,-,-,-,-,-
后轮距(mm),1418,1418,1418,1418,1418,1418,1418,1418,1418,1418,1418,1418,1418
后轮胎规格,175/65 R15,185/55 R16,185/55 R16,175/65 R15,185/55 R16,185/55 R16,175/65 R15,175/65 R15,175/65 R15,185/55 R16,185/55 R16,185/55 R16,185/55 R16
后排独立空调,-,-,-,-,-,-,-,-,-,-,-,-,-
后排杯架,-,-,-,-,-,-,-,-,-,-,-,-,-
后排座椅放倒形式,,,,,,,,,,,,,
后悬架类型,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架
后座出风口,-,-,-,-,-,-,-,-,-,-,-,-,-
后备厢容积(L),255,255,255,255,255,255,255,255,255,255,255,255,255
后制动器类型,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式
变速箱类型,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱
厂商指导价(元),7.58万,7.93万,8.38万,7.78万,8.13万,8.58万,5.68万,6.999万,7.199万,7.399万,7.599万,7.799万,7.999万
厂商,大运汽车,大运汽车,大运汽车,大运汽车,大运汽车,大运汽车,大运汽车,大运汽车,大运汽车,大运汽车,大运汽车,大运汽车,大运汽车
卫星导航系统,-,-,-,-,-,-,-,●,●,●,●,●,●
助力类型,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力
副驾驶位后排可调节按钮,-,-,-,-,-,-,-,-,-,-,-,-,-
副座椅调节方式,,,,,,,,,,,,,
前轮距(mm),1421,1421,1421,1421,1421,1421,1421,1421,1421,1421,1421,1421,1421
前轮胎规格,175/65 R15,185/55 R16,185/55 R16,175/65 R15,185/55 R16,185/55 R16,175/65 R15,175/65 R15,175/65 R15,185/55 R16,185/55 R16,185/55 R16,185/55 R16
前电动机最大扭矩(N·m),105,105,105,105,105,105,105,105,105,105,105,105,105
前电动机最大功率(kW),35,35,35,35,35,35,35,35,35,35,35,35,35
前排座椅功能,-,-,-,-,-,-,-,-,-,-,-,-,-
前悬架类型,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架
前制动器类型,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式
前/后驻车雷达,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),-,-,-,-,-,-,-,-,-,-,-,-,-
前/后排侧气囊,-,-,-,-,-,-,-,-,-,-,-,-,-
前/后中央扶手,-,-,前●&nbsp;/&nbsp;后-,-,-,前●&nbsp;/&nbsp;后-,-,-,-,-,-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
刹车辅助(EBA/BAS/BA等),-,-,-,-,-,-,-,-,-,-,-,-,-
制动力分配(EBD/CBC等),●,●,●,●,●,●,●,●,●,●,●,●,●
内后视镜功能,,,,,,,,,,,,,
全液晶仪表盘,-,●,●,-,●,●,-,-,-,●,●,●,●
低速行车警告,●,●,●,●,●,●,●,●,●,●,●,●,●
主座椅调节方式,,,,,,,,,,,,,
主动刹车/主动安全系统,-,-,-,-,-,-,-,-,-,-,-,-,-
主/副驾驶座电动调节,-,-,-,-,-,-,-,-,-,-,-,-,-
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,,,,,,,,,,
中控屏幕尺寸,,,,,,,,,,,,,
中央差速器结构,-,-,-,-,-,-,-,-,-,-,-,-,-
上市时间,2022.09,2022.09,2022.09,2022.09,2022.09,2022.09,2023.06,2023.06,2023.06,2023.06,2023.06,2023.06,2023.06
上坡辅助,●,●,●,●,●,●,●,●,●,●,●,●,●
Wi-Fi热点,●,●,●,●,●,●,●,●,●,●,●,●,●
USB/Type-C接口数量,,,,,,,,,,,,,
OTA升级,-,-,-,-,-,-,-,-,-,-,-,-,-
LED日间行车灯,-,●,●,-,●,●,-,-,-,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●,●,●,●,●,●,●,●,●,●
ETC装置,○,○,○,○,○,○,○,○,○,○,○,○,○
CLTC纯电续航里程(km)_y,300,300,300,330,330,330,230,300,330,300,330,300,330
CLTC纯电续航里程(km)_x,300,300,300,330,330,330,230,300,330,300,330,300,330
ABS防抱死,●,●,●,●,●,●,●,●,●,●,●,●,●
4G/5G网络,,,,,,,,,,,,,
