Feature,59860,60219,60220,63121,63122,63123,63124,63125,67886,68038,68039
超声波雷达数量,-,-,-,-,-,-,-,-,,,
负离子发生器,○,○,○,○,○,○,-,-,-,-,-
语音连续识别,-,-,-,-,-,-,-,-,●,●,●
语音识别控制系统,,,,,,,,,,,
语音助手唤醒词,-,-,-,-,-,-,-,-,,,
语音分区域唤醒识别,-,-,-,-,-,-,-,-,,,
语音免唤醒词,-,-,-,-,-,-,-,-,●,●,●
被动行人保护,●,●,●,●,●,●,●,●,●,●,●
行车电脑显示屏幕,,,,,,,,,,,
蓝牙/车载电话,●,●,●,●,●,●,●,●,●,●,●
自适应远近光,○,○,●,○,○,●,○,○,●,●,●
自动驾驶辅助路段,-,-,-,-,-,-,-,-,,,
自动驻车,●,●,●,●,●,●,●,●,●,●,●
自动泊车入位,●,●,●,●,●,●,●,●,●,●,●
自动头灯,●,●,●,●,●,●,●,●,●,●,●
自动变道辅助,-,-,-,-,-,-,-,-,●,○,●
膝部气囊,,,,,,,,,,,
能源类型_y,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油+48V轻混系统,汽油+48V轻混系统,汽油+48V轻混系统
能源类型_x,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油+48V轻混系统,汽油+48V轻混系统,汽油+48V轻混系统
胎压监测功能,,,,,,,,,,,
缺气保用轮胎,●,○,●,○,●,●,●,●,-,-,-
缸盖材料,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金
缸体材料,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金
级别,中大型车,中大型车,中大型车,中大型车,中大型车,中大型车,中大型车,中大型车,中大型车,中大型车,中大型车
简称,9挡手自一体,9挡手自一体,9挡手自一体,9挡手自一体,9挡手自一体,9挡手自一体,9挡手自一体,9挡手自一体,9挡手自一体,9挡手自一体,9挡手自一体
第二排座椅调节,-,-,-,-,-,-,-,-,-,-,-
空调温度控制方式,,,,,,,,,,,
空气质量监测,-,-,-,-,-,-,-,-,●,●,●
离去角(°),16.9,16.5,16.8,16.5,16,16,16,16.9,16.6,16.6,16.6
疲劳驾驶提示,●,●,●,●,●,●,●,●,●,●,●
电动座椅记忆功能,,,,,,,,,,,
电动后备厢,○,○,●,○,○,●,-,-,●,○,○
环保标准_y,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI
环保标准_x,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI
牵引力控制(ASR/TCS/TRC等),●,●,●,●,●,●,●,●,●,●,●
灯光特色功能,,,,,,,,,,-,-
温度分区控制,●,●,●,●,●,●,●,●,●,●,●
液晶仪表尺寸,,,,,,,,,,,
油箱容积(L),66,66,66,66,66,66,66,66,66,66,66
气缸数(个),4,4,4,4,4,4,4,4,4,4,4
气缸排列形式,L,L,L,L,L,L,L,L,L,L,L
每缸气门数(个),4,4,4,4,4,4,4,4,4,4,4
杜比全景声(Dolby Atmos),-,-,-,-,-,-,-,-,●,○,●
最高车速(km/h),231,240,240,227,237,250,234,230,245,234,245
最大马力(Ps),197,258,258,197,197,258,197,197,258,204,258
最大满载质量(kg),2310,2360,2360,2300,2310,2240,2265,2345,-,-,-
最大扭矩转速(rpm),1650-4000,1800-4000,1800-4000,1650-4000,1650-4000,1800-4000,1650-4000,1650-4000,2000-3200,1600-4000,2000-3200
最大扭矩(N·m)_y,320,370,370,320,320,370,320,320,400,320,400
最大扭矩(N·m)_x,320,370,370,320,320,370,320,320,400,320,400
最大功率转速(rpm),6100,6100,6100,6100,6100,6100,6100,6100,5800,5800,5800
最大功率(kW)_y,145,190,190,145,145,190,145,145,190,150,190
最大功率(kW)_x,145,190,190,145,145,190,145,145,190,150,190
最大净功率(kW),145,190,190,145,145,190,145,145,190,150,190
无钥匙进入功能,,,,,,,,,,,
无钥匙启动系统,●,●,●,●,●,●,●,●,●,●,●
无框设计车门,●,-,-,-,●,●,●,●,-,-,-
方向盘记忆,●,●,●,●,●,●,●,●,●,●,●
方向盘材质,,,,,,,,,,,
方向盘换挡,●,●,●,●,●,●,●,●,●,●,●
方向盘加热,-,-,-,-,-,-,-,-,-,-,-
方向盘位置调节,,,,,,,,,,,
整车质保,,,,,,,,,,,
整备质量(kg),1815,1750,1750,1725,1770,1770,1830,1875,-,-,-
摄像头数量,-,-,-,-,-,-,-,-,,,
推荐燃油标号,95号,95号,95号,95号,95号,95号,95号,95号,95号,95号,95号
接近角(°),14.6,14.2,14.5,14.2,13.6,13.6,13.6,14.6,15,15,15
排量(mL),1991,1991,1991,1991,1991,1991,1991,1991,1999,1999,1999
换挡形式,,,,,,,,,,,
挡位个数,9,9,9,9,9,9,9,9,9,9,9
扬声器数量,,,,,,,,,,,
扬声器品牌名称,,,,,,,,,,,
手机无线充电功能,,-,,-,,,,,,,
手机互联/映射,,,,,,,,,,,
手机APP远程功能,,,,,,,,,,,
手势控制,-,-,○,-,-,-,-,-,-,-,-
感应雨刷功能,,,,,,,,,,,
感应后备厢,○,○,●,○,○,●,○,○,●,○,○
座椅材质,,,,,,,,,,,
座位数(个),,,,,,,,,,,
应用商店,-,-,-,-,-,-,-,-,●,●,●
并线辅助,○,-,●,-,○,●,○,○,●,●,●
巡航系统,,,,,,,,,,,
导航路况信息显示,●,●,●,●,●,●,●,●,●,●,●
宽度(mm),1860,1860,1860,1860,1860,1860,1860,1860,1880,1880,1880
官方0-50km/h加速(s),6.6,-,-,-,-,-,-,-,-,-,-
官方0-100km/h加速(s),8,6.5,6.5,7.5,7.9,6.6,7.9,8.2,6.5,7.6,6.5
安全带未系提醒,,,,,,,,,,,
头颈暖风系统,-,-,-,-,-,-,●,●,-,-,-
天窗类型,,,,,,,-,-,,,
大灯高度可调,●,●,●,●,●,●,●,●,●,●,●
大灯延时关闭,●,●,●,●,●,●,●,●,●,●,●
多媒体/充电接口,,,,,,,,,,,
多功能方向盘,●,●,●,●,●,●,●,●,●,●,●
外观套件,,,,,,,,,,,
外后视镜功能,,,,,,,,,,,
备胎规格,,,,,,,,,-,-,-
地图品牌,,,,,,,,,,,
四驱形式,,-,-,-,-,-,-,,-,-,-
后雨刷,-,-,-,-,-,-,-,-,-,-,-
后轮距(mm),-,-,-,-,-,-,-,-,-,-,-
后轮胎规格,,-,,,,,,,,,
后排独立空调,-,-,-,-,-,-,-,-,-,-,-
后排杯架,●,●,●,●,●,●,●,●,●,●,●
后排座椅放倒形式,,-,-,-,,,,,,,
后排侧隐私玻璃,-,●,●,●,-,-,-,-,○,○,○
后悬架类型,,,,,,,,,,,
后座出风口,●,●,●,●,●,●,●,●,●,●,●
后备厢容积(L),-,-,-,-,-,-,-,-,-,-,-
后制动器类型,,,,,,,,,,,
可见即可说,-,-,-,-,-,-,-,-,●,●,●
可变转向比,●,●,●,●,●,●,●,●,●,●,●
可变悬架功能,,,,,,,,,,,
变速箱类型,手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT)
变速箱,9挡手自一体,9挡手自一体,9挡手自一体,9挡手自一体,9挡手自一体,9挡手自一体,9挡手自一体,9挡手自一体,9挡手自一体,9挡手自一体,9挡手自一体
发动机电子防盗,●,●,●,●,●,●,●,●,●,●,●
发动机布局,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置
发动机型号,264 920,264 920,264 920,264 920,264 920,264 920,264 920,264 920,254 920,254 920,254 920
发动机启停技术,●,●,●,●,●,●,●,●,●,●,●
发动机,2.0T 197马力 L4,2.0T 258马力 L4,2.0T 258马力 L4,2.0T 197马力 L4,2.0T 197马力 L4,2.0T 258马力 L4,2.0T 197马力 L4,2.0T 197马力 L4,2.0T 258马力 L4,2.0T 204马力 L4,2.0T 258马力 L4
厂商指导价(元),55.70万,49.22万,53.54万,44.82万,53.10万,60.56万,64.40万,66.40万,56.42万,45.92万,51.32万
厂商,奔驰(进口),奔驰(进口),奔驰(进口),奔驰(进口),奔驰(进口),奔驰(进口),奔驰(进口),奔驰(进口),奔驰(进口),奔驰(进口),奔驰(进口)
卫星导航系统,●,●,●,●,●,●,●,●,●,●,●
匝道自动驶出(入),-,-,-,-,-,-,-,-,●,○,●
助力类型,,,,,,,,,,,
副驾驶位后排可调节按钮,-,-,-,-,-,-,-,-,-,-,-
副驾娱乐屏尺寸,-,-,-,-,-,-,-,-,,,
副座椅调节方式,,,,,,,,,,,
前轮距(mm),-,-,-,-,-,-,-,-,-,-,-
前轮胎规格,,-,,,,,,,,,
前方碰撞预警,●,●,●,●,●,●,●,●,●,●,●
前方感知摄像头,-,-,-,-,-,-,-,-,,,
前排座椅功能,,,,,,,,,,,
前排中间气囊,-,-,-,-,-,-,-,-,●,●,●
前悬架类型,,,,,,,,,,,
前制动器类型,,,,,,,,,,,
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后○,前●&nbsp;/&nbsp;后○,前●&nbsp;/&nbsp;后○,前●&nbsp;/&nbsp;后○,前●&nbsp;/&nbsp;后○,前●&nbsp;/&nbsp;后○,前●&nbsp;/&nbsp;后○,前●&nbsp;/&nbsp;后○,前●&nbsp;/&nbsp;后○,前●&nbsp;/&nbsp;后○,前●&nbsp;/&nbsp;后○
前/后中央扶手,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●,●,●,●,●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●,●,●,●,●,●,●
内置行车记录仪,○,○,●,○,○,○,○,○,○,○,○
内后视镜功能,,,,,,,,,,,
全液晶仪表盘,●,●,●,●,●,●,●,●,●,●,●
侧窗多层隔音玻璃,-,-,-,-,-,-,-,-,,,
供油方式,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷
主座椅调节方式,,,,,,,,,,,
主动刹车/主动安全系统,●,●,●,●,●,●,●,●,●,●,●
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,,,,,,,,
中控屏幕尺寸,,,,,,,,,,,
中央差速器结构,,-,-,-,-,-,-,,-,-,-
上市时间,2022.09,2022.10,2022.10,2023.05,2023.05,2023.05,2023.05,2023.05,2024.04,2024.04,2024.04
上坡辅助,●,●,●,●,●,●,●,●,●,●,●
WLTC综合油耗(L/100km),8.25,7.99,7.99,7.6,7.9,7.9,8.15,8.6,6.4,6.1,6.4
USB/Type-C接口数量,,,,,,,,,,,
OTA升级,●,●,●,●,●,●,●,●,●,●,●
LED日间行车灯,●,●,●,●,●,●,●,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●,●,●,●,●,●,●,●
HUD抬头数字显示,○,-,○,-,○,○,○,○,○,○,○
ETC装置,○,○,○,○,○,○,○,○,○,○,○
AR实景导航,○,○,●,○,○,○,○,○,○,-,-
ABS防抱死,●,●,●,●,●,●,●,●,●,●,●
4G/5G网络,,,,,,,,,,,
