Feature,61003,64087,64088,64738,64739,64740
离去角(°),26,26,26,26,26,26
百公里耗电量(kWh/100km),14.8,14.8,14.8,14.8,14.8,14.8
疲劳驾驶提示,●,●,●,●,●,●
电芯品牌,广西宁福,广西宁福,广西宁福,广西宁福,广西宁福,广西宁福
电能当量燃料消耗量(L/100km),1.67,1.67,1.67,1.67,1.67,1.67
电池预加热,●,●,●,●,●,●
电池能量(kWh),67.12,67.12,67.12,53.87,53.87,67.12
电池组质保,八年或15万公里,八年或15万公里,八年或15万公里,八年或15万公里,八年或15万公里,八年或15万公里
电池类型,磷酸铁锂电池,磷酸铁锂电池,磷酸铁锂电池,磷酸铁锂电池,磷酸铁锂电池,磷酸铁锂电池
电池冷却方式,液冷,液冷,液冷,液冷,液冷,液冷
电机类型,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步
电机布局,后置,后置,后置,后置,后置,后置
电动机总扭矩(N·m),285,285,285,225,225,285
电动机总功率(kW),155,155,155,135,135,155
电动机总功率(Ps),211,211,211,184,184,211
电动机(Ps),211,211,211,184,184,211
电动座椅记忆功能,,-,,,-,
电动后备厢位置记忆,●,-,●,●,-,●
电动后备厢,●,-,●,●,-,●
牵引力控制(ASR/TCS/TRC等),●,●,●,●,●,●
温度分区控制,●,-,●,●,-,●
液晶仪表尺寸,,,,,,
最高车速(km/h),180,180,180,180,180,180
最小转弯半径(m),6,6,6,6,6,6
最大满载质量(kg),2225,2165,2225,2165,2165,2225
最大扭矩(N·m),285,285,285,225,225,285
最大功率(kW),155,155,155,135,135,155
无钥匙进入功能,,,,,,
无钥匙启动系统,●,●,●,●,●,●
方向盘记忆,-,-,-,-,-,-
方向盘材质,,,,,,
方向盘换挡,-,-,-,-,-,-
方向盘加热,●,-,●,●,-,●
方向盘位置调节,,,,,,
整车质保,四年或15万公里,四年或15万公里,四年或15万公里,四年或15万公里,四年或15万公里,四年或15万公里
整备质量(kg),1850,1787,1850,1771,1718,1850
接近角(°),21,21,21,21,21,21
换挡形式,,,,,,
挡位个数,1,1,1,1,1,1
扬声器数量,,,,,,
扬声器品牌名称,-,-,-,-,-,
手机无线充电功能,,-,,,-,
手机互联/映射,-,-,-,-,-,-
手机APP远程功能,,,,,,
慢充时间(小时)_y,8,8,8,8,8,8
慢充时间(小时)_x,8,8,8,8,8,8
感应雨刷功能,,,,,,
快充电量百分比,30-80,30-80,30-80,30-80,30-80,30-80
快充电量(%),30-80,30-80,30-80,30-80,30-80,30-80
快充时间(小时)_y,0.5,0.5,0.5,0.5,0.5,0.5
快充时间(小时)_x,0.5,0.5,0.5,0.5,0.5,0.5
快充功能,支持,支持,支持,支持,支持,支持
座椅材质,,,,,,
座位数(个),5,5,5,5,5,5
并线辅助,●,-,-,-,-,●
巡航系统,,,,,,
导航路况信息显示,●,●,●,●,●,●
对外放电,●,●,●,●,●,●
宽度(mm),1910,1910,1910,1910,1910,1910
官方0-50km/h加速(s),4,4,4,4.2,4.2,4
官方0-100km/h加速(s),8,8,8,8,8,8
安全带未系提醒,,,,,,
天窗类型,,,,,-,
大灯高度可调,●,●,●,●,●,●
大灯延时关闭,●,●,●,●,●,●
多层隔音玻璃,,,,,,
多媒体/充电接口,,,,,,
多功能方向盘,●,●,●,●,●,●
外后视镜功能,,,,,,
备胎规格,无,无,无,无,无,无
地图品牌,,,,,,
四驱形式,-,-,-,-,-,-
后雨刷,●,●,●,●,●,●
后轮距(mm),1629,1629,1629,1629,1629,1629
后轮胎规格,235/55 R19,225/60 R18,235/55 R19,235/55 R19,225/60 R18,235/55 R19
后电动机最大扭矩(N·m),285,285,285,225,225,285
后电动机最大功率(kW),155,155,155,135,135,155
后方碰撞预警,●,-,-,-,-,●
后排独立空调,-,-,-,-,-,-
后排杯架,●,●,●,●,●,●
后排座椅放倒形式,,,,,,
后悬架类型,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架
后座出风口,●,●,●,●,●,●
后备厢容积(L),368-1250,368-1250,368-1250,368-1250,368-1250,368-1250
后制动器类型,盘式,盘式,盘式,盘式,盘式,盘式
变速箱类型,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱
厂商指导价(元),15.99万,13.99万,14.99万,14.29万,12.99万,16.99万
厂商,奇瑞新能源,奇瑞新能源,奇瑞新能源,奇瑞新能源,奇瑞新能源,奇瑞新能源
卫星导航系统,●,●,●,●,●,●
单踏板模式,●,●,●,●,●,●
助力类型,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力
副驾驶位后排可调节按钮,●,-,-,-,-,●
副座椅调节方式,,,,,,
前轮距(mm),1620,1620,1620,1620,1620,1620
前轮胎规格,235/55 R19,225/60 R18,235/55 R19,235/55 R19,225/60 R18,235/55 R19
前方碰撞预警,●,-,●,●,-,●
前排座椅功能,,-,,,-,
前悬架类型,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架
前备厢容积(L),40,-,40,40,-,40
前制动器类型,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,-,前○&nbsp;/&nbsp;后○,前○&nbsp;/&nbsp;后○,-,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前○&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前○&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●,●
内置行车记录仪,●,●,●,●,●,●
内后视镜功能,,,,,,
全液晶仪表盘,●,●,●,●,●,●
倒车车侧预警系统,●,-,-,-,-,●
低速行车警告,●,●,●,●,●,●
主座椅调节方式,,,,,,
主动闭合式进气格栅,●,-,●,●,-,●
主动刹车/主动安全系统,●,-,-,-,-,●
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主○&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主○&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,,,
中控屏幕尺寸,,,,,,
中央差速器结构,-,-,-,-,-,-
上市时间,2023.09,2023.09,2023.09,2023.09,2023.09,2023.09
上坡辅助,●,●,●,●,●,●
Wi-Fi热点,●,●,●,●,●,●
USB/Type-C接口数量,,,,,,
OTA升级,●,●,●,●,●,●
LED日间行车灯,●,●,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●,●,●
DOW开门预警,●,-,-,-,-,●
CLTC纯电续航里程(km)_y,512,512,512,412,412,512
CLTC纯电续航里程(km)_x,512,512,512,412,412,512
ABS防抱死,●,●,●,●,●,●
4G/5G网络,,,,,,
