Feature,67014,68981,68982,68983,68984,69299,69300,70493,70494,70510,70511,70512,70513,70514
能源类型_y,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油
能源类型_x,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油
胎压监测功能,,,,,,,,,,,,,,
缸盖材料,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金
缸体材料,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金
级别,紧凑型MPV,紧凑型MPV,紧凑型MPV,紧凑型MPV,紧凑型MPV,紧凑型MPV,紧凑型MPV,紧凑型MPV,紧凑型MPV,紧凑型MPV,紧凑型MPV,紧凑型MPV,紧凑型MPV,紧凑型MPV
简称,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合,6挡手动,6挡手动,6挡手动,6挡手动,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合
第二排独立座椅,●,●,●,●,●,●,●,●,●,●,●,●,●,●
第二排座椅调节,,,,,,,,,,,,,,
空调温度控制方式,,,,,,,,,,,,,,
离去角(°),20,20,20,20,20,20,20,20,20,20,20,20,20,20
疲劳驾驶提示,-,-,-,-,-,-,-,-,-,-,-,-,-,-
电动座椅记忆功能,-,-,-,-,-,-,-,-,-,-,-,-,-,-
电动后备厢,-,-,-,●,●,-,-,-,-,-,-,-,●,●
环保标准_y,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI
环保标准_x,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI
牵引力控制(ASR/TCS/TRC等),●,●,●,●,●,●,●,●,●,●,●,●,●,●
燃油标号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号
温度分区控制,-,-,-,-,-,-,-,-,-,-,-,-,-,-
液晶仪表尺寸,,,,,,,,,,,,,,
油箱容积(L),58,58,58,58,58,58,58,58,58,58,58,58,58,58
气缸数(个),4,4,4,4,4,4,4,4,4,4,4,4,4,4
气缸排列形式,L,L,L,L,L,L,L,L,L,L,L,L,L,L
每缸气门数(个),4,4,4,4,4,4,4,4,4,4,4,4,4,4
最高车速(km/h),185,185,185,185,185,185,185,185,185,185,185,185,185,185
最大马力(Ps),181,181,181,181,181,181,181,181,181,181,181,181,181,181
最大满载质量(kg),2105,2105,2105,2105,2280,2160,2160,2160,2160,2105,2105,2105,2105,2280
最大扭矩转速(rpm),1500-4000,1500-4000,1500-4000,1500-4000,1500-4000,-,-,-,-,1500-4000,1500-4000,1500-4000,1500-4000,1500-4000
最大扭矩(N·m)_y,285,285,285,285,285,285,285,285,285,285,285,285,285,285
最大扭矩(N·m)_x,285,285,285,285,285,285,285,285,285,285,285,285,285,285
最大功率转速(rpm),5600,5600,5600,5600,5600,-,-,-,-,5600,5600,5600,5600,5600
最大功率(kW)_y,133,133,133,133,133,133,133,133,133,133,133,133,133,133
最大功率(kW)_x,133,133,133,133,133,133,133,133,133,133,133,133,133,133
最大净功率(kW),126,126,126,126,126,126,126,126,126,126,126,126,126,126
无钥匙进入功能,-,,,,,-,,-,,-,,,,
无钥匙启动系统,-,●,●,●,●,-,●,-,●,-,●,●,●,●
方向盘记忆,-,-,-,-,-,-,-,-,-,-,-,-,-,-
方向盘材质,,,,,,,,,,,,,,
方向盘换挡,●,●,●,●,●,-,-,-,-,●,●,●,●,●
方向盘加热,-,-,-,-,-,-,-,-,-,-,-,-,-,-
方向盘位置调节,,,,,,,,,,,,,,
整车质保,-,-,-,-,-,,,,,-,-,-,-,-
整备质量(kg),1570,1570,1570,1570,1670,1550,1550,1550,1550,1570,1570,1570,1570,1670
摄像头数量,-,-,,,,-,-,-,-,-,-,,,
接近角(°),16,16,16,16,16,16,16,16,16,16,16,16,16,16
排量(mL),1490,1490,1490,1490,1490,1490,1490,1490,1490,1490,1490,1490,1490,1490
换挡形式,,,,,,,,,,,,,,
挡位个数,7,7,7,7,7,6,6,6,6,7,7,7,7,7
扬声器数量,,,,,,,,,,,,,,
扬声器品牌名称,-,-,-,-,-,-,-,-,-,-,-,-,-,-
手机无线充电功能,-,-,-,,,-,-,-,-,-,-,-,,
手机互联/映射,,,,,,-,,-,,,,,,
手机APP远程功能,-,-,-,,,-,-,-,-,-,-,-,,
感应雨刷功能,-,-,,,,-,-,-,-,-,-,,,
感应后备厢,-,-,-,●,●,-,-,-,-,-,-,-,●,●
座椅材质,,,,,,,,,,,,,,
座椅布局,,,,,,,,,,,,,,
座位数(个),,,,,,,,,,,,,,
并线辅助,-,-,-,-,●,-,-,-,-,-,-,-,-,●
巡航系统,,,,,,-,,-,,,,,,
导航路况信息显示,-,-,-,●,●,-,-,-,-,-,-,-,●,●
宽度(mm),1825,1825,1825,1825,1825,1825,1825,1825,1825,1825,1825,1825,1825,1825
官方0-100km/h加速(s),-,-,-,-,-,-,-,-,-,-,-,-,-,-
安全带未系提醒,,,,,,,,,,,,,,
天窗类型,-,,,,,-,-,-,-,-,,,,
大灯高度可调,●,●,●,●,●,●,●,●,●,●,●,●,●,●
大灯延时关闭,-,-,-,-,-,-,-,-,-,-,-,-,-,-
多媒体/充电接口,,,,,,,,,,,,,,
多功能方向盘,●,●,●,●,●,-,●,-,●,●,●,●,●,●
外后视镜功能,,,,,,,,,,,,,,
备胎规格,,,,,,,,,,,,,,
地图品牌,-,-,-,,,-,-,-,-,-,-,-,,
后雨刷,●,●,●,●,●,-,●,-,●,●,●,●,●,●
后轮距(mm),1570,1570,1570,1570,1570,1570,1570,1570,1570,1570,1570,1570,1570,1570
后轮胎规格,,,,,,,,,,,,,,
后排独立空调,●,●,●,●,●,●,●,●,●,●,●,●,●,●
后排杯架,●,●,●,●,●,●,●,●,●,●,●,●,●,●
后排座椅放倒形式,,,,,,,,,,,,,,
后排小桌板,-,-,-,●,●,-,-,-,-,-,-,-,●,●
后排侧隐私玻璃,-,-,-,●,●,-,-,-,-,-,-,-,●,●
后悬架类型,,,,,,,,,,,,,,
后座出风口,●,●,●,●,●,●,●,●,●,●,●,●,●,●
后备厢容积(L),-,-,-,-,-,-,-,-,-,-,-,-,-,-
后制动器类型,,,,,,,,,,,,,,
变速箱类型,湿式双离合变速箱(DCT),湿式双离合变速箱(DCT),湿式双离合变速箱(DCT),湿式双离合变速箱(DCT),湿式双离合变速箱(DCT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),湿式双离合变速箱(DCT),湿式双离合变速箱(DCT),湿式双离合变速箱(DCT),湿式双离合变速箱(DCT),湿式双离合变速箱(DCT)
变速箱,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合,6挡手动,6挡手动,6挡手动,6挡手动,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合
发动机电子防盗,●,●,●,●,●,●,●,●,●,●,●,●,●,●
发动机布局,横置,横置,横置,横置,横置,横置,横置,横置,横置,横置,横置,横置,横置,横置
发动机型号,15C4E,15C4E,15C4E,15C4E,15C4E,15C4E,15C4E,15C4E,15C4E,15C4E,15C4E,15C4E,15C4E,15C4E
发动机,1.5T 181马力 L4,1.5T 181马力 L4,1.5T 181马力 L4,1.5T 181马力 L4,1.5T 181马力 L4,1.5T 181马力 L4,1.5T 181马力 L4,1.5T 181马力 L4,1.5T 181马力 L4,1.5T 181马力 L4,1.5T 181马力 L4,1.5T 181马力 L4,1.5T 181马力 L4,1.5T 181马力 L4
厂商指导价(元),10.98万,11.88万,12.68万,13.68万,14.98万,8.68万,9.68万,8.68万,9.68万,10.98万,11.88万,12.68万,13.68万,14.98万
厂商,上汽大通,上汽大通,上汽大通,上汽大通,上汽大通,上汽大通,上汽大通,上汽大通,上汽大通,上汽大通,上汽大通,上汽大通,上汽大通,上汽大通
卫星导航系统,-,-,-,●,●,-,-,-,-,-,-,-,●,●
助力类型,,,,,,,,,,,,,,
副驾驶位后排可调节按钮,-,-,-,-,-,-,-,-,-,-,-,-,-,-
副座椅调节方式,,,,,,,,,,,,,,
前轮距(mm),1560,1560,1560,1560,1560,1560,1560,1560,1560,1560,1560,1560,1560,1560
前轮胎规格,,,,,,,,,,,,,,
前方碰撞预警,-,-,○,○,●,-,-,-,-,-,-,○,○,●
前方感知摄像头,-,-,,,,-,-,-,-,-,-,,,
前排座椅功能,-,-,-,,,-,-,-,-,-,-,-,,
前悬架类型,,,,,,,,,,,,,,
前制动器类型,,,,,,,,,,,,,,
前/后驻车雷达,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),-,-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,-,前●&nbsp;/&nbsp;后●,-,前●&nbsp;/&nbsp;后●,-,-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,-,前●&nbsp;/&nbsp;后-,-,前●&nbsp;/&nbsp;后-,-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●,●,●,●,●,●,●,●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●,●,●,●,●,●,●,●,●,●
内置行车记录仪,-,-,-,-,-,○,○,○,○,-,-,-,-,-
内后视镜功能,,,,,,,,,,,,,,
全液晶仪表盘,-,-,●,●,●,-,-,-,-,-,-,●,●,●
倒车车侧预警系统,-,-,-,-,●,-,-,-,-,-,-,-,-,●
供油方式,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷
主座椅调节方式,,,,,,,,,,,,,,
主动刹车/主动安全系统,-,-,○,○,●,-,-,-,-,-,-,○,○,●
主/副驾驶座电动调节,-,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,-,-,-,-,-,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,,,-,,-,,,,,,
中控屏幕尺寸,,,,,,-,,-,,,,,,
上市时间,2024.03,2024.07,2024.07,2024.07,2024.07,2024.07,2024.08,2024.10,2024.10,2024.10,2024.10,2024.10,2024.10,2024.10
WLTC综合油耗(L/100km),8.1,8.1,8.1,8.1,8.1,7.9,7.9,7.9,7.9,8.1,8.1,8.1,8.1,8.1
USB/Type-C接口数量,,,,,,,,,,,,,,
OTA升级,-,-,-,●,●,-,-,-,-,-,-,-,●,●
LED日间行车灯,●,●,●,●,●,●,●,●,●,●,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●,●,●,●,●,●,●,●,●,●,●
ETC装置,○,○,○,○,○,○,○,○,○,○,○,○,○,○
DOW开门预警,-,-,-,-,●,-,-,-,-,-,-,-,-,●
ABS防抱死,●,●,●,●,●,●,●,●,●,●,●,●,●,●
4G/5G网络,-,-,-,,,-,-,-,-,-,-,-,,
