Feature,63769,63770,63771,63776,63777,63778,64226,64297,64298,64299,64300,64303,64304,64305,64306,64307,64308,64309,67016,67017,67018,67019,67020,67021
电池快充时间(小时)_y,-,-,-,-,-,-,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,-,-,-,-,-,-
电池快充时间(小时)_x,-,-,-,-,-,-,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,-,-,-,-,-,-
电池冷却方式,液冷,液冷,液冷,液冷,液冷,液冷,液冷,液冷,液冷,液冷,液冷,液冷,液冷,液冷,液冷,液冷,液冷,液冷,液冷,液冷,液冷,液冷,液冷,液冷
电机类型,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步
电机布局,前置,前置,前置,前置,前置,前置,前置,前置,前置,前置,前置,前置,前置,前置,前置,前置,前置,前置,前置,前置,前置,前置,前置,前置
电动机总马力(Ps),82,82,82,82,82,82,160,160,160,160,160,160,160,160,160,160,160,160,82,82,82,82,82,82
电动机总扭矩(N·m),160,160,160,160,160,160,225,225,225,225,225,225,225,225,225,225,225,225,160,160,160,160,160,160
电动机总功率(kW),60,60,60,60,60,60,118,118,118,118,118,118,118,118,118,118,118,118,60,60,60,60,60,60
电动机(Ps),82,82,82,82,82,82,160,160,160,160,160,160,160,160,160,160,160,160,82,82,82,82,82,82
电动座椅记忆功能,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
电动后备厢位置记忆,-,○,●,-,○,●,●,-,-,-,●,-,-,-,-,●,●,-,-,○,●,-,○,●
电动后备厢,-,○,●,-,○,●,●,-,-,-,●,-,-,-,-,●,●,-,-,○,●,-,○,●
环保标准_y,国VI,国VI,国VI,国VI,国VI,国VI,-,-,-,-,-,-,-,-,-,-,-,-,国VI,国VI,国VI,国VI,国VI,国VI
环保标准_x,国VI,国VI,国VI,国VI,国VI,国VI,-,-,-,-,-,-,-,-,-,-,-,-,国VI,国VI,国VI,国VI,国VI,国VI
牵引力控制(ASR/TCS/TRC等),●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
燃油标号,92号,92号,92号,92号,92号,92号,-,-,-,-,-,-,-,-,-,-,-,-,92号,92号,92号,92号,92号,92号
满载最小离地间隙(mm),-,-,-,-,-,-,130,130,130,130,130,130,130,130,130,130,130,130,-,-,-,-,-,-
温度分区控制,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
液晶仪表尺寸,,,,,,,,,,,,,,,,,,,,,,,,
气缸数(个),3,3,3,3,3,3,-,-,-,-,-,-,-,-,-,-,-,-,3,3,3,3,3,3
气缸排列形式,L,L,L,L,L,L,-,-,-,-,-,-,-,-,-,-,-,-,L,L,L,L,L,L
每缸气门数(个),4,4,4,4,4,4,-,-,-,-,-,-,-,-,-,-,-,-,4,4,4,4,4,4
最高车速(km/h),180,180,180,180,180,180,150,150,150,150,150,150,150,150,150,150,150,150,180,180,180,180,180,180
最大马力(Ps),163,163,163,163,163,163,160,160,160,160,160,160,160,160,160,160,160,160,163,163,163,163,163,163
最大满载质量(kg),2240,2240,2240,2240,2240,2240,2300,2300,2300,2230,2230,2230,2130,2230,2130,2230,2130,2130,2240,2240,2240,2240,2240,2240
最大扭矩转速(rpm),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1800-4400,1800-4400,1800-4400,1800-4400,1800-4400,1800-4400
最大扭矩(N·m)_y,230,230,230,230,230,230,225,225,225,225,225,225,225,225,225,225,225,225,230,230,230,230,230,230
最大扭矩(N·m)_x,-,-,-,-,-,-,225,225,225,225,225,225,225,225,225,225,225,225,-,-,-,-,-,-
最大功率转速(rpm),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5500,5500,5500,5500,5500,5500
最大功率(kW)_y,120,120,120,120,120,120,118,118,118,118,118,118,118,118,118,118,118,118,120,120,120,120,120,120
最大功率(kW)_x,-,-,-,-,-,-,118,118,118,118,118,118,118,118,118,118,118,118,-,-,-,-,-,-
最大净功率(kW),115,115,115,115,115,115,-,-,-,-,-,-,-,-,-,-,-,-,115,115,115,115,115,115
最低荷电状态油耗(L/100km),6.79,6.79,6.79,6.79,6.79,6.79,-,-,-,-,-,-,-,-,-,-,-,-,6.2,6.2,6.2,6.2,6.2,6.2
无钥匙进入功能,,,,,,,,,,,,,,,,,,,,,,,,
无钥匙启动系统,●,●,●,●,●,●,●,○,○,○,●,○,○,○,○,●,●,○,●,●,●,●,●,●
方向盘记忆,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
方向盘材质,,,,,,,,,,,,,,,,,,,,,,,,
方向盘换挡,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
方向盘加热,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
方向盘位置调节,,,,,,,,,,,,,,,,,,,,,,,,
整车质保,,,,,,,,,,,,,,,,,,,,,,,,
整备质量(kg),1772,1772,1772,1772,1772,1772,1810,1810,1810,1810,1810,1810,1780,1810,1780,1810,1780,1780,1772,1772,1772,1772,1772,1772
接近角(°),14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
排量(mL),1349,1349,1349,1349,1349,1349,-,-,-,-,-,-,-,-,-,-,-,-,1349,1349,1349,1349,1349,1349
换挡形式,,,,,,,,,,,,,,,,,,,,,,,,
挡位个数,10,10,10,10,10,10,1,1,1,1,1,1,1,1,1,1,1,1,10,10,10,10,10,10
扬声器数量,,,,,,,,,,,,,,,,,,,,,,,,
扬声器品牌名称,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
手机无线充电功能,-,-,,-,-,,-,-,-,-,,-,-,-,-,-,-,-,-,-,,-,-,
手机互联/映射,,-,-,,-,-,-,,,-,-,,,,,-,-,-,,-,-,,-,-
慢充接口位置,-,-,-,-,-,-,车正前,车正前,车正前,车正前,车正前,车正前,车正前,车正前,车正前,车正前,车正前,车正前,-,-,-,-,-,-
感应雨刷功能,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
快充接口位置,-,-,-,-,-,-,车正前,车正前,车正前,车正前,车正前,车正前,车正前,车正前,车正前,车正前,车正前,车正前,-,-,-,-,-,-
快充功能,-,-,-,-,-,-,支持,支持,支持,支持,支持,支持,支持,支持,支持,支持,支持,支持,-,-,-,-,-,-
座椅材质,,,,,,,,,,,,,,,,,,,,,,,,
座椅布局,,,,,,,,,,,,,-,,-,,-,-,,,,,,
座位数(个),,,,,,,,,,,,,,,,,,,,,,,,
并线辅助,-,-,-,-,-,-,-,-,-,-,○,-,-,-,-,-,-,-,-,-,-,-,-,-
巡航系统,,,,,,,,,,,,,,,,,,,,,,,,
导航路况信息显示,-,●,●,-,●,●,●,-,-,●,●,-,-,-,-,●,●,●,-,●,●,-,●,●
对外放电,-,-,-,-,-,-,●,●,●,●,●,●,●,●,●,●,●,-,-,-,-,-,-,-
宽度(mm),1825,1825,1825,1825,1825,1825,1825,1825,1825,1825,1825,1825,1825,1825,1825,1825,1825,1825,1825,1825,1825,1825,1825,1825
官方0-100km/h加速(s),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
安全带未系提醒,,,,,,,,,,,,,,,,,,,,,,,,
天窗类型,,,,,,,,-,-,,,-,-,-,-,,,,,,,,,
大灯高度可调,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
大灯延时关闭,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
多媒体/充电接口,,,,,,,,,,,,,,,,,,,,,,,,
多功能方向盘,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
外后视镜功能,,,,,,,,,,,,,,,,,,,,,,,,
备胎规格,,,,,,,,,,,,,,,,,,,,,,,,
地图品牌,-,,,-,,,,-,-,,,-,-,-,-,,,,-,,,-,,
后雨刷,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
后轮距(mm),1570,1570,1570,1570,1570,1570,1570,1570,1570,1570,1570,1570,1570,1570,1570,1570,1570,1570,1570,1570,1570,1570,1570,1570
后轮胎规格,,,,,,,,,,,,,,,,,,,,,,,,
后排独立空调,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
后排杯架,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后排座椅放倒形式,,,,,,,,,,,,,,,,,,,,,,,,
后排小桌板,-,○,●,-,○,●,-,-,-,○,●,-,-,-,-,-,-,○,-,○,●,-,○,●
后排侧隐私玻璃,-,●,●,-,●,●,●,-,-,-,●,-,-,-,-,●,●,-,-,●,●,-,●,●
后悬架类型,,,,,,,,,,,,,,,,,,,,,,,,
后座出风口,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
后备厢容积(L),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后制动器类型,,,,,,,,,,,,,,,,,,,,,,,,
变速箱类型,机械式自动变速箱(AMT),机械式自动变速箱(AMT),机械式自动变速箱(AMT),机械式自动变速箱(AMT),机械式自动变速箱(AMT),机械式自动变速箱(AMT),固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,机械式自动变速箱(AMT),机械式自动变速箱(AMT),机械式自动变速箱(AMT),机械式自动变速箱(AMT),机械式自动变速箱(AMT),机械式自动变速箱(AMT)
变速箱,AMT（组合10挡）,AMT（组合10挡）,AMT（组合10挡）,AMT（组合10挡）,AMT（组合10挡）,AMT（组合10挡）,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,AMT（组合10挡）,AMT（组合10挡）,AMT（组合10挡）,AMT（组合10挡）,AMT（组合10挡）,AMT（组合10挡）
发动机电子防盗,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,-,●,●,●,●,●,●
发动机布局,横置,横置,横置,横置,横置,横置,-,-,-,-,-,-,-,-,-,-,-,-,横置,横置,横置,横置,横置,横置
发动机型号,LIY,LIY,LIY,LIY,LIY,LIY,-,-,-,-,-,-,-,-,-,-,-,-,LIY,LIY,LIY,LIY,LIY,LIY
发动机,1.3T 163马力 L3,1.3T 163马力 L3,1.3T 163马力 L3,1.3T 163马力 L3,1.3T 163马力 L3,1.3T 163马力 L3,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动,1.3T 163马力 L3,1.3T 163马力 L3,1.3T 163马力 L3,1.3T 163马力 L3,1.3T 163马力 L3,1.3T 163马力 L3
厂商指导价(元),17.38万,18.78万,20.38万,17.38万,18.78万,20.38万,23.28万,19.98万,20.58万,21.58万,22.58万,19.98万,19.68万,20.58万,20.38万,23.28万,22.98万,21.28万,17.38万,18.78万,20.38万,17.38万,18.78万,20.38万
厂商,上汽大通,上汽大通,上汽大通,上汽大通,上汽大通,上汽大通,上汽大通,上汽大通,上汽大通,上汽大通,上汽大通,上汽大通,上汽大通,上汽大通,上汽大通,上汽大通,上汽大通,上汽大通,上汽大通,上汽大通,上汽大通,上汽大通,上汽大通,上汽大通
卫星导航系统,-,●,●,-,●,●,●,-,-,●,●,-,-,-,-,●,●,●,-,●,●,-,●,●
助力类型,,,,,,,,,,,,,,,,,,,,,,,,
副驾驶位后排可调节按钮,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
副座椅调节方式,,,,,,,,,,,,,,,,,,,,,,,,
前轮距(mm),1560,1560,1560,1560,1560,1560,1560,1560,1560,1560,1560,1560,1560,1560,1560,1560,1560,1560,1560,1560,1560,1560,1560,1560
前轮胎规格,,,,,,,,,,,,,,,,,,,,,,,,
前电动机最大扭矩(N·m),160,160,160,160,160,160,225,225,225,225,225,225,225,225,225,225,225,225,160,160,160,160,160,160
前电动机最大功率(kW),60,60,60,60,60,60,118,118,118,118,118,118,118,118,118,118,118,118,60,60,60,60,60,60
前电动机型号,TZ200XY60K,TZ200XY60K,TZ200XY60K,TZ200XY60K,TZ200XY60K,TZ200XY60K,TZ220XS612B,TZ220XS612B,TZ220XS612B,TZ220XS612B,TZ220XS612B,TZ220XS612B,TZ220XS612B,TZ220XS612B,TZ220XS612B,TZ220XS612B,TZ220XS612B,TZ220XS612B,TZ200XY60K,TZ200XY60K,TZ200XY60K,TZ200XY60K,TZ200XY60K,TZ200XY60K
前电动机品牌,-,-,-,-,-,-,精进电动,精进电动,精进电动,精进电动,精进电动,精进电动,精进电动,精进电动,精进电动,精进电动,精进电动,精进电动,-,-,-,-,-,-
前方碰撞预警,-,-,-,-,-,-,-,-,-,-,○,-,-,-,-,-,-,-,-,-,-,-,-,-
前排座椅功能,-,-,,-,-,,-,-,-,-,,-,-,-,-,-,-,-,-,-,,-,-,
前悬架类型,,,,,,,,,,,,,,,,,,,,,,,,
前制动器类型,,,,,,,,,,,,,,,,,,,,,,,,
前/后驻车雷达,前-&nbsp;/&nbsp;后●,前○&nbsp;/&nbsp;后●,前○&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前○&nbsp;/&nbsp;后●,前○&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前○&nbsp;/&nbsp;后●,前○&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前○&nbsp;/&nbsp;后●,前○&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前○&nbsp;/&nbsp;后○,-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前○&nbsp;/&nbsp;后○,前○&nbsp;/&nbsp;后○,-,-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
