Feature,68590,68591,68592,68593,68594,72460,72754
毫米波雷达数量,,,,,,,
每缸气门数(个),4,4,4,4,4,4,4
最高车速(km/h),233,233,250,250,250,250,250
最大马力(Ps),184,184,245,245,245,245,245
最大满载质量(kg),2050,2055,2060,2070,2070,2070,2060
最大扭矩转速(rpm),1350-4000,1350-4000,1600-4000,1600-4000,1600-4000,1600-4000,1600-4000
最大扭矩(N·m)_y,300,300,400,400,400,400,400
最大扭矩(N·m)_x,300,300,400,400,400,400,400
最大功率转速(rpm),5000-6500,5000-6500,4500-6500,4500-6500,4500-6500,4500-6500,4500-6500
最大功率(kW)_y,135,135,180,180,180,180,180
最大功率(kW)_x,135,135,180,180,180,180,180
最大净功率(kW),135,135,180,180,180,180,180
无钥匙进入功能,,,,,,,
无钥匙启动系统,●,●,●,●,●,●,●
方向盘记忆,-,-,-,-,-,-,-
方向盘材质,,,,,,,
方向盘换挡,●,●,●,●,●,●,●
方向盘加热,-,-,-,-,-,-,-
方向盘位置调节,,,,,,,
整车质保,,,,,,,
整备质量(kg),1588,1601,1608,1618,1618,1618,1608
摄像头数量,,,,,,,
接近角(°),15,15,15,15,15,15,15
排量(mL),1998,1998,1998,1998,1998,1998,1998
换挡形式,,,,,,,
挡位个数,8,8,8,8,8,8,8
扬声器数量,,,,,,,
扬声器品牌名称,,,,,,,
手机无线充电功能,,,,,,-,-
手机互联/映射,,,,,,,
手机APP远程功能,,,,,,,
感应雨刷功能,,,,,,,
感应后备厢,○,●,○,●,●,●,-
循迹倒车,●,●,●,●,●,●,●
座椅材质,,,,,,,
座位数(个),,,,,,,
并线辅助,●,●,●,●,●,●,●
巡航系统,,,,,,,
导航路况信息显示,●,●,●,●,●,●,●
宽度(mm),1827,1827,1827,1827,1827,1827,1827
官方0-100km/h加速(s),7.6,7.9,6.3,6.3,6.3,6.3,6.3
安全带未系提醒,,,,,,,
天窗类型,,,,,,,
大灯高度可调,●,●,●,●,●,●,●
大灯延时关闭,●,●,●,●,●,●,●
多媒体/充电接口,,,,,,,
多功能方向盘,●,●,●,●,●,●,●
外观套件,,,,,,,
外后视镜功能,,,,,,,
备胎规格,,,,,,,
后雨刷,-,-,-,-,-,-,-
后轮距(mm),1598,1599,1568,1569,1569,1569,1568
后轮胎规格,,,,,,,
后排独立空调,●,●,●,●,●,●,●
后排杯架,●,●,●,●,●,●,●
后排座椅放倒形式,-,-,-,-,-,-,-
后悬架类型,,,,,,,
后座出风口,●,●,●,●,●,●,●
后备厢容积(L),-,-,-,-,-,-,-
后制动器类型,,,,,,,
变速箱类型,手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT)
变速箱,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体
发动机电子防盗,●,●,●,●,●,●,●
发动机布局,纵置,纵置,纵置,纵置,纵置,纵置,纵置
发动机型号,B48B20C,B48B20C,B48B20G,B48B20G,B48B20G,B48B20G,B48B20G
发动机启停技术,●,●,●,●,●,●,●
发动机,2.0T 184马力 L4,2.0T 184马力 L4,2.0T 245马力 L4,2.0T 245马力 L4,2.0T 245马力 L4,2.0T 245马力 L4,2.0T 245马力 L4
厂商指导价(元),31.99万,33.99万,35.99万,36.99万,39.99万,35.99万,34.49万
厂商,华晨宝马,华晨宝马,华晨宝马,华晨宝马,华晨宝马,华晨宝马,华晨宝马
卫星导航系统,●,●,●,●,●,●,●
助力类型,,,,,,,
副驾驶位后排可调节按钮,-,-,-,-,-,-,-
副座椅调节方式,,,,,,,
前轮距(mm),1583,1583,1583,1583,1583,1583,1583
前轮胎规格,,,,,,,
前方碰撞预警,●,●,●,●,●,●,●
前方感知摄像头,,,,,,,
前排座椅功能,,,,,,-,-
前悬架类型,,,,,,,
前制动器类型,,,,,,,
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●,●,●
内置行车记录仪,-,-,●,●,●,●,●
内后视镜功能,,,,,,,
全液晶仪表盘,●,●,●,●,●,●,●
倒车车侧预警系统,○,○,○,○,●,-,-
供油方式,直喷,直喷,直喷,直喷,直喷,直喷,直喷
主座椅调节方式,,,,,,,
主动闭合式进气格栅,●,●,●,●,●,●,●
主动刹车/主动安全系统,●,●,●,●,●,●,●
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,,,,
中控屏幕尺寸,,,,,,,
上市时间,2024.09,2024.09,2024.09,2024.09,2024.09,2025.04,2025.04
上坡辅助,●,●,●,●,●,●,●
Wi-Fi热点,●,●,●,●,●,●,●
WLTC综合油耗(L/100km),6.9,6.9,7,7,7,7,7
USB/Type-C接口数量,,,,,,,
OTA升级,●,●,●,●,●,●,●
LED日间行车灯,●,●,●,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●,●,●,●
HUD抬头数字显示,○,○,●,○,●,-,●
ETC装置,○,○,○,○,○,-,-
ABS防抱死,●,●,●,●,●,●,●
4G/5G网络,,,,,,,
