Feature,34559,34915,34916,34917,44548,44549,44550,44551
电磁感应悬架,-,-,-,-,-,-,-,-
电池预加热,-,-,-,-,-,-,-,-
电动扰流板,-,-,-,-,-,-,-,-
电动后备厢位置记忆,-,-,-,-,-,-,-,-
电动后备厢,●,○,○,●,○,○,●,●
电动可调踏板,-,-,-,-,-,-,-,-
环保标准_y,国V,国V,国V,国V,国VI,国VI,国VI,国VI
环保标准_x,国V,国V,国V,国V,国VI,国VI,国VI,国VI
牵引力控制(ASR/TCS/TRC等),●,●,●,●,●,●,●,●
燃油标号,95号,95号,95号,95号,95号,95号,95号,95号
燃料形式,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油
温度分区控制,●,-,●,●,-,●,●,●
涉水感应系统,-,-,-,-,-,-,-,-
油箱容积(L),61,61,61,61,61,61,61,61
气缸数(个),4,3,3,3,3,3,3,4
气缸排列形式,L,L,L,L,L,L,L,L
每缸气门数(个),4,4,4,4,4,4,4,4
最高车速(km/h),225,205,205,205,205,205,205,225
最小离地间隙(mm),-,-,-,-,-,-,-,-
最大马力(Ps),192,136,136,136,136,136,136,192
最大扭矩转速(rpm),1250-4600,1400-4300,1400-4300,1400-4300,1400-4300,1400-4300,1400-4300,1250-4600
最大扭矩(N·m)_y,280,220,220,220,220,220,220,280
最大扭矩(N·m)_x,280,220,220,220,220,220,220,280
最大功率转速(rpm),4400-6000,4400-6000,4400-6000,4400-6000,4400-6000,4400-6000,4400-6000,4400-6000
最大功率(kW)_y,141,100,100,100,100,100,100,141
最大功率(kW)_x,141,100,100,100,100,100,100,141
无钥匙启动系统,●,●,●,●,●,●,●,●
方向盘记忆,-,-,-,-,-,-,-,-
方向盘换挡,-,-,-,-,-,-,-,-
方向盘加热,-,-,-,-,-,-,-,-
整车质保,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里
整备质量(kg),1570,1507,1507,1507,1507,1507,1507,1570
整体主动转向系统,-,-,-,-,-,-,-,-
排量(mL),1998,1499,1499,1499,1499,1499,1499,1998
挡位个数,8,6,6,6,6,6,6,8
手势控制,-,-,-,-,-,-,-,-
感应后备厢,-,-,-,-,-,-,-,-
座位数(个),5,5,5,5,5,5,5,5
并线辅助,-,-,-,-,-,-,-,-
工信部综合油耗(L/100km),6.3,5.9,5.9,5.9,5.9,5.9,5.9,6.3
尾门玻璃独立开启,-,-,-,-,-,-,-,-
导航路况信息显示,○,-,-,-,-,-,-,○
宽度(mm),1800,1800,1800,1800,1800,1800,1800,1800
实测油耗(L/100km),-,-,-,-,-,-,-,-
实测100-0km/h制动(m),-,-,-,-,-,-,-,-
实测0-100km/h加速(s),-,-,-,-,-,-,-,-
官方0-100km/h加速(s),7.5,9.4,9.4,9.4,9.4,9.4,9.4,7.5
大灯高度可调,●,●,●,●,●,●,●,●
大灯清洗装置,-,-,-,-,-,-,-,-
大灯延时关闭,●,●,●,●,●,●,●,●
夜视系统,-,-,-,-,-,-,-,-
多功能方向盘,●,●,●,●,●,●,●,●
备胎规格,无,无,无,无,无,无,无,无
后风挡遮阳帘,-,-,-,-,-,-,-,-
后雨刷,●,●,●,●,●,●,●,●
后轮距(mm),-,-,-,-,-,-,-,-
后轮胎规格,225/45 R18,205/60 R16,205/55 R17,205/55 R17,205/60 R16,205/55 R17,205/55 R17,225/45 R18
后排独立空调,-,-,-,-,-,-,-,-
后排杯架,●,●,●,●,●,●,●,●
后排控制多媒体,-,-,-,-,-,-,-,-
后排座椅防下滑气囊,-,-,-,-,-,-,-,-
后排座椅电动调节,-,-,-,-,-,-,-,-
后排座椅电动放倒,-,-,-,-,-,-,-,-
后排小桌板,-,-,-,-,-,-,-,-
后排安全带式气囊,-,-,-,-,-,-,-,-
后排侧隐私玻璃,-,-,-,-,-,-,-,-
后排中央安全气囊,-,-,-,-,-,-,-,-
后悬架类型,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架
后座出风口,●,-,●,●,-,●,●,●
后制动器类型,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式
可变转向比,-,-,-,-,-,-,-,-
可加热喷水嘴,-,-,-,-,-,-,-,-
变速箱类型,手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT)
变速箱,8挡手自一体,6挡手自一体,6挡手自一体,6挡手自一体,6挡手自一体,6挡手自一体,6挡手自一体,8挡手自一体
发动机电子防盗,●,●,●,●,●,●,●,●
发动机特有技术,-,-,-,-,-,-,-,-
发动机型号,-,B38A15C,B38A15C,B38A15C,B38A15C,B38A15C,B38A15C,-
发动机启停技术,●,●,●,●,●,●,●,●
发动机,2.0T 192马力 L4,1.5T 136马力 L3,1.5T 136马力 L3,1.5T 136马力 L3,1.5T 136马力 L3,1.5T 136马力 L3,1.5T 136马力 L3,2.0T 192马力 L4
压缩比,-,-,-,-,-,-,-,-
厂商指导价(元),28.98万,21.98万,23.98万,25.98万,21.98万,23.98万,25.98万,28.98万
厂商,华晨宝马,华晨宝马,华晨宝马,华晨宝马,华晨宝马,华晨宝马,华晨宝马,华晨宝马
助力类型,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力
副驾驶座垫式气囊,-,-,-,-,-,-,-,-
副驾驶位后排可调节按钮,-,-,-,-,-,-,-,-
前轮距(mm),-,-,-,-,-,-,-,-
前轮胎规格,225/45 R18,205/60 R16,205/55 R17 ,205/55 R17 ,205/60 R16,205/55 R17 ,205/55 R17 ,225/45 R18
前悬架类型,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架
前大灯雨雾模式,-,-,-,-,-,-,-,-
前制动器类型,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前○&nbsp;/&nbsp;后●,前○&nbsp;/&nbsp;后●,前○&nbsp;/&nbsp;后●,前○&nbsp;/&nbsp;后●,前○&nbsp;/&nbsp;后●,前○&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●,●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●,●,●,●
内置行车记录仪,-,-,-,-,-,-,-,-
全液晶仪表盘,-,-,-,-,-,-,-,-
倒车车侧预警系统,-,-,-,-,-,-,-,-
供油方式,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷
主动降噪,-,-,-,-,-,-,-,-
主动闭合式进气格栅,-,-,-,-,-,-,-,-
主动刹车/主动安全系统,-,-,-,-,-,-,-,-
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,-,-,主●&nbsp;/&nbsp;副●,-,-,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控液晶屏分屏显示,-,-,-,-,-,-,-,-
中央差速器锁止功能,-,-,-,-,-,-,-,-
上市时间,2018.06,2018.06,2018.06,2018.06,2019.01,2019.01,2019.01,2019.01
上坡辅助,-,-,-,-,-,-,-,-
OTA升级,-,-,-,-,-,-,-,-
LED日间行车灯,●,-,●,●,-,●,●,●
ISOFIX儿童座椅接口,●,●,●,●,●,●,●,●
HUD抬头数字显示,○,-,-,-,-,-,-,○
GPS导航系统,●,○,○,○,○,○,○,●
ABS防抱死,●,●,●,●,●,●,●,●
220V/230V电源,-,-,-,-,-,-,-,-
