Feature,57655,58647,58649,61738,67587,67588,67589,67590
最小转弯半径(m),5.85,5.85,5.85,5.85,5.85,5.85,5.85,5.85
最大马力(Ps),150,254,254,254,254,254,254,254
最大满载质量(kg),2215,2150,2144,2150,2085,2085,2144,2144
最大扭矩转速(rpm),2500-4000,1800-4800,1800-4800,1800-4800,1800-4800,1800-4800,1800-4800,1800-4800
最大扭矩(N·m)_y,225,350,350,350,350,350,350,350
最大扭矩(N·m)_x,545,350,350,350,350,350,350,350
最大功率转速(rpm),5500,5500,5500,5500,5500,5500,5500,5500
最大功率(kW)_y,110,187,187,187,187,187,187,187
最大功率(kW)_x,180,187,187,187,187,187,187,187
最大净功率(kW),108,187,187,187,187,187,187,187
无钥匙进入功能,,,,,,,,
无钥匙启动系统,●,●,●,●,●,●,●,●
方向盘记忆,-,-,-,-,-,-,-,-
方向盘材质,,,,,,,,
方向盘换挡,-,-,-,-,-,-,-,-
方向盘加热,●,●,●,-,-,●,●,●
方向盘位置调节,,,,,,,,
整车质保,,,,,,,,
整备质量(kg),1775,1710,1769,1710,1710,1710,1769,1769
摄像头数量,,,,,,,,
接近角(°),18,18,18,18,18,18,18,18
排量(mL),1480,1969,1969,1969,1969,1969,1969,1969
换挡形式,,,,,,,,
挡位个数,3,8,8,8,8,8,8,8
扬声器数量,,,,,,,,
扬声器品牌名称,,,,-,-,,,
手机无线充电功能,,,,-,-,,,
手机互联/映射,-,-,-,-,-,-,-,-
手机APP远程功能,,,,,,,,
感应雨刷功能,,,,,,,,
感应后备厢,●,●,●,●,●,●,●,●
座椅材质,,,,,,,,
座位数(个),,,,,,,,
应用商店,-,-,-,-,●,●,●,●
并线辅助,●,●,●,-,-,●,●,●
巡航系统,,,,,,,,
导航路况信息显示,●,●,●,●,●,●,●,●
宽度(mm),1860,1860,1860,1860,1860,1860,1860,1860
官方0-100km/h加速(s),7.8,-,-,-,-,-,-,-
安全带未系提醒,,,,,,,,
天窗类型,,,,,,,,
大灯高度可调,●,●,●,●,●,●,●,●
大灯延时关闭,●,●,●,●,●,●,●,●
多层隔音玻璃,,,,,,,,
多媒体/充电接口,,,,,,,,
多功能方向盘,●,●,●,●,●,●,●,●
外后视镜功能,,,,,,,,
备胎规格,,,,,,,,
地图品牌,-,,,,,,,
四驱形式,-,-,,-,-,-,,
后雨刷,●,●,●,●,●,●,●,●
后轮距(mm),1597,1597,1597,1597,1597,1597,1597,1597
后轮胎规格,,,,,,,,
后方碰撞预警,●,●,●,-,-,●,●,●
后排独立空调,-,-,-,-,-,-,-,-
后排杯架,●,●,●,●,●,●,●,●
后排座椅放倒形式,,,,,,,,
后排侧隐私玻璃,-,-,●,-,-,-,●,●
后悬架类型,,,,,,,,
后座出风口,●,●,●,●,●,●,●,●
后备厢容积(L),509-1397,509-1397,509-1397,509-1397,509-1397,509-1397,509-1397,509-1397
后制动器类型,,,,,,,,
变速箱类型,混合动力专用变速箱(DHT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT)
变速箱,3挡DHT,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体
发动机电子防盗,●,●,●,●,●,●,●,●
发动机布局,横置,横置,横置,横置,横置,横置,横置,横置
发动机型号,DHE15-ESZ,JLH-4G20TDC,JLH-4G20TDC,JLH-4G20TDC,JLH-4G20TDC,JLH-4G20TDC,JLH-4G20TDC,JLH-4G20TDC
发动机启停技术,-,●,●,●,●,●,●,●
发动机,1.5T 150马力 L3,2.0T 254马力 L4,2.0T 254马力 L4,2.0T 254马力 L4,2.0T 254马力 L4,2.0T 254马力 L4,2.0T 254马力 L4,2.0T 254马力 L4
压缩比,13,-,-,-,-,-,-,-
厂商指导价(元),19.38万,16.98万,19.68万,15.58万,15.58万,16.98万,18.98万,19.68万
厂商,领克,领克,领克,领克,领克,领克,领克,领克
卫星导航系统,●,●,●,●,●,●,●,●
助力类型,,,,,,,,
副驾驶位后排可调节按钮,-,-,-,-,-,-,-,-
副座椅调节方式,,,,,,,,
前轮距(mm),1592,1592,1592,1592,1592,1592,1592,1592
前轮胎规格,,,,,,,,
前电动机最大扭矩(N·m),320,-,-,-,-,-,-,-
前电动机最大功率(kW),100,-,-,-,-,-,-,-
前方碰撞预警,●,●,●,●,●,●,●,●
前方感知摄像头,-,-,-,-,,,,
前排座椅功能,,,,-,-,,,
前悬架类型,,,,,,,,
前制动器类型,,,,,,,,
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●,●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●,●,●,●
内置行车记录仪,●,-,●,-,-,-,●,●
内后视镜功能,,,,,,,,
全液晶仪表盘,●,●,●,●,●,●,●,●
倒车车侧预警系统,●,●,●,-,-,●,●,●
供油方式,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷
主座椅调节方式,,,,,,,,
主动刹车/主动安全系统,●,●,●,●,●,●,●,●
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,,,,,
中控屏幕尺寸,,,,,,,,
中央差速器结构,-,-,,-,-,-,,
上市时间,2022.07,2022.08,2022.08,2023.02,2024.04,2024.04,2024.04,2024.04
上坡辅助,●,●,●,●,●,●,●,●
三电系统质保,,-,-,-,-,-,-,-
Wi-Fi热点,●,●,●,●,●,●,●,●
WLTC综合油耗(L/100km),4.88,7.74,8.39,7.74,7.74,7.74,8.39,8.39
USB/Type-C接口数量,,,,,,,,
OTA升级,●,●,●,●,●,●,●,●
LED日间行车灯,●,●,●,●,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●,●,●,●,●
HUD抬头数字显示,●,-,●,-,-,●,●,●
DOW开门预警,●,●,●,-,-,●,●,●
ABS防抱死,●,●,●,●,●,●,●,●
4G/5G网络,,,,,,,,
