Feature,1013758,1013763,1013764,1013765
第二排座椅调节,-,-,-,-
空调温度控制方式,,,,
疲劳驾驶提示,-,-,-,-
电动座椅记忆功能,-,-,-,-
电动后备厢,-,-,-,-
环保标准_y,国VI,国VI,国VI,国VI
环保标准_x,国VI,国VI,国VI,国VI
牵引力控制(ASR/TCS/TRC等),-,-,-,-
燃油标号,92号,92号,92号,92号
燃料形式,汽油,汽油,汽油,汽油
温度分区控制,-,-,-,-
液晶仪表尺寸,-,-,-,-
油箱容积(L),48,48,48,48
气缸数(个),4,4,4,4
气缸排列形式,L,L,L,L
每缸气门数(个),4,4,4,4
最高车速(km/h),120,120,120,120
最小离地间隙(mm),-,-,-,-
最大马力(Ps),116,116,116,116
最大载重质量(kg),495/745,495/745,495,495
最大满载质量(kg),-,-,-,-
最大扭矩转速(rpm),4400,4400,4400,4400
最大扭矩(N·m)_y,150,150,150,150
最大扭矩(N·m)_x,150,150,150,150
最大功率转速(rpm),6000,6000,6000,6000
最大功率(kW)_y,85,85,85,85
最大功率(kW)_x,85,85,85,85
无钥匙进入功能,-,-,-,-
无钥匙启动系统,-,-,-,-
方向盘记忆,-,-,-,-
方向盘材质,,,,
方向盘换挡,-,-,-,-
方向盘加热,-,-,-,-
方向盘位置调节,-,-,-,-
整车质保,六年或20万公里,六年或20万公里,六年或20万公里,六年或20万公里
整备质量(kg),1460,1460,1375,1375
排量(mL),1498,1498,1498,1498
挡位个数,5,5,5,5
扬声器数量,,,,
扬声器品牌名称,-,-,-,-
手机无线充电功能,-,-,-,-
手机互联/映射,-,-,-,-
感应雨刷功能,-,-,-,-
座椅材质,,,,
座位数(个),5,5,5,5
并线辅助,-,-,-,-
工信部综合油耗(L/100km),7.9,7.9,7.5,7.5
巡航系统,-,-,-,-
导航路况信息显示,-,-,-,-
宽度(mm),1730,1730,1750,1750
安全带未系提醒,-,-,-,-
天窗类型,-,-,-,-
大灯高度可调,●,●,●,●
大灯延时关闭,-,-,-,-
多媒体/充电接口,,,,
多功能方向盘,-,-,-,-
外后视镜功能,-,-,-,-
后雨刷,-,-,-,-
后轮距(mm),1460,1460,1460,1460
后轮胎规格,205/70 R15,195/70 R15LT,195/70 R15LT,205/70 R15
后排车门开启方式,平开门,平开门,平开门,平开门
后排独立空调,-,-,-,-
后排杯架,-,-,-,-
后排座椅放倒形式,-,-,-,-
后悬架类型,钢板弹簧非独立悬架,钢板弹簧非独立悬架,钢板弹簧非独立悬架,钢板弹簧非独立悬架
后座出风口,-,-,-,-
后制动器类型,鼓式,鼓式,鼓式,鼓式
变速箱类型,手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT)
变速箱,5挡手动,5挡手动,5挡手动,5挡手动
发动机电子防盗,-,-,-,-
发动机型号,DAM15KL,DAM15KL,DAM15KL,DAM15KL
发动机,1.5L 116马力 L4,1.5L 116马力 L4,1.5L 116马力 L4,1.5L 116马力 L4
压缩比,11.5,11.5,11.5,11.5
厂商指导价(元),6.29万,6.09万,6.09万,6.39万
厂商,长安凯程,长安凯程,长安凯程,长安凯程
卫星导航系统,-,-,-,-
助力类型,电动助力,电动助力,电动助力,电动助力
副座椅调节方式,,,,
前轮距(mm),1460,1460,1460,1460
前轮胎规格,205/70 R15,195/70 R15LT,195/70 R15LT,205/70 R15
前排座椅功能,-,-,-,-
前悬架类型,双叉臂式独立悬架,双叉臂式独立悬架,双叉臂式独立悬架,双叉臂式独立悬架
前制动器类型,通风盘式,通风盘式,通风盘式,通风盘式
前/后驻车雷达,-,-,-,-
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),-,-,-,-
前/后排侧气囊,-,-,-,-
前/后中央扶手,-,-,-,-
刹车辅助(EBA/BAS/BA等),-,-,-,-
制动力分配(EBD/CBC等),●,●,●,●
准拖挂车总质量(kg),-,-,-,-
内后视镜功能,-,-,-,-
全液晶仪表盘,-,-,-,-
供油方式,多点电喷,多点电喷,多点电喷,多点电喷
主座椅调节方式,,,,
主动刹车/主动安全系统,-,-,-,-
主/副驾驶座电动调节,-,-,-,-
主/副驾驶座安全气囊,-,-,-,-
中控彩色屏幕,-,-,-,-
中控屏幕尺寸,-,-,-,-
上市时间,2022.04,2022.04,2022.04,2022.04
上坡辅助,-,-,-,-
USB/Type-C接口数量,-,-,-,-
OTA升级,-,-,-,-
LED日间行车灯,-,-,-,-
ISOFIX儿童座椅接口,●,●,●,●
ABS防抱死,●,●,●,●
