Feature,50133,51100,51496,51497,51498,51499,57122,58683,58684,58685,61832,61869,61870,61871,61872,61873,61874,61875,63409,63410,63411
近光灯光源,,,,,,,,,,,,,,,,,,,,,
辅助驾驶系统,,,-,,-,-,,,,,,-,-,,-,,,,-,-,-
辅助驾驶等级,,,-,,-,-,,,,,,-,-,,-,,,,-,-,-
轴距(mm),2850,2850,2850,2850,2850,2850,2850,2850,2850,2850,2850,2850,2850,2850,2850,2850,2850,2850,2850,2850,2850
轮圈材质,,,,,,,,,,,,,,,,,,,,,
车顶行李架,●,●,-,●,-,-,●,●,●,●,●,-,-,●,-,●,●,●,-,-,-
车门数(个),,,,,,,,,,,,,,,,,,,,,
车门开启方式,平开门,平开门,平开门,平开门,平开门,平开门,平开门,平开门,平开门,平开门,平开门,平开门,平开门,平开门,平开门,平开门,平开门,平开门,平开门,平开门,平开门
车道居中保持,●,●,-,●,-,-,●,●,●,●,●,-,-,●,-,●,●,●,-,-,-
车道偏离预警系统,●,●,-,●,-,-,●,●,●,●,●,-,-,●,-,●,●,●,-,-,-
车道保持辅助系统,●,●,-,●,-,-,●,●,●,●,●,-,-,●,-,●,●,●,-,-,-
车载空气净化器,●,-,-,-,-,-,●,-,-,-,-,-,-,-,-,-,-,●,-,-,-
车身结构_y,SUV,SUV,SUV,SUV,SUV,SUV,SUV,SUV,SUV,SUV,SUV,SUV,SUV,SUV,SUV,SUV,SUV,SUV,SUV,SUV,SUV
车身结构_x,5门7座SUV,5门7座SUV,5门7座SUV,5门7座SUV,5门7座SUV,5门5座SUV,5门7座SUV,5门7座SUV,5门7座SUV,5门7座SUV,5门7座SUV,5门5座SUV,5门7座SUV,5门7座SUV,5门7座SUV,5门7座SUV,5门7座SUV,5门7座SUV,5门5座SUV,5门7座SUV,5门7座SUV
车身稳定控制(ESC/ESP/DSC等),●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
车联网,●,●,-,●,-,-,●,-,●,-,●,-,-,●,-,-,●,●,-,-,-
车窗防夹手功能,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
车窗一键升降功能,,,,,,,,,,,,,,,,,,,,,
车型名称,汉兰达 2022款 双擎 2.5L 四驱至尊版 7座,汉兰达 2022款 双擎 2.5L 四驱尊贵版 7座,汉兰达 2022款 双擎 2.5L 四驱精英版 7座,汉兰达 2022款 双擎 2.5L 两驱尊贵版 7座,汉兰达 2022款 双擎 2.5L 两驱精英版 7座,汉兰达 2022款 双擎 2.5L 两驱精英版 5座,汉兰达 2022款 380T 四驱至尊型 7座,汉兰达 2022款 380T 四驱豪华版 7座,汉兰达 2022款 380T 四驱尊贵版 7座,汉兰达 2022款 双擎 2.5L 四驱豪华版 7座,汉兰达 2023款 2.5L智能电混双擎四驱骑士版 7座,汉兰达 2023款 2.5L智能电混双擎两驱精英版 5座,汉兰达 2023款 2.5L智能电混双擎两驱精英版 7座,汉兰达 2023款 2.5L智能电混双擎两驱尊贵版 7座,汉兰达 2023款 2.5L智能电混双擎四驱精英版 7座,汉兰达 2023款 2.5L智能电混双擎四驱豪华版 7座,汉兰达 2023款 2.5L智能电混双擎四驱尊贵版 7座,汉兰达 2023款 2.5L智能电混双擎四驱至尊版 7座,汉兰达 2023款 2.5L智能电混双擎两驱精英版 5座PLUS版,汉兰达 2023款 2.5L智能电混双擎两驱精英版 7座PLUS版,汉兰达 2023款 2.5L智能电混双擎四驱精英版 7座PLUS版
车前雾灯,,,,,,,,,,,,,,,,,,,,,
车内环境氛围灯,,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,,,,
车内化妆镜,,,,,,,,,,,,,,,,,,,,,
车内中控锁,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
车内PM2.5过滤装置,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
车体结构,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式
负离子发生器,●,-,-,-,-,-,●,-,-,-,-,-,-,-,-,-,-,●,-,-,-
语音识别控制系统,,,-,,-,-,,-,,-,,-,-,,-,-,,,-,-,-
行车电脑显示屏幕,,,,,,,,,,,,,,,,,,,,,
蓝牙/车载电话,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
自适应远近光,●,●,-,●,-,-,●,●,●,-,●,-,-,●,-,-,●,●,-,-,-
自动驻车,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
自动头灯,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
膝部气囊,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
能量回收系统,●,●,●,●,●,●,-,-,-,●,●,●,●,●,●,●,●,●,●,●,●
能源类型_y,油电混合,油电混合,油电混合,油电混合,油电混合,油电混合,汽油,汽油,汽油,油电混合,油电混合,油电混合,油电混合,油电混合,油电混合,油电混合,油电混合,油电混合,油电混合,油电混合,油电混合
能源类型_x,油电混合,油电混合,油电混合,油电混合,油电混合,油电混合,汽油,汽油,汽油,油电混合,油电混合,油电混合,油电混合,油电混合,油电混合,油电混合,油电混合,油电混合,油电混合,油电混合,油电混合
胎压监测功能,,,,,,,,,,,,,,,,,,,,,
缺气保用轮胎,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
缸盖材料,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金
缸体材料,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金
级别,中型SUV,中型SUV,中型SUV,中型SUV,中型SUV,中型SUV,中型SUV,中型SUV,中型SUV,中型SUV,中型SUV,中型SUV,中型SUV,中型SUV,中型SUV,中型SUV,中型SUV,中型SUV,中型SUV,中型SUV,中型SUV
系统综合功率(kW),183,183,183,183,183,183,-,-,-,183,181,181,181,181,181,181,181,181,181,181,181
系统综合功率(Ps),-,-,-,-,-,-,-,-,-,-,246,246,246,246,246,246,246,246,246,246,246
简称,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速,8挡手自一体,8挡手自一体,8挡手自一体,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速
第二排座椅调节,,,,,,,,,,,,,,,,,,,,,
第二排座椅功能,,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,,-,-,-
空调温度控制方式,,,,,,,,,,,,,,,,,,,,,
离去角(°),22,22,22,22,22,22,23,23,23,22,22,22,22,22,22,22,22,22,22,22,22
疲劳驾驶提示,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
电芯品牌,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
电池能量(kWh),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
电池类型,,,,,,,-,-,-,,,,,,,,,,,,
电机类型,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,-,-,-,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步
电机布局,前置+后置,前置+后置,前置+后置,前置,前置,前置,-,-,-,前置+后置,前置+后置,前置,前置,前置,前置+后置,前置+后置,前置+后置,前置+后置,前置,前置,前置+后置
电动机总扭矩(N·m),391,391,391,270,270,270,-,-,-,391,391,270,270,270,391,391,391,391,270,270,391
电动机总功率(kW),174,174,174,134,134,134,-,-,-,174,174,134,134,134,174,174,174,174,134,134,174
电动机总功率(Ps),-,-,-,-,-,-,-,-,-,-,237,182,182,182,237,237,237,237,182,182,237
电动机(Ps),237,237,237,182,182,182,-,-,-,237,237,182,182,182,237,237,237,237,182,182,237
电动座椅记忆功能,,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,,-,-,-
电动后备厢位置记忆,●,●,-,●,-,-,●,-,●,-,●,-,-,●,-,-,●,●,●,●,●
电动后备厢,●,●,-,●,-,-,●,-,●,-,●,-,-,●,-,-,●,●,●,●,●
环保标准_y,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI
环保标准_x,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI
牵引力控制(ASR/TCS/TRC等),●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
燃油标号,92号,92号,92号,92号,92号,92号,95号,95号,95号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号
温度分区控制,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
液晶仪表尺寸,,,,,,,,,,,,,,,,,,,,,
油箱容积(L),65,65,65,65,65,65,68,68,68,65,65,65,65,65,65,65,65,65,65,65,65
气缸数(个),4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
气缸排列形式,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L
每缸气门数(个),4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
最高车速(km/h),180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180
最小转弯半径(m),5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7
最大马力(Ps),192,192,192,192,192,192,248,248,248,192,189,189,189,189,189,189,189,189,189,189,189
最大满载质量(kg),2700,2700,2700,2620,2620,2500,2650,2650,2650,2700,2700,2500,2620,2620,2700,2700,2700,2700,2500,2620,2700
最大扭矩转速(rpm),4200-4600,4200-4600,4200-4600,4200-4600,4200-4600,4200-4600,1800-4000,1800-4000,1800-4000,4200-4600,4200-4700,4200-4700,4200-4700,4200-4700,4200-4700,4200-4700,4200-4700,4200-4700,4200-4700,4200-4700,4200-4700
最大扭矩(N·m)_y,238,238,238,238,238,238,380,380,380,238,236,236,236,236,236,236,236,236,236,236,236
最大扭矩(N·m)_x,-,-,-,-,-,-,380,380,380,-,-,-,-,-,-,-,-,-,-,-,-
最大功率转速(rpm),6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000
最大功率(kW)_y,141,141,141,141,141,141,182,182,182,141,139,139,139,139,139,139,139,139,139,139,139
最大功率(kW)_x,183,183,183,183,183,183,182,182,182,183,181,181,181,181,181,181,181,181,181,181,181
最大净功率(kW),141,141,141,141,141,141,182,182,182,141,139,139,139,139,139,139,139,139,139,139,139
无钥匙进入功能,,,,,,,,,,,,,,,,,,,,,
无钥匙启动系统,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
方向盘记忆,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
方向盘材质,,,,,,,,,,,,,,,,,,,,,
方向盘换挡,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
方向盘加热,●,-,-,-,-,-,●,-,-,-,-,-,-,-,-,-,-,●,-,-,-
方向盘位置调节,,,,,,,,,,,,,,,,,,,,,
整车质保,,,,,,,,,,,,,,,,,,,,,
整备质量(kg),2115,2090,2035,2020,1965,1930,2065,2035,2040,2070,2090,1930,1965,2020,2035,2070,2090,2115,1930,1965,2035
接近角(°),18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
排量(mL),2487,2487,2487,2487,2487,2487,1997,1997,1997,2487,2487,2487,2487,2487,2487,2487,2487,2487,2487,2487,2487
换挡形式,,,,,,,,,,,,,,,,,,,,,
挡位个数,无级变速,无级变速,无级变速,无级变速,无级变速,无级变速,8,8,8,无级变速,无级变速,无级变速,无级变速,无级变速,无级变速,无级变速,无级变速,无级变速,无级变速,无级变速,无级变速
扬声器数量,,,,,,,,,,,,,,,,,,,,,
扬声器品牌名称,,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,,-,-,-
手机无线充电功能,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
手机互联/映射,-,-,,-,,,-,,-,,-,,,-,,,-,-,,,
手机APP远程功能,,,,,,,,,,,,,,,,,,,,,
感应雨刷功能,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
感应后备厢,●,●,-,●,-,-,●,-,●,-,●,-,-,●,-,-,●,●,-,-,-
座椅材质,,,,,,,,,,,,,,,,,,,,,
座椅布局,,,,,,-,,,,,,-,,,,,,,-,,
座位数(个),,,,,,,,,,,,,,,,,,,,,
并线辅助,●,-,-,-,-,-,●,-,-,-,-,-,-,-,-,-,-,●,-,-,-
巡航系统,,,-,,-,-,,,,,,-,-,,-,,,,-,-,-
导航路况信息显示,●,●,-,●,-,-,●,-,●,-,●,-,-,●,-,-,●,●,-,-,-
宽度(mm),1930,1930,1930,1930,1930,1930,1930,1930,1930,1930,1930,1930,1930,1930,1930,1930,1930,1930,1930,1930,1930
官方0-100km/h加速(s),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
安全带未系提醒,,,,,,,,,,,,,,,,,,,,,
天窗类型,,,-,,-,-,,,,,,-,-,,-,,,,-,-,-
大灯高度可调,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
大灯延时关闭,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
多媒体/充电接口,,,,,,,,,,,,,,,,,,,,,
多功能方向盘,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
外后视镜功能,,,,,,,,,,,,,,,,,,,,,
备胎规格,,,,,,,,,,,,,,,,,,,,,
地图品牌,,,-,,-,-,,-,,-,,-,-,,-,-,,,-,-,-
四驱形式,,,,-,-,-,,,,,,-,-,-,,,,,-,-,
后雨刷,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
后轮距(mm),1660,1660,1660,1660,1660,1660,1660,1660,1660,1660,1660,1660,1660,1660,1660,1660,1660,1660,1660,1660,1660
后轮胎规格,,,,,,,,,,,,,,,,,,,,,
后电动机最大扭矩(N·m),121,121,121,-,-,-,-,-,-,121,121,-,-,-,121,121,121,121,-,-,121
后电动机最大功率(kW),40,40,40,-,-,-,-,-,-,40,40,-,-,-,40,40,40,40,-,-,40
后排独立空调,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
后排杯架,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
后排座椅放倒形式,,,,,,,,,,,,,,,,,,,,,
后排侧隐私玻璃,●,●,-,●,-,-,●,-,●,-,●,-,-,●,-,-,●,●,-,-,-
后悬架类型,,,,,,,,,,,,,,,,,,,,,
后座出风口,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
后备厢容积(L),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后制动器类型,,,,,,,,,,,,,,,,,,,,,
变速箱类型,电子无级变速箱(E-CVT),电子无级变速箱(E-CVT),电子无级变速箱(E-CVT),电子无级变速箱(E-CVT),电子无级变速箱(E-CVT),电子无级变速箱(E-CVT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),电子无级变速箱(E-CVT),电子无级变速箱(E-CVT),电子无级变速箱(E-CVT),电子无级变速箱(E-CVT),电子无级变速箱(E-CVT),电子无级变速箱(E-CVT),电子无级变速箱(E-CVT),电子无级变速箱(E-CVT),电子无级变速箱(E-CVT),电子无级变速箱(E-CVT),电子无级变速箱(E-CVT),电子无级变速箱(E-CVT)
变速箱,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速,8挡手自一体,8挡手自一体,8挡手自一体,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速
发动机电子防盗,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
发动机特有技术,VVT-iE,VVT-iE,VVT-iE,VVT-iE,VVT-iE,VVT-iE,VVT-i,VVT-i,VVT-i,VVT-iE,VVT-iE,VVT-iE,VVT-iE,VVT-iE,VVT-iE,VVT-iE,VVT-iE,VVT-iE,VVT-iE,VVT-iE,VVT-iE
发动机布局,横置,横置,横置,横置,横置,横置,横置,横置,横置,横置,横置,横置,横置,横置,横置,横置,横置,横置,横置,横置,横置
发动机型号,A25D,A25D,A25D,A25D,A25D,A25D,S20A,S20A,S20A,A25D,A25D,A25D,A25D,A25D,A25D,A25D,A25D,A25D,A25D,A25D,A25D
发动机启停技术,-,-,-,-,-,-,●,●,●,-,-,-,-,-,-,-,-,-,-,-,-
发动机,2.5L 192马力 L4,2.5L 192马力 L4,2.5L 192马力 L4,2.5L 192马力 L4,2.5L 192马力 L4,2.5L 192马力 L4,2.0T 248马力 L4,2.0T 248马力 L4,2.0T 248马力 L4,2.5L 192马力 L4,2.5L 189马力 L4,2.5L 189马力 L4,2.5L 189马力 L4,2.5L 189马力 L4,2.5L 189马力 L4,2.5L 189马力 L4,2.5L 189马力 L4,2.5L 189马力 L4,2.5L 189马力 L4,2.5L 189马力 L4,2.5L 189马力 L4
压缩比,14,14,14,14,14,14,11,11,11,14,14,14,14,14,14,14,14,14,14,14,14
厂商指导价(元),34.88万,32.98万,28.58万,31.88万,27.48万,26.88万,34.48万,31.48万,32.58万,31.48万,33.18万,26.88万,27.48万,31.88万,28.58万,31.48万,32.98万,34.88万,28.28万,28.88万,29.98万
厂商,广汽丰田,广汽丰田,广汽丰田,广汽丰田,广汽丰田,广汽丰田,广汽丰田,广汽丰田,广汽丰田,广汽丰田,广汽丰田,广汽丰田,广汽丰田,广汽丰田,广汽丰田,广汽丰田,广汽丰田,广汽丰田,广汽丰田,广汽丰田,广汽丰田
卫星导航系统,●,●,-,●,-,-,●,-,●,-,●,-,-,●,-,-,●,●,●,●,●
助力类型,,,,,,,,,,,,,,,,,,,,,
副驾驶位后排可调节按钮,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
副座椅调节方式,,,,,,,,,,,,,,,,,,,,,
前轮距(mm),1655,1655,1655,1655,1655,1655,1655,1655,1655,1655,1655,1655,1655,1655,1655,1655,1655,1655,1655,1655,1655
前轮胎规格,,,,,,,,,,,,,,,,,,,,,
前电动机最大扭矩(N·m),270,270,270,270,270,270,-,-,-,270,270,270,270,270,270,270,270,270,270,270,270
前电动机最大功率(kW),134,134,134,134,134,134,-,-,-,134,134,134,134,134,134,134,134,134,134,134,134
前方碰撞预警,●,●,-,●,-,-,●,●,●,●,●,-,-,●,-,●,●,●,-,-,-
前排座椅功能,,,-,,-,-,,,,,,-,-,,-,,,,-,-,-
前悬架类型,,,,,,,,,,,,,,,,,,,,,
前制动器类型,,,,,,,,,,,,,,,,,,,,,
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,-,前●&nbsp;/&nbsp;后●,-,-,前●&nbsp;/&nbsp;后●,-,前●&nbsp;/&nbsp;后●,-,前●&nbsp;/&nbsp;后●,-,-,前●&nbsp;/&nbsp;后●,-,-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,-,-,-
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
内后视镜功能,,,,,,,,,,,,,,,,,,,,,
全液晶仪表盘,●,-,-,-,-,-,●,-,-,-,-,-,-,-,-,-,-,●,-,-,-
倒车车侧预警系统,●,-,-,-,-,-,●,-,-,-,-,-,-,-,-,-,-,●,-,-,-
供油方式,混合喷射,混合喷射,混合喷射,混合喷射,混合喷射,混合喷射,混合喷射,混合喷射,混合喷射,混合喷射,混合喷射,混合喷射,混合喷射,混合喷射,混合喷射,混合喷射,混合喷射,混合喷射,混合喷射,混合喷射,混合喷射
低速行车警告,●,●,●,●,●,●,-,-,-,●,●,●,●,●,●,●,●,●,●,●,●
主座椅调节方式,,,,,,,,,,,,,,,,,,,,,
主动刹车/主动安全系统,●,●,-,●,-,-,●,●,●,●,●,-,-,●,-,●,●,●,-,-,-
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,-,主●&nbsp;/&nbsp;副●,-,-,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,-,-,主●&nbsp;/&nbsp;副●,-,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,-,-,-
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
