Feature,1013205,1013206,1013207,1016515,1016516,1016517
无钥匙进入功能,-,-,-,-,-,-
无钥匙启动系统,-,-,-,-,-,-
方向盘记忆,-,-,-,-,-,-
方向盘材质,,,,,,
方向盘换挡,-,-,-,-,-,-
方向盘加热,-,-,-,-,-,-
方向盘位置调节,,,,,,
整车质保,,,,,,
整备质量(kg),2620,2620,2400,2175,2175,2175
排量(mL),2776,2776,2693,2476,2476,2476
换挡形式,-,-,-,,,
挡位个数,6,6,5,5,5,5
扬声器数量,,,,,,
扬声器品牌名称,-,-,-,-,-,-
手机无线充电功能,-,-,-,-,-,-
手机互联/映射,-,-,-,-,-,-
感应雨刷功能,-,-,-,-,-,-
座椅材质,,,,,,
座位数(个),,,,,,
并线辅助,-,-,-,-,-,-
巡航系统,-,-,-,-,-,-
导航路况信息显示,-,-,-,-,-,-
宽度(mm),1885,1885,1885,1885,1885,1885
官方0-100km/h加速(s),-,-,-,-,-,-
安全带未系提醒,,,,,,
天窗类型,-,-,-,-,-,-
大灯高度可调,●,●,●,-,-,-
大灯延时关闭,-,-,-,-,-,-
多媒体/充电接口,,,,,,
多功能方向盘,-,-,-,-,-,-
外后视镜功能,,,,,,
备胎规格,-,-,-,,,
后雨刷,●,●,●,-,-,-
后轮距(mm),-,-,-,1650,1650,1650
后轮胎规格,,,,,,
后排车门开启方式,,,,-,-,-
后排独立空调,●,●,●,●,●,●
后排杯架,-,-,-,-,-,-
后排座椅放倒形式,-,-,-,-,-,-
后悬架类型,,,,,,
后座出风口,●,●,●,●,●,●
后备厢容积(L),-,-,-,-,-,-
后制动器类型,,,,,,
变速箱类型,手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT)
变速箱,6挡手动,6挡手动,5挡手动,5挡手动,5挡手动,5挡手动
发动机电子防盗,-,-,-,-,-,-
发动机布局,-,-,-,纵置,纵置,纵置
发动机型号,SC28R,SC28R,3TZ,N25A,N25A,N25A
发动机,2.8T 150马力 L4,2.8T 150马力 L4,2.7L 163马力 L4,2.5L 163马力 L4,2.5L 163马力 L4,2.5L 163马力 L4
厂商指导价(元),27.88万,25.88万,23.88万,13.58万,14.88万,20.88万
厂商,厦门金龙,厦门金龙,厦门金龙,厦门金龙,厦门金龙,厦门金龙
卫星导航系统,○,○,○,-,-,-
助力类型,,,,,,
副座椅调节方式,,,,-,-,-
前轮距(mm),-,-,-,1655,1655,1655
前轮胎规格,,,,,,
前排座椅功能,-,-,-,-,-,-
前悬架类型,,,,,,
前制动器类型,,,,,,
前/后驻车雷达,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后○,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后排头部气囊(气帘),-,-,-,-,-,-
前/后排侧气囊,-,-,-,-,-,-
前/后中央扶手,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,-,-,-
刹车辅助(EBA/BAS/BA等),-,-,-,-,-,-
制动力分配(EBD/CBC等),●,●,●,●,●,●
内后视镜功能,-,-,-,-,-,-
全液晶仪表盘,-,-,-,-,-,-
侧滑门形式,,,,,,
供油方式,直喷,直喷,多点电喷,多点电喷,多点电喷,多点电喷
主座椅调节方式,,,,,,
主动刹车/主动安全系统,-,-,-,-,-,-
主/副驾驶座电动调节,-,-,-,-,-,-
主/副驾驶座安全气囊,-,-,-,-,-,-
中控彩色屏幕,,,,-,,
中控屏幕尺寸,-,-,-,-,,
上市时间,2022.01,2022.01,2022.01,2023.07,2023.07,2023.07
上坡辅助,-,-,-,-,-,-
USB/Type-C接口数量,-,-,-,-,-,-
OTA升级,-,-,-,-,-,-
NEDC综合油耗(L/100km),10.4,10.4,12.9,-,-,-
LED日间行车灯,-,-,-,-,-,-
ISOFIX儿童座椅接口,-,-,-,-,-,-
ABS防抱死,●,●,●,●,●,●
