Feature,70688,70690,70691,70693,70694,70696
多功能方向盘,○,○,○,○,●,●
外后视镜功能,,,,,,
备胎规格,,,,,,
后雨刷,○,○,○,○,○,○
后轮距(mm),1475,1475,1475,1475,1475,1475
后轮胎规格,,,,,,
后电动机最大扭矩(N·m),320,320,320,320,320,320
后电动机最大功率(kW),130,130,130,130,130,130
后电动机型号,TZ220XSLJC60C,TZ220XSLJC60C,TZ220XSLJC60C,TZ220XSLJC60C,TZ220XSLJC60C,TZ220XSLJC60C
后排独立空调,○,○,●,●,●,●
后排杯架,-,-,-,-,-,-
后排座椅放倒形式,,,,,,
后悬架类型,,,,,,
后座出风口,○,○,●,●,●,●
后备厢容积(L),-,-,-,-,-,-
后制动器类型,,,,,,
变速箱类型,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱
变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱
发动机电子防盗,●,●,●,●,●,●
发动机型号,LJM20A,LJM20A,LJM20A,LJM20A,LJM20A,LJM20A
发动机,2.0L 136马力 L4,2.0L 136马力 L4,2.0L 136马力 L4,2.0L 136马力 L4,2.0L 136马力 L4,2.0L 136马力 L4
厂商指导价(元),12.49万,12.84万,13.29万,13.49万,14.29万,14.49万
厂商,江汽集团,江汽集团,江汽集团,江汽集团,江汽集团,江汽集团
卫星导航系统,○,○,○,○,●,●
助力类型,,,,,,
副驾驶位后排可调节按钮,-,-,-,-,-,-
副座椅调节方式,,,,,,
前轮距(mm),1500,1500,1500,1500,1500,1500
前轮胎规格,,,,,,
前排座椅功能,-,-,-,-,-,-
前悬架类型,,,,,,
前制动器类型,,,,,,
前/后驻车雷达,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后排头部气囊(气帘),-,-,-,-,-,-
前/后排侧气囊,-,-,-,-,-,-
前/后中央扶手,-,-,-,-,-,-
刹车辅助(EBA/BAS/BA等),-,-,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●,●
内置行车记录仪,○,○,○,○,○,○
内后视镜功能,-,-,-,-,-,-
全液晶仪表盘,-,-,-,-,-,-
侧滑门形式,,,,,,
供油方式,多点电喷,多点电喷,多点电喷,多点电喷,多点电喷,多点电喷
主座椅调节方式,,,,,,
主动刹车/主动安全系统,-,-,-,-,-,-
主/副驾驶座电动调节,-,-,-,-,-,-
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副○,主●&nbsp;/&nbsp;副○,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,,,
中控屏幕尺寸,,,,,,
上市时间,2024.11,2025.03,2024.11,2025.03,2024.11,2025.03
WLTC综合油耗(L/100km),2.33,2.33,2.33,2.33,2.33,2.33
WLTC纯电续航里程(km)_y,63,63,63,63,63,63
WLTC纯电续航里程(km)_x,63,63,63,63,63,63
USB/Type-C接口数量,,,,,,
OTA升级,-,-,-,-,-,-
LED日间行车灯,●,●,●,●,●,●
ISOFIX儿童座椅接口,-,-,-,-,-,-
CLTC纯电续航里程(km)_y,85,85,85,85,85,85
CLTC纯电续航里程(km)_x,85,85,85,85,85,85
ABS防抱死,●,●,●,●,●,●
4G/5G网络,,,,,,
