Feature,51966,63012,65656,66733,66743,66744,66745,66746,66747,66748,66749,66750,66751,67266,71504,71685,71686,71687,71688,71689,72103
车身结构_y,三厢车,三厢车,三厢车,三厢车,三厢车,三厢车,三厢车,三厢车,三厢车,三厢车,三厢车,三厢车,三厢车,三厢车,三厢车,三厢车,三厢车,三厢车,三厢车,三厢车,三厢车
车身结构_x,4门5座三厢车,4门5座三厢车,4门5座三厢车,4门5座三厢车,4门5座三厢车,4门5座三厢车,4门5座三厢车,4门5座三厢车,4门5座三厢车,4门5座三厢车,4门5座三厢车,4门5座三厢车,4门5座三厢车,4门5座三厢车,4门5座三厢车,4门5座三厢车,4门5座三厢车,4门5座三厢车,4门5座三厢车,4门5座三厢车,4门5座三厢车
车身稳定控制(ESC/ESP/DSC等),●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
车联网,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,-
车窗防夹手功能,●,●,●,●,●,●,●,●,●,●,-,●,●,●,●,●,●,●,●,●,-
车窗一键升降功能,,,,,,,,,-,,-,,,,,,,,,,-
车机系统存储(GB),,,,,,,,,,,,,,,,,,,,,-
车机系统内存(GB),,,,,,,,,,,,,,,,,,,,,-
车型名称,秦PLUS 2021款 EV 420KM 出行版,秦PLUS 2021款 EV 510KM 出行版,秦PLUS 2023款 EV 510KM 出行版,秦PLUS 2024款 荣耀版 DM-i 120KM卓越型,秦PLUS 2024款 荣耀版 DM-i 55KM领先型,秦PLUS 2024款 荣耀版 DM-i 55KM超越型,秦PLUS 2024款 荣耀版 DM-i 120KM领先型,秦PLUS 2024款  荣耀版 DM-i 120KM超越型,秦PLUS 2024款 荣耀版 EV 420KM领先型,秦PLUS 2024款 荣耀版 EV 420KM超越型,秦PLUS 2024款 荣耀版 EV 510KM领先型,秦PLUS 2024款 荣耀版 EV 510KM超越型,秦PLUS 2024款 荣耀版 EV 510KM卓越型,秦PLUS 2024款 DM-i 120KM领航荣耀版,秦PLUS 2025款 DM-i 智驾版 55KM领先型,秦PLUS 2025款 DM-i 智驾版 55KM超越型,秦PLUS 2025款 DM-i 智驾版 120KM超越型,秦PLUS 2025款 EV 智驾版 420KM领先型,秦PLUS 2025款 EV 智驾版 510KM领先型,秦PLUS 2025款 EV 智驾版 510KM超越型,秦PLUS 2025款 EV 510KM 标准版
车前雾灯,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
车内环境氛围灯,-,-,-,,-,-,-,-,-,-,-,-,,-,-,-,,-,-,,-
车内化妆镜,,,,,,,,,,,,,,,,,,,,,
车内中控锁,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
车内PM2.5过滤装置,●,●,-,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,-
车体结构,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式
超声波雷达数量,,,,,,,,,,,,,,,,,,,,,
语音连续识别,-,-,-,●,-,●,●,●,-,●,●,●,●,-,-,●,●,●,●,●,-
语音识别控制系统,-,-,-,,,,,,,,,,,-,,,,,,,-
语音助手唤醒词,-,-,-,,,,,,,,,,,-,,,,,,,-
语音分区域唤醒识别,-,-,-,,,,,,,,,,,-,,,,,,,-
语音免唤醒词,-,-,-,●,-,●,●,●,-,●,●,●,●,-,-,-,-,-,-,-,-
行车电脑显示屏幕,,,,,,,,,,,,,,,,,,,,,
蓝牙/车载电话,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,-
自适应远近光,-,-,-,●,-,-,-,-,-,-,-,-,●,-,-,●,●,●,●,●,-
自动驾驶辅助路段,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,-
自动驻车,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
自动泊车入位,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,●,●,●,●,●,-
自动头灯,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
自动变道辅助,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,●,●,●,●,●,-
能量回收系统,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
能源类型_y,纯电动,纯电动,纯电动,插电式混合动力,插电式混合动力,插电式混合动力,插电式混合动力,插电式混合动力,纯电动,纯电动,纯电动,纯电动,纯电动,插电式混合动力,插电式混合动力,插电式混合动力,插电式混合动力,纯电动,纯电动,纯电动,纯电动
能源类型_x,纯电动,纯电动,纯电动,插电式混合动力,插电式混合动力,插电式混合动力,插电式混合动力,插电式混合动力,纯电动,纯电动,纯电动,纯电动,纯电动,插电式混合动力,插电式混合动力,插电式混合动力,插电式混合动力,纯电动,纯电动,纯电动,纯电动
胎压监测功能,,,,,,,,,,,,,,,,,,,,,
缸盖材料,-,-,-,铝合金,铝合金,铝合金,铝合金,铝合金,-,-,-,-,-,铝合金,铝合金,铝合金,铝合金,-,-,-,-
缸体材料,-,-,-,铝合金,铝合金,铝合金,铝合金,铝合金,-,-,-,-,-,铝合金,铝合金,铝合金,铝合金,-,-,-,-
级别,紧凑型车,紧凑型车,紧凑型车,紧凑型车,紧凑型车,紧凑型车,紧凑型车,紧凑型车,紧凑型车,紧凑型车,紧凑型车,紧凑型车,紧凑型车,紧凑型车,紧凑型车,紧凑型车,紧凑型车,紧凑型车,紧凑型车,紧凑型车,紧凑型车
简称,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱
第二排座椅调节,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
空调温度控制方式,,,,,,,,,,,,,,,,,,,,,
空气质量监测,-,-,-,-,-,-,-,-,-,-,-,-,●,-,-,-,-,-,-,-,-
离去角(°),14,-,14,14,14,14,14,14,14,14,14,14,14,14,16,16,16,14,14,14,14
百公里耗电量(kWh/100km),-,-,-,14.5,11.4,11.4,14.5,14.5,11.60,11.60,11.90,11.90,11.90,14.5,11.1,11.1,13.6,11.6,11.9,11.9,-
疲劳驾驶提示,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
电芯品牌,,,,,,,,,,,,,,,,,,,,,
电能当量燃料消耗量(L/100km),-,-,-,1.64,1.29,1.29,1.64,1.64,1.31,1.31,1.35,1.35,1.35,1.64,-,-,-,1.35,1.38,1.38,-
电池预加热,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
电池能量密度(Wh/kg),-,-,-,-,-,-,-,-,140,140,140,140,140,-,-,-,-,-,-,-,-
电池能量(kWh),47.5,57.6,57.6,18.32,8.32,8.32,18.32,18.32,48,48,57.6,57.6,57.6,18.32,7.68,7.68,15.8,48,57.6,57.6,57.6
电池类型,,,,,,,,,,,,,,,,,,,,,
电池特有技术,-,-,-,刀片电池,刀片电池,刀片电池,刀片电池,刀片电池,刀片电池,刀片电池,刀片电池,刀片电池,刀片电池,刀片电池,刀片电池,刀片电池,刀片电池,刀片电池,刀片电池,刀片电池,刀片电池
电池快充电量范围(%)_y,30-80,30-80,30-80,-,-,-,-,-,30-80,30-80,30-80,30-80,30-80,-,-,-,-,30-80,30-80,30-80,30-80
电池快充电量范围(%)_x,30-80,30-80,30-80,-,-,-,-,-,30-80,30-80,30-80,30-80,30-80,-,-,-,-,30-80,30-80,30-80,30-80
电池快充时间(小时)_y,0.5,0.5,0.5,-,-,-,-,-,0.5,0.5,0.5,0.5,0.5,-,-,-,-,0.5,0.5,0.5,0.5
电池快充时间(小时)_x,0.5,0.5,0.5,-,-,-,-,-,0.5,0.5,0.5,0.5,0.5,-,-,-,-,0.5,0.5,0.5,0.5
电池冷却方式,直冷,直冷,直冷,直冷,直冷,直冷,直冷,直冷,直冷,直冷,直冷,直冷,直冷,直冷,直冷,直冷,直冷,直冷,直冷,直冷,液冷
电机类型,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步
电机布局,前置,前置,前置,前置,前置,前置,前置,前置,前置,前置,前置,前置,前置,前置,前置,前置,前置,前置,前置,前置,前置
电动机总马力(Ps),136,136,136,197,180,180,197,197,136,136,136,136,136,197,163,163,163,136,136,136,136
电动机总扭矩(N·m),180,180,180,325,316,316,325,325,180,180,180,180,180,325,210,210,210,180,180,180,180
电动机总功率(kW),100,100,100,145,132,132,145,145,100,100,100,100,100,145,120,120,120,100,100,100,100
电动机(Ps),136,136,136,197,180,180,197,197,136,136,136,136,136,197,163,163,163,136,136,136,136
电动座椅记忆功能,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
电动后备厢,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
环保标准_y,-,-,-,国VI,国VI,国VI,国VI,国VI,-,-,-,-,-,国VI,国VI,国VI,国VI,-,-,-,-
环保标准_x,-,-,-,国VI,国VI,国VI,国VI,国VI,-,-,-,-,-,国VI,国VI,国VI,国VI,-,-,-,-
牵引力控制(ASR/TCS/TRC等),●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
燃油标号,-,-,-,92号,92号,92号,92号,92号,-,-,-,-,-,92号,92号,92号,92号,-,-,-,-
热泵空调,-,-,●,-,-,-,-,-,●,●,●,●,●,-,-,-,-,●,●,●,●
温度分区控制,-,●,-,●,-,●,●,●,●,●,●,●,●,●,-,●,●,●,●,●,-
液晶仪表尺寸,,-,,,,,,,,,,,,,,,,,,,
油箱容积(L),-,-,-,48,48,48,48,48,-,-,-,-,-,48,65,65,65,-,-,-,-
油电综合燃料消耗量(L/100km),-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.03,3.03,2.69,-,-,-,-
气缸数(个),-,-,-,4,4,4,4,4,-,-,-,-,-,4,4,4,4,-,-,-,-
气缸排列形式,-,-,-,L,L,L,L,L,-,-,-,-,-,L,L,L,L,-,-,-,-
毫米波雷达数量,-,-,-,,-,-,-,-,-,-,-,-,,-,-,,,,,,-
每缸气门数(个),-,-,-,4,4,4,4,4,-,-,-,-,-,4,4,4,4,-,-,-,-
最高车速(km/h),130,130,130,185,185,185,185,185,130,130,130,130,130,185,180,180,180,150,150,150,130
最小转弯半径(m),5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5
最大马力(Ps),136,136,136,110,110,110,110,110,136,136,136,136,136,110,101,101,101,136,136,136,136
最大满载质量(kg),1955,2025,2032,1995,1875,1875,1995,1995,1961,1961,2032,2032,2032,1995,1855,1855,1955,1923,1989,1989,-
最大扭矩转速(rpm),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
最大扭矩(N·m)_y,180,180,180,135,135,135,135,135,180,180,180,180,180,135,126,126,126,-,-,-,180
最大扭矩(N·m)_x,180,180,180,-,-,-,-,-,180,180,180,180,180,-,-,-,-,180,180,180,180
最大功率转速(rpm),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
最大功率(kW)_y,100,100,100,81,81,81,81,81,100,100,100,100,100,81,74,74,74,100,100,100,100
最大功率(kW)_x,100,100,100,-,-,-,-,-,100,100,100,100,100,-,-,-,-,100,100,100,100
最大净功率(kW),-,-,-,-,-,-,-,-,-,-,-,-,-,-,70,70,70,-,-,-,-
最低荷电状态油耗(L/100km)WLTC,-,-,-,4.6,4.6,4.6,4.6,4.6,-,-,-,-,-,-,3.90,3.90,3.98,-,-,-,-
最低荷电状态油耗(L/100km)NEDC,-,-,-,3.8,3.8,3.8,3.8,3.8,-,-,-,-,-,-,2.93,2.93,3.08,-,-,-,-
最低荷电状态油耗(L/100km),-,-,-,-,-,-,-,-,-,-,-,-,-,4.6,-,-,-,-,-,-,-
无钥匙进入功能,,,,,,,,,,,,,,,,,,,,,-
无钥匙启动系统,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,-
旋转大屏,-,●,●,●,●,●,●,●,●,●,●,●,●,●,-,-,-,-,-,-,-
方向盘记忆,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
方向盘离手检测,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,●,●,●,●,●,-
方向盘材质,,,,,,,,,,,,,,,,,,,,,
方向盘换挡,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
方向盘加热,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
方向盘位置调节,,,,,,,,,,,,,,,,,,,,,
整车质保,-,,-,,,,,,,,,,,-,,,,,,,
整备质量(kg),1580,1650,1657,1620,1500,1500,1620,1620,1586,1586,1657,1657,1657,1620,1480,1480,1580,1548,1614,1614,-
摄像头数量,,,,,,,,,,,,,,,,,,,,,-
接近角(°),13,-,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
排量(mL),-,-,-,1498,1498,1498,1498,1498,-,-,-,-,-,1498,1498,1498,1498,-,-,-,-
换电,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,不支持
换挡形式,,,,,,,,,,,,,,,,,,,,,
挡位个数,1,1,1,无级变速,无级变速,无级变速,无级变速,无级变速,1,1,1,1,1,无级变速,无级变速,无级变速,无级变速,1,1,1,1
扬声器数量,,,,,,,,,,,,,,,,,,,,,
扬声器品牌名称,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
手机无线充电功能,-,,-,,-,,-,,-,-,-,-,,-,-,-,-,-,-,,-
手机互联/映射,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
手机APP远程功能,-,-,-,,,,,,,,,,,-,,,,,,,-
慢充接口位置,-,-,-,-,-,-,-,-,-,-,-,-,-,-,车右后侧,车右后侧,车右后侧,车右后侧,车右后侧,车右后侧,-
感应雨刷功能,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
快充接口位置,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,车右后侧,车右后侧,车右后侧,车右后侧,-
快充功能,支持,支持,支持,支持,-,-,支持,支持,支持,支持,支持,支持,支持,支持,-,-,支持,支持,支持,支持,支持
快充功率(kW),-,-,-,17,-,-,17,17,60,60,70,70,70,17,-,-,15,60,70,70,-
座椅材质,,,,,,,,,,,,,,,,,,,,,
座位数(个),,,,,,,,,,,,,,,,,,,,,
应用商店,-,-,-,●,●,●,●,●,●,●,●,●,●,-,●,●,●,●,●,●,-
并线辅助,-,-,-,●,-,-,-,-,-,-,-,-,●,-,-,●,●,●,●,●,-
巡航系统,-,,,,,,,,,,,,,,,,,,,,
导航路况信息显示,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,-
对外放电,-,-,●,●,-,-,●,●,●,●,●,●,●,●,-,-,●,●,●,●,-
对外交流放电功率(kW),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.3,3.3,3.3,3.3,-
宽度(mm),1837,1837,1837,1837,1837,1837,1837,1837,1837,1837,1837,1837,1837,1837,1837,1837,1837,1837,1837,1837,1837
官方0-50km/h加速(s),-,-,-,-,-,-,-,-,5.5,5.5,5.5,5.5,5.5,-,-,-,-,5.5,5.5,5.5,-
官方0-100km/h加速(s),-,-,-,7.3,7.9,7.9,7.3,7.3,-,-,-,-,-,7.3,7.6,7.6,7.6,-,-,-,-
安全带未系提醒,,,,,,,,,,,,,,,,,,,,,
天窗类型,-,,-,,-,,,,-,,-,,,,-,,,-,-,,-
大灯高度可调,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
大灯延时关闭,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
多媒体/充电接口,,,,,,,,,,,,,,,,,,,,,
多功能方向盘,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,-
外后视镜功能,,,,,,,,,,,,,,,,,,,,,
备胎规格,-,-,-,,,,,,,,,,,,,,,,,,-
地图品牌,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,-
哨兵模式/千里眼,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,●,●,●,●,●,-
后雨刷,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后轮距(mm),1580,1580,1580,1590,1590,1590,1590,1590,1580,1580,1580,1580,1580,1590,1590,1590,1590,1580,1580,1580,1580
后轮胎规格,,,,,,,,,,,,,,,,,,,,,
后方碰撞预警,-,-,-,●,-,-,-,-,-,-,-,-,●,-,-,●,●,●,●,●,-
后排独立空调,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后排杯架,-,●,-,●,-,●,●,●,●,●,●,●,●,●,-,●,●,-,●,●,-
后排座椅放倒形式,,,,,,,,,,,,,,,,,,,,,
后悬架类型,,,,,,,,,,,,,,,,,,,,,
后座出风口,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
后备厢容积(L),450,450,450,-,-,-,-,-,450,450,450,450,450,-,450,450,450,450,450,450,-
后制动器类型,,,,,,,,,,,,,,,,,,,,,
可见即可说,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,●,●,●,●,●,-
变速箱类型,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,电子无级变速箱(E-CVT),电子无级变速箱(E-CVT),电子无级变速箱(E-CVT),电子无级变速箱(E-CVT),电子无级变速箱(E-CVT),固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,电子无级变速箱(E-CVT),电子无级变速箱(E-CVT),电子无级变速箱(E-CVT),电子无级变速箱(E-CVT),固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱
变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱
发动机电子防盗,-,-,-,●,●,●,●,●,-,-,-,-,-,●,●,●,●,-,-,-,-
发动机布局,-,-,-,横置,横置,横置,横置,横置,-,-,-,-,-,横置,横置,横置,横置,-,-,-,-
发动机型号,-,-,-,BYD472QA,BYD472QA,BYD472QA,BYD472QA,BYD472QA,-,-,-,-,-,BYD472QA,BYD472QC,BYD472QC,BYD472QC,-,-,-,-
发动机,纯电动,纯电动,纯电动,1.5L 110马力 L4,1.5L 110马力 L4,1.5L 110马力 L4,1.5L 110马力 L4,1.5L 110马力 L4,纯电动,纯电动,纯电动,纯电动,纯电动,1.5L 110马力 L4,1.5L 101马力 L4,1.5L 101马力 L4,1.5L 101马力 L4,纯电动,纯电动,纯电动,纯电动
厂商指导价(元),17.58万,17.98万,17.58万,12.58万,7.98万,9.58万,10.58万,11.58万,10.98万,11.68万,11.98万,12.98万,13.98万,14.28万,7.98万,9.38万,10.38万,10.98万,11.98万,12.98万,17.38万
厂商,比亚迪,比亚迪,比亚迪,比亚迪,比亚迪,比亚迪,比亚迪,比亚迪,比亚迪,比亚迪,比亚迪,比亚迪,比亚迪,比亚迪,比亚迪,比亚迪,比亚迪,比亚迪,比亚迪,比亚迪,比亚迪
卫星导航系统,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,-
匝道自动驶出(入),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,●,●,●,●,●,-
助力类型,,,,,,,,,,,,,,,,,,,,,
副驾驶位后排可调节按钮,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
副座椅调节方式,,,,,,,,,,,,,,,,,,,,,
前轮距(mm),1580,1580,1580,1580,1580,1580,1580,1580,1580,1580,1580,1580,1580,1580,1580,1580,1580,1580,1580,1580,1580
前轮胎规格,,,,,,,,,,,,,,,,,,,,,
前电动机最大扭矩(N·m),180,180,180,325,316,316,325,325,180,180,180,180,180,325,210,210,210,180,180,180,180
前电动机最大功率(kW),100,100,100,145,132,132,145,145,100,100,100,100,100,145,120,120,120,100,100,100,100
前电动机型号,-,-,-,-,-,-,-,-,-,-,-,-,-,-,TZ210XYB,TZ210XYB,TZ210XYB,TZ180XSJ,TZ180XSJ,TZ180XSJ,-
前电动机品牌,-,-,-,-,-,-,-,-,-,-,-,-,-,-,比亚迪,比亚迪,比亚迪,比亚迪,比亚迪,比亚迪,-
前方碰撞预警,-,-,-,●,-,-,-,-,-,-,-,-,●,-,-,●,●,●,●,●,-
前方感知摄像头,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,-
前排座椅功能,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-
前悬架类型,,,,,,,,,,,,,,,,,,,,,
前制动器类型,,,,,,,,,,,,,,,,,,,,,
前/后驻车雷达,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),-,前●&nbsp;/&nbsp;后●,-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,-,前●&nbsp;/&nbsp;后●,-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,-
