Feature,52622,52623,58028,58029,58030,58031,58032,66163
方向盘加热,-,-,-,-,-,-,-,-
方向盘位置调节,,,,,,,,
整车质保,,,,,,,,
整备质量(kg),1091,1091,1080,1080,1080,1091,1091,1080
接近角(°),19,19,19,19,19,19,19,19
换挡形式,,,,,,,,
挡位个数,1,1,1,1,1,1,1,1
扬声器数量,,,,,,,,
扬声器品牌名称,-,-,-,-,-,-,-,-
手机无线充电功能,-,,-,-,,-,,-
手机互联/映射,,,,,,,,
手机APP远程功能,,,,,,,,
感应雨刷功能,-,-,-,-,-,-,-,-
快充功能,支持,支持,支持,支持,支持,支持,支持,支持
座椅材质,,,,,,,,
座位数(个),,,,,,,,
并线辅助,-,-,-,-,●,-,●,-
巡航系统,-,-,-,,,,,-
导航路况信息显示,●,●,●,●,●,●,●,●
宽度(mm),1655,1655,1655,1655,1655,1655,1655,1655
官方0-100km/h加速(s),-,-,-,-,-,-,-,-
安全带未系提醒,,,,,,,,
天窗类型,-,-,-,-,-,-,-,-
大灯高度可调,●,●,●,●,●,●,●,●
大灯延时关闭,●,●,●,●,●,●,●,●
多媒体/充电接口,,,,,,,,
多功能方向盘,●,●,●,●,●,●,●,●
外后视镜功能,,,,,,,,
备胎规格,,,,,,,,
地图品牌,,,,,,,,
后雨刷,-,-,-,-,-,-,-,-
后轮距(mm),1390,1390,1390,1390,1390,1390,1390,1390
后轮胎规格,,,,,,,,
后排独立空调,-,-,-,-,-,-,-,-
后排杯架,-,-,-,-,-,-,-,-
后排座椅放倒形式,,,,,,,,
后悬架类型,,,,,,,,
后座出风口,-,-,-,-,-,-,-,-
后备厢容积(L),230-540,230-540,230-540,230-540,230-540,230-540,230-540,230-540
后制动器类型,,,,,,,,
变速箱类型,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱
厂商指导价(元),7.28万,7.78万,6.68万,7.18万,7.68万,7.98万,8.48万,6.58万
厂商,电动屋,电动屋,电动屋,电动屋,电动屋,电动屋,电动屋,电动屋
卫星导航系统,●,●,●,●,●,●,●,●
助力类型,,,,,,,,
副驾驶位后排可调节按钮,-,-,-,-,-,-,-,-
副座椅调节方式,,,,,,,,
前轮距(mm),1420,1420,1420,1420,1420,1420,1420,1420
前轮胎规格,,,,,,,,
前电动机最大扭矩(N·m),125,125,125,125,125,125,125,125
前电动机最大功率(kW),35,35,35,35,35,35,35,35
前电动机型号,TZ180XS90AA,TZ180XS90AA,TZ180XS90AA,TZ180XS90AA,TZ180XS90AA,TZ180XS90AA,TZ180XS90AA,TZ180XS90AA
前电动机品牌,上海汽车,上海汽车,上海汽车,上海汽车,上海汽车,上海汽车,上海汽车,上海汽车
前排座椅功能,-,-,-,-,-,-,-,-
前悬架类型,,,,,,,,
前制动器类型,,,,,,,,
前/后驻车雷达,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),-,-,-,-,-,-,-,-
前/后排侧气囊,-,-,-,-,-,-,-,-
前/后中央扶手,-,-,-,-,-,-,-,-
刹车辅助(EBA/BAS/BA等),-,-,-,-,-,-,-,-
制动力分配(EBD/CBC等),●,●,●,●,●,●,●,●
内后视镜功能,,,,,,,,
全液晶仪表盘,-,-,-,-,-,-,-,-
低速行车警告,●,●,●,●,●,●,●,●
主座椅调节方式,,,,,,,,
主动刹车/主动安全系统,-,-,-,-,-,-,-,-
主/副驾驶座电动调节,-,-,-,-,-,-,-,-
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,,,,,
中控屏幕尺寸,,,,,,,,
上市时间,2021.08,2021.08,2023.01,2023.01,2023.01,2023.01,2023.01,2023.12
上坡辅助,●,●,●,●,●,●,●,●
三电系统质保,,,,,,,,
Wi-Fi热点,●,●,●,●,●,●,●,●
USB/Type-C接口数量,,,,,,,,
OTA升级,●,●,●,●,●,●,●,●
LED日间行车灯,-,●,-,●,●,●,●,-
ISOFIX儿童座椅接口,●,●,●,●,●,●,●,●
DOW开门预警,-,-,-,-,●,-,●,-
CLTC纯电续航里程(km)_y,408,408,302,302,302,408,408,302
CLTC纯电续航里程(km)_x,408,408,302,302,302,408,408,302
ABS防抱死,●,●,●,●,●,●,●,●
4G/5G网络,,,,,,,,
