Feature,55767,57474,66515,68035
最大满载质量(kg),3150,3100,3100,3150
最大扭矩(N·m),985,710,710,985
最大功率(kW),675,450,450,675
无钥匙进入功能,,,,
无钥匙启动系统,●,●,●,●
无框设计车门,●,●,●,●
方向盘记忆,●,●,●,●
方向盘离手检测,●,●,●,●
方向盘材质,,,,
方向盘换挡,-,-,-,-
方向盘加热,●,●,●,●
方向盘位置调节,,,,
整车质保,,,,
整备质量(kg),2690,2600,2600,2690
整体主动转向系统,●,●,-,●
摄像头数量,,,,
接近角(°),18,18,18,18
换挡形式,,,,
挡位个数,2,1,1,2
拖挂钩,,,-,
扬声器数量,,,,
扬声器品牌名称,,,,
手机无线充电功能,,,,
手机互联/映射,-,-,-,-
手机APP远程功能,,,,
慢充接口位置,车右前侧,车右前侧,车右前侧,车右前侧
感应雨刷功能,,,,
感应后备厢,●,●,●,●
快充接口位置,车左前侧,车左前侧,车左前侧,车左前侧
快充功能,支持,支持,支持,支持
快充功率(kW),420,420,420,420
座椅材质,,,,
座位数(个),,,,
应用商店,●,●,●,●
并线辅助,●,●,●,●
巡航系统,,,,
导航路况信息显示,●,●,●,●
宽度(mm),2019,2019,2019,2019
官方0-100km/h加速(s),2.95,4.5,4.5,2.95
安全带未系提醒,,,,
天窗类型,,,,
大灯高度可调,●,●,●,●
大灯延时关闭,●,●,●,●
多媒体/充电接口,,,,
多功能方向盘,●,●,●,●
外观套件,,,-,
外后视镜功能,,,,
备胎规格,,,,
四驱形式,,,,
后雨刷,-,-,-,-
后轮距(mm),1684,1684,1684,1684
后轮胎规格,,,,
后电动机最大功率(kW),450,225,225,450
后电动机型号,TZ264XY000,TZ230XS225,TZ230XS225,TZ264XY000
后电动机品牌,义乌吉利,采埃孚,采埃孚,义乌吉利
后方碰撞预警,●,●,●,●
后排独立空调,●,●,●,●
后排液晶屏幕尺寸,,,,
后排液晶屏幕,,,,
后排杯架,●,●,●,●
后排控制多媒体,●,●,●,●
后排座椅放倒形式,,,,
后排多媒体屏幕数量,,,,
后排侧隐私玻璃,●,●,●,●
后悬架类型,,,,
后座出风口,●,●,●,●
后备厢容积(L),688-1532,688-1532,688-1532,688-1532
后制动器类型,,,,
可翻转中控屏幕,●,●,●,●
可变悬架功能,,,,
可加热喷水嘴,●,●,●,●
变速箱类型,自动变速箱(AT),固定齿比变速箱,固定齿比变速箱,自动变速箱(AT)
厂商指导价(元),102.80万,82.80万,72.80万,123.88万
厂商,路特斯,路特斯,路特斯,路特斯
卫星导航系统,●,●,●,●
助力类型,,,,
副驾驶位后排可调节按钮,-,-,-,-
副驾屏幕类型,,,,
副驾娱乐屏尺寸,,,,
副座椅调节方式,,,,
前轮距(mm),1706,1706,1706,1706
前轮胎规格,,,,
前电动机最大功率(kW),225,225,225,225
前电动机型号,TZ230XS225,TZ230XS225,TZ230XS225,TZ230XS225
前电动机品牌,采埃孚,采埃孚,采埃孚,采埃孚
前方碰撞预警,●,●,●,●
前方感知摄像头,,,,
前排座椅功能,,,,
前悬架类型,,,,
前制动器类型,,,,
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●
准拖挂车总质量(kg),2250,2250,-,2250
内置行车记录仪,●,●,●,●
内后视镜功能,,,,
全液晶仪表盘,●,●,●,●
光感天幕,●,●,○,●
倒车车侧预警系统,●,●,●,●
侧窗多层隔音玻璃,,,,
低速行车警告,●,●,●,●
主座椅调节方式,,,,
主动降噪,●,●,●,●
主动闭合式进气格栅,●,●,●,●
主动刹车/主动安全系统,●,●,●,●
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,
中控屏幕类型,,,,
中控屏幕尺寸,,,,
中控屏幕分辨率,,,,
中控屏幕像素密度,,,,
上市时间,2022.10,2022.10,2024.01,2024.04
上坡辅助,●,●,●,●
三电系统质保,,,,
Wi-Fi热点,●,●,●,●
USB/Type-C接口数量,,,,
OTA升级,●,●,●,●
LED日间行车灯,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●
DOW开门预警,●,●,●,●
CLTC纯电续航里程(km)_y,560,650,650,560
CLTC纯电续航里程(km)_x,560,650,650,560
AR-HUD增强现实抬头显示,●,●,●,●
ABS防抱死,●,●,●,●
4G/5G网络,,,,
