Feature,66136,66137,68426,68874,71878,71879,71880,71881,72133
自适应远近光,●,●,●,●,●,●,●,●,●
自动驻车,●,●,●,●,●,●,●,●,●
自动头灯,●,●,●,●,●,●,●,●,●
能量回收系统,●,●,●,●,●,●,●,●,●
能源类型,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动
胎压监测功能,,,,,,,,,
级别,中大型MPV,中大型MPV,中大型MPV,中大型MPV,中大型MPV,中大型MPV,中大型MPV,中大型MPV,中大型MPV
简称,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱
第二排独立座椅,●,●,●,●,●,●,●,●,●
第二排座椅调节,,,,,,,,,
第二排座椅电动调节,●,●,●,●,●,●,●,●,●
第二排座椅功能,,,,,,,,,
第三排座椅调节,,,,,,,,,
第三排座椅电动调节,●,●,●,●,●,●,●,●,●
第三排座椅功能,,,,,,,,,
空调温度控制方式,,,,,,,,,
空气质量监测,●,●,●,●,●,●,●,●,●
空气悬架,●,●,-,●,-,●,●,●,●
离去角(°),17,15,15,17,15,17,17,17,17
百公里耗电量(kWh/100km),-,-,-,-,18.5,-,-,-,-
疲劳驾驶提示,●,●,●,●,●,●,●,●,●
电芯品牌,,,,,,,,,
电能当量燃料消耗量(L/100km),-,-,-,-,2.15,-,-,-,-
电池预加热,●,●,●,●,●,●,●,●,●
电池能量(kWh),140,116,100,140,100,116,140,140,140
电池类型,,,,,,,,,
电池特有技术,-,-,-,-,-,-,麒麟电池,麒麟电池,麒麟电池
电池慢充时间(小时)_y,-,-,-,-,14.3,16.6,20,20,20
电池慢充时间(小时)_x,-,-,-,-,14.3,16.6,20,20,20
电池快充电量范围(%)_y,10-80,10-80,10-80,10-80,30-80,30-80,30-80,30-80,30-80
电池快充电量范围(%)_x,10-80,10-80,10-80,10-80,30-80,30-80,30-80,30-80,30-80
电池快充时间(小时)_y,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
电池快充时间(小时)_x,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
电池冷却方式,液冷,液冷,液冷,液冷,液冷,液冷,液冷,液冷,液冷
电机类型,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步
电机布局,前置+后置,前置,前置,前置+后置,前置,前置+后置,前置,前置+后置,前置+后置
电动机总马力(Ps),544,272,272,544,272,544,272,544,544
电动机总扭矩(N·m),686,343,343,686,343,686,343,686,686
电动机总功率(kW),400,200,200,400,200,400,200,400,400
电动机(Ps),544,272,272,544,272,544,272,544,544
电动座椅记忆功能,,,,,,,,,
电动吸合车门,,,,,,,,,
电动后备厢位置记忆,●,●,●,●,●,●,●,●,●
电动后备厢,●,●,●,●,●,●,●,●,●
牵引力控制(ASR/TCS/TRC等),●,●,●,●,●,●,●,●,●
热泵空调,●,●,●,●,●,●,●,●,●
灯光特色功能,,-,-,,-,-,-,-,-
温度分区控制,●,●,●,●,●,●,●,●,●
液晶仪表尺寸,,,,,,,,,
毫米波雷达数量,,,,,,,,,
最高车速(km/h),180,170,170,180,170,180,170,180,180
最大满载质量(kg),3620,3600,3425,3730,3425,3580,3630,3620,3620
最大扭矩(N·m),686,343,343,686,343,686,343,686,686
最大功率(kW),400,200,200,400,200,400,200,400,400
无钥匙进入功能,,,,,,,,,
无钥匙启动系统,●,●,●,●,●,●,●,●,●
方向盘记忆,●,-,-,●,-,●,-,●,●
方向盘离手检测,●,●,●,●,●,●,●,●,●
方向盘材质,,,,,,,,,
方向盘换挡,-,-,-,-,-,-,-,-,-
方向盘加热,●,-,-,●,-,●,-,●,●
方向盘位置调节,,,,,,,,,
整车质保,-,-,-,-,,,,,
整备质量(kg),3130,2960,2805,3130,2805,3100,3025,3130,3130
摄像头数量,,,,,,,,,
接近角(°),16,16,16,16,16,16,16,16,16
换挡形式,,,,,,,,,
挡位个数,1,1,1,1,1,1,1,1,1
扬声器数量,,,,,,,,,
扬声器品牌名称,,,,,,,,,
手机无线充电功能,,,,,,,,,
手机无线充电功率,,,,,,,,,
手机互联/映射,,,,,,,,,
手机APP远程功能,,,,,,,,,
慢充接口位置,车左后侧,车左后侧,车左后侧,车左后侧,车左后侧,车左后侧,车左后侧,车左后侧,车左后侧
感应雨刷功能,,,,,,,,,
快充接口位置,车左后侧,车左后侧,车左后侧,车左后侧,车左后侧,车左后侧,车左后侧,车左后侧,车左后侧
快充功能,支持,支持,支持,支持,支持,支持,支持,支持,支持
座椅材质,,,,,,,,,
座椅布局,,,,,,,,,
座位数(个),,,,,,,,,
应用商店,●,●,●,●,●,●,●,●,●
并线辅助,●,●,●,●,●,●,●,●,●
巡航系统,,,,,,,,,
导航路况信息显示,●,●,●,●,●,●,●,●,●
对外放电,●,●,●,●,●,●,●,●,●
对外交流放电功率(kW),3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3
宽度(mm),1998,1998,1998,1998,1998,1998,1998,1998,1998
官方0-100km/h加速(s),5.5,8.9,8.9,5.5,8.9,5.5,8.9,5.5,5.5
安全带未系提醒,,,,,,,,,
天窗类型,,,-,,-,,,,
大灯高度可调,●,●,●,●,●,●,●,●,●
大灯延时关闭,●,●,●,●,●,●,●,●,●
夜视系统,●,-,-,●,-,-,-,●,●
多媒体/充电接口,,,,,,,,,
多功能方向盘,●,●,●,●,●,●,●,●,●
外后视镜功能,,,,,,,,,
备胎规格,,,,,,,,,
地图品牌,,,,,,,,,
四驱形式,,-,-,,-,,-,,
后雨刷,●,●,●,●,●,●,●,●,●
后轮距(mm),1742,1742,1742,1742,1742,1742,1742,1742,1742
后轮胎规格,,,,,,,,,
后电动机最大扭矩(N·m),343,-,-,343,-,343,-,343,343
后电动机最大功率(kW),200,-,-,200,-,200,-,200,200
后电动机型号,TZ220XSA01,-,-,TZ220XSA01,-,TZ220XSA01,-,TZ220XSA01,TZ220XSA01
后电动机品牌,威睿电动,-,-,威睿电动,-,威睿电动,-,威睿电动,威睿电动
后方碰撞预警,●,●,●,●,●,●,●,●,●
后排独立空调,●,●,●,●,●,●,●,●,●
后排液晶屏幕尺寸,,,-,-,-,,,,
后排液晶屏幕,,,-,-,-,,,,
后排杯架,●,●,●,●,●,●,●,●,●
后排控制多媒体,●,●,-,-,-,●,●,●,●
后排座椅放倒形式,-,-,-,,-,-,-,-,-
后排小桌板,●,-,●,●,●,●,●,●,●
后排多媒体屏幕数量,,,-,-,-,,,,
后排侧隐私玻璃,●,●,●,●,●,●,●,●,●
后悬架类型,,,,,,,,,
后座出风口,●,●,●,●,●,●,●,●,●
后备厢容积(L),1100,1100,1100,520,1100-2124,1100-2124,1100-2124,1100-2124,1100-2124
后制动器类型,,,,,,,,,
可见即可说,●,●,●,●,●,●,●,●,●
可变悬架功能,,,-,,-,,,,
变速箱类型,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱
厂商指导价(元),47.99万,43.99万,37.99万,47.99万,29.99万,36.99万,39.99万,44.99万,59.99万
厂商,LEVC,LEVC,LEVC,LEVC,LEVC,LEVC,LEVC,LEVC,LEVC
卫星导航系统,●,●,●,●,●,●,●,●,●
单踏板模式,●,●,●,●,●,●,●,●,●
助力类型,,,,,,,,,
副驾驶位后排可调节按钮,●,●,-,-,-,-,-,-,-
副座椅调节方式,,,,,,,,,
前轮距(mm),1747,1747,1747,1747,1747,1747,1747,1747,1747
前轮胎规格,,,,,,,,,
前电动机最大扭矩(N·m),343,343,343,343,343,343,343,343,343
前电动机最大功率(kW),200,200,200,200,200,200,200,200,200
前电动机型号,TZ220XSA01,TZ220XSA01,TZ220XSA01,TZ220XSA01,TZ220XSA01,TZ220XSA01,TZ220XSA01,TZ220XSA01,TZ220XSA01
前电动机品牌,威睿电动,威睿电动,威睿电动,威睿电动,威睿电动,威睿电动,威睿电动,威睿电动,威睿电动
前方碰撞预警,●,●,●,●,●,●,●,●,●
前方感知摄像头,,,,,,,,,
前排座椅功能,,,,,,,,,
前排中间气囊,●,-,●,●,●,●,●,●,●
前悬架类型,,,,,,,,,
前制动器类型,,,,,,,,,
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●,●,●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●,●,●,●,●
内置行车记录仪,●,●,●,●,●,●,●,●,●
内后视镜功能,,,,,,,,,
全液晶仪表盘,●,●,●,●,●,●,●,●,●
光感天幕,-,-,-,-,-,-,-,○,●
倒车车侧预警系统,●,●,●,●,●,●,●,●,●
信号灯识别,●,●,●,●,-,-,-,-,-
侧窗多层隔音玻璃,,,,,,,,,
侧滑门形式,,,,,,,,,
低速行车警告,●,●,●,●,●,●,●,●,●
主座椅调节方式,,,,,,,,,
主动式环境氛围灯,●,●,●,●,●,●,●,●,●
主动刹车/主动安全系统,●,●,●,●,●,●,●,●,●
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,,,,,,
中控屏幕类型,,,,,,,,,
中控屏幕尺寸,,,,,,,,,
上市时间,2024.06,2024.06,2024.06,2024.06,2025.03,2025.03,2025.03,2025.03,2025.03
上坡辅助,●,●,●,●,●,●,●,●,●
Wi-Fi热点,●,●,●,●,●,●,●,●,●
USB/Type-C最大充电功率,,,,,,,,,
USB/Type-C接口数量,,,,,,,,,
OTA升级,●,●,●,●,●,●,●,●,●
LED日间行车灯,●,●,●,●,●,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●,●,●,●,●,●
HUD抬头尺寸,,-,-,,-,,-,,
DOW开门预警,●,●,●,●,●,●,●,●,●
CLTC纯电续航里程(km)_y,805,675,570,785,570,650,825,805,805
CLTC纯电续航里程(km)_x,805,675,570,785,570,650,825,805,805
AR-HUD增强现实抬头显示,●,-,-,●,-,●,-,●,●
ABS防抱死,●,●,●,●,●,●,●,●,●
4G/5G网络,,,,,,,,,
220V/230V电源,●,●,●,●,●,●,●,●,●
