Feature,1007093,1007475,1007476,1007477
变速箱,5挡手动,5挡手动,5挡手动,5挡手动
发动机电子防盗,-,-,-,-
发动机型号,XC4G20,XC4G20,XC4G20,XC4G20
发动机启停技术,-,-,-,-
发动机,2.0L 102马力 L4,2.0L 102马力 L4,2.0L 102马力 L4,2.0L 102马力 L4
压缩比,-,-,-,-
厂商指导价(元),6.48万~6.98万,6.48万~6.98万,6.68万~7.28万,6.68万~7.28万
厂商,厦门金旅,厦门金旅,厦门金旅,厦门金旅
助力类型,液压助力,液压助力,液压助力,液压助力
前轮距(mm),1450,1450,1450,1450
前轮胎规格,195/70 R15,195/70 R15,195/70 R15,195/70 R15
前悬架类型,双横臂式扭杠弹簧独立悬架,双横臂式扭杠弹簧独立悬架,双横臂式扭杠弹簧独立悬架,双横臂式扭杠弹簧独立悬架
前制动器类型,通风盘式,通风盘式,通风盘式,通风盘式
前/后驻车雷达,前-&nbsp;/&nbsp;后○,前-&nbsp;/&nbsp;后○,前-&nbsp;/&nbsp;后○,前-&nbsp;/&nbsp;后○
前/后电动车窗,前○&nbsp;/&nbsp;后-,前○&nbsp;/&nbsp;后-,前○&nbsp;/&nbsp;后-,前○&nbsp;/&nbsp;后-
前/后排头部气囊(气帘),-,-,-,-
前/后排侧气囊,-,-,-,-
前/后中央扶手,-,-,-,-
刹车辅助(EBA/BAS/BA等),-,-,-,-
制动力分配(EBD/CBC等),●,●,●,●
全液晶仪表盘,-,-,-,-
供油方式,多点电喷,多点电喷,多点电喷,多点电喷
主/副驾驶座电动调节,-,-,-,-
主/副驾驶座安全气囊,-,-,-,-
中央差速器锁止功能,-,-,-,-
上市时间,2019.01,2019.04,2019.04,2019.04
上坡辅助,-,-,-,-
LED日间行车灯,-,-,-,-
ISOFIX儿童座椅接口,-,-,-,-
GPS导航系统,-,-,-,-
ABS防抱死,●,●,●,●
220V/230V电源,-,-,-,-
