Feature,58692,62649,62650,64071
最大扭矩转速(rpm),-,-,-,-
最大扭矩(N·m)_y,330,330,330,330
最大扭矩(N·m)_x,630,630,630,630
最大功率转速(rpm),-,-,-,-
最大功率(kW)_y,140,140,140,140
最大功率(kW)_x,274,274,274,274
最大净功率(kW),-,-,-,-
最低荷电状态油耗(L/100km),6.05,6.05,6.05,6.05
无钥匙进入功能,,,,
无钥匙启动系统,●,●,●,●
方向盘记忆,-,-,-,-
方向盘材质,,,,
方向盘换挡,-,-,-,-
方向盘加热,●,-,●,-
方向盘位置调节,,,,
整车质保,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里
整备质量(kg),2420,2420,2420,2420
接近角(°),12,14,14,14
排量(mL),1991,1991,1991,1991
换挡形式,,,,
挡位个数,2,2,2,2
扬声器数量,,,,
扬声器品牌名称,,,,
手机无线充电功能,,,,
手机互联/映射,,,,
手机APP远程功能,,,,
手势控制,●,-,●,-
慢充时间(小时)_y,3.5,3.5,3.5,3.5
慢充时间(小时)_x,3.5,3.5,3.5,3.5
感应雨刷功能,,,,
感应后备厢,●,●,●,●
快充电量百分比,-,-,-,-
快充电量(%),-,-,-,-
快充时间(小时)_y,0.5,0.5,0.5,0.5
快充时间(小时)_x,0.5,0.5,0.5,0.5
快充功能,-,-,-,-
循迹倒车,●,-,-,-
座椅材质,,,,
座椅布局,,,,
座位数(个),7,7,7,7
并线辅助,●,●,●,●
巡航系统,,,,
导航路况信息显示,●,●,●,●
对外放电,●,●,●,●
宽度(mm),1893,1893,1893,1893
官方0-100km/h加速(s),8.8,8.8,8.8,8.8
安全带未系提醒,,,,
天窗类型,,,,
大灯高度可调,●,●,●,●
大灯延时关闭,●,●,●,●
多层隔音玻璃,,,,
多媒体/充电接口,,,,
多功能方向盘,●,●,●,●
外后视镜功能,,,,
备胎规格,-,-,-,-
地图品牌,,,,
四驱形式,-,-,-,-
后风挡安全气囊,●,●,●,●
后雨刷,●,●,●,●
后轮距(mm),1646,1646,1646,1646
后轮胎规格,225/60 R18,225/60 R18,225/60 R18,225/60 R18
后方碰撞预警,●,●,●,●
后排独立空调,●,●,●,●
后排液晶屏幕尺寸,,-,,-
后排液晶屏幕,,-,,-
后排杯架,●,●,●,●
后排控制多媒体,●,●,●,●
后排座椅放倒形式,,,,
后排小桌板,●,-,●,●
后排侧隐私玻璃,●,●,●,●
后排侧窗遮阳帘,,-,,
后悬架类型,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架
后座出风口,●,●,●,●
后备厢容积(L),-,-,-,-
后制动器类型,通风盘式,通风盘式,通风盘式,通风盘式
可变悬架功能,,-,,-
变速箱类型,混合动力专用变速箱(DHT),混合动力专用变速箱(DHT),混合动力专用变速箱(DHT),混合动力专用变速箱(DHT)
变速箱,2挡DHT,2挡DHT,2挡DHT,2挡DHT
发动机电子防盗,●,●,●,●
发动机布局,横置,横置,横置,横置
发动机型号,4B20J2,4B20J2,4B20J2,4B20J2
发动机,2.0T 190马力 L4,2.0T 190马力 L4,2.0T 190马力 L4,2.0T 190马力 L4
厂商指导价(元),38.98万,32.98万,36.98万,34.98万
厂商,广汽乘用车,广汽乘用车,广汽乘用车,广汽乘用车
卫星导航系统,●,●,●,●
助力类型,电动助力,电动助力,电动助力,电动助力
加热/制冷杯架,,,,
副驾驶位后排可调节按钮,●,-,●,●
副驾娱乐屏,,-,,-
副座椅调节方式,,,,
前轮距(mm),1625,1625,1625,1625
前轮胎规格,225/60 R18,225/60 R18,225/60 R18,225/60 R18
前电动机最大扭矩(N·m),300,300,300,300
前电动机最大功率(kW),134,134,134,134
前方碰撞预警,●,●,●,●
前排座椅功能,,,,
前悬架类型,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架
前制动器类型,通风盘式,通风盘式,通风盘式,通风盘式
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●
内置行车记录仪,●,●,●,●
内后视镜功能,,,,
全液晶仪表盘,●,●,●,●
倒车车侧预警系统,●,●,●,●
侧滑门形式,,,,
供油方式,直喷,直喷,直喷,直喷
低速行车警告,●,●,●,●
主座椅调节方式,,,,
主动降噪,●,-,●,-
主动刹车/主动安全系统,●,●,●,●
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,
中控屏幕尺寸,,,,
中央差速器结构,-,-,-,-
上市时间,2023.05,2023.05,2023.05,2023.08
上坡辅助,●,●,●,●
Wi-Fi热点,●,●,●,●
WLTC综合续航(km),1032,1032,1032,1032
WLTC综合油耗(L/100km),1.2,1.2,1.2,1.2
WLTC纯电续航里程(km)_y,106,106,106,106
WLTC纯电续航里程(km)_x,106,106,106,106
USB/Type-C接口数量,,,,
OTA升级,●,●,●,●
LED日间行车灯,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●
DOW开门预警,●,●,●,●
CLTC纯电续航里程(km)_y,136,136,136,136
CLTC纯电续航里程(km)_x,136,136,136,136
AR实景导航,●,●,●,●
ABS防抱死,●,●,●,●
4G/5G网络,,,,
220V/230V电源,●,-,●,-
