Feature,64633,64634,64635,64636,64640,64641,67207,67208,67209,69336,69614,69735
油箱容积(L),81,81,81,81,81,81,81,81,81,81,81,81
气缸数(个),6,6,6,6,6,6,6,6,6,6,6,6
气缸排列形式,V,V,V,V,V,V,V,V,V,V,V,V
毫米波雷达数量,,,,,,,,,,,,
每缸气门数(个),4,4,4,4,4,4,4,4,4,4,4,4
最高车速(km/h),-,-,-,-,-,-,200,200,200,200,200,200
最大马力(Ps),355,355,355,355,355,355,367,367,367,367,367,367
最大满载质量(kg),2806,2806,2832,2832,2844,2844,2840,2860,2860,2815,2840,2815
最大扭矩转速(rpm),3500,3500,3500,3500,3500,3500,2500-4000,2500-4000,2500-4000,2500-4000,2500-4000,2500-4000
最大扭矩(N·m)_y,553,553,553,553,553,553,575,575,575,575,575,575
最大扭矩(N·m)_x,553,553,553,553,553,553,575,575,575,575,575,575
最大功率转速(rpm),5500,5500,5500,5500,5500,5500,5750,5750,5750,5750,5750,5750
最大功率(kW)_y,261,261,261,261,261,261,270,270,270,270,270,270
最大功率(kW)_x,261,261,261,261,261,261,270,270,270,270,270,270
最大净功率(kW),261,261,261,261,261,261,268,268,268,268,268,268
无钥匙进入功能,,,,,,,,,,,,
无钥匙启动系统,●,●,●,●,●,●,●,●,●,●,●,●
方向盘记忆,-,-,●,●,-,-,●,-,-,-,●,-
方向盘材质,,,,,,,,,,,,
方向盘换挡,●,●,●,●,●,●,●,●,●,●,●,●
方向盘加热,●,●,●,●,●,●,●,●,●,●,●,●
方向盘位置调节,,,,,,,,,,,,
整车质保,,,,,,,,,,,,
整备质量(kg),2246,2246,2347,2347,2284,2284,2335,2254,2254,2222,2335,2222
摄像头数量,,,,,,,,,,,,
推荐燃油标号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号
接近角(°),20,20,20,20,20,20,20,20,20,20,20,20
排量(mL),2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956
换挡形式,,,,,,,,,,,,
挡位个数,10,10,10,10,10,10,10,10,10,10,10,10
扬声器数量,,,,,,,,,,,,
扬声器品牌名称,-,,,,-,,,,,-,,-
手机无线充电功能,-,-,-,,-,-,,-,-,-,,-
手机互联/映射,-,-,-,-,-,-,,,,,,
手机APP远程功能,,,,,,,,,,,,
感应雨刷功能,-,,,,-,,,,,,,
感应后备厢,●,●,●,●,●,●,-,-,-,-,-,-
座椅材质,,,,,,,,,,,,
座椅布局,,,,,,,,,,,,
座位数(个),,,,,,,,,,,,
应用商店,-,-,-,-,-,-,●,●,●,●,●,●
并线辅助,-,●,●,●,-,●,●,●,●,●,●,●
巡航系统,,,,,,,,,,,,
导航路况信息显示,●,●,●,●,●,●,●,●,●,●,●,●
宽度(mm),2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022
官方0-100km/h加速(s),-,-,-,-,-,-,-,-,-,-,-,-
安全带未系提醒,,,,,,,,,,,,
天窗类型,,,,,,,,,,,,
大灯高度可调,●,●,●,●,●,●,●,●,●,●,●,●
大灯延时关闭,●,●,●,●,●,●,●,●,●,●,●,●
多媒体/充电接口,,,,,,,,,,,,
多功能方向盘,●,●,●,●,●,●,●,●,●,●,●,●
外后视镜功能,,,,,,,,,,,,
备胎规格,,,,,,,,,,,,
备胎放置方式,-,-,-,-,-,-,,-,-,-,,-
地图品牌,,,,,,,,,,,,
四驱形式,,,,,,,,,,,,
后雨刷,●,●,●,●,●,●,●,●,●,●,●,●
后轮距(mm),1716,1716,1716,1716,1716,1716,1716,1716,1716,1716,1716,1716
后轮胎规格,,,,,,,,,,,,
后排独立空调,●,●,●,●,●,●,●,●,●,●,●,●
后排液晶屏幕尺寸,-,,,,-,,,,,-,,-
后排杯架,●,●,●,●,●,●,●,●,●,●,●,●
后排控制多媒体,-,●,●,●,-,●,●,●,●,-,●,-
后排座椅电动放倒,●,●,●,●,●,●,●,●,●,●,●,●
后排座椅放倒形式,,,,,,,,,,,,
后排多媒体屏幕数量,-,-,-,-,-,-,,,,-,,-
后排侧隐私玻璃,●,●,●,●,●,●,●,●,●,●,●,●
后悬架类型,,,,,,,,,,,,
后座出风口,●,●,●,●,●,●,●,●,●,●,●,●
后备厢容积(L),415-2097,415-2097,415-2097,415-2097,415-2097,415-2097,415-1080,415-1080,415-1080,415-1080,415-1080,415-1080
后制动器类型,,,,,,,,,,,,
可变悬架功能,-,-,,,-,-,,-,-,-,,-
可加热喷水嘴,-,-,-,●,-,-,●,-,-,-,-,-
变速箱类型,手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT)
变速箱,10挡手自一体,10挡手自一体,10挡手自一体,10挡手自一体,10挡手自一体,10挡手自一体,10挡手自一体,10挡手自一体,10挡手自一体,10挡手自一体,10挡手自一体,10挡手自一体
发动机电子防盗,●,●,●,●,●,●,●,●,●,●,●,●
发动机布局,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置
发动机型号,GTDIQ96,GTDIQ96,GTDIQ96,GTDIQ96,GTDIQ96,GTDIQ96,GTDIQA6,GTDIQA6,GTDIQA6,GTDIQA6,GTDIQA6,GTDIQA6
发动机启停技术,●,●,●,●,●,●,●,●,●,●,●,●
发动机,3.0T 355马力 V6,3.0T 355马力 V6,3.0T 355马力 V6,3.0T 355马力 V6,3.0T 355马力 V6,3.0T 355马力 V6,3.0T 367马力 V6,3.0T 367马力 V6,3.0T 367马力 V6,3.0T 367马力 V6,3.0T 367马力 V6,3.0T 367马力 V6
厂商指导价(元),50.08万,53.98万,64.98万,76.38万,50.08万,53.98万,70.08万,54.98万,54.98万,50.98万,62.98万,50.98万
厂商,长安林肯,长安林肯,长安林肯,长安林肯,长安林肯,长安林肯,长安林肯,长安林肯,长安林肯,长安林肯,长安林肯,长安林肯
卫星导航系统,●,●,●,●,●,●,●,●,●,●,●,●
助力类型,,,,,,,,,,,,
副驾驶位后排可调节按钮,-,-,-,-,-,-,-,-,-,-,-,-
副座椅调节方式,,,,,,,,,,,,
前轮距(mm),1708,1708,1708,1708,1708,1708,1708,1708,1708,1708,1708,1708
前轮胎规格,,,,,,,,,,,,
前方碰撞预警,●,●,●,●,●,●,●,●,●,●,●,●
前方感知摄像头,,,,,,,,,,,,
前排座椅功能,,,,,,,,,,,,
前悬架类型,,,,,,,,,,,,
前制动器类型,,,,,,,,,,,,
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●,●,●,●,●,●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●,●,●,●,●,●,●,●
内后视镜功能,,,,,,,,,,,,
全液晶仪表盘,●,●,●,●,●,●,●,●,●,●,●,●
倒车车侧预警系统,-,●,●,●,-,●,●,●,●,●,●,●
信号灯识别,●,●,●,●,●,●,-,-,-,-,-,-
侧窗多层隔音玻璃,,,,,,,,,,,,
供油方式,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷
主座椅调节方式,,,,,,,,,,,,
主动降噪,●,●,●,●,●,●,●,●,●,●,●,●
主动闭合式进气格栅,●,●,●,●,●,●,●,●,●,●,●,●
主动刹车/主动安全系统,●,●,●,●,●,●,●,●,●,●,●,●
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,,,,,,,,,
中控屏幕尺寸,,,,,,,,,,,,
中控屏幕分辨率,-,-,-,-,-,-,,,,,,
中央差速器结构,,,,,,,,,,,,
上市时间,2023.09,2023.09,2023.09,2023.09,2023.09,2023.09,2024.08,2024.08,2024.08,2024.08,2024.08,2024.08
上坡辅助,●,●,●,●,●,●,●,●,●,●,●,●
Wi-Fi热点,●,●,●,●,●,●,●,●,●,●,●,●
WLTC综合油耗(L/100km),10.31,10.31,10.71,10.71,10.31,10.31,10.76,10.4,10.4,10.4,10.76,10.4
USB/Type-C接口数量,,,,,,,,,,,,
OTA升级,●,●,●,●,●,●,●,●,●,●,●,●
LED日间行车灯,●,●,●,●,●,●,●,●,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●,●,●,●,●,●,●,●,●
HUD抬头数字显示,-,-,●,●,-,-,●,-,-,-,●,-
DOW开门预警,-,-,-,-,-,-,●,●,●,●,●,●
ABS防抱死,●,●,●,●,●,●,●,●,●,●,●,●
4G/5G网络,,,,,,,,,,,,
