Feature,65908,67865
无钥匙启动系统,●,●
方向盘记忆,●,●
方向盘材质,,
方向盘换挡,●,●
方向盘加热,●,●
方向盘位置调节,,
整车质保,-,-
整备质量(kg),-,-
整体主动转向系统,●,●
接近角(°),12,12
排量(mL),3982,3982
换挡形式,,
挡位个数,9,9
扬声器数量,-,-
扬声器品牌名称,,
手机无线充电功能,,
手机互联/映射,,
手机APP远程功能,,
慢充接口位置,车左后侧,车左后侧
感应雨刷功能,,
感应后备厢,●,●
座椅材质,,
座位数(个),,
应用商店,●,●
并线辅助,●,●
巡航系统,,
导航路况信息显示,●,●
宽度(mm),1921,1921
官方0-100km/h加速(s),3.3,3.3
安全带未系提醒,,
天窗类型,,
大灯高度可调,●,●
大灯延时关闭,●,●
多媒体/充电接口,,
多功能方向盘,●,●
外观套件,,
外后视镜功能,,
备胎规格,,
地图品牌,,
四驱形式,,
后雨刷,-,-
后轮距(mm),1642,1642
后轮胎规格,,
后电动机最大扭矩(N·m),320,320
后电动机最大功率(kW),140,140
后电动机型号,EMA001,EMA001
后排独立空调,●,●
后排液晶屏幕,,
后排正向安全气囊,○,○
后排杯架,●,●
后排控制多媒体,●,●
后排座椅放倒形式,-,-
后排小桌板,○,○
后排多媒体屏幕数量,,
后悬架类型,,
后座出风口,●,●
后备厢容积(L),-,-
后制动器类型,,
可变转向比,●,●
可变悬架功能,,
变速箱类型,手自一体变速箱(AT),手自一体变速箱(AT)
变速箱,9挡手自一体,9挡手自一体
发动机电子防盗,●,●
发动机布局,纵置,纵置
发动机型号,177 880,177 880
发动机,4.0T 612马力 V8,4.0T 612马力 V8
厂商指导价(元),263.80万,285.30万
厂商,梅赛德斯-AMG,梅赛德斯-AMG
卫星导航系统,●,●
助力类型,,
副驾驶位后排可调节按钮,●,●
副座椅调节方式,,
前轮距(mm),1671,1671
前轮胎规格,,
前方碰撞预警,●,●
前排座椅功能,,
前排中间气囊,●,●
前悬架类型,,
前制动器类型,,
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后○,前●&nbsp;/&nbsp;后○
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●
制动力分配(EBD/CBC等),●,●
内置行车记录仪,●,●
内后视镜功能,,
全液晶仪表盘,●,●
倒车车侧预警系统,●,●
侧窗多层隔音玻璃,,
供油方式,直喷,直喷
低速行车警告,●,●
主座椅调节方式,,
主动式环境氛围灯,●,●
主动刹车/主动安全系统,●,●
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,
中控屏幕类型,,
中控屏幕尺寸,,
中央差速器结构,,
上市时间,2024.04,2024.04
上坡辅助,●,●
USB/Type-C接口数量,,
OTA升级,●,●
LED日间行车灯,●,●
ISOFIX儿童座椅接口,●,●
ETC装置,○,○
DOW开门预警,●,●
AR实景导航,●,●
AR-HUD增强现实抬头显示,●,●
ABS防抱死,●,●
4G/5G网络,,
